country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,region/_source,alliance/_text,rm_prod,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,oil_prod,oil_reserves,uranium,reactor
Terengganu,Farysa,http://blocgame.com/alliancestats.php?allianceid=1595,23k active personnel,0 ships,First World War surplus,Nice,3 factories,Standard,online now,rankings.php?subregion=ind,The High Council,9 Hundred Tons per month,$1115 million,alliancestats.php?allianceid=1595,East Indies,,None,http://blocgame.com/rankings.php?subregion=ind,17441 km 2,http://blocgame.com/stats.php?id=60615,8 Mbbl per month,110 Mbbl,,
Bolshevikistan,S.D.Plessken,http://blocgame.com/alliancestats.php?allianceid=1932,9k active personnel,0 ships,Second World War surplus,Pariah,2 factories,Poor,last online 50 hours ago,rankings.php?subregion=congo,African Socialism,8 Hundred Tons per month,$1108 million,alliancestats.php?allianceid=1932,Congo,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=congo,7048 km 2,http://blocgame.com/stats.php?id=60189,5 Mbbl per month,,,
Rengit,merahsakti,http://blocgame.com/alliancestats.php?allianceid=1899,16k active personnel,1 ships,First World War surplus,Gandhi-like,2 factories,Elite,online now,rankings.php?subregion=ind,Aseang MMP,27 Hundred Tons per month,$1099 million,alliancestats.php?allianceid=1899,East Indies,,Large,http://blocgame.com/rankings.php?subregion=ind,20786 km 2,http://blocgame.com/stats.php?id=61769,8 Mbbl per month,536 Mbbl,,
livil,ntlthsnxplds,http://blocgame.com/alliancestats.php?allianceid=1993,6k active personnel,0 ships,First World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 16 hours ago,rankings.php?subregion=con,zero,5 Hundred Tons per month,$1089 million,alliancestats.php?allianceid=1993,Southern Cone,Untapped,None,http://blocgame.com/rankings.php?subregion=con,13210 km 2,http://blocgame.com/stats.php?id=61666,,,,
NousAllons,SolomonSpade,http://blocgame.com/alliancestats.php?allianceid=1644,47k active personnel,5 ships,Korean War surplus,Good,4 factories,Poor,last online 92 hours ago,rankings.php?subregion=mes,Inter/pol/,4 Hundred Tons per month,$1087 million,alliancestats.php?allianceid=1644,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,18945 km 2,http://blocgame.com/stats.php?id=58836,36 Mbbl per month,,,
lompoianz,lompoi malaya,http://blocgame.com/alliancestats.php?allianceid=1899,222k active personnel,6 ships,Korean War surplus,Gandhi-like,4 factories,Poor,last online 13 hours ago,rankings.php?subregion=ind,Aseang MMP,36 Hundred Tons per month,$1087 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=ind,31692 km 2,http://blocgame.com/stats.php?id=60500,21 Mbbl per month,,,
Barx,xkingbarx,http://blocgame.com/alliancestats.php?allianceid=1899,96k active personnel,4 ships,Korean War surplus,Gandhi-like,3 factories,Good,last online 36 hours ago,rankings.php?subregion=ara,Aseang MMP,15 Hundred Tons per month,$1086 million,alliancestats.php?allianceid=1899,Arabia,Untapped,Large,http://blocgame.com/rankings.php?subregion=ara,19003 km 2,http://blocgame.com/stats.php?id=60420,15 Mbbl per month,,,
Giotopia,Giobobo1,http://blocgame.com/alliancestats.php?allianceid=1988,9k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,last online 123 hours ago,rankings.php?subregion=mex,GioTopian Allies,3 Hundred Tons per month,$1077 million,alliancestats.php?allianceid=1988,Mesoamerica,Near Depletion,None,http://blocgame.com/rankings.php?subregion=mex,17784 km 2,http://blocgame.com/stats.php?id=55033,3 Mbbl per month,,,
the Antilles,Chris F.,,7k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 170 hours ago,rankings.php?subregion=car,,3 Hundred Tons per month,$1069 million,,Caribbean,Untapped,Small,http://blocgame.com/rankings.php?subregion=car,16172 km 2,http://blocgame.com/stats.php?id=61529,2 Mbbl per month,,,
Kerapu Siakap,MuhdFahmi,http://blocgame.com/alliancestats.php?allianceid=1899,55k active personnel,3 ships,Second World War surplus,Angelic,3 factories,Elite,last online 9 hours ago,rankings.php?subregion=sea,Aseang MMP,10 Hundred Tons per month,$1064 million,alliancestats.php?allianceid=1899,Indochina,Near Depletion,Large,http://blocgame.com/rankings.php?subregion=sea,26095 km 2,http://blocgame.com/stats.php?id=61253,9 Mbbl per month,,,
Lahanation,Sahanation,,6k active personnel,0 ships,First World War surplus,Questionable,1 factory,Undisciplined Rabble,last online 8 hours ago,rankings.php?subregion=ind,,7 Hundred Tons per month,$1059 million,,East Indies,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=ind,5463 km 2,http://blocgame.com/stats.php?id=60391,7 Mbbl per month,,,
Ficasso,FAIBLO,http://blocgame.com/alliancestats.php?allianceid=1899,101k active personnel,2 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 10 hours ago,rankings.php?subregion=per,Aseang MMP,10 Hundred Tons per month,$1057 million,alliancestats.php?allianceid=1899,Persia,Untapped,Large,http://blocgame.com/rankings.php?subregion=per,20000 km 2,http://blocgame.com/stats.php?id=61752,10 Mbbl per month,,,
The Marintinia,Edington,,30k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 9 hours ago,rankings.php?subregion=con,,7 Hundred Tons per month,$1050 million,,Southern Cone,,Large,http://blocgame.com/rankings.php?subregion=con,15911 km 2,http://blocgame.com/stats.php?id=61912,8 Mbbl per month,351 Mbbl,,
Tok Jembal,Lady H,http://blocgame.com/alliancestats.php?allianceid=1595,27k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 8 hours ago,rankings.php?subregion=ara,The High Council,15 Hundred Tons per month,$1048 million,alliancestats.php?allianceid=1595,Arabia,Near Depletion,Powerful,http://blocgame.com/rankings.php?subregion=ara,18961 km 2,http://blocgame.com/stats.php?id=60840,18 Mbbl per month,,,
Baloq,Baloq Liat,http://blocgame.com/alliancestats.php?allianceid=1595,38k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 2 hours ago,rankings.php?subregion=sea,The High Council,4 Hundred Tons per month,$1037 million,alliancestats.php?allianceid=1595,Indochina,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=sea,13477 km 2,http://blocgame.com/stats.php?id=61900,1 Mbbl per month,178 Mbbl,,
Masaland,Ahmad Haris,,34k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,online now,rankings.php?subregion=sub,,2 Hundred Tons per month,$1027 million,,The Subcontinent,Untapped,None,http://blocgame.com/rankings.php?subregion=sub,13750 km 2,http://blocgame.com/stats.php?id=61902,1 Mbbl per month,,,
hollywoodundead,batmanthing2222,http://blocgame.com/alliancestats.php?allianceid=1850,9k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 99 hours ago,rankings.php?subregion=ara,FFPAW,5 Hundred Tons per month,$1020 million,alliancestats.php?allianceid=1850,Arabia,Untapped,Small,http://blocgame.com/rankings.php?subregion=ara,13477 km 2,http://blocgame.com/stats.php?id=59629,5 Mbbl per month,,,
Istaq,Ahmaddidat,http://blocgame.com/alliancestats.php?allianceid=1931,8k active personnel,0 ships,Finest of the 19th century,Angelic,1 factory,Standard,last online 55 hours ago,rankings.php?subregion=mes,Idiots!,2 Hundred Tons per month,$1017 million,alliancestats.php?allianceid=1931,Mesopotamia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=mes,7785 km 2,http://blocgame.com/stats.php?id=61010,23 Mbbl per month,2609 Mbbl,,
Dirty Toilet,quintus,http://blocgame.com/alliancestats.php?allianceid=1966,60k active personnel,4 ships,First World War surplus,Gandhi-like,3 factories,Good,last online 33 hours ago,rankings.php?subregion=atl,Lithuanian Coalition,23 Hundred Tons per month,$1016 million,alliancestats.php?allianceid=1966,Atlas,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=atl,34293 km 2,http://blocgame.com/stats.php?id=61611,25 Mbbl per month,,,
Guatemala.,grazioso,,10k active personnel,0 ships,Finest of the 19th century,Nice,2 factories,Undisciplined Rabble,last online 29 hours ago,rankings.php?subregion=mex,,15 Hundred Tons per month,$1015 million,,Mesoamerica,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=mex,16335 km 2,http://blocgame.com/stats.php?id=60701,8 Mbbl per month,439 Mbbl,,
Cartel,King Simon,http://blocgame.com/alliancestats.php?allianceid=1595,9k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Elite,last online 5 hours ago,rankings.php?subregion=mex,The High Council,4 Hundred Tons per month,$841 million,alliancestats.php?allianceid=1595,Mesoamerica,Untapped,Small,http://blocgame.com/rankings.php?subregion=mex,16392 km 2,http://blocgame.com/stats.php?id=62152,3 Mbbl per month,73 Mbbl,,
Rimba Bara,hasnah53,http://blocgame.com/alliancestats.php?allianceid=1595,30k active personnel,0 ships,First World War surplus,Angelic,3 factories,Elite,last online 6 hours ago,rankings.php?subregion=ind,The High Council,22 Hundred Tons per month,$1005 million,alliancestats.php?allianceid=1595,East Indies,Depleted,Somewhat Large,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=61603,11 Mbbl per month,,,
La Patria,Torralba,http://blocgame.com/alliancestats.php?allianceid=1595,31k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 5 hours ago,rankings.php?subregion=chi,The High Council,2 Hundred Tons per month,$1005 million,alliancestats.php?allianceid=1595,China,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=chi,23665 km 2,http://blocgame.com/stats.php?id=62066,2 Mbbl per month,,,
killing56465,skatmas,,18k active personnel,0 ships,First World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 17 hours ago,rankings.php?subregion=eaf,,2 Hundred Tons per month,$997 million,,East Africa,Near Depletion,None,http://blocgame.com/rankings.php?subregion=eaf,13751 km 2,http://blocgame.com/stats.php?id=61076,,,,
Aeter,Anima6778,http://blocgame.com/alliancestats.php?allianceid=1997,54k active personnel,0 ships,First World War surplus,Angelic,2 factories,Standard,last online 1 hours ago,rankings.php?subregion=congo,NewerKidsOnTheBloc,4 Hundred Tons per month,$986 million,alliancestats.php?allianceid=1997,Congo,Plentiful,Meagre,http://blocgame.com/rankings.php?subregion=congo,19416 km 2,http://blocgame.com/stats.php?id=61960,3 Mbbl per month,,,
RawMaterials,CBebbs01,http://blocgame.com/alliancestats.php?allianceid=1952,5k active personnel,0 ships,First World War surplus,Isolated,None,Undisciplined Rabble,last online 27 hours ago,rankings.php?subregion=pac,The Eastern Sea,4 Hundred Tons per month,$983 million,alliancestats.php?allianceid=1952,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,7723 km 2,http://blocgame.com/stats.php?id=60723,,,,
Mechassn,President Baby,http://blocgame.com/alliancestats.php?allianceid=1899,19k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 80 hours ago,rankings.php?subregion=pac,Aseang MMP,9 Hundred Tons per month,$980 million,alliancestats.php?allianceid=1899,Pacific Rim,,Mediocre,http://blocgame.com/rankings.php?subregion=pac,20119 km 2,http://blocgame.com/stats.php?id=61698,7 Mbbl per month,,,
Chicken rice,Ador hitler,http://blocgame.com/alliancestats.php?allianceid=1899,50k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 4 hours ago,rankings.php?subregion=ind,Aseang MMP,10 Hundred Tons per month,$980 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=ind,19900 km 2,http://blocgame.com/stats.php?id=61750,7 Mbbl per month,311 Mbbl,,
Kelate.net,Wira Perang,http://blocgame.com/alliancestats.php?allianceid=1899,16k active personnel,1 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 6 hours ago,rankings.php?subregion=pac,Aseang MMP,9 Hundred Tons per month,$976 million,alliancestats.php?allianceid=1899,Pacific Rim,Depleted,Somewhat Large,http://blocgame.com/rankings.php?subregion=pac,21300 km 2,http://blocgame.com/stats.php?id=61907,9 Mbbl per month,,,
Kiekrz,Firaxo,http://blocgame.com/alliancestats.php?allianceid=1971,7k active personnel,0 ships,First World War surplus,Normal,1 factory,Elite,last online 184 hours ago,rankings.php?subregion=mes,Aphex,3 Hundred Tons per month,$965 million,alliancestats.php?allianceid=1971,Mesopotamia,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=mes,16335 km 2,http://blocgame.com/stats.php?id=61691,8 Mbbl per month,,,
Llorxye,qiffahsy,http://blocgame.com/alliancestats.php?allianceid=1899,99k active personnel,2 ships,Second World War surplus,Gandhi-like,2 factories,Standard,last online 1 hours ago,rankings.php?subregion=ind,Aseang MMP,7 Hundred Tons per month,$959 million,alliancestats.php?allianceid=1899,East Indies,,Mediocre,http://blocgame.com/rankings.php?subregion=ind,24553 km 2,http://blocgame.com/stats.php?id=61688,7 Mbbl per month,,1 Tons,
New Latvia,Muhammad Gaddafi,http://blocgame.com/alliancestats.php?allianceid=1595,9k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 172 hours ago,rankings.php?subregion=congo,The High Council,6 Hundred Tons per month,$954 million,alliancestats.php?allianceid=1595,Congo,,None,http://blocgame.com/rankings.php?subregion=congo,33603 km 2,http://blocgame.com/stats.php?id=62157,5 Mbbl per month,394 Mbbl,,
Tuaran,Sufrie,,28k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 1 hours ago,rankings.php?subregion=pac,,15 Hundred Tons per month,$952 million,,Pacific Rim,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=pac,16172 km 2,http://blocgame.com/stats.php?id=61828,15 Mbbl per month,,,
Iramerica,general_pooya,http://blocgame.com/alliancestats.php?allianceid=1952,2k active personnel,1 ships,Second World War surplus,Questionable,2 factories,Elite,last online 31 hours ago,rankings.php?subregion=per,The Eastern Sea,4 Hundred Tons per month,$937 million,alliancestats.php?allianceid=1952,Persia,Untapped,Small,http://blocgame.com/rankings.php?subregion=per,1006 km 2,http://blocgame.com/stats.php?id=59804,2 Mbbl per month,3761 Mbbl,,
methamphetamine,UDIN88,,45k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 3 hours ago,rankings.php?subregion=ind,,14 Hundred Tons per month,$936 million,,East Indies,Plentiful,Somewhat Large,http://blocgame.com/rankings.php?subregion=ind,20456 km 2,http://blocgame.com/stats.php?id=61702,10 Mbbl per month,458 Mbbl,,
Jam & Slam,CharlieBarkley,http://blocgame.com/alliancestats.php?allianceid=1595,154k active personnel,6 ships,Korean War surplus,Gandhi-like,4 factories,Good,last online 6 hours ago,rankings.php?subregion=ara,The High Council,12 Hundred Tons per month,$928 million,alliancestats.php?allianceid=1595,Arabia,Plentiful,Large,http://blocgame.com/rankings.php?subregion=ara,31594 km 2,http://blocgame.com/stats.php?id=60942,45 Mbbl per month,,,
ZAMENTA,ShAh FAr HAn,http://blocgame.com/alliancestats.php?allianceid=1899,101k active personnel,1 ships,First World War surplus,Questionable,2 factories,Standard,last online 13 hours ago,rankings.php?subregion=pac,Aseang MMP,10 Hundred Tons per month,$913 million,alliancestats.php?allianceid=1899,Pacific Rim,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=pac,20594 km 2,http://blocgame.com/stats.php?id=61998,7 Mbbl per month,,,
TonsOfDamage,Phreak,,2k active personnel,16 ships,Vietnam War surplus,Questionable,3 factories,Poor,last online 72 hours ago,rankings.php?subregion=ara,,19 Hundred Tons per month,$910 million,,Arabia,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=ara,23093 km 2,http://blocgame.com/stats.php?id=55966,44 Mbbl per month,,,
Puffed Cheese,Cheedows,,30k active personnel,0 ships,First World War surplus,Gandhi-like,2 factories,Elite,last online 4 hours ago,rankings.php?subregion=gra,,40 Hundred Tons per month,$909 million,,Gran Colombia,,None,http://blocgame.com/rankings.php?subregion=gra,25488 km 2,http://blocgame.com/stats.php?id=62141,11 Mbbl per month,175 Mbbl,,
Bakar al assad,Abu Bakar,,83k active personnel,1 ships,First World War surplus,Gandhi-like,2 factories,Poor,last online 4 hours ago,rankings.php?subregion=ara,,11 Hundred Tons per month,$907 million,,Arabia,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=ara,40108 km 2,http://blocgame.com/stats.php?id=61270,51 Mbbl per month,3840 Mbbl,,
Pakyu,General Hamizan,http://blocgame.com/alliancestats.php?allianceid=1568,65k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Standard,online now,rankings.php?subregion=pac,Brotherhood of Zion,8 Hundred Tons per month,$905 million,alliancestats.php?allianceid=1568,Pacific Rim,,Small,http://blocgame.com/rankings.php?subregion=pac,24552 km 2,http://blocgame.com/stats.php?id=61656,6 Mbbl per month,270 Mbbl,,
ReimuIsMyWaifu,rectalopossum,http://blocgame.com/alliancestats.php?allianceid=1393,53k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Poor,last online 37 hours ago,rankings.php?subregion=ara,BAMF,2 Hundred Tons per month,$902 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Small,http://blocgame.com/rankings.php?subregion=ara,27288 km 2,http://blocgame.com/stats.php?id=61686,28 Mbbl per month,2673 Mbbl,,
Apokalyptom,Luakoo,,5k active personnel,0 ships,Korean War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 97 hours ago,rankings.php?subregion=pac,,2 Hundred Tons per month,$900 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,525 km 2,http://blocgame.com/stats.php?id=58585,1 Mbbl per month,,,
Tamil Kingdom,Chola I,http://blocgame.com/alliancestats.php?allianceid=1952,65k active personnel,0 ships,First World War surplus,Gandhi-like,2 factories,Standard,last online 5 hours ago,rankings.php?subregion=sub,The Eastern Sea,13 Hundred Tons per month,$897 million,alliancestats.php?allianceid=1952,The Subcontinent,Plentiful,Small,http://blocgame.com/rankings.php?subregion=sub,27497 km 2,http://blocgame.com/stats.php?id=60964,6 Mbbl per month,161 Mbbl,,
"OK, I guess",DaBestSir,,7k active personnel,0 ships,First World War surplus,Questionable,1 factory,Elite,last online 27 hours ago,rankings.php?subregion=pac,,3 Hundred Tons per month,$892 million,,Pacific Rim,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=pac,7646 km 2,http://blocgame.com/stats.php?id=60952,2 Mbbl per month,,,
Free Syria,Mohammed al-Safawi,,6k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Poor,last online 95 hours ago,rankings.php?subregion=mes,,4 Hundred Tons per month,$891 million,,Mesopotamia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=mes,13077 km 2,http://blocgame.com/stats.php?id=61508,8 Mbbl per month,2553 Mbbl,,
Anak Abah,kakamin95,http://blocgame.com/alliancestats.php?allianceid=1952,29k active personnel,0 ships,First World War surplus,Questionable,1 factory,Good,last online 6 hours ago,rankings.php?subregion=ind,The Eastern Sea,8 Hundred Tons per month,$890 million,alliancestats.php?allianceid=1952,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,16311 km 2,http://blocgame.com/stats.php?id=60483,4 Mbbl per month,468 Mbbl,,
Malayantribes,Fir1999,http://blocgame.com/alliancestats.php?allianceid=1899,96k active personnel,4 ships,Second World War surplus,Gandhi-like,4 factories,Good,last online 15 hours ago,rankings.php?subregion=ind,Aseang MMP,27 Hundred Tons per month,$889 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,30441 km 2,http://blocgame.com/stats.php?id=60721,12 Mbbl per month,399 Mbbl,,
alisterors,jhon543,,45k active personnel,0 ships,First World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 17 hours ago,rankings.php?subregion=atl,,2 Hundred Tons per month,$883 million,,Atlas,Near Depletion,None,http://blocgame.com/rankings.php?subregion=atl,13404 km 2,http://blocgame.com/stats.php?id=61063,,,,
Coopa,Rudolf Hess,,32k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 98 hours ago,rankings.php?subregion=saf,,5 Hundred Tons per month,$883 million,,Southern Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=saf,16500 km 2,http://blocgame.com/stats.php?id=62128,1 Mbbl per month,383 Mbbl,1 Tons,
Drelinka,Catheline lebran,,11k active personnel,0 ships,Second World War surplus,Normal,1 factory,Elite,last online 3 hours ago,rankings.php?subregion=per,,12 Hundred Tons per month,$882 million,,Persia,Near Depletion,Meagre,http://blocgame.com/rankings.php?subregion=per,12193 km 2,http://blocgame.com/stats.php?id=61556,12 Mbbl per month,3292 Mbbl,,
TeraDeenz,fzdeenz86,,30k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,last online 19 hours ago,rankings.php?subregion=sea,,10 Hundred Tons per month,$876 million,,Indochina,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=sea,20000 km 2,http://blocgame.com/stats.php?id=61917,9 Mbbl per month,,,
NationalFreedom,Muhammad Ali,http://blocgame.com/alliancestats.php?allianceid=1568,26k active personnel,0 ships,First World War surplus,Good,1 factory,Standard,last online 1 hours ago,rankings.php?subregion=mes,Brotherhood of Zion,2 Hundred Tons per month,$836 million,alliancestats.php?allianceid=1568,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,20000 km 2,http://blocgame.com/stats.php?id=62085,,,,
MAF,asy8,http://blocgame.com/alliancestats.php?allianceid=1393,77k active personnel,2 ships,First World War surplus,Gandhi-like,2 factories,Poor,last online 40 hours ago,rankings.php?subregion=ara,BAMF,13 Hundred Tons per month,$827 million,alliancestats.php?allianceid=1393,Arabia,,Somewhat Large,http://blocgame.com/rankings.php?subregion=ara,25892 km 2,http://blocgame.com/stats.php?id=61981,14 Mbbl per month,,,
Goatfuck,assterix,http://blocgame.com/alliancestats.php?allianceid=1996,26k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 30 hours ago,rankings.php?subregion=ara,States of Obongo,12 Hundred Tons per month,$824 million,alliancestats.php?allianceid=1996,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,12870 km 2,http://blocgame.com/stats.php?id=61684,17 Mbbl per month,1113 Mbbl,,
Vader,Lord Vader,,9k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 108 hours ago,rankings.php?subregion=ind,,4 Hundred Tons per month,$822 million,,East Indies,Untapped,Small,http://blocgame.com/rankings.php?subregion=ind,13613 km 2,http://blocgame.com/stats.php?id=61885,3 Mbbl per month,,,
Meine Kleine,Hektor,,65k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 26 hours ago,rankings.php?subregion=chi,,8 Hundred Tons per month,$819 million,,China,Untapped,Small,http://blocgame.com/rankings.php?subregion=chi,31770 km 2,http://blocgame.com/stats.php?id=62170,6 Mbbl per month,236 Mbbl,,
samsayum,kadetdeen86,http://blocgame.com/alliancestats.php?allianceid=1899,60k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 18 hours ago,rankings.php?subregion=ind,Aseang MMP,13 Hundred Tons per month,$817 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=61924,10 Mbbl per month,,,
siput sedut,Mr. President Aizat,http://blocgame.com/alliancestats.php?allianceid=1899,157k active personnel,15 ships,Korean War surplus,Gandhi-like,5 factories,Good,last online 8 hours ago,rankings.php?subregion=ind,Aseang MMP,25 Hundred Tons per month,$815 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,47025 km 2,http://blocgame.com/stats.php?id=60552,14 Mbbl per month,513 Mbbl,,
Kapitan,Kapitan,http://blocgame.com/alliancestats.php?allianceid=1899,87k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 12 hours ago,rankings.php?subregion=ind,Aseang MMP,7 Hundred Tons per month,$808 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=61709,5 Mbbl per month,317 Mbbl,,
Zacto-7,zulcurrent,http://blocgame.com/alliancestats.php?allianceid=1899,84k active personnel,1 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 2 hours ago,rankings.php?subregion=pac,Aseang MMP,20 Hundred Tons per month,$808 million,alliancestats.php?allianceid=1899,Pacific Rim,,Mediocre,http://blocgame.com/rankings.php?subregion=pac,33494 km 2,http://blocgame.com/stats.php?id=61927,19 Mbbl per month,187 Mbbl,,
Rizqi,AkifRizqi,http://blocgame.com/alliancestats.php?allianceid=1644,70k active personnel,1 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 2 hours ago,rankings.php?subregion=ind,Inter/pol/,21 Hundred Tons per month,$807 million,alliancestats.php?allianceid=1644,East Indies,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=ind,31479 km 2,http://blocgame.com/stats.php?id=61996,18 Mbbl per month,130 Mbbl,,
kailam,kailam,http://blocgame.com/alliancestats.php?allianceid=1595,45k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,online now,rankings.php?subregion=ind,The High Council,5 Hundred Tons per month,$803 million,alliancestats.php?allianceid=1595,East Indies,Plentiful,Mediocre,http://blocgame.com/rankings.php?subregion=ind,15773 km 2,http://blocgame.com/stats.php?id=61608,4 Mbbl per month,425 Mbbl,,
Borneon,orangsigat,http://blocgame.com/alliancestats.php?allianceid=1899,78k active personnel,1 ships,First World War surplus,Gandhi-like,3 factories,Standard,online now,rankings.php?subregion=pac,Aseang MMP,12 Hundred Tons per month,$803 million,alliancestats.php?allianceid=1899,Pacific Rim,Near Depletion,Mediocre,http://blocgame.com/rankings.php?subregion=pac,23584 km 2,http://blocgame.com/stats.php?id=61947,8 Mbbl per month,329 Mbbl,,
lempow danea,hery ksr,http://blocgame.com/alliancestats.php?allianceid=1595,24k active personnel,2 ships,First World War surplus,Gandhi-like,2 factories,Elite,last online 15 hours ago,rankings.php?subregion=ind,The High Council,14 Hundred Tons per month,$799 million,alliancestats.php?allianceid=1595,East Indies,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=ind,19108 km 2,http://blocgame.com/stats.php?id=61897,12 Mbbl per month,,,
qaiserazalea,mr.elz,http://blocgame.com/alliancestats.php?allianceid=1899,44k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 10 hours ago,rankings.php?subregion=pac,Aseang MMP,3 Hundred Tons per month,$796 million,alliancestats.php?allianceid=1899,Pacific Rim,Untapped,Large,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=61763,4 Mbbl per month,156 Mbbl,,
Civilia,Sir_Ranger,http://blocgame.com/alliancestats.php?allianceid=1978,6k active personnel,0 ships,First World War surplus,Angelic,None,Undisciplined Rabble,last online 21 hours ago,rankings.php?subregion=chi,United Soviets,4 Hundred Tons per month,$788 million,alliancestats.php?allianceid=1978,China,,Meagre,http://blocgame.com/rankings.php?subregion=chi,16172 km 2,http://blocgame.com/stats.php?id=62017,3 Mbbl per month,217 Mbbl,,
RogueNation,FreedomFighter,http://blocgame.com/alliancestats.php?allianceid=1595,74k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 2 hours ago,rankings.php?subregion=atl,The High Council,30 Hundred Tons per month,$784 million,alliancestats.php?allianceid=1595,Atlas,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=atl,31599 km 2,http://blocgame.com/stats.php?id=62024,25 Mbbl per month,4551 Mbbl,,
