country,leader,alliance,army_size,navy,equipment,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,oil_reserves,uranium,reactor
Briggs,General Armstrong,http://blocgame.com/alliancestats.php?allianceid=1568,168k active personnel,11 ships,Advanced,15 factories,Elite,last online 4 hours ago,rankings.php?subregion=con,Brotherhood of Zion,$25642 million,alliancestats.php?allianceid=1568,Southern Cone,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,34230 km 2,http://blocgame.com/stats.php?id=53442,130 Mbbl,,
Gertralia,Guillermicus,http://blocgame.com/alliancestats.php?allianceid=1568,186k active personnel,68 ships,Persian Gulf War surplus,15 factories,Elite,last online 5 hours ago,rankings.php?subregion=con,Brotherhood of Zion,$25531 million,alliancestats.php?allianceid=1568,Southern Cone,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,34928 km 2,http://blocgame.com/stats.php?id=45604,,,
Coccoladia,Ernesto Caprone,http://blocgame.com/alliancestats.php?allianceid=1401,239k active personnel,71 ships,Persian Gulf War surplus,14 factories,Standard,last online 2 hours ago,rankings.php?subregion=car,The Federal Colonies,$25399 million,alliancestats.php?allianceid=1401,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,27330 km 2,http://blocgame.com/stats.php?id=40289,,,
German Reich,Frederick III,http://blocgame.com/alliancestats.php?allianceid=1835,240k active personnel,52 ships,Advanced,15 factories,Elite,last online 17 hours ago,rankings.php?subregion=egy,SPQR,$24656 million,alliancestats.php?allianceid=1835,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,44421 km 2,http://blocgame.com/stats.php?id=49204,1351 Mbbl,,
Kennethland,Kenneth,http://blocgame.com/alliancestats.php?allianceid=1568,441k active personnel,59 ships,Advanced,17 factories,Good,online now,rankings.php?subregion=gra,Brotherhood of Zion,$24321 million,alliancestats.php?allianceid=1568,Gran Colombia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=gra,74296 km 2,http://blocgame.com/stats.php?id=47662,,,
Mongolstan,Khan,http://blocgame.com/alliancestats.php?allianceid=1568,699k active personnel,76 ships,Advanced,40 factories,Good,online now,rankings.php?subregion=chi,Brotherhood of Zion,$24323 million,alliancestats.php?allianceid=1568,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,135519 km 2,http://blocgame.com/stats.php?id=47945,,4 Tons,
Whitey,Knee Grow,http://blocgame.com/alliancestats.php?allianceid=1568,339k active personnel,82 ships,Almost Modern,14 factories,Elite,last online 6 hours ago,rankings.php?subregion=waf,Brotherhood of Zion,$23605 million,alliancestats.php?allianceid=1568,West Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=waf,86699 km 2,http://blocgame.com/stats.php?id=4816,,,15%
HCLI,Kasper Hekmatyar,http://blocgame.com/alliancestats.php?allianceid=1393,267k active personnel,38 ships,Advanced,12 factories,Elite,last online 17 hours ago,rankings.php?subregion=chi,BAMF,$23495 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,27241 km 2,http://blocgame.com/stats.php?id=46030,,,
Northmarch,Elroy,http://blocgame.com/alliancestats.php?allianceid=1568,285k active personnel,43 ships,Advanced,18 factories,Poor,last online 33 hours ago,rankings.php?subregion=car,Brotherhood of Zion,$23513 million,alliancestats.php?allianceid=1568,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,43195 km 2,http://blocgame.com/stats.php?id=41629,,3 Tons,
Shambala,Feranon,http://blocgame.com/alliancestats.php?allianceid=1580,259k active personnel,26 ships,Persian Gulf War surplus,12 factories,Elite,online now,rankings.php?subregion=pac,Brotherhood of Nod,$22505 million,alliancestats.php?allianceid=1580,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,28432 km 2,http://blocgame.com/stats.php?id=41268,,,
pelle,pelle,http://blocgame.com/alliancestats.php?allianceid=1393,499k active personnel,13 ships,Persian Gulf War surplus,23 factories,Good,online now,rankings.php?subregion=chi,BAMF,$21793 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,51183 km 2,http://blocgame.com/stats.php?id=52372,,,
Cirno,jc99,http://blocgame.com/alliancestats.php?allianceid=1401,219k active personnel,52 ships,Advanced,14 factories,Standard,online now,rankings.php?subregion=ind,The Federal Colonies,$21594 million,alliancestats.php?allianceid=1401,East Indies,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,28182 km 2,http://blocgame.com/stats.php?id=43375,,,
Edtopia,Edgar,http://blocgame.com/alliancestats.php?allianceid=1401,239k active personnel,38 ships,Advanced,11 factories,Elite,last online 1 hours ago,rankings.php?subregion=mex,The Federal Colonies,$21543 million,alliancestats.php?allianceid=1401,Mesoamerica,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mex,23265 km 2,http://blocgame.com/stats.php?id=249,,,45%
FreakTopia,Remington Steel,http://blocgame.com/alliancestats.php?allianceid=1393,440k active personnel,60 ships,Advanced,19 factories,Elite,last online 12 hours ago,rankings.php?subregion=ama,BAMF,$21209 million,alliancestats.php?allianceid=1393,Amazonia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ama,99560 km 2,http://blocgame.com/stats.php?id=45527,,,
Arsinoe,Sobek,http://blocgame.com/alliancestats.php?allianceid=1835,1036k active personnel,66 ships,Advanced,22 factories,Elite,last online 19 hours ago,rankings.php?subregion=egy,SPQR,$21050 million,alliancestats.php?allianceid=1835,Egypt,Near Depletion,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,76898 km 2,http://blocgame.com/stats.php?id=49868,,,
Karat,TankGun,http://blocgame.com/alliancestats.php?allianceid=1401,109k active personnel,45 ships,Almost Modern,8 factories,Good,last online 19 hours ago,rankings.php?subregion=car,The Federal Colonies,$21356 million,alliancestats.php?allianceid=1401,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,23712 km 2,http://blocgame.com/stats.php?id=45853,,,
Mmhat,Homermustdie,http://blocgame.com/alliancestats.php?allianceid=1595,253k active personnel,51 ships,Almost Modern,10 factories,Elite,last online 37 hours ago,rankings.php?subregion=ama,The High Council,$21174 million,alliancestats.php?allianceid=1595,Amazonia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ama,29206 km 2,http://blocgame.com/stats.php?id=45846,,1 Tons,
Great Poverty,SamoGrrr,http://blocgame.com/alliancestats.php?allianceid=1568,399k active personnel,51 ships,Advanced,17 factories,Good,last online 2 hours ago,rankings.php?subregion=congo,Brotherhood of Zion,$20881 million,alliancestats.php?allianceid=1568,Congo,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=congo,65491 km 2,http://blocgame.com/stats.php?id=52440,,,
Falk,Seth,http://blocgame.com/alliancestats.php?allianceid=1401,100k active personnel,22 ships,Advanced,8 factories,Elite,last online 5 hours ago,rankings.php?subregion=pac,The Federal Colonies,$20420 million,alliancestats.php?allianceid=1401,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,14662 km 2,http://blocgame.com/stats.php?id=43574,,,5%
kocksmashistan,negerus prime,http://blocgame.com/alliancestats.php?allianceid=1393,299k active personnel,51 ships,Persian Gulf War surplus,16 factories,Good,last online 22 hours ago,rankings.php?subregion=sub,BAMF,$19878 million,alliancestats.php?allianceid=1393,The Subcontinent,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=sub,46508 km 2,http://blocgame.com/stats.php?id=49792,,,
JucheBox,Lunin,http://blocgame.com/alliancestats.php?allianceid=1393,218k active personnel,14 ships,Almost Modern,18 factories,Good,last online 9 hours ago,rankings.php?subregion=chi,BAMF,$20282 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,44497 km 2,http://blocgame.com/stats.php?id=56203,,,
Gensokyo,DrKourin,http://blocgame.com/alliancestats.php?allianceid=1393,254k active personnel,51 ships,Advanced,14 factories,Good,last online 1 hours ago,rankings.php?subregion=pac,BAMF,$19340 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,29481 km 2,http://blocgame.com/stats.php?id=5212,,,
Lyranistan,Lyranistan,http://blocgame.com/alliancestats.php?allianceid=1580,281k active personnel,12 ships,Advanced,14 factories,Standard,online now,rankings.php?subregion=mes,Brotherhood of Nod,$19247 million,alliancestats.php?allianceid=1580,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,65193 km 2,http://blocgame.com/stats.php?id=56860,,,
JaMon,amschind,http://blocgame.com/alliancestats.php?allianceid=1401,34k active personnel,0 ships,Advanced,13 factories,Elite,online now,rankings.php?subregion=car,The Federal Colonies,$18999 million,alliancestats.php?allianceid=1401,Caribbean,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=car,45065 km 2,http://blocgame.com/stats.php?id=44573,,,
Pooland,kurwa,http://blocgame.com/alliancestats.php?allianceid=1568,499k active personnel,18 ships,Advanced,22 factories,Good,online now,rankings.php?subregion=atl,Brotherhood of Zion,$18726 million,alliancestats.php?allianceid=1568,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,64773 km 2,http://blocgame.com/stats.php?id=49295,,1 Tons,
MoonMania,MoonMan,http://blocgame.com/alliancestats.php?allianceid=1393,175k active personnel,31 ships,Persian Gulf War surplus,10 factories,Good,last online 5 hours ago,rankings.php?subregion=ama,BAMF,$18623 million,alliancestats.php?allianceid=1393,Amazonia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ama,36253 km 2,http://blocgame.com/stats.php?id=53650,,,
Canuckistan!!,Cosmic Canuck,http://blocgame.com/alliancestats.php?allianceid=1580,279k active personnel,34 ships,Persian Gulf War surplus,18 factories,Good,last online 18 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$18650 million,alliancestats.php?allianceid=1580,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,103286 km 2,http://blocgame.com/stats.php?id=49526,,1 Tons,
deepfriedbutter,kittenSmasher,http://blocgame.com/alliancestats.php?allianceid=1393,237k active personnel,61 ships,Advanced,19 factories,Good,last online 10 hours ago,rankings.php?subregion=waf,BAMF,$18667 million,alliancestats.php?allianceid=1393,West Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=waf,106871 km 2,http://blocgame.com/stats.php?id=44479,,,
Fapman,Fapman,http://blocgame.com/alliancestats.php?allianceid=1393,275k active personnel,49 ships,Advanced,15 factories,Good,last online 80 hours ago,rankings.php?subregion=ara,BAMF,$18350 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,93456 km 2,http://blocgame.com/stats.php?id=53748,4436 Mbbl,,
Hashashin,moffe,http://blocgame.com/alliancestats.php?allianceid=1644,329k active personnel,55 ships,Advanced,15 factories,Poor,last online 6 hours ago,rankings.php?subregion=per,Inter/pol/,$18238 million,alliancestats.php?allianceid=1644,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,87765 km 2,http://blocgame.com/stats.php?id=54220,,,
Robots,stormbot28,http://blocgame.com/alliancestats.php?allianceid=1599,123k active personnel,31 ships,Almost Modern,11 factories,Elite,last online 9 hours ago,rankings.php?subregion=car,Wreckage brothers,$16535 million,alliancestats.php?allianceid=1599,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,55959 km 2,http://blocgame.com/stats.php?id=40242,,,
Argenwhite,Grecius,http://blocgame.com/alliancestats.php?allianceid=1580,238k active personnel,52 ships,Persian Gulf War surplus,10 factories,Elite,last online 4 hours ago,rankings.php?subregion=con,Brotherhood of Nod,$17646 million,alliancestats.php?allianceid=1580,Southern Cone,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,53322 km 2,http://blocgame.com/stats.php?id=40579,,,
nation name,alysdexia,http://blocgame.com/alliancestats.php?allianceid=1393,259k active personnel,30 ships,Persian Gulf War surplus,11 factories,Good,last online 3 hours ago,rankings.php?subregion=mes,BAMF,$17672 million,alliancestats.php?allianceid=1393,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,24759 km 2,http://blocgame.com/stats.php?id=49652,,,
Skhimm,Ept2415,http://blocgame.com/alliancestats.php?allianceid=1580,518k active personnel,73 ships,Advanced,15 factories,Elite,last online 9 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$16899 million,alliancestats.php?allianceid=1580,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,122025 km 2,http://blocgame.com/stats.php?id=52362,,19 Tons,
Kalayaan,Fernindad E. Marcos,http://blocgame.com/alliancestats.php?allianceid=1393,239k active personnel,62 ships,Persian Gulf War surplus,10 factories,Elite,last online 1 hours ago,rankings.php?subregion=pac,BAMF,$16936 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,79555 km 2,http://blocgame.com/stats.php?id=52349,,,
Potatoland,ThePotatoGuy,http://blocgame.com/alliancestats.php?allianceid=1382,199k active personnel,39 ships,Almost Modern,10 factories,Elite,last online 5 hours ago,rankings.php?subregion=car,Non-Aligned Movement,$16991 million,alliancestats.php?allianceid=1382,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,45507 km 2,http://blocgame.com/stats.php?id=53696,,,
Khuzestan,Georgy Zhukov,http://blocgame.com/alliancestats.php?allianceid=1401,159k active personnel,51 ships,Persian Gulf War surplus,11 factories,Elite,online now,rankings.php?subregion=per,The Federal Colonies,$17020 million,alliancestats.php?allianceid=1401,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,35604 km 2,http://blocgame.com/stats.php?id=48914,,,
Tyrantia,Malakal,http://blocgame.com/alliancestats.php?allianceid=1595,480k active personnel,51 ships,Persian Gulf War surplus,15 factories,Standard,online now,rankings.php?subregion=ind,The High Council,$16561 million,alliancestats.php?allianceid=1595,East Indies,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,63676 km 2,http://blocgame.com/stats.php?id=40238,,4 Tons,
Iwasaki,Saeka Nogushi,http://blocgame.com/alliancestats.php?allianceid=1393,198k active personnel,51 ships,Persian Gulf War surplus,11 factories,Good,last online 19 hours ago,rankings.php?subregion=pac,BAMF,$16845 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,49696 km 2,http://blocgame.com/stats.php?id=52235,,,
Al-Petralia,El-Oil,http://blocgame.com/alliancestats.php?allianceid=1393,148k active personnel,40 ships,Persian Gulf War surplus,9 factories,Elite,last online 5 hours ago,rankings.php?subregion=ara,BAMF,$16737 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,34559 km 2,http://blocgame.com/stats.php?id=52484,7470 Mbbl,,
Skeenation,David Tomanka,http://blocgame.com/alliancestats.php?allianceid=1393,151k active personnel,54 ships,Persian Gulf War surplus,5 factories,Elite,last online 1 hours ago,rankings.php?subregion=con,BAMF,$16549 million,alliancestats.php?allianceid=1393,Southern Cone,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=con,41581 km 2,http://blocgame.com/stats.php?id=40443,,,
Celtic Nations,BigWilly526,http://blocgame.com/alliancestats.php?allianceid=1580,330k active personnel,52 ships,Persian Gulf War surplus,15 factories,Elite,last online 13 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$16494 million,alliancestats.php?allianceid=1580,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,63487 km 2,http://blocgame.com/stats.php?id=7511,,,
Biji Kurdistan,Myron2point0,http://blocgame.com/alliancestats.php?allianceid=1580,227k active personnel,41 ships,Persian Gulf War surplus,10 factories,Poor,last online 190 hours ago,rankings.php?subregion=mes,Brotherhood of Nod,$16455 million,alliancestats.php?allianceid=1580,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,64978 km 2,http://blocgame.com/stats.php?id=52906,1731 Mbbl,,
Pheonix,Shockwave,http://blocgame.com/alliancestats.php?allianceid=1401,198k active personnel,60 ships,Persian Gulf War surplus,13 factories,Standard,last online 28 hours ago,rankings.php?subregion=per,The Federal Colonies,$16661 million,alliancestats.php?allianceid=1401,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,37998 km 2,http://blocgame.com/stats.php?id=40311,1825 Mbbl,,
Deponia,PYZILEND,http://blocgame.com/alliancestats.php?allianceid=1393,259k active personnel,28 ships,Persian Gulf War surplus,12 factories,Good,last online 13 hours ago,rankings.php?subregion=chi,BAMF,$16489 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,41102 km 2,http://blocgame.com/stats.php?id=54760,265 Mbbl,,
Kajima,Angelus,http://blocgame.com/alliancestats.php?allianceid=1580,258k active personnel,27 ships,Almost Modern,14 factories,Elite,last online 23 hours ago,rankings.php?subregion=pac,Brotherhood of Nod,$16475 million,alliancestats.php?allianceid=1580,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,48262 km 2,http://blocgame.com/stats.php?id=46908,,,
Vizio,linkbro,http://blocgame.com/alliancestats.php?allianceid=1393,219k active personnel,16 ships,Persian Gulf War surplus,8 factories,Good,last online 61 hours ago,rankings.php?subregion=ara,BAMF,$15999 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,44239 km 2,http://blocgame.com/stats.php?id=39037,1397 Mbbl,,
Greekrules,General Humphreys,http://blocgame.com/alliancestats.php?allianceid=1393,319k active personnel,51 ships,Advanced,17 factories,Elite,online now,rankings.php?subregion=ara,BAMF,$15998 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,85841 km 2,http://blocgame.com/stats.php?id=43351,4427 Mbbl,,
New-Rhodesia,Tito Van Ronnk,http://blocgame.com/alliancestats.php?allianceid=1644,190k active personnel,25 ships,Persian Gulf War surplus,8 factories,Good,last online 39 hours ago,rankings.php?subregion=eaf,Inter/pol/,$15905 million,alliancestats.php?allianceid=1644,East Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=eaf,35402 km 2,http://blocgame.com/stats.php?id=49249,,1 Tons,
Puella-Magia,Emily,http://blocgame.com/alliancestats.php?allianceid=1580,286k active personnel,43 ships,Persian Gulf War surplus,12 factories,Standard,last online 85 hours ago,rankings.php?subregion=pac,Brotherhood of Nod,$15127 million,alliancestats.php?allianceid=1580,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,62446 km 2,http://blocgame.com/stats.php?id=35958,,,
South Park,cartman,http://blocgame.com/alliancestats.php?allianceid=1835,279k active personnel,52 ships,Persian Gulf War surplus,10 factories,Good,last online 5 hours ago,rankings.php?subregion=car,SPQR,$15257 million,alliancestats.php?allianceid=1835,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,51110 km 2,http://blocgame.com/stats.php?id=228,,,
See Aye Eh,BillWilson,http://blocgame.com/alliancestats.php?allianceid=1599,326k active personnel,64 ships,Advanced,14 factories,Undisciplined Rabble,last online 3 hours ago,rankings.php?subregion=ara,Wreckage brothers,$15160 million,alliancestats.php?allianceid=1599,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,40091 km 2,http://blocgame.com/stats.php?id=52844,1126 Mbbl,,
Krakozhia,Ilyich,http://blocgame.com/alliancestats.php?allianceid=1599,242k active personnel,25 ships,Persian Gulf War surplus,9 factories,Standard,last online 12 hours ago,rankings.php?subregion=chi,Wreckage brothers,$15172 million,alliancestats.php?allianceid=1599,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,31809 km 2,http://blocgame.com/stats.php?id=39065,,,
Crimea,Hayro Khan,http://blocgame.com/alliancestats.php?allianceid=1393,138k active personnel,37 ships,Persian Gulf War surplus,6 factories,Good,last online 25 hours ago,rankings.php?subregion=atl,BAMF,$15266 million,alliancestats.php?allianceid=1393,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,30742 km 2,http://blocgame.com/stats.php?id=2570,7748 Mbbl,,5%
bro dude,guy man,http://blocgame.com/alliancestats.php?allianceid=1568,238k active personnel,39 ships,Almost Modern,11 factories,Elite,last online 6 hours ago,rankings.php?subregion=atl,Brotherhood of Zion,$15152 million,alliancestats.php?allianceid=1568,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,56539 km 2,http://blocgame.com/stats.php?id=49465,,,
QonoS,Tmonsta,http://blocgame.com/alliancestats.php?allianceid=1595,256k active personnel,34 ships,Persian Gulf War surplus,11 factories,Good,last online 9 hours ago,rankings.php?subregion=chi,The High Council,$14967 million,alliancestats.php?allianceid=1595,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,34576 km 2,http://blocgame.com/stats.php?id=44539,,1 Tons,35%
Genowia,ThePole,http://blocgame.com/alliancestats.php?allianceid=1393,224k active personnel,28 ships,Persian Gulf War surplus,10 factories,Standard,last online 21 hours ago,rankings.php?subregion=pac,BAMF,$14900 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,48327 km 2,http://blocgame.com/stats.php?id=50839,,,
OnlyJuanOvue,BigGuyBane,http://blocgame.com/alliancestats.php?allianceid=1599,211k active personnel,54 ships,Persian Gulf War surplus,13 factories,Elite,last online 42 hours ago,rankings.php?subregion=ara,Wreckage brothers,$14993 million,alliancestats.php?allianceid=1599,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,69726 km 2,http://blocgame.com/stats.php?id=52889,1423 Mbbl,,
Scavia,nike1155,http://blocgame.com/alliancestats.php?allianceid=1568,198k active personnel,35 ships,Almost Modern,8 factories,Elite,last online 21 hours ago,rankings.php?subregion=con,Brotherhood of Zion,$14875 million,alliancestats.php?allianceid=1568,Southern Cone,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,37531 km 2,http://blocgame.com/stats.php?id=52275,,,
Pompeii,Lykos,http://blocgame.com/alliancestats.php?allianceid=1835,98k active personnel,4 ships,Persian Gulf War surplus,10 factories,Good,last online 8 hours ago,rankings.php?subregion=per,SPQR,$14621 million,alliancestats.php?allianceid=1835,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,44412 km 2,http://blocgame.com/stats.php?id=39021,,,
Lalaland,Lalaland,http://blocgame.com/alliancestats.php?allianceid=1580,199k active personnel,35 ships,Persian Gulf War surplus,8 factories,Elite,last online 122 hours ago,rankings.php?subregion=pac,Brotherhood of Nod,$14439 million,alliancestats.php?allianceid=1580,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,27955 km 2,http://blocgame.com/stats.php?id=40201,,,
Casa del Nolano,jnolat09,http://blocgame.com/alliancestats.php?allianceid=1599,158k active personnel,15 ships,Persian Gulf War surplus,5 factories,Good,last online 30 hours ago,rankings.php?subregion=ind,Wreckage brothers,$14357 million,alliancestats.php?allianceid=1599,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,17783 km 2,http://blocgame.com/stats.php?id=45936,,,
durkastan,ned kelly,http://blocgame.com/alliancestats.php?allianceid=1580,243k active personnel,71 ships,Persian Gulf War surplus,23 factories,Elite,online now,rankings.php?subregion=ara,Brotherhood of Nod,$14242 million,alliancestats.php?allianceid=1580,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,123989 km 2,http://blocgame.com/stats.php?id=40488,3664 Mbbl,,
