country,leader,alliance,army_size,navy,equipment,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,oil reserves,uranium,reactor,reputation,rm_prod,oil_prod
zuid-afrika,hunter@1,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 44 hours ago,rankings.php?subregion=saf,,$300 million,,Southern Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=saf,None,http://blocgame.com/stats.php?id=62903,,,,Normal,,
Edlantia,King Ed,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 19 hours ago,rankings.php?subregion=atl,,$300 million,,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,None,http://blocgame.com/stats.php?id=62904,,,,Normal,,
Morovistan,Gustave Bergher,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 3 hours ago,rankings.php?subregion=mes,,$300 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,None,http://blocgame.com/stats.php?id=62905,,,,Normal,,
Zika,Felin,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 17 hours ago,rankings.php?subregion=egy,,$300 million,,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,None,http://blocgame.com/stats.php?id=62908,,,,Normal,,
Laime,6jarjar6,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 22 hours ago,rankings.php?subregion=con,,$300 million,,Southern Cone,Untapped,None,http://blocgame.com/rankings.php?subregion=con,None,http://blocgame.com/stats.php?id=62909,,,,Normal,,
Arianizmaishach,Arianiz-Maishach,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 37 hours ago,rankings.php?subregion=gra,,$300 million,,Gran Colombia,Untapped,None,http://blocgame.com/rankings.php?subregion=gra,None,http://blocgame.com/stats.php?id=62910,,,,Normal,,
kaizoku,Jenga,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 25 hours ago,rankings.php?subregion=car,,$300 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,None,http://blocgame.com/stats.php?id=62911,,,,Normal,,
mani,mani,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 33 hours ago,rankings.php?subregion=per,,$300 million,,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,None,http://blocgame.com/stats.php?id=62912,,,,Normal,,
Kumintang,Andominus,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 34 hours ago,rankings.php?subregion=ind,,$300 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,None,http://blocgame.com/stats.php?id=62913,,,,Normal,,
Bellocus,Slimy_Mexican_Turtle,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 10 hours ago,rankings.php?subregion=con,,$300 million,,Southern Cone,Untapped,None,http://blocgame.com/rankings.php?subregion=con,None,http://blocgame.com/stats.php?id=62914,,,,Normal,,
Nanyang,Mister_N,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 9 hours ago,rankings.php?subregion=sea,,$300 million,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,None,http://blocgame.com/stats.php?id=62916,,,,Normal,,
liger,AdolfHilter,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 2 hours ago,rankings.php?subregion=sub,,$300 million,,The Subcontinent,Untapped,None,http://blocgame.com/rankings.php?subregion=sub,None,http://blocgame.com/stats.php?id=62918,,,,Normal,,
Senglia,mreid2112,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 3 hours ago,rankings.php?subregion=sea,,$300 million,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,None,http://blocgame.com/stats.php?id=62920,,,,Normal,,
Blake pare,kingjuke,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 26 hours ago,rankings.php?subregion=pac,,$300 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,None,http://blocgame.com/stats.php?id=62921,,,,Normal,,
Robloxia,MrDomoonRBLX,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 26 hours ago,rankings.php?subregion=car,,$300 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,None,http://blocgame.com/stats.php?id=62922,,,,Normal,,
Xdxdkiller,Helloooooooo,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 26 hours ago,rankings.php?subregion=mes,,$300 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,None,http://blocgame.com/stats.php?id=62923,,,,Normal,,
Pcmc warfare,Tokngulu,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 1 hours ago,rankings.php?subregion=ind,,$300 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,None,http://blocgame.com/stats.php?id=62924,,,,Normal,,
Herzberg,Vera Johnson,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 25 hours ago,rankings.php?subregion=egy,,$300 million,,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,None,http://blocgame.com/stats.php?id=62925,,,,Normal,,
Radimostan,ondralukas,,20k active personnel,0 ships,Finest of the 19th century,,Standard,online now,rankings.php?subregion=pac,,$300 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,None,http://blocgame.com/stats.php?id=62926,1 Mbbl,,,Normal,,1 Mbbl per month
Orlostend,Orre De Grand,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 24 hours ago,rankings.php?subregion=per,,$300 million,,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,None,http://blocgame.com/stats.php?id=62927,,,,Normal,,
Inderapura,Lordfazal,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 2 hours ago,rankings.php?subregion=ind,,$300 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,None,http://blocgame.com/stats.php?id=62928,,,,Normal,,
Menn,Menn,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 23 hours ago,rankings.php?subregion=gra,,$300 million,,Gran Colombia,Untapped,None,http://blocgame.com/rankings.php?subregion=gra,None,http://blocgame.com/stats.php?id=62929,,,,Normal,,
awesomenessssss,awesomenationthingy,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 22 hours ago,rankings.php?subregion=egy,,$300 million,,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,None,http://blocgame.com/stats.php?id=62930,,,,Normal,,
Cimbu,Brausepaul1977,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 19 hours ago,rankings.php?subregion=ama,,$300 million,,Amazonia,Untapped,None,http://blocgame.com/rankings.php?subregion=ama,None,http://blocgame.com/stats.php?id=62933,,,,Normal,,
Ladina,MightyBj�rn,http://blocgame.com/alliancestats.php?allianceid=2038,25k active personnel,0 ships,Finest of the 19th century,,Standard,online now,rankings.php?subregion=car,Che Guevara League,$300 million,alliancestats.php?allianceid=2038,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,None,http://blocgame.com/stats.php?id=62936,,,,Questionable,,
Treasure,treasure,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 17 hours ago,rankings.php?subregion=atl,,$300 million,,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,None,http://blocgame.com/stats.php?id=62937,,,,Normal,,
District21,Nizarudinjohari,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 17 hours ago,rankings.php?subregion=ara,,$300 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,None,http://blocgame.com/stats.php?id=62938,,,,Normal,,
Strongtopia,JohnnyLaw,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 2 hours ago,rankings.php?subregion=pac,,$300 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,None,http://blocgame.com/stats.php?id=62939,,,,Normal,,
K R,jesse5,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 14 hours ago,rankings.php?subregion=chi,,$300 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,None,http://blocgame.com/stats.php?id=62941,,,,Normal,,
Pervinco,Schmoofles,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 3 hours ago,rankings.php?subregion=car,,$300 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,None,http://blocgame.com/stats.php?id=62942,,,,Normal,,
SpearChuckers,CyrusAether,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 15 hours ago,rankings.php?subregion=congo,,$300 million,,Congo,Untapped,None,http://blocgame.com/rankings.php?subregion=congo,None,http://blocgame.com/stats.php?id=62943,,,,Normal,,
Dragoons,bhasheep,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 15 hours ago,rankings.php?subregion=congo,,$300 million,,Congo,Untapped,None,http://blocgame.com/rankings.php?subregion=congo,None,http://blocgame.com/stats.php?id=62944,,,,Normal,,
Blaristan,Blarr,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 15 hours ago,rankings.php?subregion=ara,,$300 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,None,http://blocgame.com/stats.php?id=62945,,,,Normal,,
Orthodox,sofonias2000100,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 15 hours ago,rankings.php?subregion=congo,,$300 million,,Congo,Untapped,None,http://blocgame.com/rankings.php?subregion=congo,None,http://blocgame.com/stats.php?id=62946,,,,Normal,,
Plentiful,Hwassssa,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 11 hours ago,rankings.php?subregion=pac,,$300 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,None,http://blocgame.com/stats.php?id=62947,,,,Normal,,
Emrythl,Maharani,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 14 hours ago,rankings.php?subregion=egy,,$300 million,,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,None,http://blocgame.com/stats.php?id=62948,,,,Normal,,
Humanz,Gorobets,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 14 hours ago,rankings.php?subregion=car,,$300 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,None,http://blocgame.com/stats.php?id=62949,,,,Normal,,
GoAlLah,GoAlLah,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 14 hours ago,rankings.php?subregion=ara,,$300 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,None,http://blocgame.com/stats.php?id=62950,,,,Normal,,
De Lul,DT17,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 10 hours ago,rankings.php?subregion=sea,,$300 million,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,None,http://blocgame.com/stats.php?id=62951,,,,Normal,,
Guardia,IzayoiRabbit,,20k active personnel,0 ships,Finest of the 19th century,,Standard,online now,rankings.php?subregion=congo,,$300 million,,Congo,Untapped,None,http://blocgame.com/rankings.php?subregion=congo,None,http://blocgame.com/stats.php?id=62952,,,,Normal,,
Ninawa,YaBoiSaddam,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 12 hours ago,rankings.php?subregion=mes,,$300 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,None,http://blocgame.com/stats.php?id=62953,,,,Normal,,
Slaaneshi,Slaanesh,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 403913 hours ago,rankings.php?subregion=ama,,$300 million,,Amazonia,Untapped,None,http://blocgame.com/rankings.php?subregion=ama,None,http://blocgame.com/stats.php?id=62954,,,,Normal,,
Pleasure Cults,Slaaneshii,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 10 hours ago,rankings.php?subregion=ama,,$300 million,,Amazonia,Untapped,None,http://blocgame.com/rankings.php?subregion=ama,None,http://blocgame.com/stats.php?id=62955,,,,Normal,,
Melonia,MelonLord1955,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 9 hours ago,rankings.php?subregion=sea,,$300 million,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,None,http://blocgame.com/stats.php?id=62956,,,,Normal,,
Submarines,Popieluszko,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 3 hours ago,rankings.php?subregion=mes,,$300 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,None,http://blocgame.com/stats.php?id=62958,,,,Normal,,
Olinkia,RobertsZedong,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 403913 hours ago,rankings.php?subregion=car,,$300 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,None,http://blocgame.com/stats.php?id=62959,,,,Normal,,
Smyrno,Mallow,http://blocgame.com/alliancestats.php?allianceid=2046,30k active personnel,0 ships,First World War surplus,,Elite,online now,rankings.php?subregion=ara,Non-Aligned Movement,$300 million,alliancestats.php?allianceid=2046,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,None,http://blocgame.com/stats.php?id=62960,1 Mbbl,,,Normal,,1 Mbbl per month
Krajina,�eljko Ra�natovi�,,25k active personnel,0 ships,First World War surplus,,Elite,online now,rankings.php?subregion=mes,,$300 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,None,http://blocgame.com/stats.php?id=62961,1 Mbbl,,,Normal,,1 Mbbl per month
Skekenhouse,Kraast,,20k active personnel,0 ships,Finest of the 19th century,,Standard,online now,rankings.php?subregion=mes,,$300 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,None,http://blocgame.com/stats.php?id=62962,,,,Normal,,
Kachan,Chłodna Kaczka,,20k active personnel,0 ships,Finest of the 19th century,,Standard,online now,rankings.php?subregion=atl,,$300 million,,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,None,http://blocgame.com/stats.php?id=62963,,,,Normal,,
Acirassi,Flexy,http://blocgame.com/alliancestats.php?allianceid=2045,35k active personnel,0 ships,First World War surplus,,Elite,online now,rankings.php?subregion=mes,The Order,$285 million,alliancestats.php?allianceid=2045,Mesopotamia,Plentiful,None,http://blocgame.com/rankings.php?subregion=mes,None,http://blocgame.com/stats.php?id=49805,,,,Questionable,,
Snusers,Snuupy,http://blocgame.com/alliancestats.php?allianceid=2045,35k active personnel,0 ships,First World War surplus,,Elite,online now,rankings.php?subregion=sub,The Order,$285 million,alliancestats.php?allianceid=2045,The Subcontinent,Plentiful,None,http://blocgame.com/rankings.php?subregion=sub,None,http://blocgame.com/stats.php?id=58336,,,,Normal,,
Spratly,asy_syakir,,20k active personnel,0 ships,Finest of the 19th century,,Standard,online now,rankings.php?subregion=per,,$285 million,,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,None,http://blocgame.com/stats.php?id=60451,1 Mbbl,,,Normal,,1 Mbbl per month
KakMahPower,tuan tanah kedaun,,20k active personnel,0 ships,Finest of the 19th century,,Standard,online now,rankings.php?subregion=sea,,$285 million,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,None,http://blocgame.com/stats.php?id=60656,2 Mbbl,,,Normal,,2 Mbbl per month
Tanus,Hoovytaurus,,25k active personnel,0 ships,First World War surplus,,Elite,online now,rankings.php?subregion=car,,$285 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,None,http://blocgame.com/stats.php?id=61059,,,,Normal,2 Hundred Tons per month,
Pizzarriba,Speedy Gonzales,http://blocgame.com/alliancestats.php?allianceid=2038,39k active personnel,0 ships,First World War surplus,,Elite,online now,rankings.php?subregion=car,Che Guevara League,$285 million,alliancestats.php?allianceid=2038,Caribbean,Plentiful,None,http://blocgame.com/rankings.php?subregion=car,None,http://blocgame.com/stats.php?id=62957,,,,Normal,,
Tanus,Hoovytaurus,,25k active personnel,0 ships,First World War surplus,,Elite,online now,rankings.php?subregion=car,,$285 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,None,http://blocgame.com/stats.php?id=61059,,,,Normal,2 Hundred Tons per month,
