country,leader,alliance,army_size,navy,equipment,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,oil reserves,uranium,reactor,reputation,rm_prod,oil_prod
Nerdia,TheKyu,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 11 hours ago,rankings.php?subregion=car,,$300 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,None,http://blocgame.com/stats.php?id=56451,,,,Normal,,
Jam,pbjam,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 32 hours ago,rankings.php?subregion=ind,,$300 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,None,http://blocgame.com/stats.php?id=56490,,,,Normal,,
Ceannesburg,theorange0,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 11 hours ago,rankings.php?subregion=mex,,$300 million,,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,None,http://blocgame.com/stats.php?id=56500,,,,Normal,,
Sarpeda,Sarpedon,,20k active personnel,0 ships,Finest of the 19th century,,Standard,online now,rankings.php?subregion=mes,,$300 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,None,http://blocgame.com/stats.php?id=56585,,,,Normal,,
Desert Fox,schmitzz,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 168 hours ago,rankings.php?subregion=ara,,$300 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,None,http://blocgame.com/stats.php?id=56662,,,,Normal,,
Marijuana,Weed is Good the III,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 22 hours ago,rankings.php?subregion=car,,$300 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,None,http://blocgame.com/stats.php?id=56663,,,,Normal,,
Boletaria,Geralt Dayne,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 16 hours ago,rankings.php?subregion=chi,,$300 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,None,http://blocgame.com/stats.php?id=56664,,,,Normal,,
Conferan,Cryptox,http://blocgame.com/alliancestats.php?allianceid=2039,31k active personnel,0 ships,First World War surplus,,Good,online now,rankings.php?subregion=ind,The High Council,$300 million,alliancestats.php?allianceid=2039,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,None,http://blocgame.com/stats.php?id=56710,480 Mbbl,,,Normal,2 Hundred Tons per month,
Lyranistan,Lyranistan,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 2 hours ago,rankings.php?subregion=mes,,$300 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,None,http://blocgame.com/stats.php?id=56860,,,,Normal,,
Utopiastan,SilmAlpha,http://blocgame.com/alliancestats.php?allianceid=2039,25k active personnel,0 ships,First World War surplus,,Elite,online now,rankings.php?subregion=gui,The High Council,$300 million,alliancestats.php?allianceid=2039,Guinea,Untapped,None,http://blocgame.com/rankings.php?subregion=gui,None,http://blocgame.com/stats.php?id=56876,2 Mbbl,,,Normal,,2 Mbbl per month
Camcost,hunthalo,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 18 hours ago,rankings.php?subregion=egy,,$300 million,,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,None,http://blocgame.com/stats.php?id=56890,,,,Normal,,
Bloodied Stools,cowds,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 14 hours ago,rankings.php?subregion=gra,,$300 million,,Gran Colombia,Untapped,None,http://blocgame.com/rankings.php?subregion=gra,None,http://blocgame.com/stats.php?id=56997,,,,Normal,,
DynamicMemes,mememan69,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 18 hours ago,rankings.php?subregion=saf,,$300 million,,Southern Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=saf,None,http://blocgame.com/stats.php?id=57005,,,,Normal,,
Latveria,Doom,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 12 hours ago,rankings.php?subregion=mes,,$300 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,None,http://blocgame.com/stats.php?id=57009,,,,Normal,,
Savarnia,Kxxvc,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 148 hours ago,rankings.php?subregion=pac,,$300 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,None,http://blocgame.com/stats.php?id=57059,,,,Normal,,
Deklain,Otis,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 1 hours ago,rankings.php?subregion=pac,,$300 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,None,http://blocgame.com/stats.php?id=57066,,,,Normal,,
Melaka,Hang Tuah,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 17 hours ago,rankings.php?subregion=ind,,$300 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,None,http://blocgame.com/stats.php?id=57146,,,,Normal,,
Darkstone,Trakel,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 3 hours ago,rankings.php?subregion=pac,,$300 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,None,http://blocgame.com/stats.php?id=57176,,,,Normal,,
Markoviakia,Luako,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 18 hours ago,rankings.php?subregion=waf,,$300 million,,West Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=waf,None,http://blocgame.com/stats.php?id=57239,,,,Normal,,
Argon,Argus,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 11 hours ago,rankings.php?subregion=atl,,$300 million,,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,None,http://blocgame.com/stats.php?id=57323,,,,Normal,,
Lagoense,Marechal Fabra,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 3 hours ago,rankings.php?subregion=car,,$300 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,None,http://blocgame.com/stats.php?id=57361,,,,Normal,,
Esboslavia,Swatbot26,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 1 hours ago,rankings.php?subregion=car,,$300 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,None,http://blocgame.com/stats.php?id=57376,,,,Normal,,
Lyon,Corpsegrinder,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 12 hours ago,rankings.php?subregion=gra,,$300 million,,Gran Colombia,Untapped,None,http://blocgame.com/rankings.php?subregion=gra,None,http://blocgame.com/stats.php?id=57382,,,,Normal,,
BlackPowers,Declan Power,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 87 hours ago,rankings.php?subregion=egy,,$300 million,,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,None,http://blocgame.com/stats.php?id=57639,,,,Normal,,
Alohaha,Jakeirt,,14k active personnel,0 ships,Finest of the 19th century,,Standard,online now,rankings.php?subregion=congo,,$300 million,,Congo,Untapped,None,http://blocgame.com/rankings.php?subregion=congo,None,http://blocgame.com/stats.php?id=57669,,,,Normal,2 Hundred Tons per month,
Awesomeria,killbodies,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 5 hours ago,rankings.php?subregion=saf,,$300 million,,Southern Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=saf,None,http://blocgame.com/stats.php?id=57755,,,,Normal,,
Arborea,Arbus,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 8 hours ago,rankings.php?subregion=waf,,$300 million,,West Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=waf,None,http://blocgame.com/stats.php?id=57767,,,,Normal,,
One Star,Neku,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 6 hours ago,rankings.php?subregion=per,,$300 million,,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,None,http://blocgame.com/stats.php?id=57783,,,,Normal,,
Middle Korea,MrGoliath,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 59 hours ago,rankings.php?subregion=pac,,$300 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,None,http://blocgame.com/stats.php?id=57790,,,,Normal,,
Seattle,supercurt37,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 37 hours ago,rankings.php?subregion=chi,,$300 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,None,http://blocgame.com/stats.php?id=57842,,,,Normal,,
Skywalker,War Raven,,25k active personnel,0 ships,First World War surplus,,Elite,online now,rankings.php?subregion=mes,,$300 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,None,http://blocgame.com/stats.php?id=57844,4 Mbbl,,,Normal,,4 Mbbl per month
Good Jobs,Mongoloid Manager,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 12 hours ago,rankings.php?subregion=sea,,$300 million,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,None,http://blocgame.com/stats.php?id=57865,,,,Normal,,
Walmart,Jeddy,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 11 hours ago,rankings.php?subregion=chi,,$300 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,None,http://blocgame.com/stats.php?id=57903,,,,Normal,,
Duterte,Rodrigo Duterte,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 11 hours ago,rankings.php?subregion=sea,,$300 million,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,None,http://blocgame.com/stats.php?id=57937,,,,Normal,,
Jobror,Pbever,,20k active personnel,0 ships,Finest of the 19th century,,Standard,online now,rankings.php?subregion=per,,$300 million,,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,None,http://blocgame.com/stats.php?id=57942,,,,Normal,,
Mnemosyne,Solus,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 2 hours ago,rankings.php?subregion=pac,,$300 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,None,http://blocgame.com/stats.php?id=57952,,,,Normal,,
Burlmenia,Nathan Barlow,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 38 hours ago,rankings.php?subregion=ama,,$300 million,,Amazonia,Untapped,None,http://blocgame.com/rankings.php?subregion=ama,None,http://blocgame.com/stats.php?id=57957,,,,Normal,,
Alien Ant Farm,Smooth Criminal,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 10 hours ago,rankings.php?subregion=ind,,$300 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,None,http://blocgame.com/stats.php?id=58135,,,,Normal,,
Texastan,Rebel Lord,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 13 hours ago,rankings.php?subregion=mes,,$300 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,None,http://blocgame.com/stats.php?id=58149,,,,Normal,,
woosha,blaatje,,25k active personnel,0 ships,First World War surplus,,Elite,online now,rankings.php?subregion=egy,,$300 million,,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,None,http://blocgame.com/stats.php?id=58158,5 Mbbl,,,Normal,,5 Mbbl per month
Cocobongo,Cuban Pete,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 34 hours ago,rankings.php?subregion=gra,,$300 million,,Gran Colombia,Untapped,None,http://blocgame.com/rankings.php?subregion=gra,None,http://blocgame.com/stats.php?id=58193,,,,Normal,,
Free Phoenix,Captain Mandrake,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 41 hours ago,rankings.php?subregion=mex,,$300 million,,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,None,http://blocgame.com/stats.php?id=58198,,,,Normal,,
New Palestina,MacK0797,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 13 hours ago,rankings.php?subregion=mes,,$300 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,None,http://blocgame.com/stats.php?id=58215,,,,Normal,,
PolandThePower,PolandThePower44,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 6 hours ago,rankings.php?subregion=mes,,$300 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,None,http://blocgame.com/stats.php?id=58217,,,,Normal,,
Bermuda,London J. Collins,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 8 hours ago,rankings.php?subregion=car,,$300 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,None,http://blocgame.com/stats.php?id=58252,,,,Normal,,
Plob,plox,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 20 hours ago,rankings.php?subregion=ara,,$300 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,None,http://blocgame.com/stats.php?id=58260,,,,Normal,,
Freshwell,Serious,,20k active personnel,0 ships,Finest of the 19th century,,Standard,online now,rankings.php?subregion=atl,,$300 million,,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,None,http://blocgame.com/stats.php?id=58341,4634 Mbbl,,,Normal,2 Hundred Tons per month,3 Mbbl per month
Jumbonesia,Napalm Caesar,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 14 hours ago,rankings.php?subregion=pac,,$300 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,None,http://blocgame.com/stats.php?id=58350,,,,Normal,,
Jeldestia,VinnieVlad,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 7 hours ago,rankings.php?subregion=ind,,$300 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,None,http://blocgame.com/stats.php?id=58355,,,,Normal,,
M�rg,albertps,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 3 hours ago,rankings.php?subregion=ind,,$300 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,None,http://blocgame.com/stats.php?id=58356,,,,Normal,,
Markovia,RDM HC,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 5 hours ago,rankings.php?subregion=car,,$300 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,None,http://blocgame.com/stats.php?id=58369,,,,Normal,,
Zorlockian,Zorlocka,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 96 hours ago,rankings.php?subregion=per,,$300 million,,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,None,http://blocgame.com/stats.php?id=58422,,,,Normal,,
Shatmapants,Penguin,,39k active personnel,0 ships,First World War surplus,,Standard,online now,rankings.php?subregion=car,,$300 million,,Caribbean,Plentiful,None,http://blocgame.com/rankings.php?subregion=car,None,http://blocgame.com/stats.php?id=58425,3 Mbbl,,,Normal,,3 Mbbl per month
Nautique,wayneeconomist,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 36 hours ago,rankings.php?subregion=sub,,$300 million,,The Subcontinent,Untapped,None,http://blocgame.com/rankings.php?subregion=sub,None,http://blocgame.com/stats.php?id=58443,,,,Normal,,
Kindred,Pendraggon,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 1 hours ago,rankings.php?subregion=pac,,$300 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,None,http://blocgame.com/stats.php?id=58449,,,,Normal,,
Hamshiretonland,Lord Hamshiretonburrough,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 46 hours ago,rankings.php?subregion=congo,,$300 million,,Congo,Untapped,None,http://blocgame.com/rankings.php?subregion=congo,None,http://blocgame.com/stats.php?id=58470,,,,Normal,,
Hejaaz,Umar,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 6 hours ago,rankings.php?subregion=mes,,$300 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,None,http://blocgame.com/stats.php?id=58497,,,,Normal,,
Azteca,Jakjon09,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 38 hours ago,rankings.php?subregion=mex,,$300 million,,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,None,http://blocgame.com/stats.php?id=58499,,,,Normal,,
Fagstan,Fagarriiino,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 76 hours ago,rankings.php?subregion=ara,,$300 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,None,http://blocgame.com/stats.php?id=58510,,,,Normal,,
Republic Dank,Dank de von Psstoyeur,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 5 hours ago,rankings.php?subregion=ara,,$300 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,None,http://blocgame.com/stats.php?id=58562,,,,Normal,,
Holy Mountain,Archbishop de Lusignan,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 140 hours ago,rankings.php?subregion=mes,,$300 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,None,http://blocgame.com/stats.php?id=58666,,,,Normal,,
poggy,yipog,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 76 hours ago,rankings.php?subregion=ara,,$300 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,None,http://blocgame.com/stats.php?id=58681,,,,Normal,,
Great Manasa,Haus Omana,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 16 hours ago,rankings.php?subregion=mes,,$300 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,None,http://blocgame.com/stats.php?id=58697,,,,Normal,,
Lenduland!,Lendu,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 95 hours ago,rankings.php?subregion=mes,,$300 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,None,http://blocgame.com/stats.php?id=58704,,,,Normal,,
kabdy,NitroBAY,,20k active personnel,0 ships,Finest of the 19th century,,Standard,online now,rankings.php?subregion=ama,,$300 million,,Amazonia,Untapped,None,http://blocgame.com/rankings.php?subregion=ama,None,http://blocgame.com/stats.php?id=58731,,,,Normal,,
Cancer,Stolen,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 31 hours ago,rankings.php?subregion=per,,$300 million,,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,None,http://blocgame.com/stats.php?id=58745,,,,Normal,,
Kuviere,Jaywynne,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 141 hours ago,rankings.php?subregion=atl,,$300 million,,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,None,http://blocgame.com/stats.php?id=58755,,,,Normal,,
gratagula,w2e2w2e2,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 74 hours ago,rankings.php?subregion=chi,,$300 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,None,http://blocgame.com/stats.php?id=58756,,,,Normal,,
Reikland,Karl-Franz I,,25k active personnel,0 ships,First World War surplus,,Elite,online now,rankings.php?subregion=per,,$300 million,,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,None,http://blocgame.com/stats.php?id=58781,,,,Normal,,
Ferma,President Jacobo Vincenzo,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 12 hours ago,rankings.php?subregion=con,,$300 million,,Southern Cone,Untapped,None,http://blocgame.com/rankings.php?subregion=con,None,http://blocgame.com/stats.php?id=58784,,,,Normal,,
Tendo,Takehiro,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 19 hours ago,rankings.php?subregion=sea,,$300 million,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,None,http://blocgame.com/stats.php?id=58802,,,,Normal,,
Kongasi,Din Diallo,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 6 hours ago,rankings.php?subregion=congo,,$300 million,,Congo,Untapped,None,http://blocgame.com/rankings.php?subregion=congo,None,http://blocgame.com/stats.php?id=58832,,,,Normal,,
Nofuksgiven,Zippy,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 8 hours ago,rankings.php?subregion=sea,,$300 million,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,None,http://blocgame.com/stats.php?id=58858,,,,Normal,,
Treehouse,Number One,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 34 hours ago,rankings.php?subregion=sea,,$300 million,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,None,http://blocgame.com/stats.php?id=58889,,,,Normal,,
Galilee,lover of joy,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 93 hours ago,rankings.php?subregion=mex,,$300 million,,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,None,http://blocgame.com/stats.php?id=58944,,,,Normal,,
Imaginary Land,Chet Manly,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 15 hours ago,rankings.php?subregion=pac,,$300 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,None,http://blocgame.com/stats.php?id=58961,,,,Normal,,
switzerdouch,yaboimtndew,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 169 hours ago,rankings.php?subregion=mex,,$300 million,,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,None,http://blocgame.com/stats.php?id=58997,,,,Normal,,
Azoria,Emperor Azor,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 86 hours ago,rankings.php?subregion=chi,,$300 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,None,http://blocgame.com/stats.php?id=59005,,,,Normal,,
Basilica,Queen Cynthia,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 11 hours ago,rankings.php?subregion=chi,,$300 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,None,http://blocgame.com/stats.php?id=59008,,,,Normal,,
Fastistan 2.0,St. Sanic,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 12 hours ago,rankings.php?subregion=gui,,$300 million,,Guinea,Untapped,None,http://blocgame.com/rankings.php?subregion=gui,None,http://blocgame.com/stats.php?id=59029,,,,Normal,,
Peopleoil,newname,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 15 hours ago,rankings.php?subregion=egy,,$300 million,,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,None,http://blocgame.com/stats.php?id=59041,,,,Normal,,
camar,Duke Camar,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 27 hours ago,rankings.php?subregion=per,,$300 million,,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,None,http://blocgame.com/stats.php?id=59086,,,,Normal,,
penis dick,King Penis,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 27 hours ago,rankings.php?subregion=chi,,$300 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,None,http://blocgame.com/stats.php?id=59087,,,,Normal,,
Mazdoora,GireeshS,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 2 hours ago,rankings.php?subregion=ind,,$300 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,None,http://blocgame.com/stats.php?id=59093,,,,Normal,,
Homo Mono,Homo Mono,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 5 hours ago,rankings.php?subregion=ara,,$300 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,None,http://blocgame.com/stats.php?id=59108,,,,Normal,,
Scrubistan,Fernando_Shiros,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 1 hours ago,rankings.php?subregion=per,,$300 million,,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,None,http://blocgame.com/stats.php?id=59122,,,,Normal,,
Vladimiria,AceAxos,,20k active personnel,0 ships,Finest of the 19th century,,Standard,online now,rankings.php?subregion=saf,,$300 million,,Southern Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=saf,None,http://blocgame.com/stats.php?id=59150,,,,Normal,,
Dogenation,dodgingdoge,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 3 hours ago,rankings.php?subregion=per,,$300 million,,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,None,http://blocgame.com/stats.php?id=59174,,,,Normal,,
BerkeVille,VintageTanker,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 16 hours ago,rankings.php?subregion=saf,,$300 million,,Southern Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=saf,None,http://blocgame.com/stats.php?id=59187,,,,Normal,,
Trump Iraq,President Trumparino,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 14 hours ago,rankings.php?subregion=mes,,$300 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,None,http://blocgame.com/stats.php?id=59195,,,,Normal,,
malthias,mikkoku,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 121 hours ago,rankings.php?subregion=pac,,$300 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,None,http://blocgame.com/stats.php?id=59201,,,,Normal,,
Kosan,Whitearcher8,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 3 hours ago,rankings.php?subregion=ind,,$300 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,None,http://blocgame.com/stats.php?id=59227,,,,Normal,,
Boro,Speedy13,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 10 hours ago,rankings.php?subregion=car,,$300 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,None,http://blocgame.com/stats.php?id=59257,,,,Normal,,
The Leaf,DonaldTremp,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 16 hours ago,rankings.php?subregion=ara,,$300 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,None,http://blocgame.com/stats.php?id=59290,,,,Normal,,
guadalajara,adeooo45,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 35 hours ago,rankings.php?subregion=mes,,$300 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,None,http://blocgame.com/stats.php?id=59324,,,,Normal,,
Leinad,bloodywaffles12,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 1 hours ago,rankings.php?subregion=chi,,$300 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,None,http://blocgame.com/stats.php?id=59332,,,,Normal,,
Bango,MrTangoMango,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 49 hours ago,rankings.php?subregion=sea,,$300 million,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,None,http://blocgame.com/stats.php?id=59337,,,,Normal,,
Amazonian Union,Hugo Chavez,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 14 hours ago,rankings.php?subregion=ama,,$300 million,,Amazonia,Untapped,None,http://blocgame.com/rankings.php?subregion=ama,None,http://blocgame.com/stats.php?id=59377,,,,Normal,,
Taggart,Dagny,,13k active personnel,0 ships,First World War surplus,,Standard,online now,rankings.php?subregion=car,,$300 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,None,http://blocgame.com/stats.php?id=59387,,,,Normal,,
WARZZZZ,WARZTAN,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 76 hours ago,rankings.php?subregion=per,,$300 million,,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,None,http://blocgame.com/stats.php?id=59390,,,,Normal,,
Al Kebab,John Zoidberg,,20k active personnel,0 ships,Finest of the 19th century,,Standard,last online 15 hours ago,rankings.php?subregion=mes,,$300 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,None,http://blocgame.com/stats.php?id=59392,,,,Normal,,
