country,leader,alliance,army_size,navy,equipment,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,uranium,oil_reserves,reactor
Canuckistan!!,Cosmic Canuck,http://blocgame.com/alliancestats.php?allianceid=1580,231k active personnel,28 ships,Persian Gulf War surplus,17 factories,Good,last online 8 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$17344 million,alliancestats.php?allianceid=1580,Persia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=per,103286 km 2,http://blocgame.com/stats.php?id=49526,1 Tons,,
Fapman,Fapman,http://blocgame.com/alliancestats.php?allianceid=1393,269k active personnel,53 ships,Advanced,14 factories,Good,last online 19 hours ago,rankings.php?subregion=ara,BAMF,$17303 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,93456 km 2,http://blocgame.com/stats.php?id=53748,,7064 Mbbl,
Argenwhite,Grecius,http://blocgame.com/alliancestats.php?allianceid=1580,219k active personnel,51 ships,Persian Gulf War surplus,9 factories,Elite,last online 4 hours ago,rankings.php?subregion=con,Brotherhood of Nod,$17149 million,alliancestats.php?allianceid=1580,Southern Cone,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,53322 km 2,http://blocgame.com/stats.php?id=40579,,,
Skhimm,Ept2415,http://blocgame.com/alliancestats.php?allianceid=1580,459k active personnel,65 ships,Advanced,15 factories,Elite,online now,rankings.php?subregion=per,Brotherhood of Nod,$17028 million,alliancestats.php?allianceid=1580,Persia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=per,122025 km 2,http://blocgame.com/stats.php?id=52362,22 Tons,,
nation name,alysdexia,http://blocgame.com/alliancestats.php?allianceid=1393,257k active personnel,25 ships,Persian Gulf War surplus,11 factories,Good,online now,rankings.php?subregion=mes,BAMF,$17092 million,alliancestats.php?allianceid=1393,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,24659 km 2,http://blocgame.com/stats.php?id=49652,,,
Iwasaki,Saeka Nogushi,http://blocgame.com/alliancestats.php?allianceid=1393,198k active personnel,51 ships,Persian Gulf War surplus,11 factories,Elite,last online 11 hours ago,rankings.php?subregion=pac,BAMF,$16803 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,49696 km 2,http://blocgame.com/stats.php?id=52235,,,
Robots,stormbot28,http://blocgame.com/alliancestats.php?allianceid=1599,58k active personnel,24 ships,Almost Modern,11 factories,Elite,last online 2 hours ago,rankings.php?subregion=car,Wreckage brothers,$16923 million,alliancestats.php?allianceid=1599,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,55045 km 2,http://blocgame.com/stats.php?id=40242,,,
Tyrantia,Malakal,http://blocgame.com/alliancestats.php?allianceid=1595,332k active personnel,51 ships,Persian Gulf War surplus,15 factories,Standard,last online 4 hours ago,rankings.php?subregion=ind,The High Council,$16474 million,alliancestats.php?allianceid=1595,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,63676 km 2,http://blocgame.com/stats.php?id=40238,4 Tons,,
Kalayaan,Fernindad E. Marcos,http://blocgame.com/alliancestats.php?allianceid=1393,239k active personnel,58 ships,Persian Gulf War surplus,10 factories,Elite,last online 3 hours ago,rankings.php?subregion=pac,BAMF,$16216 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,79555 km 2,http://blocgame.com/stats.php?id=52349,,183 Mbbl,
Celtic Nations,BigWilly526,http://blocgame.com/alliancestats.php?allianceid=1580,325k active personnel,49 ships,Persian Gulf War surplus,14 factories,Elite,last online 21 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$15985 million,alliancestats.php?allianceid=1580,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,63487 km 2,http://blocgame.com/stats.php?id=7511,,,
Potatoland,ThePotatoGuy,http://blocgame.com/alliancestats.php?allianceid=1382,199k active personnel,36 ships,Almost Modern,10 factories,Elite,last online 15 hours ago,rankings.php?subregion=car,Non-Aligned Movement,$15992 million,alliancestats.php?allianceid=1382,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,45507 km 2,http://blocgame.com/stats.php?id=53696,,,
Khuzestan,Georgy Zhukov,http://blocgame.com/alliancestats.php?allianceid=1401,209k active personnel,51 ships,Persian Gulf War surplus,11 factories,Elite,last online 1 hours ago,rankings.php?subregion=per,The Federal Colonies,$15925 million,alliancestats.php?allianceid=1401,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,35604 km 2,http://blocgame.com/stats.php?id=48914,,,
Skeenation,David Tomanka,http://blocgame.com/alliancestats.php?allianceid=1393,116k active personnel,51 ships,Persian Gulf War surplus,5 factories,Elite,last online 77 hours ago,rankings.php?subregion=con,BAMF,$15846 million,alliancestats.php?allianceid=1393,Southern Cone,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,42322 km 2,http://blocgame.com/stats.php?id=40443,1 Tons,,
Biji Kurdistan,Myron2point0,http://blocgame.com/alliancestats.php?allianceid=1580,227k active personnel,40 ships,Persian Gulf War surplus,10 factories,Standard,last online 71 hours ago,rankings.php?subregion=mes,Brotherhood of Nod,$15828 million,alliancestats.php?allianceid=1580,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,64978 km 2,http://blocgame.com/stats.php?id=52906,,,
Puella-Magia,Emily,http://blocgame.com/alliancestats.php?allianceid=1580,286k active personnel,41 ships,Persian Gulf War surplus,12 factories,Good,last online 71 hours ago,rankings.php?subregion=pac,Brotherhood of Nod,$15668 million,alliancestats.php?allianceid=1580,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,62446 km 2,http://blocgame.com/stats.php?id=35958,,,
Deponia,PYZILEND,http://blocgame.com/alliancestats.php?allianceid=1393,257k active personnel,28 ships,Persian Gulf War surplus,12 factories,Elite,online now,rankings.php?subregion=chi,BAMF,$15677 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,41102 km 2,http://blocgame.com/stats.php?id=54760,,355 Mbbl,
Greekrules,General Humphreys,http://blocgame.com/alliancestats.php?allianceid=1393,319k active personnel,51 ships,Persian Gulf War surplus,16 factories,Elite,last online 24 hours ago,rankings.php?subregion=ara,BAMF,$15588 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,85841 km 2,http://blocgame.com/stats.php?id=43351,,6301 Mbbl,
Vizio,linkbro,http://blocgame.com/alliancestats.php?allianceid=1393,219k active personnel,16 ships,Persian Gulf War surplus,8 factories,Elite,last online 149 hours ago,rankings.php?subregion=ara,BAMF,$15617 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,44239 km 2,http://blocgame.com/stats.php?id=39037,,1829 Mbbl,
Al-Petralia,El-Oil,http://blocgame.com/alliancestats.php?allianceid=1393,148k active personnel,36 ships,Persian Gulf War surplus,9 factories,Elite,last online 12 hours ago,rankings.php?subregion=ara,BAMF,$15660 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,34559 km 2,http://blocgame.com/stats.php?id=52484,,7920 Mbbl,
Kajima,Angelus,http://blocgame.com/alliancestats.php?allianceid=1580,238k active personnel,21 ships,Almost Modern,13 factories,Elite,last online 10 hours ago,rankings.php?subregion=pac,Brotherhood of Nod,$15477 million,alliancestats.php?allianceid=1580,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,48262 km 2,http://blocgame.com/stats.php?id=46908,,,
New-Rhodesia,Tito Van Ronnk,http://blocgame.com/alliancestats.php?allianceid=1644,190k active personnel,22 ships,Persian Gulf War surplus,8 factories,Elite,last online 8 hours ago,rankings.php?subregion=eaf,Inter/pol/,$15379 million,alliancestats.php?allianceid=1644,East Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=eaf,35402 km 2,http://blocgame.com/stats.php?id=49249,1 Tons,,
Pheonix,Shockwave,http://blocgame.com/alliancestats.php?allianceid=1401,198k active personnel,57 ships,Persian Gulf War surplus,13 factories,Standard,last online 11 hours ago,rankings.php?subregion=per,The Federal Colonies,$15428 million,alliancestats.php?allianceid=1401,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,37998 km 2,http://blocgame.com/stats.php?id=40311,,2131 Mbbl,
See Aye Eh,BillWilson,http://blocgame.com/alliancestats.php?allianceid=1599,348k active personnel,56 ships,Advanced,14 factories,Undisciplined Rabble,last online 1 hours ago,rankings.php?subregion=ara,Wreckage brothers,$15044 million,alliancestats.php?allianceid=1599,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,40091 km 2,http://blocgame.com/stats.php?id=52844,,2188 Mbbl,
South Park,cartman,http://blocgame.com/alliancestats.php?allianceid=1835,259k active personnel,51 ships,Persian Gulf War surplus,10 factories,Elite,last online 2 hours ago,rankings.php?subregion=car,SPQR,$14864 million,alliancestats.php?allianceid=1835,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,51110 km 2,http://blocgame.com/stats.php?id=228,,,
durkastan,ned kelly,http://blocgame.com/alliancestats.php?allianceid=1580,215k active personnel,70 ships,Persian Gulf War surplus,23 factories,Elite,last online 1 hours ago,rankings.php?subregion=ara,Brotherhood of Nod,$14568 million,alliancestats.php?allianceid=1580,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,123989 km 2,http://blocgame.com/stats.php?id=40488,,5464 Mbbl,
Krakozhia,Ilyich,http://blocgame.com/alliancestats.php?allianceid=1599,200k active personnel,20 ships,Persian Gulf War surplus,9 factories,Standard,online now,rankings.php?subregion=chi,Wreckage brothers,$14533 million,alliancestats.php?allianceid=1599,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,31809 km 2,http://blocgame.com/stats.php?id=39065,,,
bro dude,guy man,http://blocgame.com/alliancestats.php?allianceid=1568,188k active personnel,35 ships,Almost Modern,11 factories,Elite,last online 15 hours ago,rankings.php?subregion=atl,Brotherhood of Zion,$14350 million,alliancestats.php?allianceid=1568,Atlas,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,56539 km 2,http://blocgame.com/stats.php?id=49465,,,
Crimea,Hayro Khan,http://blocgame.com/alliancestats.php?allianceid=1393,138k active personnel,30 ships,Persian Gulf War surplus,6 factories,Elite,last online 11 hours ago,rankings.php?subregion=atl,BAMF,$14342 million,alliancestats.php?allianceid=1393,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,30742 km 2,http://blocgame.com/stats.php?id=2570,,8126 Mbbl,5%
Scavia,nike1155,http://blocgame.com/alliancestats.php?allianceid=1568,196k active personnel,27 ships,Almost Modern,8 factories,Elite,last online 5 hours ago,rankings.php?subregion=con,Brotherhood of Zion,$14266 million,alliancestats.php?allianceid=1568,Southern Cone,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,37531 km 2,http://blocgame.com/stats.php?id=52275,,,
South Grestin,Haenel,http://blocgame.com/alliancestats.php?allianceid=1580,197k active personnel,32 ships,Persian Gulf War surplus,8 factories,Good,last online 35 hours ago,rankings.php?subregion=sea,Brotherhood of Nod,$14215 million,alliancestats.php?allianceid=1580,Indochina,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,34166 km 2,http://blocgame.com/stats.php?id=46163,,,5%
Alexandrastan,TWAIN,http://blocgame.com/alliancestats.php?allianceid=1401,238k active personnel,26 ships,Advanced,8 factories,Good,last online 12 hours ago,rankings.php?subregion=mes,The Federal Colonies,$14115 million,alliancestats.php?allianceid=1401,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,25694 km 2,http://blocgame.com/stats.php?id=39070,,2334 Mbbl,
QonoS,Tmonsta,http://blocgame.com/alliancestats.php?allianceid=1595,216k active personnel,34 ships,Persian Gulf War surplus,11 factories,Elite,online now,rankings.php?subregion=chi,The High Council,$14182 million,alliancestats.php?allianceid=1595,China,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,34576 km 2,http://blocgame.com/stats.php?id=44539,,,30%
Bear Country,Kowalski,http://blocgame.com/alliancestats.php?allianceid=1580,141k active personnel,5 ships,Second World War surplus,3 factories,Elite,last online 17 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$13921 million,alliancestats.php?allianceid=1580,Persia,Untapped,Large,http://blocgame.com/rankings.php?subregion=per,22521 km 2,http://blocgame.com/stats.php?id=54578,,2553 Mbbl,
Casa del Nolano,jnolat09,http://blocgame.com/alliancestats.php?allianceid=1599,158k active personnel,15 ships,Persian Gulf War surplus,5 factories,Good,online now,rankings.php?subregion=ind,Wreckage brothers,$13943 million,alliancestats.php?allianceid=1599,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,17783 km 2,http://blocgame.com/stats.php?id=45936,,,
Iranzamin,Lord of War,http://blocgame.com/alliancestats.php?allianceid=1644,185k active personnel,51 ships,Persian Gulf War surplus,10 factories,Elite,last online 8 hours ago,rankings.php?subregion=per,Inter/pol/,$13972 million,alliancestats.php?allianceid=1644,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,51957 km 2,http://blocgame.com/stats.php?id=49556,,4195 Mbbl,
