country,leader,alliance,army_size,navy,equipment,factories,training,last_online,gdp,oil_reserves,region/_text,uranium,manpower,airforce,territory,pageUrl,
Cordova,SmoothJ,IDA,32,0,Second World War surplus,2,Undisciplined Rabble,17,1585,0,Pacific Rim,0,Near Depletion,Somewhat Large,13210,http://blocgame.com/stats.php?id=58581,
Skaro,The Master,Inter/pol/,7,0,First World War surplus,3,Elite,8,1578,0,Pacific Rim,0,0,Small,11392,http://blocgame.com/stats.php?id=58463,
Hejaaz,Umar,Inter/pol/,81,5,Korean War surplus,3,Standard,11,1497,7937,Mesopotamia,0,Near Depletion,Mediocre,31226,http://blocgame.com/stats.php?id=58497,
NMZ,Hally,Brotherhood of Zion,216,0,Persian Gulf War surplus,6,Elite,3,1522,83,China,0,Untapped,Very Powerful,40286,http://blocgame.com/stats.php?id=51877,
New Takistan,Aamir Samir,Union of Durkas,1,0,Second World War surplus,1,Standard,35,1568,3500,Mesopotamia,0,Untapped,Large,25372,http://blocgame.com/stats.php?id=56884,
The_Wookies,JeepersCreepers,Brotherhood of Nod,178,15,Korean War surplus,5,Elite,4,1495,0,The Subcontinent,0,Plentiful,Very Powerful,43264,http://blocgame.com/stats.php?id=58003,
gratagula,w2e2w2e2,DEADFISH Reformed,33,0,First World War surplus,1,Elite,41,1596,0,China,0,Untapped,Mediocre,19463,http://blocgame.com/stats.php?id=58756,
Jeves,Jeves,0,5,3,Korean War surplus,3,Elite,128,1498,284,Guinea,0,Untapped,None,8838,http://blocgame.com/stats.php?id=57392,
Meeses & Geeses,Gaby,BAMF,26,0,First World War surplus,1,Standard,4,1453,2185,Arabia,0,Untapped,Somewhat Large,18300,http://blocgame.com/stats.php?id=58187,
Deniaea,Jelm Hadde,None,7,0,First World War surplus,2,Poor,44,1579,0,The Subcontinent,0,Untapped,Meagre,21315,http://blocgame.com/stats.php?id=57861,
Nuggetz,Mickybill,Trump International,10,3,Korean War surplus,3,Undisciplined Rabble,140,1526,0,The Subcontinent,0,Untapped,None,13343,http://blocgame.com/stats.php?id=55818,
The Rhine,StanleyGuacamole,The Golden Company,10,0,Second World War surplus,2,Undisciplined Rabble,20,1493,302,Guinea,0,Untapped,None,19096,http://blocgame.com/stats.php?id=58747,
Shalho,Eugene Faulkner,The High Council,25,0,First World War surplus,1,Standard,137,1462,283,Pacific Rim,0,Untapped,Small,20000,http://blocgame.com/stats.php?id=58719,
�٧٧٧٧٧٧�,�٧٧٧٧٧٧�,Carpe Diem,27,0,Second World War surplus,1,Poor,3,1413,145,China,0,0,Small,26144,http://blocgame.com/stats.php?id=58238,
New Freedom,Gorgon Freeman,S.T.A.L.K.E.R.,7,0,First World War surplus,1,Undisciplined Rabble,79,1169,203,China,0,Untapped,Meagre,15201,http://blocgame.com/stats.php?id=55516,
Alamo,linksith,The High Council,116,0,Korean War surplus,4,Elite,44,1350,7584,Mesopotamia,0,Untapped,Very Powerful,13912,http://blocgame.com/stats.php?id=40536,
BOOP,TRIGGERED,0,11,1,First World War surplus,2,Good,84,1362,0,China,0,Untapped,Mediocre,22065,http://blocgame.com/stats.php?id=58737,
ddemocracy,mrniceguy,BAMF,39,0,Second World War surplus,3,Elite,0,1273,4798,Mesopotamia,0,Depleted,Mediocre,27666,http://blocgame.com/stats.php?id=58133,
Brazillium,Autonomouz,0,5,1,First World War surplus,2,Elite,87,1377,123,Amazonia,0,0,Meagre,17928,http://blocgame.com/stats.php?id=58658,
Garblania,Richard Von Garbleton,Carpe Diem,9,4,Korean War surplus,2,Elite,60,1313,0,The Subcontinent,0,0,None,10899,http://blocgame.com/stats.php?id=55736,
Redosia,Comrade-General Mbeke,Brotherhood of Nod,7,0,Second World War surplus,1,Good,65,1354,231,East Africa,0,Untapped,Mediocre,16011,http://blocgame.com/stats.php?id=58872,
Romanvm Novvm,Avgvstvs,BAMF,5,0,First World War surplus,1,Good,66,1360,0,Caribbean,0,Untapped,Meagre,27493,http://blocgame.com/stats.php?id=58533,
HINDUSTANI,sudhanshu,Brotherhood of Zion,5,0,First World War surplus,2,Undisciplined Rabble,49,1298,0,The Subcontinent,0,Untapped,Meagre,11345,http://blocgame.com/stats.php?id=57065,
Makayfa,Vuoristo,BAMF,48,0,Second World War surplus,2,Good,39,1313,0,Congo,0,Untapped,Small,20000,http://blocgame.com/stats.php?id=58783,
Darkstone,Trakel,BAMF,157,4,Korean War surplus,7,Elite,0,1208,0,Pacific Rim,0,Untapped,Powerful,61005,http://blocgame.com/stats.php?id=57176,
mulbaria,mebus,Inter/pol/,99,2,Second World War surplus,2,Elite,5,1214,0,Pacific Rim,0,Untapped,Large,15829,http://blocgame.com/stats.php?id=57313,
Treehouse,Number One,The High Council,31,3,First World War surplus,4,Elite,11,1324,241,Indochina,0,Untapped,Powerful,16172,http://blocgame.com/stats.php?id=58889,
fuckiestan,death2chamelion,Brotherhood of Nod,34,0,First World War surplus,2,Undisciplined Rabble,17,1298,1740,Atlas,0,Plentiful,Somewhat Large,16010,http://blocgame.com/stats.php?id=58862,
Shagtropolis,BloodSon14,IDA,40,0,First World War surplus,1,Standard,35,1240,140,China,0,Untapped,Small,16335,http://blocgame.com/stats.php?id=58401,
Schutzstaffel,seigE,0,5,1,First World War surplus,2,Elite,7,1296,0,Guinea,0,Untapped,Meagre,16594,http://blocgame.com/stats.php?id=57681,
Nofuksgiven,Zippy,Carpe Diem,53,2,Second World War surplus,3,Elite,3,1205,149,Indochina,0,Untapped,Somewhat Large,37847,http://blocgame.com/stats.php?id=58858,
not my friends,Not my friends,Wreckage brothers,98,2,Almost Modern,3,Elite,11,1160,0,China,0,Untapped,Very Powerful,28162,http://blocgame.com/stats.php?id=53496,
Yoland,aqsafattie,Brotherhood of Nod,10,0,First World War surplus,0,Undisciplined Rabble,193,1182,0,Arabia,0,Untapped,Meagre,20000,http://blocgame.com/stats.php?id=58831,
Albanai,ttomvogel,0,8,0,First World War surplus,0,Poor,179,1183,0,East Africa,0,Untapped,None,13477,http://blocgame.com/stats.php?id=58884,
Brazillis,Henrique Heron,Brotherhood of Nod,5,0,First World War surplus,1,Standard,161,1236,0,Amazonia,0,Untapped,Meagre,16003,http://blocgame.com/stats.php?id=58265,
Super Albania,Enver Hoxha II,Corn Fuckers,56,1,First World War surplus,2,Good,3,1216,94,East Africa,0,0,Somewhat Large,27748,http://blocgame.com/stats.php?id=58969,
Lusitan,Lusitan,Brotherhood of Nod,21,0,Finest of the 19th century,1,Elite,16,1449,0,China,0,Untapped,Mediocre,46117,http://blocgame.com/stats.php?id=58894,
SS-Amazonien,Mengele-chan,Brotherhood of Nod,57,0,Second World War surplus,2,Good,1,1210,274,Amazonia,0,Untapped,Mediocre,26967,http://blocgame.com/stats.php?id=49589,
Paulandia,Cem Uzan,Inter/pol/,178,15,Almost Modern,12,Good,0,1095,0,Mesopotamia,0,Plentiful,Very Powerful,103283,http://blocgame.com/stats.php?id=55379,
N'vear,Czar Jakola,0,3,0,Second World War surplus,1,Elite,157,1167,0,Caribbean,0,Untapped,None,16500,http://blocgame.com/stats.php?id=51690,
mafrika,Emmanuel,The High Council,10,1,First World War surplus,3,Undisciplined Rabble,13,1076,0,Mesoamerica,0,Untapped,None,19211,http://blocgame.com/stats.php?id=58476,
Rice Farmers,Yellow Fellow,The Golden Company,50,0,First World War surplus,1,Good,6,1100,414,Guinea,0,Untapped,Mediocre,23670,http://blocgame.com/stats.php?id=59121,
404 Not Found.,Something Original,Brotherhood of Nod,4,0,Second World War surplus,1,Undisciplined Rabble,192,1029,0,Pacific Rim,0,Untapped,Small,7801,http://blocgame.com/stats.php?id=58545,
Being Amazing,BackUp,0,6,0,First World War surplus,1,Good,40,947,191,China,0,Untapped,Meagre,12538,http://blocgame.com/stats.php?id=58937,
M�rg,albertps,Inter/pol/,128,11,Korean War surplus,7,Good,0,1161,76,East Indies,0,Untapped,Very Powerful,46319,http://blocgame.com/stats.php?id=58356,
Apokalyptom,Luakoo,0,0,0,Second World War surplus,1,Undisciplined Rabble,13,1017,0,Pacific Rim,0,Untapped,None,4654,http://blocgame.com/stats.php?id=58585,
Viktoria,gracious leader skylar,BAMF,48,0,First World War surplus,2,Good,9,1063,418,Pacific Rim,0,Untapped,Mediocre,23745,http://blocgame.com/stats.php?id=40188,
Canga�o,Hgomes,0,39,0,Korean War surplus,1,Standard,21,1087,32,Amazonia,0,Untapped,Mediocre,16047,http://blocgame.com/stats.php?id=58519,
New Iran,Khamenei,0,9,0,First World War surplus,1,Undisciplined Rabble,1,868,4908,Persia,0,0,Mediocre,16536,http://blocgame.com/stats.php?id=55651,
Empersand,Prophet Muhammad,Socialist Arab Union,58,3,First World War surplus,2,Standard,12,1049,3262,Arabia,0,0,Small,34179,http://blocgame.com/stats.php?id=59059,
Baris,Apollo,0,5,0,Second World War surplus,0,Undisciplined Rabble,107,987,5466,Atlas,0,Untapped,Meagre,4999,http://blocgame.com/stats.php?id=50487,
killthetraitor,Kill,0,32,0,First World War surplus,1,Good,40,1066,3223,Arabia,0,Untapped,None,20000,http://blocgame.com/stats.php?id=58938,
Tendo,Takehiro,0,67,10,Second World War surplus,1,Elite,4,1019,0,Indochina,0,0,None,20762,http://blocgame.com/stats.php?id=58802,
Masterton East,Natedogg,Inter/pol/,52,4,Second World War surplus,3,Standard,1,1063,0,Pacific Rim,0,Depleted,Large,18046,http://blocgame.com/stats.php?id=58225,
New Knoxville,Wh1teL1ghtn1ng,0,7,0,First World War surplus,1,Good,66,1058,0,Gran Colombia,0,Untapped,Small,19602,http://blocgame.com/stats.php?id=58860,
Trump Arabia,Donald J. Trump,0,10,18,Vietnam War surplus,4,Good,69,1038,0,Arabia,0,0,None,17826,http://blocgame.com/stats.php?id=56137,
Attacottia,Syphax,The High Council,20,0,First World War surplus,1,Standard,39,1071,384,Southern Africa,0,Untapped,Meagre,20000,http://blocgame.com/stats.php?id=58934,
Hodolkuthkuth,unfeter100,Brotherhood of Nod,5,0,First World War surplus,1,Standard,2,800,0,Indochina,0,Plentiful,Meagre,5394,http://blocgame.com/stats.php?id=57997,
Alien Ant Farm,Smooth Criminal,0,10,1,Second World War surplus,1,Poor,55,1000,306,East Indies,0,Untapped,Meagre,18284,http://blocgame.com/stats.php?id=58135,
Winnebago,Jack Rebney,Inter/pol/,172,8,Second World War surplus,5,Good,142,893,0,Egypt,0,Untapped,Very Powerful,35029,http://blocgame.com/stats.php?id=55431,
Idiocracy,Chillintelligence,Inter/pol/,404,20,Persian Gulf War surplus,18,Good,0,1103,3930,Mesopotamia,23,Depleted,Very Powerful,153567,http://blocgame.com/stats.php?id=49383,
Pakikahn,PapaK,BAMF,0,0,First World War surplus,2,Elite,15,989,136,The Subcontinent,0,Untapped,Mediocre,19800,http://blocgame.com/stats.php?id=58958,
Rattown,Furfag Commanding,BAMF,445,30,Persian Gulf War surplus,10,Good,0,949,0,Mesopotamia,0,Depleted,Very Powerful,38344,http://blocgame.com/stats.php?id=39062,
NaVidia,StanleyCasseroll,The Golden Company,8,0,Second World War surplus,2,Undisciplined Rabble,4,881,8070,Arabia,0,Near Depletion,Meagre,19085,http://blocgame.com/stats.php?id=58746,
Imaginary Land,Chet Manly,0,62,0,Second World War surplus,2,Elite,1,933,0,Pacific Rim,0,Plentiful,Somewhat Large,20457,http://blocgame.com/stats.php?id=58961,
Agair,miguel angel,0,25,0,Second World War surplus,1,Good,3,948,34,Gran Colombia,0,Untapped,Meagre,20398,http://blocgame.com/stats.php?id=46015,
Rica Puerto,Juan James Carter,0,24,2,Second World War surplus,2,Elite,1,962,0,Caribbean,0,Near Depletion,Somewhat Large,23665,http://blocgame.com/stats.php?id=58990,
Fenix,fr33d0mpt,Brotherhood of Nod,58,0,Finest of the 19th century,2,Poor,15,1101,69,China,0,Untapped,Small,29091,http://blocgame.com/stats.php?id=58875,
Lenduland!,Lendu,Inter/pol/,90,8,Second World War surplus,3,Elite,13,844,6737,Mesopotamia,0,0,Large,31373,http://blocgame.com/stats.php?id=58704,
Hebrew Hammwe,The Hebrew Jew,Brotherhood of Nod,9,0,First World War surplus,1,Undisciplined Rabble,139,830,0,Congo,0,Untapped,Small,15850,http://blocgame.com/stats.php?id=58592,
Phatass VI,Shitdick1,Phatass Legion,46,0,Second World War surplus,1,Good,143,882,3128,Mesopotamia,0,Untapped,Small,20840,http://blocgame.com/stats.php?id=58869,
Amertheria,Abrams,0,7,0,First World War surplus,1,Good,129,907,105,Caribbean,0,Untapped,None,16335,http://blocgame.com/stats.php?id=59022,
Nerptunia,Nerp-Nerp,0,30,0,Second World War surplus,2,Poor,102,808,0,Mesopotamia,0,Near Depletion,Mediocre,10973,http://blocgame.com/stats.php?id=57040,
Alt,SincereMage,0,10,0,Second World War surplus,1,Undisciplined Rabble,5,788,0,Guinea,0,Untapped,None,4142,http://blocgame.com/stats.php?id=57692,
Freemates,Imperiah,0,60,2,Second World War surplus,2,Elite,9,1004,4263,Persia,0,Untapped,Large,33229,http://blocgame.com/stats.php?id=59054,
Oro Negro,Baghdad Bob,0,26,0,Finest of the 19th century,1,Undisciplined Rabble,9,769,4144,Mesopotamia,0,Near Depletion,None,19330,http://blocgame.com/stats.php?id=46104,
ButzLand,Blaaaman5,0,77,1,Second World War surplus,2,Standard,11,798,3337,Persia,0,0,Mediocre,19538,http://blocgame.com/stats.php?id=58918,
The Dank Side,Dolan Dank,Brotherhood of Zion,24,0,Second World War surplus,1,Good,47,794,0,Egypt,0,Plentiful,Small,22349,http://blocgame.com/stats.php?id=59019,
Mahabharat,SachinK,0,6,0,Finest of the 19th century,1,Undisciplined Rabble,93,836,3315,Arabia,0,Untapped,Meagre,11460,http://blocgame.com/stats.php?id=59018,
Lorenzo,Gherman Titov,0,6,0,First World War surplus,1,Poor,26,703,4133,Egypt,0,Untapped,Meagre,16172,http://blocgame.com/stats.php?id=59158,
hadouken,Mikeisgay,The Golden Company,80,4,First World War surplus,3,Elite,4,742,5749,Egypt,0,0,Mediocre,36989,http://blocgame.com/stats.php?id=59113,
Butt Munch Land,Butt Munch,0,0,0,Second World War surplus,1,Poor,41,723,24,Mesoamerica,0,Untapped,Meagre,15904,http://blocgame.com/stats.php?id=58540,
Eteria,guillerub,0,22,0,First World War surplus,0,Standard,86,780,0,Amazonia,0,Untapped,Small,20000,http://blocgame.com/stats.php?id=58943,
Galifrey,Eduardo lomeli,Legends,87,4,Second World War surplus,2,Good,54,717,0,West Africa,0,Untapped,Very Powerful,22072,http://blocgame.com/stats.php?id=51939,
Scrubistan,Fernando_Shiros,0,50,0,First World War surplus,1,Standard,2,957,9297,Persia,0,Plentiful,Meagre,23307,http://blocgame.com/stats.php?id=59122,
MunchiopolisII,ClearAleofGinger,The Golden Company,5,0,Finest of the 19th century,1,Elite,6,731,0,Guinea,0,Near Depletion,Meagre,16242,http://blocgame.com/stats.php?id=59025,
Svanbul,Heark,Cult of the DEADFISH,8,0,Finest of the 19th century,1,Standard,132,737,369,East Indies,0,Untapped,Small,14960,http://blocgame.com/stats.php?id=57650,
Reim,Azrael,0,24,2,Second World War surplus,3,Elite,0,850,742,Pacific Rim,0,Plentiful,Somewhat Large,32257,http://blocgame.com/stats.php?id=41073,
El Salvador,Bolivar,Che Guevara League,45,1,Second World War surplus,2,Undisciplined Rabble,51,789,969,Caribbean,0,Untapped,Small,20027,http://blocgame.com/stats.php?id=46988,
Tunisia(tunis),RayanToumi,0,42,0,Second World War surplus,1,Undisciplined Rabble,2,757,0,Atlas,0,Plentiful,Small,20000,http://blocgame.com/stats.php?id=59055,
Escratia,PaxEmporium,0,22,0,First World War surplus,1,Good,1,739,0,Mesoamerica,0,Untapped,Meagre,20000,http://blocgame.com/stats.php?id=59048,
Seattle,supercurt37,Mojave Wanderers,79,0,First World War surplus,1,Standard,3,813,309,China,0,0,Meagre,20552,http://blocgame.com/stats.php?id=57842,
Silk Road,Hardlined1,BAMF,68,0,Second World War surplus,2,Poor,1,659,0,China,0,Untapped,Somewhat Large,27503,http://blocgame.com/stats.php?id=58605,
Cartenesia,hexagon,0,5,0,First World War surplus,1,Standard,8,683,0,Pacific Rim,0,0,Meagre,14294,http://blocgame.com/stats.php?id=58994,
Kuviere,Jaywynne,The High Council,49,0,Finest of the 19th century,3,Poor,63,722,5296,Atlas,0,Untapped,None,23828,http://blocgame.com/stats.php?id=58755,
Coronia,PokeFan523,Brotherhood of Zion,5,0,Finest of the 19th century,0,Undisciplined Rabble,75,641,0,Indochina,0,Untapped,None,16500,http://blocgame.com/stats.php?id=58873,
South Georgia,Bashar Al-Rammers,0,6,0,First World War surplus,0,Undisciplined Rabble,48,643,277,Southern Cone,0,Untapped,None,19602,http://blocgame.com/stats.php?id=56871,
Gorka,blump,the meepining,6,0,First World War surplus,1,Elite,27,637,414,The Subcontinent,0,0,None,16500,http://blocgame.com/stats.php?id=58854,
Kanto,savage,BAMF,9,0,First World War surplus,1,Elite,15,546,0,Indochina,0,Untapped,None,19093,http://blocgame.com/stats.php?id=46050,
Black Niger,Niger Niggerly,0,69,0,Second World War surplus,2,Good,10,619,190,Pacific Rim,0,Untapped,Mediocre,34157,http://blocgame.com/stats.php?id=58699,
Grestin,Nikita Khrushchev,Inter/pol/,151,1,Korean War surplus,6,Standard,3,749,47,China,0,0,Large,55836,http://blocgame.com/stats.php?id=58002,
Boner Condoner,Lightforce,Brotherhood of Nod,9,0,First World War surplus,0,Undisciplined Rabble,8,498,0,Pacific Rim,0,Untapped,None,13640,http://blocgame.com/stats.php?id=58661,
rarara,redmex16,Inter/pol/,47,0,First World War surplus,1,Elite,12,673,0,Mesoamerica,0,0,Meagre,19463,http://blocgame.com/stats.php?id=59099,
Stuttgart,landontom,0,18,0,First World War surplus,0,Poor,8,675,0,East Africa,0,Untapped,Small,20000,http://blocgame.com/stats.php?id=58567,
the Holy Cross,president_snyder23,The New Nato,8,0,First World War surplus,0,Good,127,680,0,Caribbean,0,Untapped,Meagre,16335,http://blocgame.com/stats.php?id=59066,
Maalox,TORN,0,20,0,First World War surplus,1,Poor,70,673,2127,Mesopotamia,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59062,
Rope,Rough Bondage,The Golden Company,18,0,First World War surplus,0,Poor,130,675,484,Guinea,0,Untapped,Small,20000,http://blocgame.com/stats.php?id=59114,
Anthrax v2,McVeigh,0,3,0,Finest of the 19th century,0,Undisciplined Rabble,0,460,409,Congo,0,0,None,6957,http://blocgame.com/stats.php?id=57297,
Pompeii,Lykos,Non Aligned Movement,57,1,Second World War surplus,6,Standard,0,669,1303,Persia,0,Plentiful,Mediocre,27167,http://blocgame.com/stats.php?id=39021,
Soviet Germany,Tsar Adolf,Brotherhood of Nod,49,0,Second World War surplus,1,Standard,3,597,88,China,0,Plentiful,Mediocre,27049,http://blocgame.com/stats.php?id=58954,
Lebensraum,morrison1916,Inter/pol/,78,0,Second World War surplus,1,Good,2,634,0,The Subcontinent,0,Plentiful,Mediocre,20000,http://blocgame.com/stats.php?id=3646,
Mazdoora,GireeshS,Carpe Diem,7,0,Finest of the 19th century,1,Poor,47,593,0,East Indies,0,Untapped,None,16335,http://blocgame.com/stats.php?id=59093,
NousAllons,SolomonSpade,Inter/pol/,28,3,First World War surplus,3,Elite,5,638,2840,Mesopotamia,0,0,Somewhat Large,22963,http://blocgame.com/stats.php?id=58836,
El Dorito,Captain Chedder,Brotherhood of Nod,37,0,First World War surplus,1,Good,8,559,252,Caribbean,0,Plentiful,Somewhat Large,30561,http://blocgame.com/stats.php?id=58599,
patelstan,Patel2000,Brotherhood of Nod,130,0,Second World War surplus,0,Undisciplined Rabble,6,550,5322,Egypt,0,Near Depletion,Mediocre,20917,http://blocgame.com/stats.php?id=58837,
Tusken Raiders,Blind John Cena,0,52,0,First World War surplus,1,Standard,12,551,2871,Arabia,0,Plentiful,Large,20000,http://blocgame.com/stats.php?id=58897,
Zorlockian,Zorlocka,Che Guevara League,33,1,First World War surplus,2,Good,15,573,3289,Persia,0,0,Small,26673,http://blocgame.com/stats.php?id=58422,
Hamshiretonland,Lord Hamshiretonburrough,Brotherhood of Nod,90,0,Korean War surplus,3,Standard,0,542,477,Congo,0,Untapped,Very Powerful,20000,http://blocgame.com/stats.php?id=58470,
Peopleoil,newname,0,108,1,Second World War surplus,4,Elite,12,705,0,Egypt,0,0,Mediocre,28851,http://blocgame.com/stats.php?id=59041,
Daimyo,Ripstar,0,9,0,Finest of the 19th century,1,Poor,14,568,0,Pacific Rim,0,Untapped,None,16500,http://blocgame.com/stats.php?id=58983,
Pr0 Gamers,Bruce Wayne,Chessmasters,20,0,First World War surplus,1,Poor,89,579,410,Pacific Rim,0,Untapped,Meagre,20000,http://blocgame.com/stats.php?id=59051,
Basilica,Queen Cynthia,Black Ravens Of War,8,1,First World War surplus,2,Elite,13,444,0,China,0,0,None,16326,http://blocgame.com/stats.php?id=59008,
Gudvin2,Gudik277,0,18,0,First World War surplus,1,Elite,17,592,0,Caribbean,0,Untapped,Meagre,20000,http://blocgame.com/stats.php?id=59180,
Chatswood,The Power of Chairman Mao,0,7,0,Finest of the 19th century,0,Poor,164,584,391,Guinea,0,Untapped,None,16335,http://blocgame.com/stats.php?id=59142,
Azoria,Emperor Azor,Black Ravens Of War,7,0,First World War surplus,0,Poor,34,583,423,China,0,Untapped,None,13407,http://blocgame.com/stats.php?id=59005,
Opperland,daddles,The Golden Company,22,0,First World War surplus,1,Good,75,550,42,Guinea,0,Untapped,None,23259,http://blocgame.com/stats.php?id=59052,
Fastistan 2.0,St. Sanic,Brotherhood of Zion,70,0,Second World War surplus,1,Good,7,568,451,Guinea,0,Untapped,Mediocre,29870,http://blocgame.com/stats.php?id=59029,
The Red Empire,SpecialForces,Brotherhood of Nod,5,1,First World War surplus,3,Elite,0,531,3541,Persia,0,0,Somewhat Large,17530,http://blocgame.com/stats.php?id=59076,
BluePancakes,BluePancakes,0,46,0,First World War surplus,0,Good,40,482,56,China,0,Untapped,Meagre,19602,http://blocgame.com/stats.php?id=58953,
Olato,CCTT,0,30,0,First World War surplus,0,Good,67,488,68,Mesoamerica,0,Untapped,None,20000,http://blocgame.com/stats.php?id=58975,
Vladimiria,AceAxos,0,25,0,First World War surplus,1,Elite,11,511,0,Southern Africa,0,Untapped,Small,20000,http://blocgame.com/stats.php?id=59150,
Trump Iraq,President Trumparino,Mojave Wanderers,5,0,First World War surplus,1,Undisciplined Rabble,5,476,0,Mesopotamia,0,0,Meagre,22487,http://blocgame.com/stats.php?id=59195,
penis dick,King Penis,Black Ravens Of War,24,0,Finest of the 19th century,0,Undisciplined Rabble,13,489,0,China,0,Plentiful,None,13275,http://blocgame.com/stats.php?id=59087,
LOLOLOL,LOLOLOL,0,18,0,First World War surplus,2,Elite,13,496,231,Guinea,0,Near Depletion,Mediocre,16335,http://blocgame.com/stats.php?id=59107,
No Jews allowed,Wang Hung Low,0,31,0,First World War surplus,1,Good,40,481,2145,Arabia,0,Untapped,Mediocre,20000,http://blocgame.com/stats.php?id=59058,
Jumanthia,jumin121,0,20,0,First World War surplus,1,Good,55,482,0,Caribbean,0,Untapped,Small,20000,http://blocgame.com/stats.php?id=59105,
amurika,JohnFitzgeraldsFirstSon,EUN,25,0,First World War surplus,1,Good,2,494,59,Caribbean,1,Untapped,None,20000,http://blocgame.com/stats.php?id=58986,
Kosan,Whitearcher8,0,20,0,First World War surplus,0,Standard,25,479,0,East Indies,0,Untapped,Meagre,20000,http://blocgame.com/stats.php?id=59227,
Syrbania,Enver Assad,Corn Fuckers,21,0,First World War surplus,0,Good,14,439,4631,Arabia,0,Plentiful,None,19602,http://blocgame.com/stats.php?id=59021,
Neu Arabia,DustinB44,0,26,0,First World War surplus,1,Elite,37,486,4422,Arabia,0,Untapped,Mediocre,20000,http://blocgame.com/stats.php?id=59036,
Dogenation,dodgingdoge,THE REGGIES,25,0,First World War surplus,1,Elite,7,494,0,Persia,0,Untapped,Small,20006,http://blocgame.com/stats.php?id=59174,
Nusa Java,Gussiloharno,0,25,0,First World War surplus,1,Elite,7,477,0,East Indies,0,Untapped,Meagre,20100,http://blocgame.com/stats.php?id=59205,
Dacidania,clubfoot55,0,2,0,First World War surplus,1,Standard,60,495,0,Southern Cone,0,Untapped,Meagre,20000,http://blocgame.com/stats.php?id=58464,
Auctoritas,Lorenzato,Brotherhood of Zion,62,3,First World War surplus,2,Elite,16,441,0,China,0,Near Depletion,Meagre,13434,http://blocgame.com/stats.php?id=57960,
Giuzzilla,Giuzzilla,0,18,0,Finest of the 19th century,0,Poor,161,475,0,Pacific Rim,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59228,
poggy,yipog,0,1,0,First World War surplus,1,Undisciplined Rabble,15,424,0,Arabia,0,Untapped,None,9152,http://blocgame.com/stats.php?id=58681,
Walhall,Kozos,EUN,235,12,Almost Modern,10,Good,12,404,0,China,0,Untapped,Very Powerful,59882,http://blocgame.com/stats.php?id=55629,
fagtopia,gaylord,0,20,0,First World War surplus,1,Poor,91,460,217,The Subcontinent,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59090,
Soviet Greece,Ares Velouchiotis,0,30,0,First World War surplus,1,Standard,14,482,107,Indochina,0,Untapped,Meagre,20000,http://blocgame.com/stats.php?id=59170,
High Glim,Silver King,Cult of the DEADFISH,79,0,First World War surplus,2,Poor,136,437,4,China,0,Untapped,Mediocre,24492,http://blocgame.com/stats.php?id=58879,
RS,Urzo,URSL,13,0,First World War surplus,1,Elite,4,438,385,Southern Cone,0,Near Depletion,Meagre,24026,http://blocgame.com/stats.php?id=59119,
K�tzchen,Alonso,BAMF,25,0,Finest of the 19th century,1,Elite,57,447,462,Southern Cone,0,Untapped,Meagre,23828,http://blocgame.com/stats.php?id=59280,
Vacoas-Phoenix,hadestoken,0,20,0,Finest of the 19th century,0,Poor,188,435,0,Arabia,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59202,
FallenTrees,GhostAleII,0,20,0,First World War surplus,0,Poor,146,445,0,East Indies,0,Untapped,Meagre,20000,http://blocgame.com/stats.php?id=59160,
Somalialand,William Sparkman,0,25,0,First World War surplus,0,Elite,35,452,0,West Africa,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59207,
Fortuynism,Fortuyn,0,11,0,Finest of the 19th century,0,Poor,84,413,191,Caribbean,0,Untapped,None,20000,http://blocgame.com/stats.php?id=58179,
MiniGuinea34,NeoMatrix,0,40,0,Finest of the 19th century,1,Good,130,428,159,Guinea,0,Untapped,Meagre,23365,http://blocgame.com/stats.php?id=59198,
malthias,mikkoku,0,20,0,Finest of the 19th century,1,Poor,162,437,0,Pacific Rim,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59201,
Roarspekistan,roar,0,20,0,First World War surplus,1,Standard,2,439,326,Gran Colombia,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59084,
Phatass III,shitdick3,Phatass Legion,9,0,Second World War surplus,0,Good,150,448,3908,Mesopotamia,0,Untapped,Meagre,17137,http://blocgame.com/stats.php?id=58909,
Demoniaco,Luciraldo,0,20,0,Finest of the 19th century,0,Standard,186,414,65,Southern Cone,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59179,
islamisbad,kattwilliams,Brotherhood of Nod,25,1,First World War surplus,2,Good,2,394,2375,Persia,0,Plentiful,Mediocre,26296,http://blocgame.com/stats.php?id=59233,
Germanica,Birdman,0,20,0,Finest of the 19th century,0,Poor,196,412,0,West Africa,0,Untapped,None,20000,http://blocgame.com/stats.php?id=59192,
Fagstan,Fagarriiino,0,0,0,Finest of the 19th century,1,Undisciplined Rabble,15,399,0,Arabia,0,Plentiful,Small,10994,http://blocgame.com/stats.php?id=58510,
Samosa,Jewboy,0,14,0,First World War surplus,0,Standard,28,399,0,Arabia,0,Untapped,Meagre,27656,http://blocgame.com/stats.php?id=59258,
