country,leader,alliance,army_size,navy,equipment,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,oil_reserves,reactor,uranium
Al-Petralia,El-Oil,http://blocgame.com/alliancestats.php?allianceid=1393,148k active personnel,40 ships,Persian Gulf War surplus,9 factories,Elite,last online 40 hours ago,rankings.php?subregion=ara,BAMF,$17035 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,34559 km 2,http://blocgame.com/stats.php?id=52484,7345 Mbbl,,
Pheonix,Shockwave,http://blocgame.com/alliancestats.php?allianceid=1401,198k active personnel,61 ships,Persian Gulf War surplus,13 factories,Standard,last online 14 hours ago,rankings.php?subregion=per,The Federal Colonies,$17003 million,alliancestats.php?allianceid=1401,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,37998 km 2,http://blocgame.com/stats.php?id=40311,1740 Mbbl,,
Skeenation,David Tomanka,http://blocgame.com/alliancestats.php?allianceid=1393,151k active personnel,54 ships,Persian Gulf War surplus,5 factories,Elite,last online 45 hours ago,rankings.php?subregion=con,BAMF,$16707 million,alliancestats.php?allianceid=1393,Southern Cone,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,41581 km 2,http://blocgame.com/stats.php?id=40443,,,
Robots,stormbot28,http://blocgame.com/alliancestats.php?allianceid=1599,153k active personnel,31 ships,Almost Modern,11 factories,Elite,last online 3 hours ago,rankings.php?subregion=car,Wreckage brothers,$16606 million,alliancestats.php?allianceid=1599,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,55959 km 2,http://blocgame.com/stats.php?id=40242,,,
Deponia,PYZILEND,http://blocgame.com/alliancestats.php?allianceid=1393,259k active personnel,28 ships,Persian Gulf War surplus,13 factories,Standard,last online 1 hours ago,rankings.php?subregion=chi,BAMF,$16740 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,41102 km 2,http://blocgame.com/stats.php?id=54760,240 Mbbl,,
Kajima,Angelus,http://blocgame.com/alliancestats.php?allianceid=1580,272k active personnel,29 ships,Almost Modern,14 factories,Good,last online 8 hours ago,rankings.php?subregion=pac,Brotherhood of Nod,$16757 million,alliancestats.php?allianceid=1580,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,48262 km 2,http://blocgame.com/stats.php?id=46908,,,
Celtic Nations,BigWilly526,http://blocgame.com/alliancestats.php?allianceid=1580,330k active personnel,52 ships,Persian Gulf War surplus,15 factories,Elite,last online 32 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$16649 million,alliancestats.php?allianceid=1580,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,63487 km 2,http://blocgame.com/stats.php?id=7511,,,
Tyrantia,Malakal,http://blocgame.com/alliancestats.php?allianceid=1595,480k active personnel,51 ships,Persian Gulf War surplus,15 factories,Standard,last online 6 hours ago,rankings.php?subregion=ind,The High Council,$16097 million,alliancestats.php?allianceid=1595,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,63676 km 2,http://blocgame.com/stats.php?id=40238,,,4 Tons
Greekrules,General Humphreys,http://blocgame.com/alliancestats.php?allianceid=1393,347k active personnel,51 ships,Advanced,17 factories,Elite,online now,rankings.php?subregion=ara,BAMF,$16188 million,alliancestats.php?allianceid=1393,Arabia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,85841 km 2,http://blocgame.com/stats.php?id=43351,3791 Mbbl,,
Vizio,linkbro,http://blocgame.com/alliancestats.php?allianceid=1393,219k active personnel,16 ships,Persian Gulf War surplus,8 factories,Good,last online 120 hours ago,rankings.php?subregion=ara,BAMF,$16142 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,44239 km 2,http://blocgame.com/stats.php?id=39037,1217 Mbbl,,
New-Rhodesia,Tito Van Ronnk,http://blocgame.com/alliancestats.php?allianceid=1644,190k active personnel,25 ships,Persian Gulf War surplus,8 factories,Elite,last online 46 hours ago,rankings.php?subregion=eaf,Inter/pol/,$16043 million,alliancestats.php?allianceid=1644,East Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=eaf,35402 km 2,http://blocgame.com/stats.php?id=49249,,,1 Tons
Crimea,Hayro Khan,http://blocgame.com/alliancestats.php?allianceid=1393,138k active personnel,39 ships,Persian Gulf War surplus,6 factories,Good,last online 12 hours ago,rankings.php?subregion=atl,BAMF,$15526 million,alliancestats.php?allianceid=1393,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,30742 km 2,http://blocgame.com/stats.php?id=2570,7643 Mbbl,5%,
South Park,cartman,http://blocgame.com/alliancestats.php?allianceid=1835,279k active personnel,52 ships,Persian Gulf War surplus,10 factories,Good,last online 2 hours ago,rankings.php?subregion=car,SPQR,$15313 million,alliancestats.php?allianceid=1835,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,51110 km 2,http://blocgame.com/stats.php?id=228,,,
bro dude,guy man,http://blocgame.com/alliancestats.php?allianceid=1568,238k active personnel,39 ships,Almost Modern,11 factories,Elite,last online 41 hours ago,rankings.php?subregion=atl,Brotherhood of Zion,$15392 million,alliancestats.php?allianceid=1568,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,56539 km 2,http://blocgame.com/stats.php?id=49465,,,
Krakozhia,Ilyich,http://blocgame.com/alliancestats.php?allianceid=1599,258k active personnel,28 ships,Persian Gulf War surplus,9 factories,Standard,last online 1 hours ago,rankings.php?subregion=chi,Wreckage brothers,$15262 million,alliancestats.php?allianceid=1599,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,31809 km 2,http://blocgame.com/stats.php?id=39065,,,
See Aye Eh,BillWilson,http://blocgame.com/alliancestats.php?allianceid=1599,309k active personnel,66 ships,Advanced,14 factories,Elite,last online 3 hours ago,rankings.php?subregion=ara,Wreckage brothers,$15170 million,alliancestats.php?allianceid=1599,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,41039 km 2,http://blocgame.com/stats.php?id=52844,831 Mbbl,,
OnlyJuanOvue,BigGuyBane,http://blocgame.com/alliancestats.php?allianceid=1599,251k active personnel,49 ships,Persian Gulf War surplus,13 factories,Elite,last online 7 hours ago,rankings.php?subregion=ara,Wreckage brothers,$15314 million,alliancestats.php?allianceid=1599,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,68339 km 2,http://blocgame.com/stats.php?id=52889,1198 Mbbl,,
Puella-Magia,Emily,http://blocgame.com/alliancestats.php?allianceid=1580,214k active personnel,43 ships,Persian Gulf War surplus,12 factories,Poor,last online 144 hours ago,rankings.php?subregion=pac,Brotherhood of Nod,$14910 million,alliancestats.php?allianceid=1580,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,62446 km 2,http://blocgame.com/stats.php?id=35958,,,
QonoS,Tmonsta,http://blocgame.com/alliancestats.php?allianceid=1595,262k active personnel,34 ships,Persian Gulf War surplus,11 factories,Good,last online 7 hours ago,rankings.php?subregion=chi,The High Council,$15135 million,alliancestats.php?allianceid=1595,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,34576 km 2,http://blocgame.com/stats.php?id=44539,,40%,1 Tons
Genowia,ThePole,http://blocgame.com/alliancestats.php?allianceid=1393,224k active personnel,28 ships,Persian Gulf War surplus,10 factories,Standard,last online 13 hours ago,rankings.php?subregion=pac,BAMF,$15084 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,48327 km 2,http://blocgame.com/stats.php?id=50839,,,
Scavia,nike1155,http://blocgame.com/alliancestats.php?allianceid=1568,178k active personnel,37 ships,Almost Modern,8 factories,Elite,last online 3 hours ago,rankings.php?subregion=con,Brotherhood of Zion,$15063 million,alliancestats.php?allianceid=1568,Southern Cone,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,37531 km 2,http://blocgame.com/stats.php?id=52275,,,
Pompeii,Lykos,http://blocgame.com/alliancestats.php?allianceid=1835,292k active personnel,4 ships,Advanced,10 factories,Elite,online now,rankings.php?subregion=per,SPQR,$14964 million,alliancestats.php?allianceid=1835,Persia,Near Depletion,Very Powerful,http://blocgame.com/rankings.php?subregion=per,44412 km 2,http://blocgame.com/stats.php?id=39021,,,
Lalaland,Lalaland,http://blocgame.com/alliancestats.php?allianceid=1580,199k active personnel,35 ships,Persian Gulf War surplus,8 factories,Good,last online 181 hours ago,rankings.php?subregion=pac,Brotherhood of Nod,$14595 million,alliancestats.php?allianceid=1580,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,27955 km 2,http://blocgame.com/stats.php?id=40201,,,
Casa del Nolano,jnolat09,http://blocgame.com/alliancestats.php?allianceid=1599,158k active personnel,15 ships,Persian Gulf War surplus,5 factories,Standard,last online 26 hours ago,rankings.php?subregion=ind,Wreckage brothers,$14462 million,alliancestats.php?allianceid=1599,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,17783 km 2,http://blocgame.com/stats.php?id=45936,,,
Iranzamin,Lord of War,http://blocgame.com/alliancestats.php?allianceid=1644,193k active personnel,51 ships,Persian Gulf War surplus,10 factories,Elite,last online 7 hours ago,rankings.php?subregion=per,Inter/pol/,$14627 million,alliancestats.php?allianceid=1644,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,50924 km 2,http://blocgame.com/stats.php?id=49556,3413 Mbbl,,
Best Istan,Glorious Leader,http://blocgame.com/alliancestats.php?allianceid=1568,88k active personnel,1 ships,Almost Modern,3 factories,Good,last online 77 hours ago,rankings.php?subregion=chi,Brotherhood of Zion,$14450 million,alliancestats.php?allianceid=1568,China,Untapped,Large,http://blocgame.com/rankings.php?subregion=chi,10798 km 2,http://blocgame.com/stats.php?id=40577,,,
durkastan,ned kelly,http://blocgame.com/alliancestats.php?allianceid=1580,243k active personnel,71 ships,Persian Gulf War surplus,23 factories,Elite,online now,rankings.php?subregion=ara,Brotherhood of Nod,$14080 million,alliancestats.php?allianceid=1580,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,123989 km 2,http://blocgame.com/stats.php?id=40488,3164 Mbbl,,
