country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,uranium,oil_reserves,reactor
Wodzis�aw,Tomasso Tercha,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 141 hours ago,rankings.php?subregion=atl,,$378 million,,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,20000 km 2,http://blocgame.com/stats.php?id=61519,,,
Varminicie,Honoram1267,,18k active personnel,0 ships,First World War surplus,Normal,1 factory,Good,last online 140 hours ago,rankings.php?subregion=sea,,$368 million,,Indochina,Untapped,Small,http://blocgame.com/rankings.php?subregion=sea,19602 km 2,http://blocgame.com/stats.php?id=61238,,,
tate_w_wannie,stooley123,,19k active personnel,0 ships,First World War surplus,Questionable,None,Elite,last online 96 hours ago,rankings.php?subregion=con,,$360 million,,Southern Cone,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=con,23533 km 2,http://blocgame.com/stats.php?id=61515,,30 Mbbl,
ReimuIsMyWaifu,rectalopossum,http://blocgame.com/alliancestats.php?allianceid=1393,61k active personnel,0 ships,First World War surplus,Questionable,None,Poor,last online 3 hours ago,rankings.php?subregion=ara,BAMF,$367 million,alliancestats.php?allianceid=1393,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,23637 km 2,http://blocgame.com/stats.php?id=61686,,3736 Mbbl,
Pura Cendana,Tun Nila Utama,http://blocgame.com/alliancestats.php?allianceid=1899,9k active personnel,0 ships,First World War surplus,Questionable,1 factory,Good,last online 6 hours ago,rankings.php?subregion=ara,Aseang MMP,$314 million,alliancestats.php?allianceid=1899,Arabia,,Meagre,http://blocgame.com/rankings.php?subregion=ara,16172 km 2,http://blocgame.com/stats.php?id=61462,,,
Gumniaki,Gumniak,,20k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 101 hours ago,rankings.php?subregion=ama,,$390 million,,Amazonia,Untapped,None,http://blocgame.com/rankings.php?subregion=ama,20000 km 2,http://blocgame.com/stats.php?id=61536,,314 Mbbl,
Satan kingdom,alistan1987,,58k active personnel,0 ships,First World War surplus,Gandhi-like,None,Undisciplined Rabble,online now,rankings.php?subregion=ind,,$373 million,,East Indies,Plentiful,Meagre,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60809,,,
Watikan,PopeFrancis,,2k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 72 hours ago,rankings.php?subregion=pac,,$410 million,,Pacific Rim,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=pac,16335 km 2,http://blocgame.com/stats.php?id=61537,,,
Swerust,Crizz Zuz,,7k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 146 hours ago,rankings.php?subregion=saf,,$333 million,,Southern Africa,Plentiful,None,http://blocgame.com/rankings.php?subregion=saf,18176 km 2,http://blocgame.com/stats.php?id=60882,,,
Stuleja,Płetwonurkov,http://blocgame.com/alliancestats.php?allianceid=1966,30k active personnel,0 ships,First World War surplus,Nice,1 factory,Elite,last online 9 hours ago,rankings.php?subregion=saf,Lithuanian Coalition,$361 million,alliancestats.php?allianceid=1966,Southern Africa,,Meagre,http://blocgame.com/rankings.php?subregion=saf,19602 km 2,http://blocgame.com/stats.php?id=61524,,,
Remote,Burgerking,,88k active personnel,0 ships,Second World War surplus,Angelic,2 factories,Elite,last online 3 hours ago,rankings.php?subregion=pac,,$330 million,,Pacific Rim,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=pac,24719 km 2,http://blocgame.com/stats.php?id=61201,,,
killing56465,skatmas,,9k active personnel,0 ships,First World War surplus,Angelic,None,Undisciplined Rabble,last online 59 hours ago,rankings.php?subregion=eaf,,$324 million,,East Africa,,None,http://blocgame.com/rankings.php?subregion=eaf,16667 km 2,http://blocgame.com/stats.php?id=61076,,,
Lixia,Dave Hunter,http://blocgame.com/alliancestats.php?allianceid=1393,43k active personnel,0 ships,First World War surplus,Angelic,2 factories,Good,last online 2 hours ago,rankings.php?subregion=mes,BAMF,$434 million,alliancestats.php?allianceid=1393,Mesopotamia,Untapped,Small,http://blocgame.com/rankings.php?subregion=mes,23333 km 2,http://blocgame.com/stats.php?id=61520,,3880 Mbbl,
Nasi Argentina,Adolf Himmler,,22k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 123 hours ago,rankings.php?subregion=con,,$376 million,,Southern Cone,Untapped,None,http://blocgame.com/rankings.php?subregion=con,20000 km 2,http://blocgame.com/stats.php?id=61541,,,
Birdland,tweetweetwee,,25k active personnel,0 ships,First World War surplus,Normal,None,Elite,last online 24 hours ago,rankings.php?subregion=per,,$361 million,,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,22785 km 2,http://blocgame.com/stats.php?id=61646,,1223 Mbbl,
Vasten,Louis Brown,,6k active personnel,0 ships,First World War surplus,Questionable,None,Undisciplined Rabble,last online 157 hours ago,rankings.php?subregion=mex,,$350 million,,Mesoamerica,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=mex,20000 km 2,http://blocgame.com/stats.php?id=59624,,370 Mbbl,
kaki,kakikudibibirmu,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 108 hours ago,rankings.php?subregion=sub,,$375 million,,The Subcontinent,Untapped,None,http://blocgame.com/rankings.php?subregion=sub,20000 km 2,http://blocgame.com/stats.php?id=61562,,407 Mbbl,
Korena,Joseph Hill II,,20k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 37 hours ago,rankings.php?subregion=pac,,$370 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=61547,,73 Mbbl,
Arabian SSR,Dear Leader Stalin,http://blocgame.com/alliancestats.php?allianceid=1644,22k active personnel,0 ships,First World War surplus,Nice,None,Elite,online now,rankings.php?subregion=ara,Inter/pol/,$365 million,alliancestats.php?allianceid=1644,Arabia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ara,20994 km 2,http://blocgame.com/stats.php?id=61557,,1561 Mbbl,
Merchandise,HappyMerchant,,20k active personnel,0 ships,First World War surplus,Angelic,None,Standard,last online 30 hours ago,rankings.php?subregion=mes,,$375 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,20000 km 2,http://blocgame.com/stats.php?id=61572,,,
Karasov,rudy karasov,http://blocgame.com/alliancestats.php?allianceid=1595,9k active personnel,0 ships,First World War surplus,Normal,1 factory,Standard,last online 1 hours ago,rankings.php?subregion=pac,The High Council,$345 million,alliancestats.php?allianceid=1595,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,8725 km 2,http://blocgame.com/stats.php?id=60691,,,
Macika,Emperor Nathan IV,,19k active personnel,0 ships,First World War surplus,Normal,1 factory,Elite,last online 146 hours ago,rankings.php?subregion=gui,,$348 million,,Guinea,Untapped,None,http://blocgame.com/rankings.php?subregion=gui,20000 km 2,http://blocgame.com/stats.php?id=61442,,,
Airhorn Anal,LelkyLelbao,,21k active personnel,0 ships,Finest of the 19th century,Good,None,Poor,last online 5 hours ago,rankings.php?subregion=ara,,$350 million,,Arabia,Plentiful,None,http://blocgame.com/rankings.php?subregion=ara,22201 km 2,http://blocgame.com/stats.php?id=61690,,439 Mbbl,
penis dick,King Penis,http://blocgame.com/alliancestats.php?allianceid=1815,15k active personnel,0 ships,Finest of the 19th century,Normal,1 factory,Undisciplined Rabble,last online 23 hours ago,rankings.php?subregion=chi,Black Ravens Of War,$344 million,alliancestats.php?allianceid=1815,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,5284 km 2,http://blocgame.com/stats.php?id=59087,,,
Europe,Aka99,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 143 hours ago,rankings.php?subregion=pac,,$366 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=61512,,435 Mbbl,
Reborn Korea,Kim Ju-ae,,22k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 145 hours ago,rankings.php?subregion=pac,,$359 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=61510,,,
reggie le edgy,Floy_Roy,,8k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 51 hours ago,rankings.php?subregion=mes,,$396 million,,Mesopotamia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=mes,15850 km 2,http://blocgame.com/stats.php?id=61522,,1885 Mbbl,
Streonia,Toresan,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 128 hours ago,rankings.php?subregion=mex,,$355 million,,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,20000 km 2,http://blocgame.com/stats.php?id=61534,,,
Vilnius,Tadeusz Zeligowski,http://blocgame.com/alliancestats.php?allianceid=1966,10k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 73 hours ago,rankings.php?subregion=saf,Lithuanian Coalition,$307 million,alliancestats.php?allianceid=1966,Southern Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=saf,16500 km 2,http://blocgame.com/stats.php?id=61571,,103 Mbbl,
aladdin1987,deedeedee1987,,34k active personnel,0 ships,First World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 11 hours ago,rankings.php?subregion=sea,,$341 million,,Indochina,,None,http://blocgame.com/rankings.php?subregion=sea,20000 km 2,http://blocgame.com/stats.php?id=60877,,,
New Land,John F. Kennedy,http://blocgame.com/alliancestats.php?allianceid=1952,73k active personnel,2 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 12 hours ago,rankings.php?subregion=per,The Eastern Sea,$343 million,alliancestats.php?allianceid=1952,Persia,Plentiful,Somewhat Large,http://blocgame.com/rankings.php?subregion=per,20000 km 2,http://blocgame.com/stats.php?id=61205,,,
Baxter,cvick,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 136 hours ago,rankings.php?subregion=car,,$350 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=61525,,,
FOLOKSHI,Folokshikun,,34k active personnel,0 ships,Finest of the 19th century,Good,1 factory,Elite,last online 11 hours ago,rankings.php?subregion=chi,,$338 million,,China,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=chi,20398 km 2,http://blocgame.com/stats.php?id=61616,,478 Mbbl,
Bluegene/Q,ChevalierCavac,http://blocgame.com/alliancestats.php?allianceid=1393,35k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,online now,rankings.php?subregion=ara,BAMF,$341 million,alliancestats.php?allianceid=1393,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,22916 km 2,http://blocgame.com/stats.php?id=61506,,,
Sial,akish,http://blocgame.com/alliancestats.php?allianceid=1393,20k active personnel,0 ships,First World War surplus,Angelic,1 factory,Elite,online now,rankings.php?subregion=ara,BAMF,$367 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=61568,,,
Galinthias,jericho_rafm,,20k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 96 hours ago,rankings.php?subregion=pac,,$360 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=61580,,,
Kondominium,AdamKarolczak,http://blocgame.com/alliancestats.php?allianceid=1966,35k active personnel,0 ships,Finest of the 19th century,Angelic,1 factory,Elite,online now,rankings.php?subregion=ara,Lithuanian Coalition,$345 million,alliancestats.php?allianceid=1966,Arabia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ara,20788 km 2,http://blocgame.com/stats.php?id=61576,,,
Luntek,jemszyszki,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 122 hours ago,rankings.php?subregion=atl,,$346 million,,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,20000 km 2,http://blocgame.com/stats.php?id=61535,,,
bonval,ninthtestiamteca,,6k active personnel,0 ships,First World War surplus,Nice,None,Undisciplined Rabble,last online 10 hours ago,rankings.php?subregion=waf,,$362 million,,West Africa,Near Depletion,None,http://blocgame.com/rankings.php?subregion=waf,16500 km 2,http://blocgame.com/stats.php?id=61080,,,
Vilnus,Jurij Owsienko,http://blocgame.com/alliancestats.php?allianceid=1966,33k active personnel,0 ships,First World War surplus,Nice,None,Elite,last online 8 hours ago,rankings.php?subregion=ara,Lithuanian Coalition,$353 million,alliancestats.php?allianceid=1966,Arabia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=61610,,2893 Mbbl,
Polkonia,polko14,,20k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 72 hours ago,rankings.php?subregion=ama,,$350 million,,Amazonia,Untapped,None,http://blocgame.com/rankings.php?subregion=ama,20000 km 2,http://blocgame.com/stats.php?id=61613,,,
Srpska Krajina,Radovan Karad�ić,,16k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 61 hours ago,rankings.php?subregion=chi,,$358 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=61631,,,
Joskia,Estefy_,,20k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 90 hours ago,rankings.php?subregion=car,,$346 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=61591,,,
Starkweather,Starkweather,,20k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 68 hours ago,rankings.php?subregion=sea,,$346 million,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,20000 km 2,http://blocgame.com/stats.php?id=61597,,307 Mbbl,
Sillot,Come Pienso,,9k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 1 hours ago,rankings.php?subregion=ara,,$395 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,16667 km 2,http://blocgame.com/stats.php?id=61621,,,
KlejnotEufratu,Mustafa-al-stooleymann,,15k active personnel,0 ships,First World War surplus,Normal,None,Standard,last online 2 hours ago,rankings.php?subregion=atl,,$355 million,,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,19406 km 2,http://blocgame.com/stats.php?id=61627,,2749 Mbbl,
BIOR KELANTOK,Krul,,20k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 55 hours ago,rankings.php?subregion=pac,,$348 million,,Pacific Rim,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=61489,,,
Erickt,Joshua Adam Putin,,7k active personnel,0 ships,First World War surplus,Angelic,None,Standard,last online 84 hours ago,rankings.php?subregion=mes,,$335 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,19406 km 2,http://blocgame.com/stats.php?id=61598,,,
Free Syria,Mohammed al-Safawi,,7k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 26 hours ago,rankings.php?subregion=mes,,$346 million,,Mesopotamia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=mes,19212 km 2,http://blocgame.com/stats.php?id=61508,,3859 Mbbl,
French America,dw_ny,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 75 hours ago,rankings.php?subregion=car,,$340 million,,Caribbean,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=61551,,382 Mbbl,
FOREST CITY,Muhammad Firdaus,,2k active personnel,0 ships,First World War surplus,Questionable,1 factory,Undisciplined Rabble,last online 55 hours ago,rankings.php?subregion=sea,,$325 million,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,19602 km 2,http://blocgame.com/stats.php?id=61114,,,
DogeBananas,Doge Banana Swagger,,14k active personnel,0 ships,Finest of the 19th century,Good,None,Poor,last online 189 hours ago,rankings.php?subregion=car,,$327 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,19800 km 2,http://blocgame.com/stats.php?id=61468,,,
RogerSmith,Huey,,6k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 165 hours ago,rankings.php?subregion=ara,,$358 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,16335 km 2,http://blocgame.com/stats.php?id=61498,,,
Muslim peoples,firestone,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 184 hours ago,rankings.php?subregion=mes,,$326 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,20000 km 2,http://blocgame.com/stats.php?id=61479,,,
Cute,Little Girl,,18k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 68 hours ago,rankings.php?subregion=atl,,$346 million,,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,20000 km 2,http://blocgame.com/stats.php?id=61618,,,
Korriban,vronox,,20k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 97 hours ago,rankings.php?subregion=pac,,$335 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=61579,,,
Micheleda,Timmer,,20k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 91 hours ago,rankings.php?subregion=sub,,$320 million,,The Subcontinent,Untapped,None,http://blocgame.com/rankings.php?subregion=sub,20000 km 2,http://blocgame.com/stats.php?id=61588,,,
S�l,BabaWanga,http://blocgame.com/alliancestats.php?allianceid=1966,25k active personnel,0 ships,First World War surplus,Nice,None,Elite,last online 18 hours ago,rankings.php?subregion=saf,Lithuanian Coalition,$339 million,alliancestats.php?allianceid=1966,Southern Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=saf,20000 km 2,http://blocgame.com/stats.php?id=61589,,302 Mbbl,
Lang buana,Lt.tycoono,,40k active personnel,0 ships,First World War surplus,Good,1 factory,Standard,last online 3 hours ago,rankings.php?subregion=ind,,$348 million,,East Indies,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=ind,20030 km 2,http://blocgame.com/stats.php?id=61336,,,
Kahn,Genghis Kahn,,20k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 107 hours ago,rankings.php?subregion=chi,,$315 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=61567,,,
Leoland,LionelCheah,,20k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 76 hours ago,rankings.php?subregion=ind,,$323 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=61605,,,
Rimba Bara,hasnah53,,20k active personnel,0 ships,Finest of the 19th century,Nice,None,Good,last online 77 hours ago,rankings.php?subregion=ind,,$331 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=61603,,,
Angelico,Kayzukie,,8k active personnel,0 ships,Finest of the 19th century,Normal,None,Undisciplined Rabble,last online 184 hours ago,rankings.php?subregion=car,,$320 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,16555 km 2,http://blocgame.com/stats.php?id=41495,,,
Trapistan,Tentacle Grape,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 112 hours ago,rankings.php?subregion=ara,,$307 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=42879,,,
Strath,Finn Hunter,,33k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Undisciplined Rabble,last online 8 hours ago,rankings.php?subregion=con,,$338 million,,Southern Cone,,None,http://blocgame.com/rankings.php?subregion=con,16667 km 2,http://blocgame.com/stats.php?id=61471,,,
chowdry,Tripuraneni Saichand,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 119 hours ago,rankings.php?subregion=sub,,$307 million,,The Subcontinent,Untapped,None,http://blocgame.com/rankings.php?subregion=sub,20000 km 2,http://blocgame.com/stats.php?id=61546,,,
TAU,YoloMcSwaggins,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 113 hours ago,rankings.php?subregion=mex,,$305 million,,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,20000 km 2,http://blocgame.com/stats.php?id=61549,,,
Bolkenia,john500,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 116 hours ago,rankings.php?subregion=per,,$307 million,,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,20000 km 2,http://blocgame.com/stats.php?id=61552,,,
Londonistan,Zergking,http://blocgame.com/alliancestats.php?allianceid=1418,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 112 hours ago,rankings.php?subregion=pac,Asian Alliance,$307 million,alliancestats.php?allianceid=1418,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=61554,,143 Mbbl,
opopo,FamousDex,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 109 hours ago,rankings.php?subregion=chi,,$307 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=61561,,,
Oppressivistan,Oppressor,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 65 hours ago,rankings.php?subregion=egy,,$308 million,,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,20000 km 2,http://blocgame.com/stats.php?id=61563,,,
Mobique,Ebrya,,25k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 92 hours ago,rankings.php?subregion=chi,,$329 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=61587,,,
TIGANIA,RADUVERSACE,,20k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 70 hours ago,rankings.php?subregion=chi,,$324 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=61615,,,
Volno�� Svoboda,Vilniak,,25k active personnel,0 ships,First World War surplus,Nice,None,Elite,last online 66 hours ago,rankings.php?subregion=atl,,$324 million,,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,20000 km 2,http://blocgame.com/stats.php?id=61622,,2669 Mbbl,
Judeolatina,legwan,,20k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 66 hours ago,rankings.php?subregion=mex,,$324 million,,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,20000 km 2,http://blocgame.com/stats.php?id=61624,,,
User,Userper,,25k active personnel,0 ships,First World War surplus,Nice,None,Elite,last online 64 hours ago,rankings.php?subregion=chi,,$324 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=61628,,172 Mbbl,
Nadokzk,BaaLooGum,,18k active personnel,0 ships,Finest of the 19th century,Nice,None,Good,last online 45 hours ago,rankings.php?subregion=gra,,$333 million,,Gran Colombia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=gra,20000 km 2,http://blocgame.com/stats.php?id=61629,,110 Mbbl,
Nocne Kino,nocnekino,,25k active personnel,0 ships,First World War surplus,Good,1 factory,Elite,online now,rankings.php?subregion=chi,,$300 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=61538,,,
Skullion,GarenX,,26k active personnel,0 ships,Finest of the 19th century,Normal,None,Elite,last online 2 hours ago,rankings.php?subregion=saf,,$391 million,,Southern Africa,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=saf,23502 km 2,http://blocgame.com/stats.php?id=61566,,20 Mbbl,
Androzia,Androz,,23k active personnel,0 ships,First World War surplus,Normal,None,Elite,last online 9 hours ago,rankings.php?subregion=atl,,$325 million,,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,20000 km 2,http://blocgame.com/stats.php?id=61584,,2314 Mbbl,
Actias,Meester,,0k active personnel,0 ships,Finest of the 19th century,Good,None,Undisciplined Rabble,last online 154 hours ago,rankings.php?subregion=sea,,$310 million,,Indochina,,None,http://blocgame.com/rankings.php?subregion=sea,14917 km 2,http://blocgame.com/stats.php?id=46121,,,
maldrum,name0101,,6k active personnel,0 ships,Finest of the 19th century,Nice,None,Undisciplined Rabble,last online 59 hours ago,rankings.php?subregion=eaf,,$311 million,,East Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=eaf,20000 km 2,http://blocgame.com/stats.php?id=61078,,,
Deception,JohnJones,http://blocgame.com/alliancestats.php?allianceid=1970,19k active personnel,0 ships,First World War surplus,Normal,None,Elite,last online 13 hours ago,rankings.php?subregion=saf,Warsaw Alliance,$322 million,alliancestats.php?allianceid=1970,Southern Africa,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=saf,20196 km 2,http://blocgame.com/stats.php?id=61528,,,
Sanepid,Claude Fromage,http://blocgame.com/alliancestats.php?allianceid=1966,30k active personnel,0 ships,Finest of the 19th century,Angelic,None,Good,last online 16 hours ago,rankings.php?subregion=saf,Lithuanian Coalition,$323 million,alliancestats.php?allianceid=1966,Southern Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=saf,20000 km 2,http://blocgame.com/stats.php?id=61592,,312 Mbbl,
Americka,Austin Snell,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 13 hours ago,rankings.php?subregion=waf,,$322 million,,West Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=waf,20000 km 2,http://blocgame.com/stats.php?id=61517,,310 Mbbl,
P.S.E.,Tallion,,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 124 hours ago,rankings.php?subregion=egy,,$338 million,,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,16500 km 2,http://blocgame.com/stats.php?id=61540,,,
Nicistan,King Potato,,19k active personnel,0 ships,First World War surplus,Questionable,None,Elite,last online 122 hours ago,rankings.php?subregion=con,,$296 million,,Southern Cone,Untapped,None,http://blocgame.com/rankings.php?subregion=con,20000 km 2,http://blocgame.com/stats.php?id=61542,,,
Cirelc,Tulutula,,20k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 95 hours ago,rankings.php?subregion=pac,,$302 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=61577,,,
kobisbunga,kobis,,25k active personnel,0 ships,First World War surplus,Nice,None,Elite,last online 73 hours ago,rankings.php?subregion=ind,,$307 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=61609,,,
Dhomland,R.B.Poe,,20k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 50 hours ago,rankings.php?subregion=sub,,$323 million,,The Subcontinent,Untapped,None,http://blocgame.com/rankings.php?subregion=sub,20000 km 2,http://blocgame.com/stats.php?id=61636,,,
Cebulakia,Einher,,20k active personnel,0 ships,Finest of the 19th century,Questionable,None,Standard,last online 49 hours ago,rankings.php?subregion=con,,$325 million,,Southern Cone,Untapped,None,http://blocgame.com/rankings.php?subregion=con,20000 km 2,http://blocgame.com/stats.php?id=61639,,,
