country,leader,alliance,army_size,navy,equipment,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,oil_reserves,uranium
LOCAI,Agumentic,http://blocgame.com/alliancestats.php?allianceid=1393,118k active personnel,44 ships,Persian Gulf War surplus,10 factories,Elite,last online 2 hours ago,rankings.php?subregion=saf,BAMF,$16534 million,alliancestats.php?allianceid=1393,Southern Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,42203 km 2,http://blocgame.com/stats.php?id=53011,,
Shambala,Feranon,http://blocgame.com/alliancestats.php?allianceid=1382,239k active personnel,16 ships,Persian Gulf War surplus,11 factories,Elite,online now,rankings.php?subregion=pac,Non-Aligned Movement,$16376 million,alliancestats.php?allianceid=1382,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,28432 km 2,http://blocgame.com/stats.php?id=41268,None,
Kennethland,Kenneth,http://blocgame.com/alliancestats.php?allianceid=1568,235k active personnel,39 ships,Persian Gulf War surplus,13 factories,Good,last online 91 hours ago,rankings.php?subregion=gra,Brotherhood of Zion,$16182 million,alliancestats.php?allianceid=1568,Gran Colombia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=gra,68196 km 2,http://blocgame.com/stats.php?id=47662,None,
Gertralia,Guillermicus,http://blocgame.com/alliancestats.php?allianceid=1382,134k active personnel,55 ships,Persian Gulf War surplus,10 factories,Elite,last online 2 hours ago,rankings.php?subregion=con,Non-Aligned Movement,$15339 million,alliancestats.php?allianceid=1382,Southern Cone,,Very Powerful,http://blocgame.com/rankings.php?subregion=con,25313 km 2,http://blocgame.com/stats.php?id=45604,None,
HCLI,Kasper Hekmatyar,http://blocgame.com/alliancestats.php?allianceid=1393,184k active personnel,15 ships,Persian Gulf War surplus,12 factories,Elite,last online 38 hours ago,rankings.php?subregion=chi,BAMF,$15950 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,27793 km 2,http://blocgame.com/stats.php?id=46030,682 Mbbl,
Ardon,Frontrox,http://blocgame.com/alliancestats.php?allianceid=1393,100k active personnel,14 ships,Almost Modern,7 factories,Elite,last online 19 hours ago,rankings.php?subregion=ind,BAMF,$15957 million,alliancestats.php?allianceid=1393,East Indies,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=ind,22437 km 2,http://blocgame.com/stats.php?id=43237,None,
Zanzabarland,Taza,http://blocgame.com/alliancestats.php?allianceid=1393,285k active personnel,16 ships,Persian Gulf War surplus,13 factories,Good,last online 49 hours ago,rankings.php?subregion=per,BAMF,$15864 million,alliancestats.php?allianceid=1393,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,44316 km 2,http://blocgame.com/stats.php?id=40078,749 Mbbl,
Cirno,jc99,http://blocgame.com/alliancestats.php?allianceid=1401,279k active personnel,50 ships,Persian Gulf War surplus,12 factories,Elite,online now,rankings.php?subregion=ind,The Federal Colonies,$15841 million,alliancestats.php?allianceid=1401,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,28182 km 2,http://blocgame.com/stats.php?id=43375,,
Northmarch,Elroy,http://blocgame.com/alliancestats.php?allianceid=1568,258k active personnel,0 ships,Advanced,14 factories,Elite,last online 14 hours ago,rankings.php?subregion=car,Brotherhood of Zion,$15749 million,alliancestats.php?allianceid=1568,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,43195 km 2,http://blocgame.com/stats.php?id=41629,94 Mbbl,3 Tons
Versail,Chairman,http://blocgame.com/alliancestats.php?allianceid=1644,119k active personnel,5 ships,Persian Gulf War surplus,6 factories,Elite,last online 9 hours ago,rankings.php?subregion=car,Inter/pol/,$15678 million,alliancestats.php?allianceid=1644,Caribbean,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=car,30075 km 2,http://blocgame.com/stats.php?id=45646,None,
Edtopia,Edgar,http://blocgame.com/alliancestats.php?allianceid=1401,159k active personnel,4 ships,Advanced,8 factories,Elite,online now,rankings.php?subregion=mex,The Federal Colonies,$15381 million,alliancestats.php?allianceid=1401,Mesoamerica,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mex,23500 km 2,http://blocgame.com/stats.php?id=249,None,
Svoboda,morro111,http://blocgame.com/alliancestats.php?allianceid=1382,99k active personnel,28 ships,Almost Modern,9 factories,Elite,last online 10 hours ago,rankings.php?subregion=eaf,Non-Aligned Movement,$15410 million,alliancestats.php?allianceid=1382,East Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=eaf,24521 km 2,http://blocgame.com/stats.php?id=54397,None,
Newfoundland,Gohlper,http://blocgame.com/alliancestats.php?allianceid=1644,200k active personnel,29 ships,Persian Gulf War surplus,8 factories,Elite,last online 2 hours ago,rankings.php?subregion=car,Inter/pol/,$14851 million,alliancestats.php?allianceid=1644,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,26420 km 2,http://blocgame.com/stats.php?id=52486,,
Karat,TankGun,http://blocgame.com/alliancestats.php?allianceid=1401,119k active personnel,30 ships,Almost Modern,7 factories,Elite,last online 3 hours ago,rankings.php?subregion=car,The Federal Colonies,$14858 million,alliancestats.php?allianceid=1401,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,23712 km 2,http://blocgame.com/stats.php?id=45853,None,
FreakTopia,Remington Steel,http://blocgame.com/alliancestats.php?allianceid=1393,324k active personnel,34 ships,Persian Gulf War surplus,14 factories,Elite,last online 3 hours ago,rankings.php?subregion=ama,BAMF,$14354 million,alliancestats.php?allianceid=1393,Amazonia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ama,82325 km 2,http://blocgame.com/stats.php?id=45527,374 Mbbl,
New-Rhodesia,Tito Van Ronnk,http://blocgame.com/alliancestats.php?allianceid=1644,160k active personnel,22 ships,Almost Modern,10 factories,Elite,last online 47 hours ago,rankings.php?subregion=eaf,Inter/pol/,$14392 million,alliancestats.php?allianceid=1644,East Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=eaf,50197 km 2,http://blocgame.com/stats.php?id=49249,None,
Cubania,General Fidelis,http://blocgame.com/alliancestats.php?allianceid=1393,119k active personnel,31 ships,Vietnam War surplus,11 factories,Good,online now,rankings.php?subregion=mex,BAMF,$14326 million,alliancestats.php?allianceid=1393,Mesoamerica,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mex,37602 km 2,http://blocgame.com/stats.php?id=47349,None,
Krakozhia,Ilyich,http://blocgame.com/alliancestats.php?allianceid=1644,239k active personnel,31 ships,Persian Gulf War surplus,10 factories,Elite,last online 1 hours ago,rankings.php?subregion=chi,Inter/pol/,$14130 million,alliancestats.php?allianceid=1644,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,35918 km 2,http://blocgame.com/stats.php?id=39065,58 Mbbl,
Falk,Seth,http://blocgame.com/alliancestats.php?allianceid=1401,122k active personnel,11 ships,Persian Gulf War surplus,5 factories,Elite,last online 8 hours ago,rankings.php?subregion=pac,The Federal Colonies,$14124 million,alliancestats.php?allianceid=1401,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,14662 km 2,http://blocgame.com/stats.php?id=43574,,
Dovelantis,Kenneth Hon,http://blocgame.com/alliancestats.php?allianceid=1576,238k active personnel,35 ships,Almost Modern,11 factories,Elite,last online 31 hours ago,rankings.php?subregion=pac,The Last Phoenix,$14023 million,alliancestats.php?allianceid=1576,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,34681 km 2,http://blocgame.com/stats.php?id=51767,None,
Savannah,Watersfall,http://blocgame.com/alliancestats.php?allianceid=1576,203k active personnel,29 ships,Almost Modern,12 factories,Good,last online 18 hours ago,rankings.php?subregion=pac,The Last Phoenix,$14004 million,alliancestats.php?allianceid=1576,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,57350 km 2,http://blocgame.com/stats.php?id=49817,None,1 Tons
Pooland,kurwa,http://blocgame.com/alliancestats.php?allianceid=1568,316k active personnel,18 ships,Persian Gulf War surplus,15 factories,Standard,last online 2 hours ago,rankings.php?subregion=atl,Brotherhood of Zion,$13954 million,alliancestats.php?allianceid=1568,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,64773 km 2,http://blocgame.com/stats.php?id=49295,842 Mbbl,1 Tons
Pickles,Pickles,http://blocgame.com/alliancestats.php?allianceid=1382,161k active personnel,40 ships,Almost Modern,9 factories,Elite,last online 8 hours ago,rankings.php?subregion=sea,Non-Aligned Movement,$13991 million,alliancestats.php?allianceid=1382,Indochina,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,33579 km 2,http://blocgame.com/stats.php?id=42911,None,
Khuzestan,Georgy Zhukov,http://blocgame.com/alliancestats.php?allianceid=1401,259k active personnel,38 ships,Persian Gulf War surplus,10 factories,Elite,last online 4 hours ago,rankings.php?subregion=per,The Federal Colonies,$13927 million,alliancestats.php?allianceid=1401,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,35604 km 2,http://blocgame.com/stats.php?id=48914,None,1 Tons
nation name,alysdexia,http://blocgame.com/alliancestats.php?allianceid=1382,170k active personnel,15 ships,Persian Gulf War surplus,10 factories,Elite,last online 7 hours ago,rankings.php?subregion=mes,Non-Aligned Movement,$13814 million,alliancestats.php?allianceid=1382,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,25105 km 2,http://blocgame.com/stats.php?id=49652,921 Mbbl,1 Tons
Kersumsos,Kersumsos,http://blocgame.com/alliancestats.php?allianceid=1393,247k active personnel,49 ships,Almost Modern,16 factories,Undisciplined Rabble,last online 10 hours ago,rankings.php?subregion=chi,BAMF,$13291 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,89892 km 2,http://blocgame.com/stats.php?id=46317,,
The Hegemony,Peter Wiggin,http://blocgame.com/alliancestats.php?allianceid=1644,198k active personnel,35 ships,Almost Modern,9 factories,Good,online now,rankings.php?subregion=gra,Inter/pol/,$12947 million,alliancestats.php?allianceid=1644,Gran Colombia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=gra,47107 km 2,http://blocgame.com/stats.php?id=40840,,
Skirr,frap129,http://blocgame.com/alliancestats.php?allianceid=1580,2k active personnel,18 ships,Almost Modern,11 factories,Elite,last online 4 hours ago,rankings.php?subregion=mes,Brotherhood of Nod,$10065 million,alliancestats.php?allianceid=1580,Mesopotamia,Near Depletion,None,http://blocgame.com/rankings.php?subregion=mes,57693 km 2,http://blocgame.com/stats.php?id=35744,,
Gandoria,zoneguy22,http://blocgame.com/alliancestats.php?allianceid=1568,178k active personnel,31 ships,Almost Modern,5 factories,Elite,last online 46 hours ago,rankings.php?subregion=gra,Brotherhood of Zion,$12744 million,alliancestats.php?allianceid=1568,Gran Colombia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=gra,19833 km 2,http://blocgame.com/stats.php?id=50771,None,
Yulai,SupremeSoviet,http://blocgame.com/alliancestats.php?allianceid=1393,297k active personnel,51 ships,Almost Modern,14 factories,Elite,online now,rankings.php?subregion=pac,BAMF,$12803 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,62173 km 2,http://blocgame.com/stats.php?id=53451,None,
Gensokyo,DrKourin,http://blocgame.com/alliancestats.php?allianceid=1393,198k active personnel,51 ships,Persian Gulf War surplus,10 factories,Good,last online 4 hours ago,rankings.php?subregion=pac,BAMF,$12783 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,29481 km 2,http://blocgame.com/stats.php?id=5212,222 Mbbl,1 Tons
Crimea,Hayro Khan,http://blocgame.com/alliancestats.php?allianceid=1393,168k active personnel,14 ships,Persian Gulf War surplus,6 factories,Good,last online 20 hours ago,rankings.php?subregion=atl,BAMF,$12673 million,alliancestats.php?allianceid=1393,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,31052 km 2,http://blocgame.com/stats.php?id=2570,,
Skeenation,David Tomanka,http://blocgame.com/alliancestats.php?allianceid=1393,122k active personnel,39 ships,Almost Modern,5 factories,Elite,last online 21 hours ago,rankings.php?subregion=con,BAMF,$12555 million,alliancestats.php?allianceid=1393,Southern Cone,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,43180 km 2,http://blocgame.com/stats.php?id=40443,None,
Alexandrastan,TWAIN,http://blocgame.com/alliancestats.php?allianceid=1401,219k active personnel,2 ships,Persian Gulf War surplus,8 factories,Elite,online now,rankings.php?subregion=mes,The Federal Colonies,$12591 million,alliancestats.php?allianceid=1401,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,25953 km 2,http://blocgame.com/stats.php?id=39070,,
Ceti Alpha V,J. Dax,http://blocgame.com/alliancestats.php?allianceid=1595,167k active personnel,35 ships,Persian Gulf War surplus,6 factories,Elite,last online 39 hours ago,rankings.php?subregion=car,The High Council,$12389 million,alliancestats.php?allianceid=1595,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,29426 km 2,http://blocgame.com/stats.php?id=51185,None,
karkkarkia,karkkark,http://blocgame.com/alliancestats.php?allianceid=1580,267k active personnel,16 ships,Persian Gulf War surplus,13 factories,Good,online now,rankings.php?subregion=sea,Brotherhood of Nod,$12393 million,alliancestats.php?allianceid=1580,Indochina,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,79131 km 2,http://blocgame.com/stats.php?id=52816,None,
Maa,AnalDecomposer,http://blocgame.com/alliancestats.php?allianceid=1644,124k active personnel,33 ships,Almost Modern,7 factories,Good,last online 18 hours ago,rankings.php?subregion=eaf,Inter/pol/,$12279 million,alliancestats.php?allianceid=1644,East Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=eaf,29666 km 2,http://blocgame.com/stats.php?id=50790,None,
Deponia,PYZILEND,http://blocgame.com/alliancestats.php?allianceid=1644,198k active personnel,20 ships,Almost Modern,9 factories,Good,last online 4 hours ago,rankings.php?subregion=chi,Inter/pol/,$12227 million,alliancestats.php?allianceid=1644,China,,Powerful,http://blocgame.com/rankings.php?subregion=chi,44861 km 2,http://blocgame.com/stats.php?id=54760,,
MoonMania,MoonMan,http://blocgame.com/alliancestats.php?allianceid=1393,179k active personnel,14 ships,Almost Modern,8 factories,Good,last online 3 hours ago,rankings.php?subregion=ama,BAMF,$12186 million,alliancestats.php?allianceid=1393,Amazonia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ama,32341 km 2,http://blocgame.com/stats.php?id=53650,None,
Rodan,Rodgun,http://blocgame.com/alliancestats.php?allianceid=1644,258k active personnel,33 ships,Persian Gulf War surplus,10 factories,Elite,last online 16 hours ago,rankings.php?subregion=per,Inter/pol/,$12103 million,alliancestats.php?allianceid=1644,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,45059 km 2,http://blocgame.com/stats.php?id=52317,,
Almania,Almanich,http://blocgame.com/alliancestats.php?allianceid=1580,273k active personnel,28 ships,Almost Modern,14 factories,Standard,online now,rankings.php?subregion=chi,Brotherhood of Nod,$11991 million,alliancestats.php?allianceid=1580,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,37527 km 2,http://blocgame.com/stats.php?id=51725,None,
durkastan,ned kelly,http://blocgame.com/alliancestats.php?allianceid=1644,200k active personnel,57 ships,Persian Gulf War surplus,20 factories,Elite,last online 1 hours ago,rankings.php?subregion=ara,Inter/pol/,$11931 million,alliancestats.php?allianceid=1644,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,119554 km 2,http://blocgame.com/stats.php?id=40488,,
Al-Petralia,El-Oil,http://blocgame.com/alliancestats.php?allianceid=1382,12k active personnel,28 ships,Persian Gulf War surplus,9 factories,Elite,last online 3 hours ago,rankings.php?subregion=ara,Non-Aligned Movement,$14445 million,alliancestats.php?allianceid=1382,Arabia,Depleted,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,35889 km 2,http://blocgame.com/stats.php?id=52484,,
Nueva Pilipinas,Angelo Manrique,http://blocgame.com/alliancestats.php?allianceid=1382,150k active personnel,11 ships,Almost Modern,7 factories,Elite,last online 59 hours ago,rankings.php?subregion=pac,Non-Aligned Movement,$11906 million,alliancestats.php?allianceid=1382,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,34537 km 2,http://blocgame.com/stats.php?id=53008,,
South Park,cartman,http://blocgame.com/alliancestats.php?allianceid=1393,226k active personnel,38 ships,Almost Modern,9 factories,Elite,last online 2 hours ago,rankings.php?subregion=car,BAMF,$11835 million,alliancestats.php?allianceid=1393,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,51110 km 2,http://blocgame.com/stats.php?id=228,,
Biji Kurdistan,Myron2point0,http://blocgame.com/alliancestats.php?allianceid=1580,197k active personnel,23 ships,Persian Gulf War surplus,10 factories,Good,last online 20 hours ago,rankings.php?subregion=mes,Brotherhood of Nod,$11715 million,alliancestats.php?allianceid=1580,Mesopotamia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,63422 km 2,http://blocgame.com/stats.php?id=52906,,
QonoS,Tmonsta,http://blocgame.com/alliancestats.php?allianceid=1595,206k active personnel,34 ships,Almost Modern,8 factories,Elite,last online 1 hours ago,rankings.php?subregion=chi,The High Council,$11496 million,alliancestats.php?allianceid=1595,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,26101 km 2,http://blocgame.com/stats.php?id=44539,39 Mbbl,
Leazus,Rance,http://blocgame.com/alliancestats.php?allianceid=1599,4k active personnel,26 ships,Persian Gulf War surplus,8 factories,Good,last online 58 hours ago,rankings.php?subregion=ama,Wreckage brothers,$11684 million,alliancestats.php?allianceid=1599,Amazonia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ama,51623 km 2,http://blocgame.com/stats.php?id=3672,,
Great Poverty,SamoGrrr,http://blocgame.com/alliancestats.php?allianceid=1568,238k active personnel,51 ships,Persian Gulf War surplus,8 factories,Good,last online 1 hours ago,rankings.php?subregion=congo,Brotherhood of Zion,$11488 million,alliancestats.php?allianceid=1568,Congo,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=congo,33357 km 2,http://blocgame.com/stats.php?id=52440,,
Whitey,Knee Grow,http://blocgame.com/alliancestats.php?allianceid=1568,208k active personnel,63 ships,Almost Modern,8 factories,Elite,last online 9 hours ago,rankings.php?subregion=waf,Brotherhood of Zion,$11499 million,alliancestats.php?allianceid=1568,West Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=waf,68660 km 2,http://blocgame.com/stats.php?id=4816,None,
Large Man,LargeMan,http://blocgame.com/alliancestats.php?allianceid=1599,233k active personnel,34 ships,Persian Gulf War surplus,12 factories,Good,online now,rankings.php?subregion=egy,Wreckage brothers,$11427 million,alliancestats.php?allianceid=1599,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,52624 km 2,http://blocgame.com/stats.php?id=52836,,
Genowia,ThePole,http://blocgame.com/alliancestats.php?allianceid=1393,198k active personnel,24 ships,Almost Modern,8 factories,Good,online now,rankings.php?subregion=pac,BAMF,$11369 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,48327 km 2,http://blocgame.com/stats.php?id=50839,None,
JucheBox,Lunin,http://blocgame.com/alliancestats.php?allianceid=1393,199k active personnel,6 ships,Korean War surplus,10 factories,Standard,last online 4 hours ago,rankings.php?subregion=chi,BAMF,$11387 million,alliancestats.php?allianceid=1393,China,Plentiful,Powerful,http://blocgame.com/rankings.php?subregion=chi,35221 km 2,http://blocgame.com/stats.php?id=56203,371 Mbbl,
San Marquez,Juan Pablo Montoya II,http://blocgame.com/alliancestats.php?allianceid=1595,146k active personnel,27 ships,Almost Modern,5 factories,Elite,last online 6 hours ago,rankings.php?subregion=mex,The High Council,$11221 million,alliancestats.php?allianceid=1595,Mesoamerica,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mex,26230 km 2,http://blocgame.com/stats.php?id=54023,26 Mbbl,
