country,leader,alliance,army_size,navy,equipment,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,uranium,region,territory,pageUrl,oil_reserves,reactor
Arsinoe,Sobek,http://blocgame.com/alliancestats.php?allianceid=1568,577k active personnel,55 ships,Advanced,21 factories,Elite,last online 1 hours ago,rankings.php?subregion=egy,Brotherhood of Zion,$22995 million,alliancestats.php?allianceid=1568,Egypt,Near Depletion,Very Powerful,,http://blocgame.com/rankings.php?subregion=egy,76898 km 2,http://blocgame.com/stats.php?id=49868,,
Coccoladia,Ernesto Caprone,http://blocgame.com/alliancestats.php?allianceid=1401,228k active personnel,66 ships,Persian Gulf War surplus,14 factories,Standard,last online 3 hours ago,rankings.php?subregion=car,The Federal Colonies,$22985 million,alliancestats.php?allianceid=1401,Caribbean,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=car,27330 km 2,http://blocgame.com/stats.php?id=40289,,
Best Syria,Bashar Hafez al-Assad,http://blocgame.com/alliancestats.php?allianceid=1599,359k active personnel,58 ships,Persian Gulf War surplus,15 factories,Elite,last online 12 hours ago,rankings.php?subregion=mes,Wreckage brothers,$22470 million,alliancestats.php?allianceid=1599,Mesopotamia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=mes,88075 km 2,http://blocgame.com/stats.php?id=52852,989 Mbbl,
Gertralia,Guillermicus,http://blocgame.com/alliancestats.php?allianceid=1568,186k active personnel,63 ships,Persian Gulf War surplus,15 factories,Elite,last online 7 hours ago,rankings.php?subregion=con,Brotherhood of Zion,$22452 million,alliancestats.php?allianceid=1568,Southern Cone,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=con,34928 km 2,http://blocgame.com/stats.php?id=45604,,
Briggs,General Armstrong,http://blocgame.com/alliancestats.php?allianceid=1568,168k active personnel,11 ships,Advanced,14 factories,Elite,last online 20 hours ago,rankings.php?subregion=con,Brotherhood of Zion,$22355 million,alliancestats.php?allianceid=1568,Southern Cone,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=con,34230 km 2,http://blocgame.com/stats.php?id=53442,,
German Reich,Frederick III,http://blocgame.com/alliancestats.php?allianceid=1393,240k active personnel,45 ships,Persian Gulf War surplus,15 factories,Elite,last online 11 hours ago,rankings.php?subregion=egy,BAMF,$22078 million,alliancestats.php?allianceid=1393,Egypt,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=egy,44421 km 2,http://blocgame.com/stats.php?id=49204,2631 Mbbl,
FreakTopia,Remington Steel,http://blocgame.com/alliancestats.php?allianceid=1393,440k active personnel,51 ships,Persian Gulf War surplus,19 factories,Elite,online now,rankings.php?subregion=ama,BAMF,$21963 million,alliancestats.php?allianceid=1393,Amazonia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ama,99560 km 2,http://blocgame.com/stats.php?id=45527,,
Whitey,Knee Grow,http://blocgame.com/alliancestats.php?allianceid=1568,239k active personnel,75 ships,Almost Modern,14 factories,Elite,last online 7 hours ago,rankings.php?subregion=waf,Brotherhood of Zion,$21755 million,alliancestats.php?allianceid=1568,West Africa,Plentiful,Very Powerful,,http://blocgame.com/rankings.php?subregion=waf,86699 km 2,http://blocgame.com/stats.php?id=4816,,10%
Minmaxia,Reanchi,http://blocgame.com/alliancestats.php?allianceid=1568,344k active personnel,47 ships,Advanced,15 factories,Elite,online now,rankings.php?subregion=mes,Brotherhood of Zion,$21104 million,alliancestats.php?allianceid=1568,Mesopotamia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=mes,47249 km 2,http://blocgame.com/stats.php?id=40270,,
HCLI,Kasper Hekmatyar,http://blocgame.com/alliancestats.php?allianceid=1393,95k active personnel,28 ships,Advanced,12 factories,Elite,last online 20 hours ago,rankings.php?subregion=chi,BAMF,$21125 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=chi,27241 km 2,http://blocgame.com/stats.php?id=46030,,
Mmhat,Homermustdie,http://blocgame.com/alliancestats.php?allianceid=1595,253k active personnel,51 ships,Almost Modern,10 factories,Good,last online 13 hours ago,rankings.php?subregion=ama,The High Council,$20710 million,alliancestats.php?allianceid=1595,Amazonia,Untapped,Very Powerful,1 Tons,http://blocgame.com/rankings.php?subregion=ama,29206 km 2,http://blocgame.com/stats.php?id=45846,,
Northmarch,Elroy,http://blocgame.com/alliancestats.php?allianceid=1568,285k active personnel,41 ships,Advanced,18 factories,Good,last online 43 hours ago,rankings.php?subregion=car,Brotherhood of Zion,$20743 million,alliancestats.php?allianceid=1568,Caribbean,Untapped,Very Powerful,3 Tons,http://blocgame.com/rankings.php?subregion=car,43195 km 2,http://blocgame.com/stats.php?id=41629,,
Great Poverty,SamoGrrr,http://blocgame.com/alliancestats.php?allianceid=1568,399k active personnel,51 ships,Advanced,17 factories,Standard,online now,rankings.php?subregion=congo,Brotherhood of Zion,$20528 million,alliancestats.php?allianceid=1568,Congo,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=congo,65491 km 2,http://blocgame.com/stats.php?id=52440,84 Mbbl,
kocksmashistan,negerus prime,http://blocgame.com/alliancestats.php?allianceid=1393,305k active personnel,51 ships,Persian Gulf War surplus,16 factories,Standard,last online 15 hours ago,rankings.php?subregion=sub,BAMF,$20325 million,alliancestats.php?allianceid=1393,The Subcontinent,Untapped,Powerful,,http://blocgame.com/rankings.php?subregion=sub,46508 km 2,http://blocgame.com/stats.php?id=49792,,
Shambala,Feranon,http://blocgame.com/alliancestats.php?allianceid=1580,259k active personnel,24 ships,Persian Gulf War surplus,12 factories,Elite,last online 9 hours ago,rankings.php?subregion=pac,Brotherhood of Nod,$20345 million,alliancestats.php?allianceid=1580,Pacific Rim,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=pac,28432 km 2,http://blocgame.com/stats.php?id=41268,,
Mongolstan,Khan,http://blocgame.com/alliancestats.php?allianceid=1568,658k active personnel,73 ships,Advanced,35 factories,Standard,last online 1 hours ago,rankings.php?subregion=chi,Brotherhood of Zion,$20299 million,alliancestats.php?allianceid=1568,China,Untapped,Very Powerful,4 Tons,http://blocgame.com/rankings.php?subregion=chi,118941 km 2,http://blocgame.com/stats.php?id=47945,,
pelle,pelle,http://blocgame.com/alliancestats.php?allianceid=1393,458k active personnel,13 ships,Persian Gulf War surplus,20 factories,Elite,last online 1 hours ago,rankings.php?subregion=chi,BAMF,$20234 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=chi,51183 km 2,http://blocgame.com/stats.php?id=52372,,
Cirno,jc99,http://blocgame.com/alliancestats.php?allianceid=1401,259k active personnel,52 ships,Advanced,12 factories,Good,last online 2 hours ago,rankings.php?subregion=ind,The Federal Colonies,$19452 million,alliancestats.php?allianceid=1401,East Indies,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ind,28182 km 2,http://blocgame.com/stats.php?id=43375,,
Iwasaki,Saeka Nogushi,http://blocgame.com/alliancestats.php?allianceid=1393,249k active personnel,49 ships,Persian Gulf War surplus,11 factories,Good,last online 15 hours ago,rankings.php?subregion=pac,BAMF,$19307 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=pac,50704 km 2,http://blocgame.com/stats.php?id=52235,,
Edtopia,Edgar,http://blocgame.com/alliancestats.php?allianceid=1401,229k active personnel,28 ships,Advanced,11 factories,Elite,last online 17 hours ago,rankings.php?subregion=mex,The Federal Colonies,$19295 million,alliancestats.php?allianceid=1401,Mesoamerica,Untapped,Very Powerful,1 Tons,http://blocgame.com/rankings.php?subregion=mex,23265 km 2,http://blocgame.com/stats.php?id=249,,35%
Karat,TankGun,http://blocgame.com/alliancestats.php?allianceid=1401,101k active personnel,40 ships,Almost Modern,8 factories,Elite,online now,rankings.php?subregion=car,The Federal Colonies,$18877 million,alliancestats.php?allianceid=1401,Caribbean,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=car,23712 km 2,http://blocgame.com/stats.php?id=45853,,
Falk,Seth,http://blocgame.com/alliancestats.php?allianceid=1401,100k active personnel,20 ships,Advanced,5 factories,Elite,last online 6 hours ago,rankings.php?subregion=pac,The Federal Colonies,$18223 million,alliancestats.php?allianceid=1401,Pacific Rim,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=pac,14662 km 2,http://blocgame.com/stats.php?id=43574,336 Mbbl,5%
Ekodebota,tfwqtp2tlgf|;3,http://blocgame.com/alliancestats.php?allianceid=1599,5k active personnel,34 ships,Advanced,16 factories,Undisciplined Rabble,last online 5 hours ago,rankings.php?subregion=atl,Wreckage brothers,$17633 million,alliancestats.php?allianceid=1599,Atlas,Near Depletion,None,,http://blocgame.com/rankings.php?subregion=atl,76604 km 2,http://blocgame.com/stats.php?id=53422,,
Pooland,kurwa,http://blocgame.com/alliancestats.php?allianceid=1568,458k active personnel,18 ships,Persian Gulf War surplus,20 factories,Good,last online 24 hours ago,rankings.php?subregion=atl,Brotherhood of Zion,$17158 million,alliancestats.php?allianceid=1568,Atlas,Untapped,Very Powerful,1 Tons,http://blocgame.com/rankings.php?subregion=atl,64773 km 2,http://blocgame.com/stats.php?id=49295,,
JucheBox,Lunin,http://blocgame.com/alliancestats.php?allianceid=1393,218k active personnel,5 ships,Almost Modern,16 factories,Standard,last online 7 hours ago,rankings.php?subregion=chi,BAMF,$17119 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=chi,44497 km 2,http://blocgame.com/stats.php?id=56203,,
Skhimm,Ept2415,http://blocgame.com/alliancestats.php?allianceid=1580,351k active personnel,65 ships,Advanced,15 factories,Elite,last online 23 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$16979 million,alliancestats.php?allianceid=1580,Persia,Untapped,Very Powerful,25 Tons,http://blocgame.com/rankings.php?subregion=per,122025 km 2,http://blocgame.com/stats.php?id=52362,,
Gensokyo,DrKourin,http://blocgame.com/alliancestats.php?allianceid=1393,218k active personnel,51 ships,Persian Gulf War surplus,13 factories,Good,last online 4 hours ago,rankings.php?subregion=pac,BAMF,$16950 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,1 Tons,http://blocgame.com/rankings.php?subregion=pac,29481 km 2,http://blocgame.com/stats.php?id=5212,,
Puella-Magia,Emily,http://blocgame.com/alliancestats.php?allianceid=1580,326k active personnel,48 ships,Persian Gulf War surplus,12 factories,Elite,online now,rankings.php?subregion=pac,Brotherhood of Nod,$16535 million,alliancestats.php?allianceid=1580,Pacific Rim,Plentiful,Very Powerful,,http://blocgame.com/rankings.php?subregion=pac,61438 km 2,http://blocgame.com/stats.php?id=35958,,
MoonMania,MoonMan,http://blocgame.com/alliancestats.php?allianceid=1393,167k active personnel,24 ships,Persian Gulf War surplus,8 factories,Good,last online 7 hours ago,rankings.php?subregion=ama,BAMF,$16564 million,alliancestats.php?allianceid=1393,Amazonia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ama,36253 km 2,http://blocgame.com/stats.php?id=53650,,
deepfriedbutter,kittenSmasher,http://blocgame.com/alliancestats.php?allianceid=1835,179k active personnel,52 ships,Advanced,19 factories,Elite,last online 10 hours ago,rankings.php?subregion=waf,SPQR,$16402 million,alliancestats.php?allianceid=1835,West Africa,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=waf,106871 km 2,http://blocgame.com/stats.php?id=44479,,
nation name,alysdexia,http://blocgame.com/alliancestats.php?allianceid=1393,225k active personnel,25 ships,Persian Gulf War surplus,11 factories,Good,last online 6 hours ago,rankings.php?subregion=mes,BAMF,$16260 million,alliancestats.php?allianceid=1393,Mesopotamia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=mes,24459 km 2,http://blocgame.com/stats.php?id=49652,,
Argenwhite,Grecius,http://blocgame.com/alliancestats.php?allianceid=1580,219k active personnel,48 ships,Almost Modern,9 factories,Elite,last online 4 hours ago,rankings.php?subregion=con,Brotherhood of Nod,$16242 million,alliancestats.php?allianceid=1580,Southern Cone,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=con,53322 km 2,http://blocgame.com/stats.php?id=40579,,
JaMon,amschind,http://blocgame.com/alliancestats.php?allianceid=1401,152k active personnel,0 ships,Advanced,13 factories,Standard,last online 45 hours ago,rankings.php?subregion=car,The Federal Colonies,$16137 million,alliancestats.php?allianceid=1401,Caribbean,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=car,45979 km 2,http://blocgame.com/stats.php?id=44573,,
Fapman,Fapman,http://blocgame.com/alliancestats.php?allianceid=1393,238k active personnel,51 ships,Advanced,14 factories,Good,last online 5 hours ago,rankings.php?subregion=ara,BAMF,$15917 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,4 Tons,http://blocgame.com/rankings.php?subregion=ara,93110 km 2,http://blocgame.com/stats.php?id=53748,,
Kalayaan,Fernindad E. Marcos,http://blocgame.com/alliancestats.php?allianceid=1393,239k active personnel,52 ships,Persian Gulf War surplus,10 factories,Elite,last online 1 hours ago,rankings.php?subregion=pac,BAMF,$15546 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=pac,79555 km 2,http://blocgame.com/stats.php?id=52349,447 Mbbl,
Canuckistan!!,Cosmic Canuck,http://blocgame.com/alliancestats.php?allianceid=1580,111k active personnel,22 ships,Persian Gulf War surplus,16 factories,Elite,last online 16 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$15387 million,alliancestats.php?allianceid=1580,Persia,Near Depletion,Very Powerful,1 Tons,http://blocgame.com/rankings.php?subregion=per,103286 km 2,http://blocgame.com/stats.php?id=49526,,
Treehuggers,Treehugger,http://blocgame.com/alliancestats.php?allianceid=1594,297k active personnel,61 ships,Persian Gulf War surplus,21 factories,Elite,last online 13 hours ago,rankings.php?subregion=egy,The Cartel,$15265 million,alliancestats.php?allianceid=1594,Egypt,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=egy,83104 km 2,http://blocgame.com/stats.php?id=42299,,
Celtic Nations,BigWilly526,http://blocgame.com/alliancestats.php?allianceid=1580,300k active personnel,43 ships,Persian Gulf War surplus,14 factories,Elite,online now,rankings.php?subregion=per,Brotherhood of Nod,$15136 million,alliancestats.php?allianceid=1580,Persia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=per,63487 km 2,http://blocgame.com/stats.php?id=7511,,
Tyrantia,Malakal,http://blocgame.com/alliancestats.php?allianceid=1595,248k active personnel,47 ships,Persian Gulf War surplus,15 factories,Poor,online now,rankings.php?subregion=ind,The High Council,$15155 million,alliancestats.php?allianceid=1595,East Indies,Plentiful,Very Powerful,3 Tons,http://blocgame.com/rankings.php?subregion=ind,59667 km 2,http://blocgame.com/stats.php?id=40238,,
Khuzestan,Georgy Zhukov,http://blocgame.com/alliancestats.php?allianceid=1401,229k active personnel,51 ships,Persian Gulf War surplus,11 factories,Elite,last online 2 hours ago,rankings.php?subregion=per,The Federal Colonies,$14994 million,alliancestats.php?allianceid=1401,Persia,Untapped,Very Powerful,1 Tons,http://blocgame.com/rankings.php?subregion=per,35604 km 2,http://blocgame.com/stats.php?id=48914,,
Skeenation,David Tomanka,http://blocgame.com/alliancestats.php?allianceid=1393,137k active personnel,49 ships,Persian Gulf War surplus,5 factories,Elite,last online 14 hours ago,rankings.php?subregion=con,BAMF,$14981 million,alliancestats.php?allianceid=1393,Southern Cone,Untapped,Very Powerful,1 Tons,http://blocgame.com/rankings.php?subregion=con,43180 km 2,http://blocgame.com/stats.php?id=40443,,
Vizio,linkbro,http://blocgame.com/alliancestats.php?allianceid=1393,209k active personnel,13 ships,Persian Gulf War surplus,8 factories,Elite,online now,rankings.php?subregion=ara,BAMF,$14817 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ara,44239 km 2,http://blocgame.com/stats.php?id=39037,2621 Mbbl,
Biji Kurdistan,Myron2point0,http://blocgame.com/alliancestats.php?allianceid=1580,217k active personnel,34 ships,Persian Gulf War surplus,10 factories,Good,last online 43 hours ago,rankings.php?subregion=mes,Brotherhood of Nod,$14796 million,alliancestats.php?allianceid=1580,Mesopotamia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=mes,64978 km 2,http://blocgame.com/stats.php?id=52906,767 Mbbl,
Potatoland,ThePotatoGuy,http://blocgame.com/alliancestats.php?allianceid=1382,199k active personnel,34 ships,Almost Modern,10 factories,Elite,last online 2 hours ago,rankings.php?subregion=car,Non-Aligned Movement,$14782 million,alliancestats.php?allianceid=1382,Caribbean,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=car,45507 km 2,http://blocgame.com/stats.php?id=53696,,
Deponia,PYZILEND,http://blocgame.com/alliancestats.php?allianceid=1393,180k active personnel,28 ships,Persian Gulf War surplus,11 factories,Elite,last online 3 hours ago,rankings.php?subregion=chi,BAMF,$14771 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=chi,41102 km 2,http://blocgame.com/stats.php?id=54760,465 Mbbl,
New-Rhodesia,Tito Van Ronnk,http://blocgame.com/alliancestats.php?allianceid=1644,155k active personnel,22 ships,Persian Gulf War surplus,7 factories,Good,last online 12 hours ago,rankings.php?subregion=eaf,Inter/pol/,$14715 million,alliancestats.php?allianceid=1644,East Africa,Near Depletion,Very Powerful,,http://blocgame.com/rankings.php?subregion=eaf,35402 km 2,http://blocgame.com/stats.php?id=49249,,
Al-Petralia,El-Oil,http://blocgame.com/alliancestats.php?allianceid=1393,108k active personnel,31 ships,Persian Gulf War surplus,8 factories,Elite,last online 7 hours ago,rankings.php?subregion=ara,BAMF,$14590 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ara,34559 km 2,http://blocgame.com/stats.php?id=52484,8470 Mbbl,
Lyranistan,Lyranistan,http://blocgame.com/alliancestats.php?allianceid=1580,254k active personnel,12 ships,Persian Gulf War surplus,12 factories,Standard,last online 9 hours ago,rankings.php?subregion=mes,Brotherhood of Nod,$14489 million,alliancestats.php?allianceid=1580,Mesopotamia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=mes,57655 km 2,http://blocgame.com/stats.php?id=56860,,
Greekrules,General Humphreys,http://blocgame.com/alliancestats.php?allianceid=1393,319k active personnel,45 ships,Persian Gulf War surplus,16 factories,Elite,last online 20 hours ago,rankings.php?subregion=ara,BAMF,$14456 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ara,85841 km 2,http://blocgame.com/stats.php?id=43351,3886 Mbbl,
See Aye Eh,BillWilson,http://blocgame.com/alliancestats.php?allianceid=1599,272k active personnel,51 ships,Advanced,13 factories,Undisciplined Rabble,online now,rankings.php?subregion=ara,Wreckage brothers,$14370 million,alliancestats.php?allianceid=1599,Arabia,Plentiful,Very Powerful,,http://blocgame.com/rankings.php?subregion=ara,40091 km 2,http://blocgame.com/stats.php?id=52844,3486 Mbbl,
South Park,cartman,http://blocgame.com/alliancestats.php?allianceid=1393,242k active personnel,51 ships,Persian Gulf War surplus,9 factories,Elite,online now,rankings.php?subregion=car,BAMF,$14242 million,alliancestats.php?allianceid=1393,Caribbean,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=car,51110 km 2,http://blocgame.com/stats.php?id=228,20 Mbbl,
Robots,stormbot28,http://blocgame.com/alliancestats.php?allianceid=1599,151k active personnel,17 ships,Almost Modern,9 factories,Elite,last online 5 hours ago,rankings.php?subregion=car,Wreckage brothers,$14187 million,alliancestats.php?allianceid=1599,Caribbean,Plentiful,Very Powerful,,http://blocgame.com/rankings.php?subregion=car,55131 km 2,http://blocgame.com/stats.php?id=40242,,
Hashashin,moffe,http://blocgame.com/alliancestats.php?allianceid=1644,244k active personnel,36 ships,Advanced,14 factories,Good,online now,rankings.php?subregion=per,Inter/pol/,$14080 million,alliancestats.php?allianceid=1644,Persia,Plentiful,Very Powerful,,http://blocgame.com/rankings.php?subregion=per,83239 km 2,http://blocgame.com/stats.php?id=54220,,
Pheonix,Shockwave,http://blocgame.com/alliancestats.php?allianceid=1401,182k active personnel,53 ships,Persian Gulf War surplus,12 factories,Good,last online 6 hours ago,rankings.php?subregion=per,The Federal Colonies,$14011 million,alliancestats.php?allianceid=1401,Persia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=per,37998 km 2,http://blocgame.com/stats.php?id=40311,2505 Mbbl,
Genowia,ThePole,http://blocgame.com/alliancestats.php?allianceid=1393,218k active personnel,28 ships,Persian Gulf War surplus,10 factories,Standard,last online 7 hours ago,rankings.php?subregion=pac,BAMF,$13934 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=pac,48327 km 2,http://blocgame.com/stats.php?id=50839,,
Scavia,nike1155,http://blocgame.com/alliancestats.php?allianceid=1568,199k active personnel,20 ships,Almost Modern,8 factories,Elite,last online 6 hours ago,rankings.php?subregion=con,Brotherhood of Zion,$13806 million,alliancestats.php?allianceid=1568,Southern Cone,Plentiful,Very Powerful,,http://blocgame.com/rankings.php?subregion=con,37531 km 2,http://blocgame.com/stats.php?id=52275,,
Bih,Fidel Baneo,http://blocgame.com/alliancestats.php?allianceid=1599,352k active personnel,36 ships,Persian Gulf War surplus,12 factories,Good,last online 21 hours ago,rankings.php?subregion=mex,Wreckage brothers,$13731 million,alliancestats.php?allianceid=1599,Mesoamerica,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=mex,102949 km 2,http://blocgame.com/stats.php?id=53791,,
Alexandrastan,TWAIN,http://blocgame.com/alliancestats.php?allianceid=1401,214k active personnel,17 ships,Advanced,8 factories,Good,last online 13 hours ago,rankings.php?subregion=mes,The Federal Colonies,$13692 million,alliancestats.php?allianceid=1401,Mesopotamia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=mes,25694 km 2,http://blocgame.com/stats.php?id=39070,2730 Mbbl,
Crimea,Hayro Khan,http://blocgame.com/alliancestats.php?allianceid=1393,148k active personnel,23 ships,Persian Gulf War surplus,6 factories,Elite,last online 2 hours ago,rankings.php?subregion=atl,BAMF,$13467 million,alliancestats.php?allianceid=1393,Atlas,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=atl,31052 km 2,http://blocgame.com/stats.php?id=2570,3289 Mbbl,5%
The Hegemony,Peter Wiggin,http://blocgame.com/alliancestats.php?allianceid=1644,218k active personnel,36 ships,Almost Modern,8 factories,Elite,last online 27 hours ago,rankings.php?subregion=gra,Inter/pol/,$13328 million,alliancestats.php?allianceid=1644,Gran Colombia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=gra,38475 km 2,http://blocgame.com/stats.php?id=40840,,
South Grestin,Haenel,http://blocgame.com/alliancestats.php?allianceid=1580,195k active personnel,31 ships,Persian Gulf War surplus,8 factories,Elite,online now,rankings.php?subregion=sea,Brotherhood of Nod,$13342 million,alliancestats.php?allianceid=1580,Indochina,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=sea,34166 km 2,http://blocgame.com/stats.php?id=46163,,5%
Casa del Nolano,jnolat09,http://blocgame.com/alliancestats.php?allianceid=1599,142k active personnel,15 ships,Persian Gulf War surplus,5 factories,Good,last online 6 hours ago,rankings.php?subregion=ind,Wreckage brothers,$13307 million,alliancestats.php?allianceid=1599,East Indies,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ind,17783 km 2,http://blocgame.com/stats.php?id=45936,,
