country,leader,alliance,army_size,navy,reactor,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,region,alignment,territory,pageUrl,uranium
Biji Kurdistan,Myron2point0,Comintern,59k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,last online 3 hours ago,10 Hundred Tons per month,10 Mbbl per month,Central Planning,$1220 million,3684 Mbbl; 10 Mbbl,Untapped,Powerful,Mesopotamia,Soviet Union,25072 km 2,http://blocgame.com/stats.php?id=52906,
Cyleia,Silas Adar,The Order,61k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Good,last online 2 hours ago,11 Hundred Tons per month,5 Mbbl per month,Free Market,$1214 million,545 Mbbl; 5 Mbbl,Plentiful,Somewhat Large,Mesoamerica,United States,28634 km 2,http://blocgame.com/stats.php?id=62784,
Asians,bigyihsuan,The High Council,36k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Standard,last online 51 hours ago,4 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$1208 million,360 Mbbl; 2 Mbbl,Untapped,Meagre,Pacific Rim,Neutral,16667 km 2,http://blocgame.com/stats.php?id=41551,
Morjei,FlairWoW,Brotherhood of Zion,58k active personnel,0 ships,,First World War surplus,Gandhi-like,2 factories,Standard,last online 3 hours ago,21 Hundred Tons per month,3 Mbbl per month,Central Planning,$1200 million,118 Mbbl; 3 Mbbl,Untapped,Mediocre,Indochina,Soviet Union,41483 km 2,http://blocgame.com/stats.php?id=53068,
Uzbekistanstan,Shaikh Zayer,The Order,49k active personnel,0 ships,,First World War surplus,Gandhi-like,2 factories,Elite,last online 7 hours ago,27 Hundred Tons per month,4 Mbbl per month,Free Market,$1190 million,510 Mbbl,Untapped,Mediocre,Congo,United States,38272 km 2,http://blocgame.com/stats.php?id=47207,
German Empire,Frederick the Great,SPQR,38k active personnel,0 ships,,Second World War surplus,Gandhi-like,2 factories,Good,last online 7 hours ago,14 Hundred Tons per month,5 Mbbl per month,Central Planning,$1186 million,4408 Mbbl,Untapped,Large,Egypt,Soviet Union,27600 km 2,http://blocgame.com/stats.php?id=63053,
Ivalice,Nighthawk571,Interpol,39k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Good,last online 5 hours ago,17 Hundred Tons per month,16 Mbbl per month,Central Planning,$1165 million,2795 Mbbl; 16 Mbbl,Untapped,Mediocre,Arabia,Soviet Union,35726 km 2,http://blocgame.com/stats.php?id=63060,
Lorigan,Lorigan,The High Council,39k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,last online 4 hours ago,15 Hundred Tons per month,8 Mbbl per month,Central Planning,$1144 million,417 Mbbl; 8 Mbbl,Untapped,Mediocre,Amazonia,Soviet Union,36653 km 2,http://blocgame.com/stats.php?id=59787,
Batu putih,Harzan,The Federal Colonies,5k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,last online 1 hours ago,7 Hundred Tons per month,5 Mbbl per month,Central Planning,$1144 million,252 Mbbl,Plentiful,Small,East Indies,Soviet Union,12916 km 2,http://blocgame.com/stats.php?id=61926,
South Uganda,Dr. Idi Amin,Brotherhood of Zion,75k active personnel,2 ships,,Second World War surplus,Gandhi-like,2 factories,Elite,last online 5 hours ago,30 Hundred Tons per month,5 Mbbl per month,Central Planning,$1143 million,442 Mbbl; 5 Mbbl,Untapped,Large,Southern Africa,Soviet Union,39393 km 2,http://blocgame.com/stats.php?id=63128,
al-Bahrayn,dbdb,The Order,56k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,last online 1 hours ago,7 Hundred Tons per month,8 Mbbl per month,Central Planning,$1142 million,1157 Mbbl; 8 Mbbl,Untapped,Large,Mesopotamia,Soviet Union,32888 km 2,http://blocgame.com/stats.php?id=59775,
Conferan,Cryptox,The High Council,79k active personnel,0 ships,,First World War surplus,Gandhi-like,2 factories,Good,online now,13 Hundred Tons per month,6 Mbbl per month,Central Planning,$1124 million,525 Mbbl,Untapped,Powerful,East Indies,Soviet Union,41457 km 2,http://blocgame.com/stats.php?id=56710,1 Tons
Malaysia.,Tuanku Adam Zhafri,PIRATES,51k active personnel,0 ships,,First World War surplus,Pariah,2 factories,Good,last online 2 hours ago,10 Hundred Tons per month,9 Mbbl per month,Central Planning,$1124 million,283 Mbbl; 9 Mbbl,Untapped,Very Powerful,East Indies,Soviet Union,28648 km 2,http://blocgame.com/stats.php?id=63032,
Markovia,RDM HC,The Federal Colonies,69k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,last online 2 hours ago,15 Hundred Tons per month,8 Mbbl per month,Free Market,$1117 million,408 Mbbl; 8 Mbbl,Untapped,Somewhat Large,Caribbean,United States,39075 km 2,http://blocgame.com/stats.php?id=58369,
VinnyNation,VinnyRuler,Brotherhood of Zion,47k active personnel,0 ships,,Second World War surplus,Normal,1 factory,Good,last online 3 hours ago,7 Hundred Tons per month,4 Mbbl per month,Central Planning,$1111 million,335 Mbbl; 4 Mbbl,Plentiful,Small,Congo,Soviet Union,25007 km 2,http://blocgame.com/stats.php?id=62972,
bakhang,cukobi,The Order,55k active personnel,1 ships,,First World War surplus,Gandhi-like,2 factories,Standard,last online 13 hours ago,17 Hundred Tons per month,7 Mbbl per month,Central Planning,$1109 million,1390 Mbbl; 7 Mbbl,Untapped,Large,Atlas,Soviet Union,40085 km 2,http://blocgame.com/stats.php?id=60485,
Cirno,jc99,The Federal Colonies,68k active personnel,0 ships,,First World War surplus,Gandhi-like,3 factories,Elite,last online 2 hours ago,33 Hundred Tons per month,2 Mbbl per month,Free Market,$1093 million,286 Mbbl,Untapped,Mediocre,Caribbean,United States,39052 km 2,http://blocgame.com/stats.php?id=43375,
Tyanra,SaffronMerchant,SPQR,54k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Standard,last online 4 hours ago,16 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$1082 million,1557 Mbbl; 2 Mbbl,Untapped,Mediocre,The Subcontinent,Soviet Union,34788 km 2,http://blocgame.com/stats.php?id=60365,
Shambala,Feranon,Brotherhood of Nod,30k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,last online 8 hours ago,10 Hundred Tons per month,5 Mbbl per month,Central Planning,$1080 million,250 Mbbl; 5 Mbbl,Untapped,Mediocre,Pacific Rim,Soviet Union,31241 km 2,http://blocgame.com/stats.php?id=41268,1 Tons
LOCAI,Agumentic,Brotherhood of Zion,27k active personnel,1 ships,,First World War surplus,Gandhi-like,2 factories,Good,online now,7 Hundred Tons per month,3 Mbbl per month,Free Market,$1080 million,197 Mbbl; 3 Mbbl,Untapped,Large,The Subcontinent,United States,36048 km 2,http://blocgame.com/stats.php?id=53011,
Russophia,Mikhail Putin,SPQR,3k active personnel,0 ships,,Second World War surplus,Isolated,None,Elite,last online 11 hours ago,3 Hundred Tons per month,5 Mbbl per month,Central Planning,$1074 million,3090 Mbbl; 5 Mbbl,,None,Arabia,Soviet Union,9550 km 2,http://blocgame.com/stats.php?id=54426,
Zeon Alliance,Char Aznable,The High Council,50k active personnel,6 ships,,First World War surplus,Gandhi-like,2 factories,Elite,last online 3 hours ago,7 Hundred Tons per month,7 Mbbl per month,Free Market,$1073 million,16 Mbbl; 7 Mbbl,Untapped,Powerful,Pacific Rim,United States,30895 km 2,http://blocgame.com/stats.php?id=62248,1 Tons
Sepidajistan,Shah Squid,Al-Qassam Brigades,38k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Good,last online 7 hours ago,4 Hundred Tons per month,3 Mbbl per month,Central Planning,$1039 million,3775 Mbbl; 3 Mbbl,,Small,Atlas,Soviet Union,15382 km 2,http://blocgame.com/stats.php?id=59462,
Cameronia,Cameron Saxonson,Che Guevara League,40k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 10 hours ago,15 Hundred Tons per month,9 Mbbl per month,Central Planning,$1038 million,446 Mbbl; 9 Mbbl,Untapped,Mediocre,Southern Cone,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62688,
Tamil Kingdom,Chola I,Brotherhood of Zion,67k active personnel,0 ships,,Second World War surplus,Angelic,2 factories,Elite,online now,46 Hundred Tons per month,7 Mbbl per month,Central Planning,$1034 million,326 Mbbl; 7 Mbbl,Untapped,Mediocre,The Subcontinent,Soviet Union,46764 km 2,http://blocgame.com/stats.php?id=60964,1 Tons
Yummy Foods,iiruka,Interpol,113k active personnel,2 ships,,Second World War surplus,Gandhi-like,3 factories,Elite,online now,43 Hundred Tons per month,1 Mbbl per month,Free Market,$1033 million,78 Mbbl,Plentiful,Large,Pacific Rim,United States,41667 km 2,http://blocgame.com/stats.php?id=54376,
Mzab,Cuma Thurman,Brotherhood of Zion,55k active personnel,1 ships,,Second World War surplus,Isolated,2 factories,Good,last online 5 hours ago,15 Hundred Tons per month,12 Mbbl per month,Central Planning,$1033 million,4488 Mbbl; 12 Mbbl,Untapped,Mediocre,Atlas,Soviet Union,36773 km 2,http://blocgame.com/stats.php?id=63775,
Guadianstan,Guadian Bakar,Followers of Guadian,8k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,online now,11 Hundred Tons per month,6 Mbbl per month,Central Planning,$860 million,247 Mbbl,,Meagre,Gran Colombia,Soviet Union,20815 km 2,http://blocgame.com/stats.php?id=63250,
constania,Comrade,Divine League,37k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,online now,13 Hundred Tons per month,6 Mbbl per month,Central Planning,$1026 million,201 Mbbl; 6 Mbbl,Untapped,Somewhat Large,Congo,Soviet Union,16172 km 2,http://blocgame.com/stats.php?id=62606,
Worthless Sand,Spirit of Saddam Hussein,Brotherhood of Nod,18k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Standard,last online 4 hours ago,12 Hundred Tons per month,4 Mbbl per month,Central Planning,$1024 million,3695 Mbbl; 4 Mbbl,Untapped,Mediocre,Mesopotamia,Soviet Union,19800 km 2,http://blocgame.com/stats.php?id=63192,
ZAMENTA,ShAh FAr HAn,The Order,80k active personnel,1 ships,,First World War surplus,Gandhi-like,2 factories,Standard,last online 13 hours ago,10 Hundred Tons per month,7 Mbbl per month,Central Planning,$1022 million,326 Mbbl; 7 Mbbl,Untapped,Mediocre,Pacific Rim,Soviet Union,41322 km 2,http://blocgame.com/stats.php?id=61998,1 Tons
Hansetica,Svan,The Order,40k active personnel,1 ships,,First World War surplus,Nice,2 factories,Elite,online now,11 Hundred Tons per month,6 Mbbl per month,Central Planning,$1019 million,349 Mbbl; 6 Mbbl,,Small,China,Soviet Union,25637 km 2,http://blocgame.com/stats.php?id=63390,
Krasnyyikistan,JohnTheGreat,Comintern,79k active personnel,1 ships,,First World War surplus,Gandhi-like,2 factories,Standard,last online 3 hours ago,7 Hundred Tons per month,11 Mbbl per month,Mixed Economy,$1015 million,3800 Mbbl,Untapped,Large,Arabia,Soviet Union,27972 km 2,http://blocgame.com/stats.php?id=50209,
North Nubia,Sean Tony,The United Nations,79k active personnel,1 ships,,Second World War surplus,Gandhi-like,3 factories,Standard,last online 9 hours ago,25 Hundred Tons per month,10 Mbbl per month,Central Planning,$1006 million,212 Mbbl; 10 Mbbl,,Mediocre,Congo,Soviet Union,20349 km 2,http://blocgame.com/stats.php?id=63084,
mani,mani,SPQR,8k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Good,last online 2 hours ago,8 Hundred Tons per month,5 Mbbl per month,Mixed Economy,$997 million,341 Mbbl,Untapped,Mediocre,Persia,Neutral,9190 km 2,http://blocgame.com/stats.php?id=62912,
Senglia,mreid2112,Farmington Brigade,7k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Standard,last online 105 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$997 million,2 Mbbl,Untapped,Meagre,Indochina,Soviet Union,9288 km 2,http://blocgame.com/stats.php?id=62920,
Ekodebota,tfwqtp2tlgf|;3,The High Council,59k active personnel,0 ships,,Second World War surplus,Angelic,1 factory,Poor,last online 2 hours ago,20 Hundred Tons per month,9 Mbbl per month,Central Planning,$996 million,2350 Mbbl; 9 Mbbl,Plentiful,Large,Atlas,Soviet Union,28005 km 2,http://blocgame.com/stats.php?id=53422,
Hitlerwasright,Louis C Cuck,The Order,33k active personnel,0 ships,,Second World War surplus,Gandhi-like,2 factories,Elite,online now,6 Hundred Tons per month,10 Mbbl per month,Free Market,$996 million,2474 Mbbl,Depleted,Meagre,Arabia,United States,33572 km 2,http://blocgame.com/stats.php?id=59621,
raja_png,DiDi27,,8k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 5 hours ago,8 Hundred Tons per month,5 Mbbl per month,Central Planning,$991 million,219 Mbbl; 5 Mbbl,Untapped,None,Pacific Rim,Soviet Union,9083 km 2,http://blocgame.com/stats.php?id=62000,
Lubekran,septima,Interpol,36k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Elite,last online 6 hours ago,8 Hundred Tons per month,3 Mbbl per month,Central Planning,$990 million,4 Mbbl; 3 Mbbl,Untapped,Small,Indochina,Soviet Union,11120 km 2,http://blocgame.com/stats.php?id=62568,
Glubistan,Glub,SPQR,38k active personnel,0 ships,,First World War surplus,Angelic,1 factory,Undisciplined Rabble,online now,20 Hundred Tons per month,11 Mbbl per month,Central Planning,$982 million,1619 Mbbl; 11 Mbbl,Untapped,Mediocre,Arabia,Soviet Union,22469 km 2,http://blocgame.com/stats.php?id=63027,
Pan-demo-nium,Raja,The Order,25k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,last online 55 hours ago,11 Hundred Tons per month,2 Mbbl per month,Central Planning,$981 million,190 Mbbl; 2 Mbbl,,Somewhat Large,The Subcontinent,Soviet Union,18189 km 2,http://blocgame.com/stats.php?id=63195,
Etiwan,Latvu,The High Council,29k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,last online 7 hours ago,18 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$972 million,413 Mbbl,Untapped,Mediocre,Amazonia,United States,27420 km 2,http://blocgame.com/stats.php?id=60056,
Argon,Argus,Interpol,39k active personnel,4 ships,,Second World War surplus,Gandhi-like,2 factories,Good,last online 8 hours ago,20 Hundred Tons per month,27 Mbbl per month,Central Planning,$968 million,2735 Mbbl; 27 Mbbl,Untapped,Mediocre,Atlas,Soviet Union,40872 km 2,http://blocgame.com/stats.php?id=57323,
Valtania,Kelvin D. Makumbi,,71k active personnel,0 ships,,Second World War surplus,Gandhi-like,2 factories,Standard,last online 11 hours ago,15 Hundred Tons per month,6 Mbbl per month,Central Planning,$967 million,220 Mbbl; 6 Mbbl,Untapped,Mediocre,Mesoamerica,Soviet Union,28457 km 2,http://blocgame.com/stats.php?id=62525,
Robots,stormbot28,Interpol,56k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Standard,last online 105 hours ago,8 Hundred Tons per month,,Free Market,$954 million,,Untapped,Mediocre,Caribbean,United States,13613 km 2,http://blocgame.com/stats.php?id=40242,
Asiana,El_Xanatos,The High Council,53k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,online now,19 Hundred Tons per month,4 Mbbl per month,Central Planning,$954 million,168 Mbbl; 4 Mbbl,Untapped,Meagre,Indochina,Soviet Union,41507 km 2,http://blocgame.com/stats.php?id=62221,
Surakistahn,Harry Drewer,,7k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Poor,last online 100 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$953 million,1369 Mbbl,Untapped,Meagre,Mesopotamia,Neutral,7645 km 2,http://blocgame.com/stats.php?id=46090,
Alamo,linksith,The United Nations,6k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 28 hours ago,7 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$950 million,4057 Mbbl,Untapped,None,Mesopotamia,United States,10898 km 2,http://blocgame.com/stats.php?id=40536,
Syphirious,Doxal,Interpol,57k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Good,last online 11 hours ago,20 Hundred Tons per month,27 Mbbl per month,Central Planning,$949 million,4138 Mbbl; 27 Mbbl,Untapped,Somewhat Large,Mesopotamia,Soviet Union,40669 km 2,http://blocgame.com/stats.php?id=59670,
Syphirious,Doxal,Interpol,57k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Good,last online 11 hours ago,20 Hundred Tons per month,27 Mbbl per month,Central Planning,$949 million,4138 Mbbl; 27 Mbbl,Untapped,Somewhat Large,Mesopotamia,Soviet Union,40669 km 2,http://blocgame.com/stats.php?id=59670,
Kritch,Zorn,Brotherhood of Nod,82k active personnel,0 ships,,First World War surplus,Angelic,1 factory,Good,last online 3 hours ago,17 Hundred Tons per month,5 Mbbl per month,Central Planning,$947 million,651 Mbbl; 5 Mbbl,Untapped,Mediocre,The Subcontinent,Soviet Union,40466 km 2,http://blocgame.com/stats.php?id=63155,
fetiwert,raja adam iskandar,The Federal Colonies,10k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 43 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$946 million,,Untapped,None,East Indies,Soviet Union,9360 km 2,http://blocgame.com/stats.php?id=63124,
Leinad,bloodywaffles12,The United Nations,33k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Poor,last online 41 hours ago,11 Hundred Tons per month,5 Mbbl per month,Central Planning,$942 million,116 Mbbl; 5 Mbbl,Untapped,Mediocre,China,Soviet Union,20307 km 2,http://blocgame.com/stats.php?id=59332,
Junoma,VicReyes,Brotherhood of Zion,30k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,online now,10 Hundred Tons per month,2 Mbbl per month,Free Market,$938 million,392 Mbbl; 2 Mbbl,Untapped,Somewhat Large,Southern Cone,United States,33688 km 2,http://blocgame.com/stats.php?id=40349,
DFWEFWEF,dmc5,Interpol,28k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Standard,last online 2 hours ago,7 Hundred Tons per month,4 Mbbl per month,Central Planning,$937 million,5015 Mbbl; 4 Mbbl,Untapped,Small,Arabia,Soviet Union,35376 km 2,http://blocgame.com/stats.php?id=55118,
the Haunted,thedrunkenarchitect,Brotherhood of Zion,39k active personnel,0 ships,,First World War surplus,Gandhi-like,2 factories,Good,last online 10 hours ago,23 Hundred Tons per month,4 Mbbl per month,Central Planning,$935 million,362 Mbbl; 4 Mbbl,Untapped,Large,Southern Africa,Soviet Union,34025 km 2,http://blocgame.com/stats.php?id=63020,
CTSKRR,CTSKRR,The High Council,8k active personnel,0 ships,,Second World War surplus,Gandhi-like,2 factories,Good,last online 41 hours ago,8 Hundred Tons per month,7 Mbbl per month,Central Planning,$934 million,260 Mbbl; 7 Mbbl,Untapped,Somewhat Large,China,Soviet Union,20441 km 2,http://blocgame.com/stats.php?id=60811,
Honesty,Fury,SPQR,8k active personnel,0 ships,,Finest of the 19th century,Gandhi-like,None,Elite,last online 4 hours ago,11 Hundred Tons per month,,Free Market,$924 million,,Untapped,None,Mesopotamia,United States,9266 km 2,http://blocgame.com/stats.php?id=62094,
Haxeltopia,Haxel,,10k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Elite,last online 124 hours ago,5 Hundred Tons per month,5 Mbbl per month,Free Market,$922 million,,Untapped,None,Caribbean,United States,9360 km 2,http://blocgame.com/stats.php?id=63063,
pelle,pelle,The Order,59k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 19 hours ago,24 Hundred Tons per month,3 Mbbl per month,Central Planning,$920 million,532 Mbbl; 3 Mbbl,Plentiful,Very Powerful,China,Soviet Union,44192 km 2,http://blocgame.com/stats.php?id=52372,
sandakania,Ryan Kentang,Brotherhood of Zion,70k active personnel,2 ships,,First World War surplus,Gandhi-like,3 factories,Standard,last online 13 hours ago,12 Hundred Tons per month,6 Mbbl per month,Free Market,$918 million,477 Mbbl,Untapped,Large,East Indies,United States,38333 km 2,http://blocgame.com/stats.php?id=60600,
Lombardy,Aistulf,The Order,59k active personnel,0 ships,,First World War surplus,Gandhi-like,2 factories,Standard,last online 2 hours ago,20 Hundred Tons per month,11 Mbbl per month,Free Market,$915 million,6456 Mbbl; 11 Mbbl,Untapped,Mediocre,Persia,United States,41283 km 2,http://blocgame.com/stats.php?id=63882,
Communistutopia,Bill Broskis,The Order,58k active personnel,1 ships,,First World War surplus,Gandhi-like,2 factories,Elite,online now,14 Hundred Tons per month,9 Mbbl per month,Central Planning,$909 million,4753 Mbbl; 9 Mbbl,Untapped,Mediocre,Persia,Soviet Union,32240 km 2,http://blocgame.com/stats.php?id=49796,
Brunstovia,Zat Other Guy,Interpol,16k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 6 hours ago,8 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$908 million,254 Mbbl; 2 Mbbl,Untapped,Small,China,United States,13343 km 2,http://blocgame.com/stats.php?id=62648,
Olympia,Xasthur,Brotherhood of Zion,76k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,last online 1 hours ago,12 Hundred Tons per month,3 Mbbl per month,Central Planning,$907 million,163 Mbbl; 3 Mbbl,Untapped,Large,China,Soviet Union,34159 km 2,http://blocgame.com/stats.php?id=51354,
SOPF,Johnathinski Weston,Farmington Brigade,27k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Good,last online 59 hours ago,10 Hundred Tons per month,4 Mbbl per month,Central Planning,$907 million,236 Mbbl; 4 Mbbl,Untapped,Mediocre,East Indies,Soviet Union,19927 km 2,http://blocgame.com/stats.php?id=62841,
Lyranistan,Lyranistan,Brotherhood of Nod,38k active personnel,0 ships,,Second World War surplus,Gandhi-like,2 factories,Elite,last online 4 hours ago,22 Hundred Tons per month,15 Mbbl per month,Central Planning,$905 million,3202 Mbbl; 15 Mbbl,Plentiful,Large,Mesopotamia,Soviet Union,43499 km 2,http://blocgame.com/stats.php?id=56860,
Carpentaria,fuerza,PIRATES,61k active personnel,0 ships,,Second World War surplus,Gandhi-like,2 factories,Good,last online 1 hours ago,6 Hundred Tons per month,5 Mbbl per month,Central Planning,$905 million,332 Mbbl,Near Depletion,Small,East Indies,Neutral,19020 km 2,http://blocgame.com/stats.php?id=59901,
Gobi,Saint Gobi,Brotherhood of Zion,61k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 1 hours ago,15 Hundred Tons per month,9 Mbbl per month,Mixed Economy,$903 million,383 Mbbl,Plentiful,Somewhat Large,Congo,United States,24905 km 2,http://blocgame.com/stats.php?id=61919,
Eisen,Balthazaar,The Order,47k active personnel,2 ships,,First World War surplus,Nice,2 factories,Elite,online now,17 Hundred Tons per month,8 Mbbl per month,Central Planning,$902 million,315 Mbbl; 8 Mbbl,Untapped,Powerful,China,Soviet Union,48076 km 2,http://blocgame.com/stats.php?id=53566,
Shining Sun,Wladyslaw Gomulka,Lithuanian Coalition,38k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Good,last online 12 hours ago,13 Hundred Tons per month,5 Mbbl per month,Mixed Economy,$898 million,84 Mbbl,Untapped,Mediocre,Southern Africa,Soviet Union,18382 km 2,http://blocgame.com/stats.php?id=61511,
Nuwe Rhodesia,dudeskis,The Order,42k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Standard,online now,11 Hundred Tons per month,4 Mbbl per month,Central Planning,$896 million,50 Mbbl,Plentiful,Mediocre,Gran Colombia,Neutral,20887 km 2,http://blocgame.com/stats.php?id=6338,
Almania,Almanich,Brotherhood of Nod,37k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,last online 15 hours ago,2 Hundred Tons per month,,Central Planning,$896 million,80 Mbbl,Untapped,Somewhat Large,China,Soviet Union,41200 km 2,http://blocgame.com/stats.php?id=51725,
Texastan,Rebel Lord,Interpol,52k active personnel,2 ships,,Second World War surplus,Angelic,2 factories,Standard,online now,20 Hundred Tons per month,20 Mbbl per month,Central Planning,$895 million,5014 Mbbl; 20 Mbbl,Untapped,Mediocre,Mesopotamia,Soviet Union,44887 km 2,http://blocgame.com/stats.php?id=58149,
