country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,region/_source,alliance/_text,rm_prod,oil_prod,gdp,alliance/_source,oil_reserves,region/_text,manpower,airforce,region,territory,pageUrl,uranium
Willacoochiepop,Fawn Dell Maibalz,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 127 hours ago,rankings.php?subregion=ind,,3 Hundred Tons per month,,$294 million,,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=62992,
Fakijistan,FakeMatty,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 124 hours ago,rankings.php?subregion=sea,,2 Hundred Tons per month,1 Mbbl per month,$294 million,,219 Mbbl; 1 Mbbl,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,20000 km 2,http://blocgame.com/stats.php?id=63018,
Sholatska,Verek,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 122 hours ago,rankings.php?subregion=pac,,2 Hundred Tons per month,,$294 million,,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=63049,
Fresleven,Laeffy,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 118 hours ago,rankings.php?subregion=congo,,2 Hundred Tons per month,1 Mbbl per month,$294 million,,137 Mbbl; 1 Mbbl,Congo,Untapped,None,http://blocgame.com/rankings.php?subregion=congo,20000 km 2,http://blocgame.com/stats.php?id=63081,
Zhongguo,Chairman Mao,http://blocgame.com/alliancestats.php?allianceid=2045,37k active personnel,0 ships,First World War surplus,Angelic,None,Poor,last online 23 hours ago,rankings.php?subregion=chi,The Order,5 Hundred Tons per month,1 Mbbl per month,$294 million,alliancestats.php?allianceid=2045,1 Mbbl,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=63425,
UKOL,Solomon Issessy,http://blocgame.com/alliancestats.php?allianceid=2079,39k active personnel,0 ships,Finest of the 19th century,Nice,None,Good,last online 51 hours ago,rankings.php?subregion=egy,Freedom Legion,4 Hundred Tons per month,1 Mbbl per month,$294 million,alliancestats.php?allianceid=2079,4217 Mbbl; 1 Mbbl,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,20201 km 2,http://blocgame.com/stats.php?id=63481,
Cuttlefish,DruidOfDiscord,,22k active personnel,0 ships,First World War surplus,Normal,None,Good,last online 1 hours ago,rankings.php?subregion=pac,,2 Hundred Tons per month,1 Mbbl per month,$294 million,,298 Mbbl; 1 Mbbl,Pacific Rim,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=63884,
Best Istan,Glorious Leader,,9k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 93 hours ago,rankings.php?subregion=chi,,2 Hundred Tons per month,,$293 million,,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,16010 km 2,http://blocgame.com/stats.php?id=40577,
P4r4d1s3,BurmyEx,,24k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 97 hours ago,rankings.php?subregion=mex,,4 Hundred Tons per month,2 Mbbl per month,$293 million,,443 Mbbl; 2 Mbbl,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,20000 km 2,http://blocgame.com/stats.php?id=43368,
deepfriedbutter,kittenSmasher,,24k active personnel,0 ships,Finest of the 19th century,Good,None,Poor,last online 4 hours ago,rankings.php?subregion=waf,,3 Hundred Tons per month,1 Mbbl per month,$293 million,,429 Mbbl; 1 Mbbl,West Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=waf,20000 km 2,http://blocgame.com/stats.php?id=44479,
Tuchankaa,Toquisador,,26k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Undisciplined Rabble,last online 74 hours ago,rankings.php?subregion=chi,,2 Hundred Tons per month,,$293 million,,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=47573,
Gangga Negara,mnsafuan,,13k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 60 hours ago,rankings.php?subregion=ind,,2 Hundred Tons per month,1 Mbbl per month,$293 million,,410 Mbbl; 1 Mbbl,East Indies,Untapped,Small,http://blocgame.com/rankings.php?subregion=ind,19602 km 2,http://blocgame.com/stats.php?id=60520,
Langgarpura,neocon,http://blocgame.com/alliancestats.php?allianceid=2045,28k active personnel,0 ships,First World War surplus,Nice,1 factory,Good,last online 2 hours ago,rankings.php?subregion=ind,The Order,4 Hundred Tons per month,2 Mbbl per month,$293 million,alliancestats.php?allianceid=2045,180 Mbbl,East Indies,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60629,
MembumiHangus,Hambikko,,19k active personnel,0 ships,Finest of the 19th century,Angelic,None,Good,last online 28 hours ago,rankings.php?subregion=atl,,5 Hundred Tons per month,2 Mbbl per month,$293 million,,2514 Mbbl; 2 Mbbl,Atlas,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=atl,19994 km 2,http://blocgame.com/stats.php?id=62424,
Terra Predonum,roseclare0000,,30k active personnel,0 ships,First World War surplus,Nice,None,Elite,online now,rankings.php?subregion=gra,,3 Hundred Tons per month,,$293 million,,,Gran Colombia,Untapped,None,http://blocgame.com/rankings.php?subregion=gra,20000 km 2,http://blocgame.com/stats.php?id=62885,
Eco,BartjuhM,,6k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 30 hours ago,rankings.php?subregion=car,,4 Hundred Tons per month,3 Mbbl per month,$293 million,,254 Mbbl; 3 Mbbl,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,16335 km 2,http://blocgame.com/stats.php?id=63016,
Domesticus,CorruptedNerd669,http://blocgame.com/alliancestats.php?allianceid=2068,29k active personnel,0 ships,First World War surplus,Angelic,None,Good,last online 1 hours ago,rankings.php?subregion=mes,The Delian League,3 Hundred Tons per month,3 Mbbl per month,$293 million,alliancestats.php?allianceid=2068,1584 Mbbl; 3 Mbbl,Mesopotamia,Untapped,Small,http://blocgame.com/rankings.php?subregion=mes,20000 km 2,http://blocgame.com/stats.php?id=63114,
Taristan,Aldzerd,http://blocgame.com/alliancestats.php?allianceid=2045,8k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 83 hours ago,rankings.php?subregion=per,The Order,2 Hundred Tons per month,,$293 million,alliancestats.php?allianceid=2045,,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,16335 km 2,http://blocgame.com/stats.php?id=63235,
Kingston2,Robert_doubs,,25k active personnel,0 ships,First World War surplus,Normal,None,Elite,last online 93 hours ago,rankings.php?subregion=con,,3 Hundred Tons per month,2 Mbbl per month,$293 million,,2 Mbbl,Southern Cone,Untapped,None,http://blocgame.com/rankings.php?subregion=con,20000 km 2,http://blocgame.com/stats.php?id=63440,
Horasia,PoceH,,7k active personnel,0 ships,First World War surplus,Good,None,Good,last online 63 hours ago,rankings.php?subregion=atl,,3 Hundred Tons per month,1 Mbbl per month,$293 million,,6523 Mbbl; 1 Mbbl,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,16200 km 2,http://blocgame.com/stats.php?id=63553,
Lok II,Lok II,,20k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 87 hours ago,rankings.php?subregion=chi,,3 Hundred Tons per month,1 Mbbl per month,$293 million,,1 Mbbl,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=63617,
Black Pearl,Jacks Sparrows,http://blocgame.com/alliancestats.php?allianceid=2069,20k active personnel,0 ships,First World War surplus,Nice,None,Good,last online 33 hours ago,rankings.php?subregion=con,PIRATES,4 Hundred Tons per month,1 Mbbl per month,$293 million,alliancestats.php?allianceid=2069,273 Mbbl,Southern Cone,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=con,20000 km 2,http://blocgame.com/stats.php?id=63631,
NW Territory,mmuszynski,,7k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 105 hours ago,rankings.php?subregion=atl,,2 Hundred Tons per month,,$292 million,,,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,16335 km 2,http://blocgame.com/stats.php?id=44671,
Granadina,Salom�n,,8k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 59 hours ago,rankings.php?subregion=gra,,4 Hundred Tons per month,,$292 million,,,Gran Colombia,Untapped,None,http://blocgame.com/rankings.php?subregion=gra,16335 km 2,http://blocgame.com/stats.php?id=49208,
Digbit,cmc24,,8k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 108 hours ago,rankings.php?subregion=gra,,2 Hundred Tons per month,,$292 million,,,Gran Colombia,Untapped,None,http://blocgame.com/rankings.php?subregion=gra,16335 km 2,http://blocgame.com/stats.php?id=63004,
Veris,Lord North,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 100 hours ago,rankings.php?subregion=pac,,2 Hundred Tons per month,,$292 million,,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=63071,
Lutet,absurdlife,http://blocgame.com/alliancestats.php?allianceid=2045,33k active personnel,0 ships,First World War surplus,Angelic,None,Good,last online 68 hours ago,rankings.php?subregion=pac,The Order,4 Hundred Tons per month,4 Mbbl per month,$292 million,alliancestats.php?allianceid=2045,,Pacific Rim,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=63225,
NL-Indies,Aanv. De Vries,http://blocgame.com/alliancestats.php?allianceid=2052,20k active personnel,0 ships,First World War surplus,Isolated,None,Standard,last online 8 hours ago,rankings.php?subregion=ind,The Federal Colonies,3 Hundred Tons per month,1 Mbbl per month,$292 million,alliancestats.php?allianceid=2052,352 Mbbl,East Indies,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=63776,
Bourbon Island,Gypsy Danger,http://blocgame.com/alliancestats.php?allianceid=2048,13k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 2 hours ago,rankings.php?subregion=egy,Brotherhood of Zion,5 Hundred Tons per month,4 Mbbl per month,$291 million,alliancestats.php?allianceid=2048,3228 Mbbl; 4 Mbbl,Egypt,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=egy,19217 km 2,http://blocgame.com/stats.php?id=41247,
Avon,Darkstride,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 106 hours ago,rankings.php?subregion=waf,,2 Hundred Tons per month,2 Mbbl per month,$291 million,,67 Mbbl; 2 Mbbl,West Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=waf,19602 km 2,http://blocgame.com/stats.php?id=55947,
Beausch�n,canadianghetto,http://blocgame.com/alliancestats.php?allianceid=2048,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 4 hours ago,rankings.php?subregion=ara,Brotherhood of Zion,2 Hundred Tons per month,2 Mbbl per month,$291 million,alliancestats.php?allianceid=2048,2097 Mbbl; 2 Mbbl,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,16335 km 2,http://blocgame.com/stats.php?id=59455,
Fagglands,Faggmann,,9k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 52 hours ago,rankings.php?subregion=chi,,2 Hundred Tons per month,,$291 million,,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,16335 km 2,http://blocgame.com/stats.php?id=59648,
Al-Menir,Masar al-Eliman,,17k active personnel,0 ships,First World War surplus,Nice,None,Elite,last online 75 hours ago,rankings.php?subregion=ara,,2 Hundred Tons per month,,$291 million,,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,19800 km 2,http://blocgame.com/stats.php?id=60986,
fishball,fishballfish6,,8k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 14 hours ago,rankings.php?subregion=pac,,3 Hundred Tons per month,2 Mbbl per month,$291 million,,266 Mbbl; 2 Mbbl,Pacific Rim,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=pac,16834 km 2,http://blocgame.com/stats.php?id=61050,
Swedenistan,BeoW0lfe,,6k active personnel,0 ships,Finest of the 19th century,Questionable,None,Standard,last online 35 hours ago,rankings.php?subregion=mes,,2 Hundred Tons per month,,$291 million,,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,15953 km 2,http://blocgame.com/stats.php?id=63357,
SheqelJewSheqel,gotzathe,,7k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 92 hours ago,rankings.php?subregion=ara,,2 Hundred Tons per month,1 Mbbl per month,$291 million,,1 Mbbl,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,16335 km 2,http://blocgame.com/stats.php?id=63459,
TKO,iNfaMouStko,,6k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 92 hours ago,rankings.php?subregion=chi,,2 Hundred Tons per month,,$291 million,,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,16335 km 2,http://blocgame.com/stats.php?id=63477,
MTNRGuania,mtnrg,,6k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 77 hours ago,rankings.php?subregion=ama,,2 Hundred Tons per month,1 Mbbl per month,$290 million,,55 Mbbl; 1 Mbbl,Amazonia,Untapped,None,http://blocgame.com/rankings.php?subregion=ama,16335 km 2,http://blocgame.com/stats.php?id=41236,
Jewistan,astuka,,8k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 103 hours ago,rankings.php?subregion=per,,3 Hundred Tons per month,1 Mbbl per month,$290 million,,1 Mbbl,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,16172 km 2,http://blocgame.com/stats.php?id=41238,
switzerdouch,yaboimtndew,,10k active personnel,0 ships,First World War surplus,Nice,None,Good,last online 5 hours ago,rankings.php?subregion=mex,,2 Hundred Tons per month,,$290 million,,,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,13613 km 2,http://blocgame.com/stats.php?id=58997,
New Gensokyo,_Rice,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 120 hours ago,rankings.php?subregion=pac,,3 Hundred Tons per month,1 Mbbl per month,$290 million,,1 Mbbl,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=59915,
Jahanam,Pala Butoh,,29k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 117 hours ago,rankings.php?subregion=saf,,3 Hundred Tons per month,1 Mbbl per month,$290 million,,114 Mbbl; 1 Mbbl,Southern Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=saf,20000 km 2,http://blocgame.com/stats.php?id=61191,
Qastury,kasturi,http://blocgame.com/alliancestats.php?allianceid=2069,43k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 1 hours ago,rankings.php?subregion=atl,PIRATES,3 Hundred Tons per month,1 Mbbl per month,$290 million,alliancestats.php?allianceid=2069,1 Mbbl,Atlas,Plentiful,Meagre,http://blocgame.com/rankings.php?subregion=atl,16172 km 2,http://blocgame.com/stats.php?id=61699,
Sheym,Ooodin,,8k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 107 hours ago,rankings.php?subregion=egy,,2 Hundred Tons per month,,$290 million,,,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,15850 km 2,http://blocgame.com/stats.php?id=61826,
Khubakhtir,grimitigo,,10k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 103 hours ago,rankings.php?subregion=sub,,2 Hundred Tons per month,,$290 million,,,The Subcontinent,Untapped,None,http://blocgame.com/rankings.php?subregion=sub,16335 km 2,http://blocgame.com/stats.php?id=62493,
FUCK WANG,FUCK WANG,,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 51 hours ago,rankings.php?subregion=ara,,2 Hundred Tons per month,14 Mbbl per month,$290 million,,625 Mbbl; 14 Mbbl,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,13613 km 2,http://blocgame.com/stats.php?id=62572,
Bongzynia,James Rustleford,,24k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 92 hours ago,rankings.php?subregion=congo,,3 Hundred Tons per month,1 Mbbl per month,$290 million,,80 Mbbl; 1 Mbbl,Congo,Untapped,None,http://blocgame.com/rankings.php?subregion=congo,20000 km 2,http://blocgame.com/stats.php?id=63453,
MMMBOOP,Bentley,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 91 hours ago,rankings.php?subregion=mex,,2 Hundred Tons per month,,$290 million,,,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,20000 km 2,http://blocgame.com/stats.php?id=63503,
Yazmiras,Karl Von Simonia,,31k active personnel,0 ships,First World War surplus,Nice,None,Good,last online 4 hours ago,rankings.php?subregion=ara,,2 Hundred Tons per month,2 Mbbl per month,$290 million,,1293 Mbbl,Arabia,Untapped,Small,http://blocgame.com/rankings.php?subregion=ara,20207 km 2,http://blocgame.com/stats.php?id=63698,
Dirk-Dirkastan,Vyper,,25k active personnel,0 ships,First World War surplus,Pariah,None,Elite,last online 3 hours ago,rankings.php?subregion=car,,4 Hundred Tons per month,,$290 million,,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=63936,
Isackingz,Isack Militoniyers,,8k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 69 hours ago,rankings.php?subregion=chi,,2 Hundred Tons per month,,$289 million,,100 Mbbl,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,16335 km 2,http://blocgame.com/stats.php?id=58865,
Liam Neeson,Peter Griffin,http://blocgame.com/alliancestats.php?allianceid=2039,21k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 10 hours ago,rankings.php?subregion=ara,The High Council,4 Hundred Tons per month,2 Mbbl per month,$289 million,alliancestats.php?allianceid=2039,4691 Mbbl,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=59550,
Sanlucia,johnnylaw1990,http://blocgame.com/alliancestats.php?allianceid=2064,18k active personnel,0 ships,First World War surplus,Questionable,None,Elite,last online 11 hours ago,rankings.php?subregion=ara,SPQR,2 Hundred Tons per month,1 Mbbl per month,$289 million,alliancestats.php?allianceid=2064,1 Mbbl,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,16335 km 2,http://blocgame.com/stats.php?id=59921,
N.U.,keroro,http://blocgame.com/alliancestats.php?allianceid=2039,27k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 78 hours ago,rankings.php?subregion=chi,The High Council,2 Hundred Tons per month,,$289 million,alliancestats.php?allianceid=2039,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=61145,
Sillot,Come Pienso,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Undisciplined Rabble,last online 9 hours ago,rankings.php?subregion=ara,,5 Hundred Tons per month,1 Mbbl per month,$289 million,,1 Mbbl,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,16500 km 2,http://blocgame.com/stats.php?id=61621,
Neechanville,Overlord-kun,,26k active personnel,0 ships,First World War surplus,Good,None,Undisciplined Rabble,last online 5 hours ago,rankings.php?subregion=gra,,4 Hundred Tons per month,,$289 million,,,Gran Colombia,Near Depletion,None,http://blocgame.com/rankings.php?subregion=gra,16010 km 2,http://blocgame.com/stats.php?id=63023,
Joerusalem,PieTemplar,,8k active personnel,0 ships,Finest of the 19th century,Angelic,None,Poor,last online 94 hours ago,rankings.php?subregion=mes,,2 Hundred Tons per month,,$289 million,,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,16335 km 2,http://blocgame.com/stats.php?id=63363,
lordmason22,lordmason22,,5k active personnel,0 ships,Finest of the 19th century,Questionable,None,Undisciplined Rabble,last online 6 hours ago,rankings.php?subregion=atl,,3 Hundred Tons per month,,$289 million,,,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,16793 km 2,http://blocgame.com/stats.php?id=63733,
Lingoria,Pecheneg,http://blocgame.com/alliancestats.php?allianceid=2045,7k active personnel,0 ships,Finest of the 19th century,Mad Dog,None,Good,last online 5 hours ago,rankings.php?subregion=per,The Order,3 Hundred Tons per month,3 Mbbl per month,$289 million,alliancestats.php?allianceid=2045,3 Mbbl,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,20097 km 2,http://blocgame.com/stats.php?id=63770,
Aspertia,giorgettio,,9k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 53 hours ago,rankings.php?subregion=mes,,3 Hundred Tons per month,1 Mbbl per month,$289 million,,1 Mbbl,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,16667 km 2,http://blocgame.com/stats.php?id=63797,
Sham Dag,kaelen100,,28k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 90 hours ago,rankings.php?subregion=ara,,3 Hundred Tons per month,1 Mbbl per month,$288 million,,3753 Mbbl,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=49072,
Ralu,Ramar,http://blocgame.com/alliancestats.php?allianceid=2039,23k active personnel,0 ships,Finest of the 19th century,Angelic,None,Elite,last online 8 hours ago,rankings.php?subregion=ama,The High Council,2 Hundred Tons per month,,$288 million,alliancestats.php?allianceid=2039,431 Mbbl,Amazonia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ama,24123 km 2,http://blocgame.com/stats.php?id=59527,
Pervinco,Schmoofles,,8k active personnel,0 ships,Finest of the 19th century,Good,None,Poor,last online 24 hours ago,rankings.php?subregion=car,,5 Hundred Tons per month,1 Mbbl per month,$288 million,,391 Mbbl; 1 Mbbl,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,16335 km 2,http://blocgame.com/stats.php?id=62942,
RT,Resi,,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 127 hours ago,rankings.php?subregion=ama,,2 Hundred Tons per month,,$288 million,,,Amazonia,Untapped,None,http://blocgame.com/rankings.php?subregion=ama,16172 km 2,http://blocgame.com/stats.php?id=62984,
Greater Venice,Dandolo,http://blocgame.com/alliancestats.php?allianceid=2045,24k active personnel,0 ships,Finest of the 19th century,Nice,1 factory,Standard,last online 56 hours ago,rankings.php?subregion=ind,The Order,3 Hundred Tons per month,2 Mbbl per month,$288 million,alliancestats.php?allianceid=2045,112 Mbbl; 2 Mbbl,East Indies,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ind,20594 km 2,http://blocgame.com/stats.php?id=63185,
Schaerve,Maxon Schaerve,,14k active personnel,0 ships,Finest of the 19th century,Good,None,Undisciplined Rabble,last online 52 hours ago,rankings.php?subregion=chi,,2 Hundred Tons per month,,$288 million,,66 Mbbl,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,19602 km 2,http://blocgame.com/stats.php?id=63193,
Democratistan,OttoRobotto,,6k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 105 hours ago,rankings.php?subregion=per,,2 Hundred Tons per month,,$287 million,,,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,16335 km 2,http://blocgame.com/stats.php?id=42304,
Pencils,Pencil Person,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 153 hours ago,rankings.php?subregion=gra,,2 Hundred Tons per month,,$287 million,,,Gran Colombia,Untapped,None,http://blocgame.com/rankings.php?subregion=gra,16435 km 2,http://blocgame.com/stats.php?id=50538,
Amerika,amillz1997,,9k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 91 hours ago,rankings.php?subregion=car,,2 Hundred Tons per month,,$287 million,,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,16010 km 2,http://blocgame.com/stats.php?id=55354,
Mocha,dudearse,,8k active personnel,0 ships,First World War surplus,Questionable,1 factory,Good,last online 8 hours ago,rankings.php?subregion=sea,,7 Hundred Tons per month,3 Mbbl per month,$287 million,,223 Mbbl; 3 Mbbl,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,16085 km 2,http://blocgame.com/stats.php?id=61298,
LGX,M1ck,,9k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 98 hours ago,rankings.php?subregion=ara,,2 Hundred Tons per month,,$287 million,,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,16335 km 2,http://blocgame.com/stats.php?id=63214,
Final Solution,Goebbels,,8k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 95 hours ago,rankings.php?subregion=per,,2 Hundred Tons per month,,$287 million,,,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,16335 km 2,http://blocgame.com/stats.php?id=63266,
Japanesia,Egor Kruglov,,8k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 7 hours ago,rankings.php?subregion=pac,,4 Hundred Tons per month,,$286 million,,,Pacific Rim,Plentiful,Meagre,http://blocgame.com/rankings.php?subregion=pac,15227 km 2,http://blocgame.com/stats.php?id=61097,
bukitbendera98,myms7375,,21k active personnel,0 ships,First World War surplus,Angelic,1 factory,Good,last online 25 hours ago,rankings.php?subregion=ara,,3 Hundred Tons per month,2 Mbbl per month,$286 million,,104 Mbbl; 2 Mbbl,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,16172 km 2,http://blocgame.com/stats.php?id=62501,
Minchuani,Salicsar,,8k active personnel,0 ships,First World War surplus,Nice,None,Elite,last online 27 hours ago,rankings.php?subregion=waf,,2 Hundred Tons per month,1 Mbbl per month,$286 million,,226 Mbbl; 1 Mbbl,West Africa,,None,http://blocgame.com/rankings.php?subregion=waf,16335 km 2,http://blocgame.com/stats.php?id=62766,
Tor Sloth,The Tor,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 53 hours ago,rankings.php?subregion=eaf,,3 Hundred Tons per month,,$286 million,,418 Mbbl,East Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=eaf,20000 km 2,http://blocgame.com/stats.php?id=63050,
JesusChrist,The_Magic_Jesus,http://blocgame.com/alliancestats.php?allianceid=2045,53k active personnel,0 ships,Finest of the 19th century,Isolated,None,Poor,last online 29 hours ago,rankings.php?subregion=mex,The Order,6 Hundred Tons per month,1 Mbbl per month,$286 million,alliancestats.php?allianceid=2045,126 Mbbl,Mesoamerica,,None,http://blocgame.com/rankings.php?subregion=mex,16667 km 2,http://blocgame.com/stats.php?id=63312,
Dnindu nuff,ayylmao3932,,4k active personnel,0 ships,Finest of the 19th century,Pariah,None,Good,last online 4 hours ago,rankings.php?subregion=saf,,4 Hundred Tons per month,2 Mbbl per month,$286 million,,244 Mbbl; 2 Mbbl,Southern Africa,Plentiful,Meagre,http://blocgame.com/rankings.php?subregion=saf,19212 km 2,http://blocgame.com/stats.php?id=63469,
Weateros,Leonard,,37k active personnel,0 ships,First World War surplus,Nice,None,Good,last online 85 hours ago,rankings.php?subregion=waf,,2 Hundred Tons per month,,$286 million,,,West Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=waf,20000 km 2,http://blocgame.com/stats.php?id=63627,
