country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,region/_source,alliance/_text,rm_prod,oil_prod,gdp,alliance/_source,oil_reserves,region/_text,manpower,airforce,region,territory,pageUrl,uranium
Hasting,President Austin,,25k active personnel,0 ships,First World War surplus,Nice,None,Elite,last online 57 hours ago,rankings.php?subregion=ara,,2 Hundred Tons per month,,$320 million,,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=53965,
Gruys,Urak Harban,,11k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 137 hours ago,rankings.php?subregion=saf,,2 Hundred Tons per month,,$320 million,,,Southern Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=saf,19602 km 2,http://blocgame.com/stats.php?id=54913,
Merrowholt,B. Summers,http://blocgame.com/alliancestats.php?allianceid=2039,25k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 51 hours ago,rankings.php?subregion=mes,The High Council,2 Hundred Tons per month,,$320 million,alliancestats.php?allianceid=2039,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,20000 km 2,http://blocgame.com/stats.php?id=54923,
Horgrif,roxim teaga,,25k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 49 hours ago,rankings.php?subregion=ama,,5 Hundred Tons per month,1 Mbbl per month,$320 million,,1 Mbbl,Amazonia,Untapped,None,http://blocgame.com/rankings.php?subregion=ama,20000 km 2,http://blocgame.com/stats.php?id=55571,
Discotek,Chairman Wow,,10k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 101 hours ago,rankings.php?subregion=egy,,2 Hundred Tons per month,,$320 million,,,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,16335 km 2,http://blocgame.com/stats.php?id=56548,
New Palestina,MacK0797,,1k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 128 hours ago,rankings.php?subregion=mes,,2 Hundred Tons per month,,$320 million,,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,19602 km 2,http://blocgame.com/stats.php?id=58215,
Basilica,Queen Cynthia,,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 67 hours ago,rankings.php?subregion=chi,,2 Hundred Tons per month,,$320 million,,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,19602 km 2,http://blocgame.com/stats.php?id=59008,
malays only,amril3036,,25k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 80 hours ago,rankings.php?subregion=sea,,3 Hundred Tons per month,1 Mbbl per month,$320 million,,479 Mbbl; 1 Mbbl,Indochina,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=sea,20000 km 2,http://blocgame.com/stats.php?id=60591,
southern myr,shaher91,,25k active personnel,0 ships,First World War surplus,Nice,None,Elite,last online 50 hours ago,rankings.php?subregion=ind,,3 Hundred Tons per month,1 Mbbl per month,$320 million,,463 Mbbl; 1 Mbbl,East Indies,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60804,
Meleis,dymm zach de la rocha,,25k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 80 hours ago,rankings.php?subregion=sea,,3 Hundred Tons per month,1 Mbbl per month,$320 million,,348 Mbbl; 1 Mbbl,Indochina,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=sea,20000 km 2,http://blocgame.com/stats.php?id=61151,
Brickfields,bangunawalelaktol,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 36 hours ago,rankings.php?subregion=ind,,2 Hundred Tons per month,,$320 million,,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=61682,
Nameck,Picko,http://blocgame.com/alliancestats.php?allianceid=2042,43k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 1 hours ago,rankings.php?subregion=ara,Interpol,5 Hundred Tons per month,5 Mbbl per month,$320 million,alliancestats.php?allianceid=2042,4635 Mbbl; 5 Mbbl,Arabia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ara,23615 km 2,http://blocgame.com/stats.php?id=61968,
Bio Auta,matgaal,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 46 hours ago,rankings.php?subregion=pac,,2 Hundred Tons per month,,$320 million,,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=62405,
Kota Teganu,amonLeader,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Poor,last online 12 hours ago,rankings.php?subregion=ind,,4 Hundred Tons per month,1 Mbbl per month,$320 million,,276 Mbbl; 1 Mbbl,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=62471,
Subaland,khodeq,,27k active personnel,0 ships,First World War surplus,Nice,None,Elite,last online 43 hours ago,rankings.php?subregion=ind,,3 Hundred Tons per month,1 Mbbl per month,$320 million,,,East Indies,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=62574,
Nahua,LukKhrueng,,25k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 56 hours ago,rankings.php?subregion=mex,,2 Hundred Tons per month,,$320 million,,,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,20000 km 2,http://blocgame.com/stats.php?id=63153,
Ching Bong,wewlad,,7k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 103 hours ago,rankings.php?subregion=chi,,2 Hundred Tons per month,,$320 million,,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,16335 km 2,http://blocgame.com/stats.php?id=63177,
Amy Watson,Dank Vader,,7k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 100 hours ago,rankings.php?subregion=chi,,2 Hundred Tons per month,,$320 million,,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,16335 km 2,http://blocgame.com/stats.php?id=63202,
Ctesiphon,Cimon,,8k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 93 hours ago,rankings.php?subregion=per,,2 Hundred Tons per month,,$320 million,,,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,16335 km 2,http://blocgame.com/stats.php?id=63394,
DeisMons,porieve,,9k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 93 hours ago,rankings.php?subregion=chi,,2 Hundred Tons per month,,$320 million,,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,16335 km 2,http://blocgame.com/stats.php?id=63419,
melayuraya,bangsamelayu,,43k active personnel,0 ships,First World War surplus,Nice,None,Standard,last online 8 hours ago,rankings.php?subregion=sub,,5 Hundred Tons per month,5 Mbbl per month,$320 million,,168 Mbbl; 5 Mbbl,The Subcontinent,Untapped,Small,http://blocgame.com/rankings.php?subregion=sub,20000 km 2,http://blocgame.com/stats.php?id=63546,
Jenania,Nacks,,3k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 6 hours ago,rankings.php?subregion=congo,,4 Hundred Tons per month,,$320 million,,,Congo,Plentiful,Meagre,http://blocgame.com/rankings.php?subregion=congo,19212 km 2,http://blocgame.com/stats.php?id=63554,
GhostNation,GhostMan,,20k active personnel,0 ships,Finest of the 19th century,Pariah,None,Good,last online 19 hours ago,rankings.php?subregion=ama,,3 Hundred Tons per month,1 Mbbl per month,$320 million,,474 Mbbl; 1 Mbbl,Amazonia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ama,20000 km 2,http://blocgame.com/stats.php?id=63589,
Utopiareally,Benevolent Dictator,,22k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 37 hours ago,rankings.php?subregion=per,,2 Hundred Tons per month,4 Mbbl per month,$320 million,,2512 Mbbl; 4 Mbbl,Persia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=per,20594 km 2,http://blocgame.com/stats.php?id=63590,
gitgud,Xx420blaz31txX,,13k active personnel,0 ships,First World War surplus,Nice,None,Elite,last online 67 hours ago,rankings.php?subregion=ara,,2 Hundred Tons per month,3 Mbbl per month,$320 million,,2109 Mbbl,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,19800 km 2,http://blocgame.com/stats.php?id=63729,
Jahidenistan,�hl�ms�hl�m,,11k active personnel,0 ships,First World War surplus,Nice,None,Elite,last online 61 hours ago,rankings.php?subregion=mes,,2 Hundred Tons per month,1 Mbbl per month,$320 million,,2379 Mbbl; 1 Mbbl,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,19602 km 2,http://blocgame.com/stats.php?id=63774,
Mafros,hocuspocusinedible,,20k active personnel,0 ships,First World War surplus,Nice,None,Good,last online 3 hours ago,rankings.php?subregion=per,,4 Hundred Tons per month,1 Mbbl per month,$320 million,,,Persia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=per,20000 km 2,http://blocgame.com/stats.php?id=63788,
Doug,Douglas321,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 9 hours ago,rankings.php?subregion=chi,,2 Hundred Tons per month,,$320 million,,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=63798,
Angel Nation,angelgirl1998,http://blocgame.com/alliancestats.php?allianceid=2097,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 9 hours ago,rankings.php?subregion=car,Angel Alliance,2 Hundred Tons per month,,$320 million,alliancestats.php?allianceid=2097,232 Mbbl,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=63800,
Kayumuri,Jinzuku,,25k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 45 hours ago,rankings.php?subregion=pac,,2 Hundred Tons per month,,$320 million,,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=63852,
JucheBox,Lunin,http://blocgame.com/alliancestats.php?allianceid=2064,10k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 7 hours ago,rankings.php?subregion=chi,SPQR,8 Hundred Tons per month,1 Mbbl per month,$319 million,alliancestats.php?allianceid=2064,452 Mbbl; 1 Mbbl,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=56203,
VinyRuler,VinyTanker,,2k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Undisciplined Rabble,last online 48 hours ago,rankings.php?subregion=sea,,2 Hundred Tons per month,,$319 million,,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,19800 km 2,http://blocgame.com/stats.php?id=59709,
Lahanation,Sahanation,http://blocgame.com/alliancestats.php?allianceid=2052,10k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 17 hours ago,rankings.php?subregion=ind,The Federal Colonies,4 Hundred Tons per month,2 Mbbl per month,$319 million,alliancestats.php?allianceid=2052,184 Mbbl; 2 Mbbl,East Indies,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60391,
lompoianz,lompoi malaya,,25k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 25 hours ago,rankings.php?subregion=ind,,6 Hundred Tons per month,3 Mbbl per month,$319 million,,319 Mbbl; 3 Mbbl,East Indies,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60500,
MyKingdom,General,http://blocgame.com/alliancestats.php?allianceid=2069,39k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 1 hours ago,rankings.php?subregion=ind,PIRATES,6 Hundred Tons per month,1 Mbbl per month,$319 million,alliancestats.php?allianceid=2069,248 Mbbl; 1 Mbbl,East Indies,Untapped,Small,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60728,
Panggau Libau,Tajau Mas,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 109 hours ago,rankings.php?subregion=ind,,2 Hundred Tons per month,,$319 million,,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=61302,
XDXDXD,MalaysianMaster,http://blocgame.com/alliancestats.php?allianceid=2048,27k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 1 hours ago,rankings.php?subregion=mes,Brotherhood of Zion,3 Hundred Tons per month,2 Mbbl per month,$319 million,alliancestats.php?allianceid=2048,3649 Mbbl; 2 Mbbl,Mesopotamia,Plentiful,Mediocre,http://blocgame.com/rankings.php?subregion=mes,16172 km 2,http://blocgame.com/stats.php?id=61521,
Silverra,chohakkai,http://blocgame.com/alliancestats.php?allianceid=2069,25k active personnel,0 ships,First World War surplus,Nice,1 factory,Elite,online now,rankings.php?subregion=ind,PIRATES,4 Hundred Tons per month,2 Mbbl per month,$319 million,alliancestats.php?allianceid=2069,107 Mbbl,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=61729,
Chicken rice,Ador hitler,,30k active personnel,0 ships,First World War surplus,Nice,None,Poor,last online 56 hours ago,rankings.php?subregion=ind,,6 Hundred Tons per month,5 Mbbl per month,$319 million,,142 Mbbl; 5 Mbbl,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=61750,
NationalFreedom,Muhammad Ali,http://blocgame.com/alliancestats.php?allianceid=2049,18k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Elite,last online 2 hours ago,rankings.php?subregion=mes,Brotherhood of Nod,2 Hundred Tons per month,,$319 million,alliancestats.php?allianceid=2049,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,20000 km 2,http://blocgame.com/stats.php?id=62085,
Nogori Den,Nogoriden,,25k active personnel,0 ships,First World War surplus,Nice,None,Elite,online now,rankings.php?subregion=sub,,6 Hundred Tons per month,2 Mbbl per month,$319 million,,163 Mbbl; 2 Mbbl,The Subcontinent,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=sub,20000 km 2,http://blocgame.com/stats.php?id=62616,
Yar,Johnny Depth,,11k active personnel,0 ships,Finest of the 19th century,Nice,1 factory,Undisciplined Rabble,last online 9 hours ago,rankings.php?subregion=ind,,6 Hundred Tons per month,1 Mbbl per month,$319 million,,210 Mbbl; 1 Mbbl,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,16172 km 2,http://blocgame.com/stats.php?id=62769,
Anonymity,Anomalous300,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 5 hours ago,rankings.php?subregion=ara,,3 Hundred Tons per month,2 Mbbl per month,$319 million,,1962 Mbbl; 2 Mbbl,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=63103,
Trump2k16,Trumpo,http://blocgame.com/alliancestats.php?allianceid=2045,20k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 93 hours ago,rankings.php?subregion=chi,The Order,3 Hundred Tons per month,1 Mbbl per month,$319 million,alliancestats.php?allianceid=2045,223 Mbbl; 1 Mbbl,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=63427,
Henthorne,Knight55689,,29k active personnel,0 ships,First World War surplus,Nice,None,Elite,last online 92 hours ago,rankings.php?subregion=ara,,2 Hundred Tons per month,3 Mbbl per month,$319 million,,2208 Mbbl; 3 Mbbl,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=63452,
Pinocho,Pinocho,,29k active personnel,0 ships,First World War surplus,Nice,None,Good,last online 91 hours ago,rankings.php?subregion=con,,2 Hundred Tons per month,,$319 million,,,Southern Cone,Untapped,None,http://blocgame.com/rankings.php?subregion=con,20000 km 2,http://blocgame.com/stats.php?id=63498,
GAK-+,KingGakoffical,http://blocgame.com/alliancestats.php?allianceid=2094,20k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 39 hours ago,rankings.php?subregion=pac,GAK,3 Hundred Tons per month,,$319 million,alliancestats.php?allianceid=2094,367 Mbbl,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=63767,
Ptoria,tswea31,http://blocgame.com/alliancestats.php?allianceid=2084,29k active personnel,0 ships,Finest of the 19th century,Questionable,None,Elite,last online 9 hours ago,rankings.php?subregion=per,The Khilafah,2 Hundred Tons per month,,$319 million,alliancestats.php?allianceid=2084,,Persia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=per,20794 km 2,http://blocgame.com/stats.php?id=63795,
Funistan,Evequill,,26k active personnel,0 ships,First World War surplus,Nice,None,Standard,last online 9 hours ago,rankings.php?subregion=sub,,5 Hundred Tons per month,1 Mbbl per month,$318 million,,1 Mbbl,The Subcontinent,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=sub,20000 km 2,http://blocgame.com/stats.php?id=8311,
Praetoria Augusta,Lykos,http://blocgame.com/alliancestats.php?allianceid=2064,37k active personnel,0 ships,First World War surplus,Angelic,1 factory,Poor,last online 1 hours ago,rankings.php?subregion=mes,SPQR,2 Hundred Tons per month,8 Mbbl per month,$318 million,alliancestats.php?allianceid=2064,2545 Mbbl; 8 Mbbl,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,20298 km 2,http://blocgame.com/stats.php?id=39021,
Jbmach3,jbmach3,,27k active personnel,0 ships,Finest of the 19th century,Nice,None,Elite,last online 75 hours ago,rankings.php?subregion=pac,,6 Hundred Tons per month,1 Mbbl per month,$318 million,,402 Mbbl; 1 Mbbl,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20398 km 2,http://blocgame.com/stats.php?id=43457,
mdttheory,mdttheory,,20k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 69 hours ago,rankings.php?subregion=mex,,4 Hundred Tons per month,2 Mbbl per month,$318 million,,317 Mbbl; 2 Mbbl,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,20000 km 2,http://blocgame.com/stats.php?id=44269,
Dimaster,Urnerun,,24k active personnel,0 ships,Finest of the 19th century,Questionable,None,Good,last online 14 hours ago,rankings.php?subregion=car,,5 Hundred Tons per month,2 Mbbl per month,$318 million,,2 Mbbl,Caribbean,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=49731,
TerraNova,dan1911,,20k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 93 hours ago,rankings.php?subregion=ama,,2 Hundred Tons per month,2 Mbbl per month,$318 million,,2 Mbbl,Amazonia,Untapped,None,http://blocgame.com/rankings.php?subregion=ama,20000 km 2,http://blocgame.com/stats.php?id=54247,
Republic Dank,Dank de von Psstoyeur,,35k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 3 hours ago,rankings.php?subregion=ara,,4 Hundred Tons per month,4 Mbbl per month,$318 million,,4512 Mbbl; 4 Mbbl,Arabia,Untapped,Small,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=58562,
New Volkstaat,Endless Nameless,http://blocgame.com/alliancestats.php?allianceid=2039,33k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 2 hours ago,rankings.php?subregion=saf,The High Council,6 Hundred Tons per month,,$318 million,alliancestats.php?allianceid=2039,,Southern Africa,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=saf,20799 km 2,http://blocgame.com/stats.php?id=59576,
MakanBudak,amirulfaizal,http://blocgame.com/alliancestats.php?allianceid=2045,10k active personnel,0 ships,Finest of the 19th century,Nice,None,Poor,last online 9 hours ago,rankings.php?subregion=ind,The Order,2 Hundred Tons per month,1 Mbbl per month,$318 million,alliancestats.php?allianceid=2045,332 Mbbl; 1 Mbbl,East Indies,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ind,13750 km 2,http://blocgame.com/stats.php?id=60748,
Disnomica,Chaad,http://blocgame.com/alliancestats.php?allianceid=2039,64k active personnel,0 ships,First World War surplus,Good,1 factory,Elite,online now,rankings.php?subregion=ara,The High Council,7 Hundred Tons per month,4 Mbbl per month,$318 million,alliancestats.php?allianceid=2039,2588 Mbbl; 4 Mbbl,Arabia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ara,24653 km 2,http://blocgame.com/stats.php?id=60992,
dingoland,dudleydukeofdingos,,31k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 10 hours ago,rankings.php?subregion=egy,,3 Hundred Tons per month,2 Mbbl per month,$318 million,,4167 Mbbl; 2 Mbbl,Egypt,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=egy,20201 km 2,http://blocgame.com/stats.php?id=62266,
Lubekran,septima,,6k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 2 hours ago,rankings.php?subregion=sea,,5 Hundred Tons per month,2 Mbbl per month,$318 million,,69 Mbbl; 2 Mbbl,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,16335 km 2,http://blocgame.com/stats.php?id=62568,
Eleuthera,Gamb,http://blocgame.com/alliancestats.php?allianceid=2076,3k active personnel,0 ships,First World War surplus,Mad Dog,None,Elite,last online 6 hours ago,rankings.php?subregion=car,420 Empire,8 Hundred Tons per month,3 Mbbl per month,$318 million,alliancestats.php?allianceid=2076,373 Mbbl; 3 Mbbl,Caribbean,,Meagre,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=63029,
tardass,euphone,http://blocgame.com/alliancestats.php?allianceid=2068,4k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 10 hours ago,rankings.php?subregion=per,The Delian League,6 Hundred Tons per month,2 Mbbl per month,$318 million,alliancestats.php?allianceid=2068,4588 Mbbl; 2 Mbbl,Persia,Plentiful,None,http://blocgame.com/rankings.php?subregion=per,19406 km 2,http://blocgame.com/stats.php?id=63057,
Uyghuristan,Peng Dehuai,,22k active personnel,0 ships,Finest of the 19th century,Angelic,None,Poor,last online 98 hours ago,rankings.php?subregion=chi,,2 Hundred Tons per month,,$318 million,,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=63215,
Gruul,Trokatja,,27k active personnel,0 ships,First World War surplus,Nice,None,Elite,last online 94 hours ago,rankings.php?subregion=eaf,,3 Hundred Tons per month,,$318 million,,,East Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=eaf,20000 km 2,http://blocgame.com/stats.php?id=63315,
Winter,Winterchan,,8k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 93 hours ago,rankings.php?subregion=per,,2 Hundred Tons per month,,$318 million,,,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,16010 km 2,http://blocgame.com/stats.php?id=63434,
someplace,59ekim,,7k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 92 hours ago,rankings.php?subregion=chi,,2 Hundred Tons per month,,$318 million,,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,16172 km 2,http://blocgame.com/stats.php?id=63487,
Ingvizhia,Sokolov,http://blocgame.com/alliancestats.php?allianceid=2058,20k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 33 hours ago,rankings.php?subregion=mes,Al-Qassam Brigades,3 Hundred Tons per month,3 Mbbl per month,$318 million,alliancestats.php?allianceid=2058,3261 Mbbl; 3 Mbbl,Mesopotamia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=mes,20000 km 2,http://blocgame.com/stats.php?id=63675,
Vaska,Emma,http://blocgame.com/alliancestats.php?allianceid=2096,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 8 hours ago,rankings.php?subregion=saf,Vask Alliance,3 Hundred Tons per month,1 Mbbl per month,$318 million,alliancestats.php?allianceid=2096,,Southern Africa,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=saf,20000 km 2,http://blocgame.com/stats.php?id=63792,
Clarines,YoonB,,20k active personnel,0 ships,First World War surplus,Nice,None,Standard,last online 2 hours ago,rankings.php?subregion=pac,,4 Hundred Tons per month,1 Mbbl per month,$317 million,,214 Mbbl; 1 Mbbl,Pacific Rim,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=58163,
DIE,hibyedie,,15k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 86 hours ago,rankings.php?subregion=egy,,2 Hundred Tons per month,,$317 million,,,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,20000 km 2,http://blocgame.com/stats.php?id=59482,
Bolshevikistan,S.D.Plessken,,25k active personnel,0 ships,First World War surplus,Nice,None,Elite,last online 91 hours ago,rankings.php?subregion=congo,,3 Hundred Tons per month,2 Mbbl per month,$317 million,,96 Mbbl; 2 Mbbl,Congo,Untapped,None,http://blocgame.com/rankings.php?subregion=congo,20000 km 2,http://blocgame.com/stats.php?id=60189,
TerapBuduLipis,SyedRazi,http://blocgame.com/alliancestats.php?allianceid=2039,39k active personnel,0 ships,First World War surplus,Angelic,1 factory,Elite,online now,rankings.php?subregion=sea,The High Council,6 Hundred Tons per month,2 Mbbl per month,$317 million,alliancestats.php?allianceid=2039,111 Mbbl; 2 Mbbl,Indochina,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=sea,24026 km 2,http://blocgame.com/stats.php?id=60513,
awanghitam,awanghitam,http://blocgame.com/alliancestats.php?allianceid=2039,38k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 20 hours ago,rankings.php?subregion=ind,The High Council,9 Hundred Tons per month,1 Mbbl per month,$317 million,alliancestats.php?allianceid=2039,132 Mbbl; 1 Mbbl,East Indies,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60739,
Neue Preu�en,Joachim von Ribbentrop,http://blocgame.com/alliancestats.php?allianceid=2045,26k active personnel,0 ships,First World War surplus,Nice,None,Standard,last online 23 hours ago,rankings.php?subregion=con,The Order,2 Hundred Tons per month,1 Mbbl per month,$317 million,alliancestats.php?allianceid=2045,47 Mbbl; 1 Mbbl,Southern Cone,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=con,20398 km 2,http://blocgame.com/stats.php?id=63136,
Ceylon,Durruti,,9k active personnel,0 ships,Finest of the 19th century,Angelic,None,Poor,last online 101 hours ago,rankings.php?subregion=sub,,2 Hundred Tons per month,,$317 million,,,The Subcontinent,Untapped,None,http://blocgame.com/rankings.php?subregion=sub,16335 km 2,http://blocgame.com/stats.php?id=63194,
Soviet Kekbodia,Wojak Stalin,http://blocgame.com/alliancestats.php?allianceid=2045,0k active personnel,0 ships,First World War surplus,Good,None,Undisciplined Rabble,last online 2 hours ago,rankings.php?subregion=pac,The Order,3 Hundred Tons per month,,$317 million,alliancestats.php?allianceid=2045,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,16500 km 2,http://blocgame.com/stats.php?id=63380,
South Minnesota,Generalissimo Alpun,,3k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 20 hours ago,rankings.php?subregion=gra,,4 Hundred Tons per month,2 Mbbl per month,$317 million,,152 Mbbl,Gran Colombia,Near Depletion,None,http://blocgame.com/rankings.php?subregion=gra,19494 km 2,http://blocgame.com/stats.php?id=63460,
