country,leader,alliance,army_size,navy,equipment,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,oil_reserves,uranium,reactor,reputation,rm_prod,oil_prod
Wladimiria,Estagon,http://blocgame.com/alliancestats.php?allianceid=2050,36k active personnel,0 ships,Finest of the 19th century,2 factories,Good,last online 4 hours ago,rankings.php?subregion=mes,Divine League,$453 million,alliancestats.php?allianceid=2050,Mesopotamia,Untapped,Small,http://blocgame.com/rankings.php?subregion=mes,27330 km 2,http://blocgame.com/stats.php?id=52318,3496 Mbbl,,,Normal,3 Hundred Tons per month,2 Mbbl per month
Tamil Kingdom,Chola I,http://blocgame.com/alliancestats.php?allianceid=2048,55k active personnel,0 ships,First World War surplus,1 factory,Good,last online 8 hours ago,rankings.php?subregion=sub,Brotherhood of Zion,$453 million,alliancestats.php?allianceid=2048,The Subcontinent,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=sub,27903 km 2,http://blocgame.com/stats.php?id=60964,213 Mbbl; 7 Mbbl,,,Normal,7 Hundred Tons per month,7 Mbbl per month
Cyleia,Silas Adar,http://blocgame.com/alliancestats.php?allianceid=2045,18k active personnel,0 ships,First World War surplus,None,Elite,last online 2 hours ago,rankings.php?subregion=mex,The Order,$451 million,alliancestats.php?allianceid=2045,Mesoamerica,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=mex,24919 km 2,http://blocgame.com/stats.php?id=62784,722 Mbbl; 3 Mbbl,,,Good,4 Hundred Tons per month,3 Mbbl per month
Acirassi,Flexy,http://blocgame.com/alliancestats.php?allianceid=2045,59k active personnel,0 ships,First World War surplus,1 factory,Standard,online now,rankings.php?subregion=mes,The Order,$450 million,alliancestats.php?allianceid=2045,Mesopotamia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=mes,27112 km 2,http://blocgame.com/stats.php?id=49805,1400 Mbbl,,,Good,10 Hundred Tons per month,5 Mbbl per month
Hatmistan,Pertti II,http://blocgame.com/alliancestats.php?allianceid=2058,29k active personnel,0 ships,First World War surplus,1 factory,Elite,last online 7 hours ago,rankings.php?subregion=atl,Al-Qassam Brigades,$449 million,alliancestats.php?allianceid=2058,Atlas,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=atl,27728 km 2,http://blocgame.com/stats.php?id=46162,2132 Mbbl; 3 Mbbl,,,Normal,4 Hundred Tons per month,3 Mbbl per month
Arina,Hakir,http://blocgame.com/alliancestats.php?allianceid=2042,29k active personnel,0 ships,First World War surplus,1 factory,Elite,last online 5 hours ago,rankings.php?subregion=ama,Interpol,$449 million,alliancestats.php?allianceid=2042,Amazonia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ama,27728 km 2,http://blocgame.com/stats.php?id=54480,204 Mbbl; 1 Mbbl,,,Good,4 Hundred Tons per month,1 Mbbl per month
Minmaxia,Reanchi,http://blocgame.com/alliancestats.php?allianceid=2048,36k active personnel,0 ships,First World War surplus,1 factory,Standard,last online 2 hours ago,rankings.php?subregion=mes,Brotherhood of Zion,$448 million,alliancestats.php?allianceid=2048,Mesopotamia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=mes,27493 km 2,http://blocgame.com/stats.php?id=40270,2919 Mbbl; 2 Mbbl,,,Good,5 Hundred Tons per month,2 Mbbl per month
Deklain,Otis,http://blocgame.com/alliancestats.php?allianceid=2039,26k active personnel,0 ships,First World War surplus,1 factory,Elite,last online 2 hours ago,rankings.php?subregion=pac,The High Council,$448 million,alliancestats.php?allianceid=2039,Pacific Rim,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=pac,27530 km 2,http://blocgame.com/stats.php?id=57066,186 Mbbl; 2 Mbbl,,,Normal,7 Hundred Tons per month,2 Mbbl per month
Ira,TheCatOfTens,http://blocgame.com/alliancestats.php?allianceid=2045,40k active personnel,0 ships,First World War surplus,1 factory,Elite,online now,rankings.php?subregion=congo,The Order,$446 million,alliancestats.php?allianceid=2045,Congo,Plentiful,Small,http://blocgame.com/rankings.php?subregion=congo,27219 km 2,http://blocgame.com/stats.php?id=62332,258 Mbbl,,,Normal,8 Hundred Tons per month,5 Mbbl per month
Kuto,AKMB,http://blocgame.com/alliancestats.php?allianceid=2052,46k active personnel,0 ships,First World War surplus,1 factory,Standard,last online 1 hours ago,rankings.php?subregion=per,The Federal Colonies,$445 million,alliancestats.php?allianceid=2052,Persia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=per,27165 km 2,http://blocgame.com/stats.php?id=40095,4684 Mbbl; 6 Mbbl,,,Nice,9 Hundred Tons per month,6 Mbbl per month
nation name,alysdexia,http://blocgame.com/alliancestats.php?allianceid=2042,36k active personnel,0 ships,First World War surplus,1 factory,Good,last online 4 hours ago,rankings.php?subregion=mes,Interpol,$445 million,alliancestats.php?allianceid=2042,Mesopotamia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=mes,26070 km 2,http://blocgame.com/stats.php?id=49652,1821 Mbbl; 4 Mbbl,1 Tons,,Nice,3 Hundred Tons per month,4 Mbbl per month
Jemut,iwaniman/Ferozz,,36k active personnel,0 ships,First World War surplus,2 factories,Elite,last online 12 hours ago,rankings.php?subregion=ind,,$445 million,,East Indies,Untapped,Small,http://blocgame.com/rankings.php?subregion=ind,27013 km 2,http://blocgame.com/stats.php?id=61811,414 Mbbl; 6 Mbbl,,,Nice,8 Hundred Tons per month,6 Mbbl per month
Turbanistan,eromer2,http://blocgame.com/alliancestats.php?allianceid=2045,18k active personnel,0 ships,First World War surplus,None,Elite,last online 7 hours ago,rankings.php?subregion=sub,The Order,$444 million,alliancestats.php?allianceid=2045,The Subcontinent,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=sub,27387 km 2,http://blocgame.com/stats.php?id=63007,60 Mbbl; 1 Mbbl,,,Good,6 Hundred Tons per month,1 Mbbl per month
Nuwe Rhodesia,dudeskis,http://blocgame.com/alliancestats.php?allianceid=2045,39k active personnel,0 ships,Finest of the 19th century,None,Good,online now,rankings.php?subregion=gra,The Order,$440 million,alliancestats.php?allianceid=2045,Gran Colombia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=gra,27728 km 2,http://blocgame.com/stats.php?id=6338,175 Mbbl,,,Axis of Evil,3 Hundred Tons per month,2 Mbbl per month
DFWEFWEF,dmc5,http://blocgame.com/alliancestats.php?allianceid=2042,25k active personnel,0 ships,First World War surplus,1 factory,Good,last online 8 hours ago,rankings.php?subregion=ara,Interpol,$440 million,alliancestats.php?allianceid=2042,Arabia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ara,26723 km 2,http://blocgame.com/stats.php?id=55118,3964 Mbbl; 4 Mbbl,,,Nice,3 Hundred Tons per month,4 Mbbl per month
Valtania,Kelvin D. Makumbi,http://blocgame.com/alliancestats.php?allianceid=2038,32k active personnel,0 ships,First World War surplus,1 factory,Elite,online now,rankings.php?subregion=mex,Che Guevara League,$440 million,alliancestats.php?allianceid=2038,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,23532 km 2,http://blocgame.com/stats.php?id=62525,338 Mbbl; 4 Mbbl,,,Normal,9 Hundred Tons per month,4 Mbbl per month
fjortonattio8,fiveonesix,http://blocgame.com/alliancestats.php?allianceid=2045,34k active personnel,0 ships,Finest of the 19th century,None,Good,online now,rankings.php?subregion=gra,The Order,$440 million,alliancestats.php?allianceid=2045,Gran Colombia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=gra,27328 km 2,http://blocgame.com/stats.php?id=63413,378 Mbbl,,,Axis of Evil,7 Hundred Tons per month,3 Mbbl per month
Bayu,Kazeng,,29k active personnel,0 ships,First World War surplus,1 factory,Good,last online 3 hours ago,rankings.php?subregion=ind,,$439 million,,East Indies,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=ind,26736 km 2,http://blocgame.com/stats.php?id=60447,86 Mbbl; 3 Mbbl,,,Good,7 Hundred Tons per month,3 Mbbl per month
Spooktune,Spookwave,http://blocgame.com/alliancestats.php?allianceid=2048,32k active personnel,0 ships,First World War surplus,1 factory,Good,last online 4 hours ago,rankings.php?subregion=chi,Brotherhood of Zion,$439 million,alliancestats.php?allianceid=2048,China,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=chi,27530 km 2,http://blocgame.com/stats.php?id=62983,452 Mbbl; 3 Mbbl,,,Normal,6 Hundred Tons per month,3 Mbbl per month
Cubania,General Fidelis,http://blocgame.com/alliancestats.php?allianceid=2045,30k active personnel,0 ships,First World War surplus,1 factory,Elite,online now,rankings.php?subregion=mex,The Order,$438 million,alliancestats.php?allianceid=2045,Mesoamerica,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=mex,27567 km 2,http://blocgame.com/stats.php?id=47349,170 Mbbl; 2 Mbbl,1 Tons,,Good,10 Hundred Tons per month,2 Mbbl per month
Cyrodill,Tihomir,http://blocgame.com/alliancestats.php?allianceid=2045,38k active personnel,0 ships,First World War surplus,None,Elite,last online 1 hours ago,rankings.php?subregion=mes,The Order,$438 million,alliancestats.php?allianceid=2045,Mesopotamia,Untapped,Small,http://blocgame.com/rankings.php?subregion=mes,30402 km 2,http://blocgame.com/stats.php?id=53759,4114 Mbbl,,,Normal,12 Hundred Tons per month,12 Mbbl per month
Kukulala,Unkel,http://blocgame.com/alliancestats.php?allianceid=2039,18k active personnel,0 ships,First World War surplus,1 factory,Elite,last online 18 hours ago,rankings.php?subregion=sea,The High Council,$438 million,alliancestats.php?allianceid=2039,Indochina,Untapped,Small,http://blocgame.com/rankings.php?subregion=sea,27924 km 2,http://blocgame.com/stats.php?id=60796,423 Mbbl,,,Good,8 Hundred Tons per month,3 Mbbl per month
Asians,bigyihsuan,http://blocgame.com/alliancestats.php?allianceid=2039,20k active personnel,0 ships,Finest of the 19th century,1 factory,Standard,last online 29 hours ago,rankings.php?subregion=pac,The High Council,$437 million,alliancestats.php?allianceid=2039,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=41551,481 Mbbl; 1 Mbbl,,,Angelic,4 Hundred Tons per month,1 Mbbl per month
Lemonstan,Lemon,http://blocgame.com/alliancestats.php?allianceid=2049,35k active personnel,0 ships,First World War surplus,None,Good,last online 2 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$436 million,alliancestats.php?allianceid=2049,Persia,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=per,27165 km 2,http://blocgame.com/stats.php?id=40048,5089 Mbbl; 7 Mbbl,,,Nice,7 Hundred Tons per month,7 Mbbl per month
Ambon,Chalkface,http://blocgame.com/alliancestats.php?allianceid=2045,34k active personnel,0 ships,Finest of the 19th century,1 factory,Good,last online 2 hours ago,rankings.php?subregion=pac,The Order,$436 million,alliancestats.php?allianceid=2045,Pacific Rim,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=pac,23865 km 2,http://blocgame.com/stats.php?id=42744,433 Mbbl; 3 Mbbl,,,Good,5 Hundred Tons per month,3 Mbbl per month
Sovngarde,Farron47,,27k active personnel,0 ships,First World War surplus,1 factory,Elite,last online 12 hours ago,rankings.php?subregion=ind,,$436 million,,East Indies,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=ind,27493 km 2,http://blocgame.com/stats.php?id=62626,194 Mbbl; 2 Mbbl,,,Nice,3 Hundred Tons per month,2 Mbbl per month
Kekistonia,Mad Dog Mattis,http://blocgame.com/alliancestats.php?allianceid=2045,43k active personnel,0 ships,Finest of the 19th century,None,Good,last online 1 hours ago,rankings.php?subregion=atl,The Order,$436 million,alliancestats.php?allianceid=2045,Atlas,Plentiful,Meagre,http://blocgame.com/rankings.php?subregion=atl,26927 km 2,http://blocgame.com/stats.php?id=63476,2287 Mbbl,,,Normal,4 Hundred Tons per month,3 Mbbl per month
Violent Vegans,SnakeBombs,http://blocgame.com/alliancestats.php?allianceid=2042,38k active personnel,0 ships,First World War surplus,1 factory,Standard,last online 2 hours ago,rankings.php?subregion=atl,Interpol,$435 million,alliancestats.php?allianceid=2042,Atlas,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=atl,27924 km 2,http://blocgame.com/stats.php?id=48869,4793 Mbbl; 4 Mbbl,,,Good,9 Hundred Tons per month,4 Mbbl per month
Uzbekistan.,Ittin,http://blocgame.com/alliancestats.php?allianceid=2049,52k active personnel,0 ships,First World War surplus,None,Good,online now,rankings.php?subregion=per,Brotherhood of Nod,$435 million,alliancestats.php?allianceid=2049,Persia,,Small,http://blocgame.com/rankings.php?subregion=per,27882 km 2,http://blocgame.com/stats.php?id=59590,2548 Mbbl; 5 Mbbl,,,Nice,9 Hundred Tons per month,5 Mbbl per month
Tyanra,SaffronMerchant,http://blocgame.com/alliancestats.php?allianceid=2064,38k active personnel,0 ships,First World War surplus,None,Good,online now,rankings.php?subregion=sub,SPQR,$435 million,alliancestats.php?allianceid=2064,The Subcontinent,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=sub,27535 km 2,http://blocgame.com/stats.php?id=60365,561 Mbbl; 1 Mbbl,,,Normal,9 Hundred Tons per month,1 Mbbl per month
Crapostan,King Guamba,http://blocgame.com/alliancestats.php?allianceid=2049,30k active personnel,0 ships,Finest of the 19th century,None,Poor,last online 7 hours ago,rankings.php?subregion=mes,Brotherhood of Nod,$434 million,alliancestats.php?allianceid=2049,Mesopotamia,Untapped,Small,http://blocgame.com/rankings.php?subregion=mes,26899 km 2,http://blocgame.com/stats.php?id=44789,5926 Mbbl; 3 Mbbl,,,Good,4 Hundred Tons per month,3 Mbbl per month
Biji Kurdistan,Myron2point0,http://blocgame.com/alliancestats.php?allianceid=2073,12k active personnel,0 ships,First World War surplus,None,Elite,last online 8 hours ago,rankings.php?subregion=mes,Comintern,$433 million,alliancestats.php?allianceid=2073,Mesopotamia,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=mes,26682 km 2,http://blocgame.com/stats.php?id=52906,4980 Mbbl; 8 Mbbl,,,Nice,4 Hundred Tons per month,8 Mbbl per month
Argon,Argus,http://blocgame.com/alliancestats.php?allianceid=2042,44k active personnel,0 ships,First World War surplus,1 factory,Standard,last online 10 hours ago,rankings.php?subregion=atl,Interpol,$430 million,alliancestats.php?allianceid=2042,Atlas,Untapped,Small,http://blocgame.com/rankings.php?subregion=atl,27589 km 2,http://blocgame.com/stats.php?id=57323,2694 Mbbl; 6 Mbbl,,,Good,11 Hundred Tons per month,6 Mbbl per month
Leche,ElHombreLeche,http://blocgame.com/alliancestats.php?allianceid=2054,27k active personnel,0 ships,First World War surplus,None,Elite,last online 33 hours ago,rankings.php?subregion=per,TheAccountantRevenge,$429 million,alliancestats.php?allianceid=2054,Persia,Untapped,Small,http://blocgame.com/rankings.php?subregion=per,26721 km 2,http://blocgame.com/stats.php?id=62425,2321 Mbbl; 2 Mbbl,,,Angelic,4 Hundred Tons per month,2 Mbbl per month
Swagvila,Saddam Hussgay,,20k active personnel,0 ships,First World War surplus,None,Elite,last online 5 hours ago,rankings.php?subregion=chi,,$428 million,,China,Untapped,Small,http://blocgame.com/rankings.php?subregion=chi,23865 km 2,http://blocgame.com/stats.php?id=45990,,,,Good,5 Hundred Tons per month,
Lyranistan,Lyranistan,http://blocgame.com/alliancestats.php?allianceid=2049,42k active personnel,0 ships,First World War surplus,1 factory,Standard,online now,rankings.php?subregion=mes,Brotherhood of Nod,$428 million,alliancestats.php?allianceid=2049,Mesopotamia,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=mes,27530 km 2,http://blocgame.com/stats.php?id=56860,2164 Mbbl; 8 Mbbl,,,Good,8 Hundred Tons per month,8 Mbbl per month
Walmart,Jeddy,http://blocgame.com/alliancestats.php?allianceid=2042,36k active personnel,0 ships,First World War surplus,1 factory,Good,online now,rankings.php?subregion=chi,Interpol,$426 million,alliancestats.php?allianceid=2042,China,Untapped,Small,http://blocgame.com/rankings.php?subregion=chi,27367 km 2,http://blocgame.com/stats.php?id=57903,272 Mbbl; 5 Mbbl,,,Good,9 Hundred Tons per month,5 Mbbl per month
Kyranistan,Michael Hussain,http://blocgame.com/alliancestats.php?allianceid=2049,39k active personnel,0 ships,First World War surplus,None,Standard,last online 6 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$426 million,alliancestats.php?allianceid=2049,Persia,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=per,27330 km 2,http://blocgame.com/stats.php?id=61263,8390 Mbbl; 4 Mbbl,,,Mad Dog,5 Hundred Tons per month,4 Mbbl per month
Stuleja,Płetwonurkov,http://blocgame.com/alliancestats.php?allianceid=2041,35k active personnel,0 ships,First World War surplus,None,Elite,last online 38 hours ago,rankings.php?subregion=saf,Lithuanian Coalition,$425 million,alliancestats.php?allianceid=2041,Southern Africa,Untapped,Small,http://blocgame.com/rankings.php?subregion=saf,27728 km 2,http://blocgame.com/stats.php?id=61524,132 Mbbl,,,Isolated,9 Hundred Tons per month,4 Mbbl per month
FreakTopia,Remington Steel,http://blocgame.com/alliancestats.php?allianceid=2045,33k active personnel,0 ships,First World War surplus,1 factory,Elite,online now,rankings.php?subregion=sub,The Order,$422 million,alliancestats.php?allianceid=2045,The Subcontinent,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=sub,27891 km 2,http://blocgame.com/stats.php?id=45527,275 Mbbl,,,Normal,9 Hundred Tons per month,3 Mbbl per month
Celtic Nations,BigWilly526,http://blocgame.com/alliancestats.php?allianceid=2049,35k active personnel,0 ships,First World War surplus,1 factory,Elite,online now,rankings.php?subregion=per,Brotherhood of Nod,$421 million,alliancestats.php?allianceid=2049,Persia,Untapped,Small,http://blocgame.com/rankings.php?subregion=per,27330 km 2,http://blocgame.com/stats.php?id=7511,2550 Mbbl; 4 Mbbl,,,Nice,6 Hundred Tons per month,4 Mbbl per month
