country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,uranium,region,alignment,territory,pageUrl
SheqelJewSheqel,gotzathe,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 168 hours ago,2 Hundred Tons per month,1 Mbbl per month,Central Planning,$447 million,1 Mbbl,Untapped,None,,Arabia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63459
Black Widow,Protego,The Order,33k active personnel,0 ships,First World War surplus,Nice,1 factory,Good,last online 12 hours ago,7 Hundred Tons per month,5 Mbbl per month,Central Planning,$446 million,4467 Mbbl; 5 Mbbl,Untapped,Meagre,,Arabia,Soviet Union,28534 km 2,http://blocgame.com/stats.php?id=62290
Walletia,walletguy,The United Nations,39k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 1 hours ago,8 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$446 million,,Untapped,Small,,Caribbean,United States,23569 km 2,http://blocgame.com/stats.php?id=62978
fjortonattio8,fiveonesix,The Order,8k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 3 hours ago,13 Hundred Tons per month,4 Mbbl per month,Free Market,$446 million,228 Mbbl,,None,,Gran Colombia,United States,18602 km 2,http://blocgame.com/stats.php?id=63413
Osthen,Thesauronsservant,,14k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 156 hours ago,4 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$445 million,1 Mbbl,Untapped,None,,China,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=50229
axmbest,amsyah80,,6k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 73 hours ago,3 Hundred Tons per month,2 Mbbl per month,Central Planning,$445 million,206 Mbbl; 2 Mbbl,Untapped,Meagre,,Pacific Rim,Soviet Union,13477 km 2,http://blocgame.com/stats.php?id=61772
SOPF,Johnathinski Weston,Farmington Brigade,30k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 9 hours ago,9 Hundred Tons per month,4 Mbbl per month,Central Planning,$445 million,250 Mbbl; 4 Mbbl,Untapped,Meagre,,East Indies,Soviet Union,16335 km 2,http://blocgame.com/stats.php?id=62841
Corrington,AlexChristofis,,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 166 hours ago,2 Hundred Tons per month,,Free Market,$445 million,,Untapped,None,,The Subcontinent,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63548
Dyllion,lynchifer,,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 166 hours ago,2 Hundred Tons per month,,Free Market,$445 million,5495 Mbbl,Untapped,None,,Persia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63550
Habsburg,Franz Joseph XI,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 162 hours ago,3 Hundred Tons per month,,Central Planning,$445 million,61 Mbbl,Untapped,None,,Southern Africa,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63620
Some Dude,Fire the Great,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 162 hours ago,4 Hundred Tons per month,,Mixed Economy,$445 million,,Untapped,None,,The Subcontinent,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63628
whitmanistan,slim,The Order,44k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,online now,10 Hundred Tons per month,5 Mbbl per month,Free Market,$444 million,2754 Mbbl; 5 Mbbl,Plentiful,Small,,Mesopotamia,United States,29735 km 2,http://blocgame.com/stats.php?id=36344
M�rg,albertps,The United Nations,58k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Standard,last online 1 hours ago,14 Hundred Tons per month,9 Mbbl per month,Central Planning,$442 million,42 Mbbl; 9 Mbbl,Untapped,Mediocre,,East Indies,Soviet Union,31595 km 2,http://blocgame.com/stats.php?id=58356
Mys glory,Mhanes27,The Order,40k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,online now,10 Hundred Tons per month,5 Mbbl per month,Central Planning,$442 million,432 Mbbl; 5 Mbbl,Untapped,Mediocre,,Pacific Rim,Soviet Union,20470 km 2,http://blocgame.com/stats.php?id=62396
Dongo Congo,monicalman0821,The Order,38k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 2 hours ago,7 Hundred Tons per month,2 Mbbl per month,Free Market,$442 million,476 Mbbl,Plentiful,Meagre,,Caribbean,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63671
eQna8,Dave_Smith,The Order,35k active personnel,0 ships,First World War surplus,Angelic,1 factory,Elite,last online 4 hours ago,17 Hundred Tons per month,,Central Planning,$441 million,56 Mbbl,Untapped,Meagre,,Congo,Soviet Union,31289 km 2,http://blocgame.com/stats.php?id=48695
Treehouse,Number One,The High Council,18k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 10 hours ago,4 Hundred Tons per month,1 Mbbl per month,Central Planning,$441 million,479 Mbbl; 1 Mbbl,Untapped,Meagre,,Indochina,United States,20000 km 2,http://blocgame.com/stats.php?id=58889
Dondang Sayang,Cempaka Sari,,9k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 21 hours ago,3 Hundred Tons per month,8 Mbbl per month,Mixed Economy,$441 million,194 Mbbl; 8 Mbbl,Untapped,None,,East Indies,United States,16335 km 2,http://blocgame.com/stats.php?id=60628
Ikeland,ike the freakin awesome,,23k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 5 hours ago,3 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$441 million,309 Mbbl; 2 Mbbl,Untapped,Meagre,,China,Soviet Union,15850 km 2,http://blocgame.com/stats.php?id=62694
Junovia,dontworryaboutit,,10k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,online now,6 Hundred Tons per month,3 Mbbl per month,Free Market,$441 million,179 Mbbl; 3 Mbbl,Untapped,Small,,Pacific Rim,Neutral,19292 km 2,http://blocgame.com/stats.php?id=63088
Vekta,Strongbad,The High Council,41k active personnel,0 ships,Finest of the 19th century,Angelic,1 factory,Elite,online now,3 Hundred Tons per month,3 Mbbl per month,Central Planning,$440 million,448 Mbbl; 3 Mbbl,Untapped,Small,,Pacific Rim,Soviet Union,28685 km 2,http://blocgame.com/stats.php?id=46288
Utea,SephiXarados,The Order,36k active personnel,0 ships,First World War surplus,Nice,1 factory,Standard,online now,9 Hundred Tons per month,2 Mbbl per month,Free Market,$440 million,242 Mbbl; 2 Mbbl,Untapped,Meagre,,Amazonia,United States,30456 km 2,http://blocgame.com/stats.php?id=49905
Kergia,Haidir Hasim,,8k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 126 hours ago,2 Hundred Tons per month,,Mixed Economy,$440 million,,Untapped,None,,Arabia,Neutral,11120 km 2,http://blocgame.com/stats.php?id=60940
Malaysia Raya,Ben Laden,,20k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 47 hours ago,5 Hundred Tons per month,1 Mbbl per month,Central Planning,$440 million,1 Mbbl,Untapped,Meagre,,East Indies,Neutral,20000 km 2,http://blocgame.com/stats.php?id=61845
Justice,Tommy Scrumptious,Brotherhood of Nod,31k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Elite,last online 36 hours ago,5 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$440 million,3836 Mbbl,Untapped,Meagre,,Mesopotamia,Soviet Union,24386 km 2,http://blocgame.com/stats.php?id=62975
Nueva Occitania,Aurelio de Tolosa,The Order,11k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 43 hours ago,5 Hundred Tons per month,5 Mbbl per month,Mixed Economy,$440 million,221 Mbbl; 5 Mbbl,Untapped,Meagre,,Gran Colombia,Soviet Union,29802 km 2,http://blocgame.com/stats.php?id=63119
Jewish Horde,Goldstein Khan,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Good,last online 105 hours ago,2 Hundred Tons per month,2 Mbbl per month,Free Market,$440 million,2 Mbbl,Untapped,None,,Arabia,Neutral,13477 km 2,http://blocgame.com/stats.php?id=63508
Crayola,baker greg,The Order,45k active personnel,0 ships,Finest of the 19th century,Questionable,None,Standard,last online 3 hours ago,5 Hundred Tons per month,6 Mbbl per month,Free Market,$440 million,1394 Mbbl,Untapped,Small,,Egypt,United States,26656 km 2,http://blocgame.com/stats.php?id=63958
Aryana,Williarsk,Che Guevara League,17k active personnel,0 ships,First World War surplus,Questionable,1 factory,Poor,last online 3 hours ago,13 Hundred Tons per month,2 Mbbl per month,Central Planning,$438 million,291 Mbbl; 2 Mbbl,Plentiful,None,,Gran Colombia,Soviet Union,16500 km 2,http://blocgame.com/stats.php?id=2313
durkastan,ned kelly,The Order,40k active personnel,0 ships,First World War surplus,Nice,1 factory,Good,last online 17 hours ago,13 Hundred Tons per month,13 Mbbl per month,Free Market,$438 million,2070 Mbbl,Untapped,Mediocre,1 Tons,Arabia,United States,32721 km 2,http://blocgame.com/stats.php?id=40488
Ozark,zerov75,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 166 hours ago,2 Hundred Tons per month,,Mixed Economy,$438 million,,Untapped,None,,Gran Colombia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=57105
Satan kingdom,alistan1987,,6k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 10 hours ago,2 Hundred Tons per month,,Central Planning,$438 million,,Untapped,None,,East Indies,Neutral,11345 km 2,http://blocgame.com/stats.php?id=60809
gong badang,yusjimmy,PIRATES,39k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 6 hours ago,6 Hundred Tons per month,8 Mbbl per month,Mixed Economy,$438 million,1797 Mbbl,Untapped,Small,,Arabia,United States,23665 km 2,http://blocgame.com/stats.php?id=61914
Iwo Jima,Tadamichi Kuribayashi,The Order,43k active personnel,0 ships,First World War surplus,Angelic,1 factory,Elite,online now,7 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$438 million,427 Mbbl; 2 Mbbl,Untapped,Small,,Pacific Rim,Soviet Union,28118 km 2,http://blocgame.com/stats.php?id=63259
Sand Dunes,Osama bin Lagging,,6k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 166 hours ago,3 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$438 million,3922 Mbbl; 2 Mbbl,Untapped,None,,Mesopotamia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63540
Assadistan,Mujahideen,,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 164 hours ago,2 Hundred Tons per month,,Free Market,$438 million,,Untapped,None,,Mesopotamia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63608
Strath,Finn Hunter,The Order,36k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 14 hours ago,16 Hundred Tons per month,5 Mbbl per month,Central Planning,$437 million,350 Mbbl; 5 Mbbl,Untapped,Small,,Southern Cone,Soviet Union,27330 km 2,http://blocgame.com/stats.php?id=61471
Conadada,EmperorColt,,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 156 hours ago,2 Hundred Tons per month,,Free Market,$437 million,,Untapped,None,,Egypt,Neutral,13613 km 2,http://blocgame.com/stats.php?id=62785
Winter,Winterchan,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 169 hours ago,2 Hundred Tons per month,,Free Market,$437 million,,Untapped,None,,Persia,Neutral,16010 km 2,http://blocgame.com/stats.php?id=63434
someplace,59ekim,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 168 hours ago,2 Hundred Tons per month,,Central Planning,$437 million,,Untapped,None,,China,Neutral,16172 km 2,http://blocgame.com/stats.php?id=63487
The Hegemony,Peter Wiggin,Interpol,32k active personnel,0 ships,First World War surplus,Angelic,1 factory,Elite,last online 5 hours ago,2 Hundred Tons per month,2 Mbbl per month,Free Market,$436 million,177 Mbbl,Depleted,Small,,Gran Colombia,United States,21175 km 2,http://blocgame.com/stats.php?id=40840
Ceannesburg,theorange0,Brotherhood of Zion,38k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,online now,8 Hundred Tons per month,6 Mbbl per month,Mixed Economy,$436 million,92 Mbbl,Untapped,Small,,Mesoamerica,United States,23765 km 2,http://blocgame.com/stats.php?id=56500
Marijuana,Weed is Good the III,Brotherhood of Nod,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Undisciplined Rabble,last online 74 hours ago,7 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$436 million,,Untapped,None,,Caribbean,United States,13613 km 2,http://blocgame.com/stats.php?id=56663
Psilocybis,Lysergix,Brotherhood of Nod,24k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 5 hours ago,7 Hundred Tons per month,5 Mbbl per month,Central Planning,$436 million,1402 Mbbl; 5 Mbbl,,Meagre,,Persia,Soviet Union,19602 km 2,http://blocgame.com/stats.php?id=62795
Tetsunoshima,Greyjoy,,39k active personnel,0 ships,First World War surplus,Angelic,None,Good,last online 11 hours ago,5 Hundred Tons per month,1 Mbbl per month,Central Planning,$435 million,299 Mbbl; 1 Mbbl,Untapped,Small,,Pacific Rim,Neutral,23665 km 2,http://blocgame.com/stats.php?id=47444
Potatopia,DoomPotato,Brotherhood of Zion,19k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 20 hours ago,3 Hundred Tons per month,7 Mbbl per month,Central Planning,$435 million,4906 Mbbl; 7 Mbbl,Untapped,Somewhat Large,,Egypt,Soviet Union,23830 km 2,http://blocgame.com/stats.php?id=54037
Cenation,Sir Camelot,,10k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 132 hours ago,2 Hundred Tons per month,,Central Planning,$435 million,,Untapped,None,,Egypt,Neutral,16335 km 2,http://blocgame.com/stats.php?id=59789
Nueva Galicia,FedericoDionisi,Che Guevara League,18k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 8 hours ago,4 Hundred Tons per month,1 Mbbl per month,Central Planning,$435 million,114 Mbbl; 1 Mbbl,Untapped,None,,Southern Cone,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=60349
Titiwangsa,Orga,PIRATES,55k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 4 hours ago,5 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$435 million,148 Mbbl; 2 Mbbl,,Mediocre,1 Tons,East Indies,United States,19897 km 2,http://blocgame.com/stats.php?id=61596
Dredd\\\'s,Dredd,Brotherhood of Nod,36k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 8 hours ago,8 Hundred Tons per month,7 Mbbl per month,Central Planning,$435 million,3298 Mbbl; 7 Mbbl,Untapped,Mediocre,,Mesopotamia,Soviet Union,27330 km 2,http://blocgame.com/stats.php?id=62798
Kanatia,Abrican,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 153 hours ago,2 Hundred Tons per month,,Mixed Economy,$434 million,,Untapped,None,,Persia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=40298
ghostricks,dullagamur,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 153 hours ago,2 Hundred Tons per month,,Central Planning,$434 million,,Untapped,None,,Pacific Rim,Neutral,16335 km 2,http://blocgame.com/stats.php?id=53159
Durka-Durkastan,tijnmans,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 156 hours ago,2 Hundred Tons per month,,Mixed Economy,$434 million,,Untapped,None,,Arabia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=57908
najibpundek,Syahmisaid,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 67 hours ago,6 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$434 million,103 Mbbl; 3 Mbbl,Untapped,None,,Indochina,United States,16335 km 2,http://blocgame.com/stats.php?id=61859
Meiji,HiroShiro,The Order,22k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Poor,last online 19 hours ago,4 Hundred Tons per month,3 Mbbl per month,Central Planning,$434 million,468 Mbbl,Untapped,Meagre,,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63464
Scart,Scotify,,6k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 138 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$433 million,1723 Mbbl; 1 Mbbl,Untapped,None,,Arabia,Soviet Union,19602 km 2,http://blocgame.com/stats.php?id=48581
The Sound,Lord Orochimaru,The High Council,25k active personnel,0 ships,First World War surplus,Nice,None,Elite,last online 21 hours ago,4 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$433 million,516 Mbbl; 2 Mbbl,Untapped,Meagre,,East Indies,Soviet Union,22962 km 2,http://blocgame.com/stats.php?id=55197
Rzechovxlovkia,M.Hariz,SPQR,7k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 135 hours ago,2 Hundred Tons per month,,Central Planning,$433 million,,Untapped,None,,Arabia,Neutral,13477 km 2,http://blocgame.com/stats.php?id=61967
Kommandostan,plerer,,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 83 hours ago,3 Hundred Tons per month,1 Mbbl per month,Free Market,$432 million,1778 Mbbl,Untapped,None,,Mesopotamia,Neutral,11231 km 2,http://blocgame.com/stats.php?id=61002
Hugo Boss,Lucius:^),,8k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 132 hours ago,5 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$432 million,,Untapped,None,,Southern Cone,Soviet Union,16335 km 2,http://blocgame.com/stats.php?id=63525
Celtic Nations,BigWilly526,Brotherhood of Nod,35k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 6 hours ago,11 Hundred Tons per month,6 Mbbl per month,Central Planning,$431 million,2500 Mbbl; 6 Mbbl,Untapped,Meagre,,Persia,Soviet Union,27924 km 2,http://blocgame.com/stats.php?id=7511
