country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,uranium,region,alignment,territory,pageUrl
Syphirious,Doxal,Interpol,53k active personnel,0 ships,First World War surplus,Angelic,1 factory,Elite,last online 2 hours ago,14 Hundred Tons per month,23 Mbbl per month,Central Planning,$659 million,3226 Mbbl; 23 Mbbl,Plentiful,Meagre,,Mesopotamia,Soviet Union,34167 km 2,http://blocgame.com/stats.php?id=59670
Reim,Azrael,The High Council,59k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 3 hours ago,15 Hundred Tons per month,4 Mbbl per month,Central Planning,$652 million,444 Mbbl; 4 Mbbl,Untapped,Meagre,,Pacific Rim,Soviet Union,36455 km 2,http://blocgame.com/stats.php?id=41073
Kek Slovakia,Fidel Kekstro,The Order,73k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,last online 2 hours ago,8 Hundred Tons per month,5 Mbbl per month,Central Planning,$653 million,316 Mbbl; 5 Mbbl,Untapped,Mediocre,,Pacific Rim,Soviet Union,34330 km 2,http://blocgame.com/stats.php?id=63462
Roskaposti,Mitt Romney XIIV,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 157 hours ago,2 Hundred Tons per month,,Mixed Economy,$688 million,,Untapped,None,,Pacific Rim,Neutral,13477 km 2,http://blocgame.com/stats.php?id=50604
Batu putih,Harzan,The Federal Colonies,9k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 2 hours ago,6 Hundred Tons per month,4 Mbbl per month,Central Planning,$704 million,294 Mbbl,Untapped,Mediocre,,East Indies,Soviet Union,13477 km 2,http://blocgame.com/stats.php?id=61926
Byzantium,The Wolf,The United Nations,38k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,online now,15 Hundred Tons per month,12 Mbbl per month,Free Market,$651 million,5119 Mbbl,Untapped,Somewhat Large,,Mesopotamia,United States,33379 km 2,http://blocgame.com/stats.php?id=41125
Turbanistan,eromer2,The Order,34k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,last online 1 hours ago,12 Hundred Tons per month,3 Mbbl per month,Central Planning,$656 million,497 Mbbl; 3 Mbbl,Untapped,Mediocre,,The Subcontinent,Soviet Union,30082 km 2,http://blocgame.com/stats.php?id=63007
Thunderclap,LittleRedKing,,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 113 hours ago,4 Hundred Tons per month,,Central Planning,$683 million,,Untapped,None,,East Indies,Neutral,13613 km 2,http://blocgame.com/stats.php?id=63156
Lolesco,Lolesco,The Order,37k active personnel,0 ships,First World War surplus,Normal,1 factory,Standard,last online 1 hours ago,13 Hundred Tons per month,9 Mbbl per month,Free Market,$639 million,2359 Mbbl; 9 Mbbl,Untapped,Mediocre,,Mesopotamia,United States,35930 km 2,http://blocgame.com/stats.php?id=48289
Uzbekistan.,Ittin,Brotherhood of Nod,37k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 3 hours ago,12 Hundred Tons per month,6 Mbbl per month,Central Planning,$644 million,2878 Mbbl; 6 Mbbl,,Mediocre,,Persia,Soviet Union,35564 km 2,http://blocgame.com/stats.php?id=59590
����������,������ �������,The High Council,39k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,online now,12 Hundred Tons per month,3 Mbbl per month,Central Planning,$649 million,34 Mbbl; 3 Mbbl,Untapped,Meagre,,Gran Colombia,Soviet Union,33414 km 2,http://blocgame.com/stats.php?id=54626
KaleCepo,sultan lee,The High Council,79k active personnel,1 ships,First World War surplus,Angelic,3 factories,Good,last online 6 hours ago,30 Hundred Tons per month,11 Mbbl per month,Free Market,$621 million,878 Mbbl,Untapped,Large,,East Indies,United States,43553 km 2,http://blocgame.com/stats.php?id=60711
TheDarkSide,LordVader,The Federal Colonies,47k active personnel,0 ships,First World War surplus,Good,1 factory,Standard,last online 6 hours ago,13 Hundred Tons per month,1 Mbbl per month,Central Planning,$654 million,313 Mbbl; 1 Mbbl,Plentiful,Large,,East Indies,Soviet Union,37285 km 2,http://blocgame.com/stats.php?id=63139
Shekel Land,Sheklesteinthefourth,The Order,52k active personnel,0 ships,First World War surplus,Nice,None,Elite,last online 6 hours ago,8 Hundred Tons per month,3 Mbbl per month,Central Planning,$638 million,4852 Mbbl; 3 Mbbl,Untapped,Somewhat Large,,Egypt,Soviet Union,34479 km 2,http://blocgame.com/stats.php?id=54689
Wafflonia,Stellarwaffle,SPQR,50k active personnel,0 ships,First World War surplus,Mad Dog,1 factory,Elite,last online 2 hours ago,9 Hundred Tons per month,6 Mbbl per month,Central Planning,$644 million,3930 Mbbl; 6 Mbbl,Untapped,Mediocre,,Egypt,Soviet Union,30864 km 2,http://blocgame.com/stats.php?id=63064
Arina,Hakir,Interpol,35k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 5 hours ago,7 Hundred Tons per month,2 Mbbl per month,Free Market,$653 million,197 Mbbl,Untapped,Mediocre,,Amazonia,United States,30995 km 2,http://blocgame.com/stats.php?id=54480
epf,kwsp,The Federal Colonies,59k active personnel,0 ships,Finest of the 19th century,Angelic,2 factories,Elite,last online 6 hours ago,17 Hundred Tons per month,5 Mbbl per month,Free Market,$631 million,233 Mbbl,Untapped,Somewhat Large,,East Indies,United States,36855 km 2,http://blocgame.com/stats.php?id=63191
Mont Blanc,Tesco,,35k active personnel,0 ships,First World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 2 hours ago,4 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$651 million,1035 Mbbl; 4 Mbbl,,None,,Arabia,United States,10790 km 2,http://blocgame.com/stats.php?id=62644
Artimba,Scepticus,,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 146 hours ago,2 Hundred Tons per month,1 Mbbl per month,Free Market,$673 million,776 Mbbl,Untapped,Meagre,,Persia,Neutral,13477 km 2,http://blocgame.com/stats.php?id=63600
Conrad,Waled,,23k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 1 hours ago,15 Hundred Tons per month,11 Mbbl per month,Mixed Economy,$650 million,4974 Mbbl,Near Depletion,Mediocre,,Egypt,United States,23216 km 2,http://blocgame.com/stats.php?id=62640
Opallia,Opal,The Order,39k active personnel,0 ships,First World War surplus,Normal,1 factory,Standard,last online 2 hours ago,12 Hundred Tons per month,2 Mbbl per month,Free Market,$634 million,360 Mbbl,Untapped,Small,,Mesoamerica,United States,32657 km 2,http://blocgame.com/stats.php?id=63666
Minmaxia,Reanchi,Brotherhood of Zion,45k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 3 hours ago,7 Hundred Tons per month,4 Mbbl per month,Central Planning,$634 million,3313 Mbbl; 4 Mbbl,Untapped,Meagre,,Mesopotamia,Soviet Union,34520 km 2,http://blocgame.com/stats.php?id=40270
Thair,Tacoonastick,Brotherhood of Zion,19k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Good,last online 24 hours ago,5 Hundred Tons per month,3 Mbbl per month,Central Planning,$655 million,300 Mbbl; 3 Mbbl,,None,,Congo,Soviet Union,15851 km 2,http://blocgame.com/stats.php?id=60955
Antah_Berantah,zonda,,7k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 122 hours ago,2 Hundred Tons per month,1 Mbbl per month,Central Planning,$670 million,284 Mbbl; 1 Mbbl,Untapped,Small,,East Indies,Soviet Union,12948 km 2,http://blocgame.com/stats.php?id=62247
Hitlerwasright,Louis C Cuck,The Order,59k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Standard,online now,4 Hundred Tons per month,9 Mbbl per month,Free Market,$636 million,1531 Mbbl,Near Depletion,Mediocre,,Arabia,United States,30157 km 2,http://blocgame.com/stats.php?id=59621
Kekistonia,Mad Dog Mattis,The Order,45k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 11 hours ago,10 Hundred Tons per month,10 Mbbl per month,Central Planning,$643 million,2652 Mbbl,Untapped,Mediocre,,Atlas,Soviet Union,31122 km 2,http://blocgame.com/stats.php?id=63476
Southern Africa,TheMaster_ZA,The Order,37k active personnel,0 ships,First World War surplus,Normal,1 factory,Elite,last online 5 hours ago,12 Hundred Tons per month,3 Mbbl per month,Central Planning,$625 million,240 Mbbl,Untapped,Meagre,,Southern Africa,Soviet Union,38642 km 2,http://blocgame.com/stats.php?id=48410
Conwolves,Sinz,Brotherhood of Zion,38k active personnel,0 ships,First World War surplus,Angelic,1 factory,Elite,last online 1 hours ago,7 Hundred Tons per month,4 Mbbl per month,Central Planning,$627 million,3614 Mbbl; 4 Mbbl,Untapped,Meagre,,Arabia,Neutral,24165 km 2,http://blocgame.com/stats.php?id=50890
kobisbunga,kobis,Brotherhood of Nod,20k active personnel,0 ships,First World War surplus,Angelic,1 factory,Elite,last online 9 hours ago,5 Hundred Tons per month,3 Mbbl per month,Free Market,$655 million,253 Mbbl; 3 Mbbl,Untapped,Meagre,,East Indies,United States,20000 km 2,http://blocgame.com/stats.php?id=61609
Honesty,Fury,SPQR,3k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 22 hours ago,7 Hundred Tons per month,,Free Market,$670 million,,Untapped,None,,Mesopotamia,United States,11119 km 2,http://blocgame.com/stats.php?id=62094
Tano,geox123,,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Elite,last online 159 hours ago,4 Hundred Tons per month,2 Mbbl per month,Free Market,$663 million,244 Mbbl,Untapped,None,,Caribbean,United States,16667 km 2,http://blocgame.com/stats.php?id=63400
Darkstone,Trakel,The High Council,67k active personnel,0 ships,First World War surplus,Angelic,1 factory,Elite,online now,20 Hundred Tons per month,13 Mbbl per month,Central Planning,$616 million,5172 Mbbl; 13 Mbbl,Untapped,Mediocre,,Arabia,Soviet Union,37000 km 2,http://blocgame.com/stats.php?id=57176
Smyrno,Mallow,The Order,39k active personnel,0 ships,First World War surplus,Angelic,1 factory,Elite,online now,4 Hundred Tons per month,9 Mbbl per month,Central Planning,$630 million,8157 Mbbl,Untapped,Mediocre,,Arabia,Soviet Union,34791 km 2,http://blocgame.com/stats.php?id=62960
Whitey,Knee Grow,Brotherhood of Zion,39k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 5 hours ago,15 Hundred Tons per month,7 Mbbl per month,Free Market,$635 million,5356 Mbbl; 7 Mbbl,Untapped,Mediocre,,Egypt,United States,30250 km 2,http://blocgame.com/stats.php?id=4816
Latveria,Doom,The High Council,9k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 71 hours ago,2 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$647 million,2 Mbbl,Untapped,None,,Mesopotamia,United States,19994 km 2,http://blocgame.com/stats.php?id=57009
August,Keile,,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 179 hours ago,4 Hundred Tons per month,4 Mbbl per month,Free Market,$661 million,3944 Mbbl,Untapped,None,,Egypt,Soviet Union,16500 km 2,http://blocgame.com/stats.php?id=63439
Ferma,President Jacobo Vincenzo,Brotherhood of Zion,29k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 3 hours ago,17 Hundred Tons per month,,Free Market,$642 million,178 Mbbl,Untapped,Large,,Southern Cone,United States,27656 km 2,http://blocgame.com/stats.php?id=58784
Sheena,Lord Alphus Maximus Spaz,The Order,2k active personnel,0 ships,First World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 15 hours ago,2 Hundred Tons per month,2 Mbbl per month,Central Planning,$668 million,286 Mbbl; 2 Mbbl,Untapped,Meagre,,Congo,United States,13343 km 2,http://blocgame.com/stats.php?id=62190
KingBding,King B,Brotherhood of Zion,22k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 1 hours ago,9 Hundred Tons per month,3 Mbbl per month,Central Planning,$648 million,360 Mbbl; 3 Mbbl,Untapped,Mediocre,,Southern Africa,Soviet Union,23665 km 2,http://blocgame.com/stats.php?id=63205
Mongolstan,Khan,Brotherhood of Zion,47k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Poor,last online 7 hours ago,18 Hundred Tons per month,3 Mbbl per month,Central Planning,$621 million,550 Mbbl; 3 Mbbl,Untapped,Large,,China,Soviet Union,36625 km 2,http://blocgame.com/stats.php?id=47945
Jerai,muadz.zulkar9,,8k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 155 hours ago,2 Hundred Tons per month,7 Mbbl per month,Free Market,$649 million,1002 Mbbl; 7 Mbbl,Untapped,Meagre,,Atlas,United States,17124 km 2,http://blocgame.com/stats.php?id=60621
Kukulala,Unkel,The High Council,20k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 62 hours ago,8 Hundred Tons per month,4 Mbbl per month,Free Market,$628 million,433 Mbbl,Untapped,Mediocre,1 Tons,Indochina,United States,32597 km 2,http://blocgame.com/stats.php?id=60796
Brunstovia,Zat Other Guy,,1k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 17 hours ago,5 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$648 million,322 Mbbl; 1 Mbbl,,Small,,China,United States,16011 km 2,http://blocgame.com/stats.php?id=62648
Umpauna,Sarsy Parsy,The High Council,49k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Poor,last online 16 hours ago,4 Hundred Tons per month,3 Mbbl per month,Central Planning,$646 million,4965 Mbbl; 3 Mbbl,Untapped,Mediocre,,Mesopotamia,Soviet Union,22526 km 2,http://blocgame.com/stats.php?id=56092
TerapBuduLipis,SyedRazi,The High Council,59k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 1 hours ago,12 Hundred Tons per month,6 Mbbl per month,Central Planning,$625 million,55 Mbbl; 6 Mbbl,Untapped,Mediocre,1 Tons,Indochina,Soviet Union,33042 km 2,http://blocgame.com/stats.php?id=60513
Worthless Sand,Spirit of Saddam Hussein,Brotherhood of Nod,19k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 6 hours ago,9 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$658 million,3726 Mbbl; 3 Mbbl,Untapped,Mediocre,,Mesopotamia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63192
Dess,Raktai,The Order,56k active personnel,0 ships,First World War surplus,Gandhi-like,2 factories,Standard,last online 11 hours ago,8 Hundred Tons per month,3 Mbbl per month,Free Market,$616 million,210 Mbbl,Untapped,Meagre,,Pacific Rim,United States,29641 km 2,http://blocgame.com/stats.php?id=63586
Aeter,Anima6778,The Order,49k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,online now,11 Hundred Tons per month,3 Mbbl per month,Central Planning,$616 million,575 Mbbl; 3 Mbbl,Untapped,Small,,Congo,Soviet Union,33750 km 2,http://blocgame.com/stats.php?id=61960
Wladimiria,Estagon,Divine League,58k active personnel,1 ships,First World War surplus,Gandhi-like,2 factories,Poor,last online 2 hours ago,3 Hundred Tons per month,8 Mbbl per month,Central Planning,$621 million,4195 Mbbl; 8 Mbbl,Untapped,Somewhat Large,,Mesopotamia,Soviet Union,31961 km 2,http://blocgame.com/stats.php?id=52318
Utopiastan,SilmAlpha,The High Council,39k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,online now,21 Hundred Tons per month,6 Mbbl per month,Central Planning,$616 million,959 Mbbl; 6 Mbbl,Untapped,Mediocre,,Guinea,Soviet Union,36383 km 2,http://blocgame.com/stats.php?id=56876
RadYugoslavija,Cobraaahhh1,The High Council,19k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 6 hours ago,15 Hundred Tons per month,7 Mbbl per month,Central Planning,$621 million,60 Mbbl; 7 Mbbl,,Small,,Pacific Rim,Soviet Union,34093 km 2,http://blocgame.com/stats.php?id=62615
Junoma,VicReyes,Brotherhood of Zion,20k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 12 hours ago,7 Hundred Tons per month,2 Mbbl per month,Free Market,$624 million,410 Mbbl; 2 Mbbl,Untapped,Small,,Southern Cone,United States,31241 km 2,http://blocgame.com/stats.php?id=40349
YellowLand,TheChosenOne,Divine League,10k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 173 hours ago,2 Hundred Tons per month,,Central Planning,$641 million,,Untapped,None,,Mesopotamia,Neutral,13342 km 2,http://blocgame.com/stats.php?id=62722
Crapostan,King Guamba,Brotherhood of Nod,30k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Good,last online 14 hours ago,5 Hundred Tons per month,10 Mbbl per month,Central Planning,$626 million,6594 Mbbl; 10 Mbbl,Untapped,Mediocre,,Mesopotamia,Neutral,30564 km 2,http://blocgame.com/stats.php?id=44789
Greatest Ally,WilliamDaAsian,Brotherhood of Nod,29k active personnel,0 ships,First World War surplus,Nice,1 factory,Elite,last online 4 hours ago,8 Hundred Tons per month,3 Mbbl per month,Central Planning,$621 million,351 Mbbl,Untapped,Mediocre,,Indochina,United States,34061 km 2,http://blocgame.com/stats.php?id=49097
Puella-Magia,Emily,Comintern,18k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 8 hours ago,12 Hundred Tons per month,10 Mbbl per month,Central Planning,$610 million,1324 Mbbl; 10 Mbbl,Untapped,Mediocre,,Persia,Soviet Union,35396 km 2,http://blocgame.com/stats.php?id=35958
Olivera,Karl Liebknecht,Che Guevara League,9k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 10 hours ago,5 Hundred Tons per month,4 Mbbl per month,Central Planning,$626 million,254 Mbbl; 4 Mbbl,,Meagre,,Gran Colombia,Neutral,13078 km 2,http://blocgame.com/stats.php?id=63174
Lombardy,Aistulf,The Order,49k active personnel,0 ships,First World War surplus,Questionable,2 factories,Standard,online now,14 Hundred Tons per month,9 Mbbl per month,Free Market,$607 million,6274 Mbbl; 9 Mbbl,Untapped,Mediocre,,Persia,United States,36164 km 2,http://blocgame.com/stats.php?id=63882
