country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,uranium,region,alignment,territory,pageUrl
Derpkins,Mr. Derp,,6k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 143 hours ago,2 Hundred Tons per month,,Mixed Economy,$539 million,,Untapped,None,,Pacific Rim,Neutral,13477 km 2,http://blocgame.com/stats.php?id=59737
Ballzinga,Carejo,The Order,42k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,online now,12 Hundred Tons per month,5 Mbbl per month,Central Planning,$512 million,314 Mbbl,Plentiful,Mediocre,,Guinea,Soviet Union,31004 km 2,http://blocgame.com/stats.php?id=63397
Utopiareally,Benevolent Dictator,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Standard,last online 5 hours ago,2 Hundred Tons per month,4 Mbbl per month,Central Planning,$551 million,2048 Mbbl; 4 Mbbl,Untapped,Meagre,,Persia,Soviet Union,19269 km 2,http://blocgame.com/stats.php?id=63590
DARFA,Warf,,10k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Elite,last online 21 hours ago,3 Hundred Tons per month,4 Mbbl per month,Central Planning,$546 million,3091 Mbbl; 4 Mbbl,Untapped,Small,,Atlas,Soviet Union,19214 km 2,http://blocgame.com/stats.php?id=62213
Coccoladia,Ernesto Caprone,The Federal Colonies,28k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 7 hours ago,14 Hundred Tons per month,1 Mbbl per month,Central Planning,$533 million,137 Mbbl; 1 Mbbl,Untapped,Meagre,,Caribbean,Soviet Union,27330 km 2,http://blocgame.com/stats.php?id=40289
woosha,blaatje,The United Nations,8k active personnel,0 ships,First World War surplus,Questionable,1 factory,Good,last online 11 hours ago,8 Hundred Tons per month,11 Mbbl per month,Mixed Economy,$547 million,1395 Mbbl; 11 Mbbl,Untapped,None,,Egypt,Neutral,16500 km 2,http://blocgame.com/stats.php?id=58158
Shatmapants,Penguin,Che Guevara League,37k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 3 hours ago,12 Hundred Tons per month,5 Mbbl per month,Central Planning,$516 million,314 Mbbl; 5 Mbbl,Untapped,Somewhat Large,,Caribbean,Soviet Union,31506 km 2,http://blocgame.com/stats.php?id=58425
Lubekran,septima,,6k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 16 hours ago,6 Hundred Tons per month,2 Mbbl per month,Central Planning,$555 million,29 Mbbl; 2 Mbbl,Untapped,None,,Indochina,Soviet Union,11120 km 2,http://blocgame.com/stats.php?id=62568
Labuair,Kultur mayor,,10k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 18 hours ago,4 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$527 million,53 Mbbl; 2 Mbbl,Untapped,Small,,Indochina,United States,10899 km 2,http://blocgame.com/stats.php?id=62573
Burke Tome,Haggashed,Brotherhood of Nod,48k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 28 hours ago,9 Hundred Tons per month,7 Mbbl per month,Free Market,$522 million,3224 Mbbl,Untapped,Somewhat Large,,Mesopotamia,United States,20000 km 2,http://blocgame.com/stats.php?id=63028
Kuto,AKMB,The Federal Colonies,38k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Standard,last online 1 hours ago,11 Hundred Tons per month,9 Mbbl per month,Central Planning,$513 million,5065 Mbbl; 9 Mbbl,Untapped,Mediocre,,Persia,Soviet Union,29887 km 2,http://blocgame.com/stats.php?id=40095
QonoS,Tmonsta,The High Council,36k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Poor,online now,14 Hundred Tons per month,5 Mbbl per month,Central Planning,$532 million,124 Mbbl; 5 Mbbl,Untapped,Mediocre,,China,Soviet Union,31635 km 2,http://blocgame.com/stats.php?id=44539
Supercell,Charlotte,The Federal Colonies,25k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 13 hours ago,6 Hundred Tons per month,2 Mbbl per month,Central Planning,$527 million,168 Mbbl,Untapped,None,,East Indies,Neutral,20163 km 2,http://blocgame.com/stats.php?id=48901
Atyrauistan,Falchion,,10k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 74 hours ago,2 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$540 million,2 Mbbl,Untapped,None,,Persia,Neutral,11231 km 2,http://blocgame.com/stats.php?id=62764
kinabalu,fatimah,,10k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 16 hours ago,11 Hundred Tons per month,17 Mbbl per month,Central Planning,$556 million,3016 Mbbl,Untapped,None,,Arabia,Neutral,11120 km 2,http://blocgame.com/stats.php?id=62887
New Luzon,Chester E. Marquez,The Order,33k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 11 hours ago,5 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$522 million,3712 Mbbl,Untapped,Small,,Egypt,Neutral,27330 km 2,http://blocgame.com/stats.php?id=63066
Iraqi Empire,Labib6,The United Nations,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 5 hours ago,5 Hundred Tons per month,3 Mbbl per month,Central Planning,$531 million,1179 Mbbl; 3 Mbbl,Untapped,Mediocre,,Mesopotamia,Soviet Union,22658 km 2,http://blocgame.com/stats.php?id=50058
The Sound,Lord Orochimaru,The High Council,33k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 6 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$502 million,506 Mbbl; 2 Mbbl,Untapped,Meagre,,East Indies,Soviet Union,25602 km 2,http://blocgame.com/stats.php?id=55197
Vorcs,Aiman Nizam,PIRATES,57k active personnel,1 ships,Second World War surplus,Nice,2 factories,Elite,last online 1 hours ago,5 Hundred Tons per month,5 Mbbl per month,Central Planning,$520 million,100 Mbbl; 5 Mbbl,Untapped,Somewhat Large,,East Indies,Soviet Union,24422 km 2,http://blocgame.com/stats.php?id=61955
Mmhat,Homermustdie,The High Council,28k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Standard,last online 16 hours ago,7 Hundred Tons per month,2 Mbbl per month,Free Market,$521 million,209 Mbbl; 2 Mbbl,Untapped,Small,,Amazonia,United States,20400 km 2,http://blocgame.com/stats.php?id=45846
Romiia,The Great Tiberius III,The Order,37k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,last online 47 hours ago,3 Hundred Tons per month,2 Mbbl per month,Central Planning,$522 million,351 Mbbl; 2 Mbbl,Untapped,Meagre,,The Subcontinent,Soviet Union,24028 km 2,http://blocgame.com/stats.php?id=60242
Johor,Helmi Omar,The Khilafah,35k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 2 hours ago,7 Hundred Tons per month,5 Mbbl per month,Central Planning,$533 million,74 Mbbl; 5 Mbbl,Plentiful,Mediocre,,Pacific Rim,Neutral,13343 km 2,http://blocgame.com/stats.php?id=60442
One Star,Neku,The High Council,40k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,online now,4 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$517 million,1703 Mbbl; 2 Mbbl,Untapped,Mediocre,,Persia,United States,20459 km 2,http://blocgame.com/stats.php?id=57783
gong badang,yusjimmy,PIRATES,51k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 2 hours ago,9 Hundred Tons per month,8 Mbbl per month,Mixed Economy,$523 million,1757 Mbbl,Untapped,Mediocre,,Arabia,United States,23665 km 2,http://blocgame.com/stats.php?id=61914
Chaz,Jack Urzak,The Order,37k active personnel,0 ships,First World War surplus,Angelic,1 factory,Good,last online 9 hours ago,9 Hundred Tons per month,3 Mbbl per month,Free Market,$504 million,835 Mbbl,Untapped,Small,,East Africa,Neutral,29850 km 2,http://blocgame.com/stats.php?id=63326
Bosnistan,JosipBrozDidNothingWrong,,4k active personnel,0 ships,Finest of the 19th century,Questionable,None,Undisciplined Rabble,last online 14 hours ago,8 Hundred Tons per month,8 Mbbl per month,Mixed Economy,$511 million,2635 Mbbl; 8 Mbbl,Near Depletion,None,,Arabia,Neutral,10384 km 2,http://blocgame.com/stats.php?id=63423
Costa Bravo,trifolium,,6k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 163 hours ago,2 Hundred Tons per month,,Central Planning,$536 million,,Untapped,None,,Caribbean,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63889
Eastasia,accounts being deleted,The United Nations,18k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Elite,online now,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$521 million,449 Mbbl; 2 Mbbl,Untapped,Meagre,,Pacific Rim,Soviet Union,23283 km 2,http://blocgame.com/stats.php?id=63527
Unspecifistan,Rakisa,,34k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 42 hours ago,9 Hundred Tons per month,9 Mbbl per month,Free Market,$511 million,3174 Mbbl,Untapped,Mediocre,,Atlas,United States,23226 km 2,http://blocgame.com/stats.php?id=49853
Pan-demo-nium,Raja,The Order,25k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,online now,7 Hundred Tons per month,2 Mbbl per month,Central Planning,$526 million,132 Mbbl; 2 Mbbl,Near Depletion,Mediocre,,The Subcontinent,Soviet Union,12948 km 2,http://blocgame.com/stats.php?id=63195
Bantersciz,Banterscnizzle Cuperpatch,ISIS,30k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 11 hours ago,4 Hundred Tons per month,2 Mbbl per month,Free Market,$535 million,17 Mbbl,Untapped,Mediocre,,Southern Africa,United States,13613 km 2,http://blocgame.com/stats.php?id=63604
Honduras,Inferno666,The High Council,41k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 14 hours ago,4 Hundred Tons per month,1 Mbbl per month,Central Planning,$509 million,37 Mbbl; 1 Mbbl,Untapped,Small,,Mesoamerica,Soviet Union,27457 km 2,http://blocgame.com/stats.php?id=60291
Lewd Place,Cute Girl,Lithuanian Coalition,53k active personnel,0 ships,First World War surplus,Angelic,1 factory,Good,last online 1 hours ago,17 Hundred Tons per month,6 Mbbl per month,Mixed Economy,$496 million,884 Mbbl,Untapped,Mediocre,,Caribbean,Soviet Union,31253 km 2,http://blocgame.com/stats.php?id=61620
Zaporozhia,Mykola Derevyanko,The Order,6k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Poor,last online 90 hours ago,5 Hundred Tons per month,4 Mbbl per month,Free Market,$541 million,2340 Mbbl,Untapped,None,,Mesopotamia,Neutral,19269 km 2,http://blocgame.com/stats.php?id=63393
MayMay,MayMay,,1k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Elite,last online 5 hours ago,2 Hundred Tons per month,,Free Market,$522 million,,Untapped,None,,Indochina,Neutral,11575 km 2,http://blocgame.com/stats.php?id=63712
Utea,SephiXarados,The Order,42k active personnel,0 ships,First World War surplus,Angelic,2 factories,Standard,last online 8 hours ago,10 Hundred Tons per month,3 Mbbl per month,Free Market,$500 million,306 Mbbl; 3 Mbbl,Untapped,Meagre,,Amazonia,United States,33956 km 2,http://blocgame.com/stats.php?id=49905
Cigars,El Caballo,Brotherhood of Zion,58k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 19 hours ago,10 Hundred Tons per month,,Central Planning,$502 million,141 Mbbl,Untapped,Mediocre,,Caribbean,Soviet Union,30875 km 2,http://blocgame.com/stats.php?id=52087
Iwo Jima,Tadamichi Kuribayashi,The Order,53k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 1 hours ago,7 Hundred Tons per month,2 Mbbl per month,Central Planning,$501 million,443 Mbbl; 2 Mbbl,Untapped,Mediocre,,Pacific Rim,Soviet Union,31795 km 2,http://blocgame.com/stats.php?id=63259
S�l,BabaWanga,Lithuanian Coalition,22k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 22 hours ago,6 Hundred Tons per month,3 Mbbl per month,Central Planning,$516 million,61 Mbbl; 3 Mbbl,Untapped,Small,,Southern Africa,Soviet Union,23578 km 2,http://blocgame.com/stats.php?id=61589
Cempaka,saufirahim,,16k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,last online 3 hours ago,3 Hundred Tons per month,2 Mbbl per month,Central Planning,$524 million,155 Mbbl; 2 Mbbl,Untapped,Meagre,,East Indies,Neutral,16335 km 2,http://blocgame.com/stats.php?id=62390
Daphnestan,Daoapin,The High Council,39k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Standard,last online 3 hours ago,7 Hundred Tons per month,2 Mbbl per month,Central Planning,$503 million,293 Mbbl; 2 Mbbl,Untapped,Meagre,,East Indies,Soviet Union,26954 km 2,http://blocgame.com/stats.php?id=59475
Kedahan,Farhan,,10k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Poor,last online 84 hours ago,4 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$534 million,36 Mbbl,Untapped,None,,East Indies,United States,16335 km 2,http://blocgame.com/stats.php?id=60758
Raja Udang,Mario,PIRATES,41k active personnel,0 ships,First World War surplus,Questionable,1 factory,Elite,online now,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$534 million,288 Mbbl; 2 Mbbl,,Small,,Pacific Rim,Soviet Union,26715 km 2,http://blocgame.com/stats.php?id=61754
Meiji,HiroShiro,The Order,32k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Undisciplined Rabble,last online 1 hours ago,6 Hundred Tons per month,3 Mbbl per month,Central Planning,$518 million,644 Mbbl,Untapped,Meagre,,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63464
Homo Mono,Homo Mono,Brotherhood of Nod,31k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Good,last online 20 hours ago,3 Hundred Tons per month,2 Mbbl per month,Central Planning,$525 million,349 Mbbl; 2 Mbbl,Untapped,Small,,Arabia,Soviet Union,23500 km 2,http://blocgame.com/stats.php?id=59108
Akhlaken,GaGaK,Aseang MMP,8k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 172 hours ago,8 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$523 million,306 Mbbl,Untapped,Meagre,,East Indies,United States,16172 km 2,http://blocgame.com/stats.php?id=60346
Ikeland,ike the freakin awesome,,9k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 64 hours ago,3 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$546 million,249 Mbbl; 2 Mbbl,Untapped,Meagre,,China,Soviet Union,12818 km 2,http://blocgame.com/stats.php?id=62694
Shining Sun,Wladyslaw Gomulka,Lithuanian Coalition,26k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 1 hours ago,10 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$544 million,122 Mbbl,Plentiful,Mediocre,,Southern Africa,Soviet Union,18382 km 2,http://blocgame.com/stats.php?id=61511
Pemakan Dunia,P3M4k4N 2Nia,The High Council,74k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 6 hours ago,11 Hundred Tons per month,6 Mbbl per month,Mixed Economy,$499 million,401 Mbbl,Untapped,Mediocre,,East Indies,Neutral,27161 km 2,http://blocgame.com/stats.php?id=61189
Persona-Grata,syafiqsudin,,22k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,online now,10 Hundred Tons per month,5 Mbbl per month,Central Planning,$504 million,380 Mbbl; 5 Mbbl,Plentiful,Somewhat Large,,East Indies,Soviet Union,21881 km 2,http://blocgame.com/stats.php?id=60788
Luskan,Invisible_Eddie,,27k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 148 hours ago,4 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$504 million,468 Mbbl; 2 Mbbl,Untapped,Meagre,,Pacific Rim,Soviet Union,24226 km 2,http://blocgame.com/stats.php?id=63616
Dongo Congo,monicalman0821,The Order,38k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Poor,last online 61 hours ago,7 Hundred Tons per month,2 Mbbl per month,Free Market,$512 million,466 Mbbl,Untapped,Meagre,,Caribbean,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63671
Chūya,Silberblade,Brotherhood of Zion,23k active personnel,0 ships,First World War surplus,Good,1 factory,Elite,last online 2 hours ago,10 Hundred Tons per month,3 Mbbl per month,Central Planning,$507 million,464 Mbbl; 3 Mbbl,Untapped,Meagre,,Southern Africa,Soviet Union,28072 km 2,http://blocgame.com/stats.php?id=63950
Infernistan,Inferno JR,,26k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 18 hours ago,3 Hundred Tons per month,7 Mbbl per month,Central Planning,$505 million,3990 Mbbl; 7 Mbbl,,None,,Egypt,Soviet Union,16279 km 2,http://blocgame.com/stats.php?id=60304
hiddenvillage,uzumaki975,The High Council,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 131 hours ago,4 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$510 million,27 Mbbl,Untapped,None,,The Subcontinent,Soviet Union,13343 km 2,http://blocgame.com/stats.php?id=61796
Tron,Tron5,Brotherhood of Zion,49k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 5 hours ago,9 Hundred Tons per month,4 Mbbl per month,Central Planning,$500 million,387 Mbbl; 4 Mbbl,Untapped,Meagre,1 Tons,Congo,Soviet Union,30973 km 2,http://blocgame.com/stats.php?id=62967
ThePonyslayers,TheManHanoi,Brotherhood of Zion,20k active personnel,0 ships,First World War surplus,Good,1 factory,Elite,last online 1 hours ago,10 Hundred Tons per month,2 Mbbl per month,Central Planning,$504 million,93 Mbbl; 2 Mbbl,Untapped,Small,1 Tons,Southern Africa,Soviet Union,27330 km 2,http://blocgame.com/stats.php?id=54547
ZumbaZumbi,PakuPakis,,38k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 10 hours ago,22 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$518 million,211 Mbbl; 2 Mbbl,,None,,Southern Africa,United States,9267 km 2,http://blocgame.com/stats.php?id=61482
CubeHead,waveform,SPQR,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Elite,last online 12 hours ago,8 Hundred Tons per month,5 Mbbl per month,Free Market,$506 million,2732 Mbbl,Untapped,Meagre,,Mesopotamia,United States,31321 km 2,http://blocgame.com/stats.php?id=63001
Razgriskm,Tordus Stahl,Divine League,43k active personnel,0 ships,Finest of the 19th century,Normal,1 factory,Standard,last online 5 hours ago,11 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$497 million,24 Mbbl; 2 Mbbl,,Small,,West Africa,United States,23740 km 2,http://blocgame.com/stats.php?id=63117
Mys glory,Mhanes27,The Order,40k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 3 hours ago,11 Hundred Tons per month,6 Mbbl per month,Central Planning,$506 million,405 Mbbl; 6 Mbbl,Untapped,Mediocre,,Pacific Rim,Soviet Union,20470 km 2,http://blocgame.com/stats.php?id=62396
Chaos county,Chavo,The United Nations,44k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 19 hours ago,7 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$509 million,3578 Mbbl,Untapped,Mediocre,,Atlas,United States,20000 km 2,http://blocgame.com/stats.php?id=49736
Liszonia,Liszon,,42k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 1 hours ago,7 Hundred Tons per month,5 Mbbl per month,Mixed Economy,$502 million,4552 Mbbl; 5 Mbbl,Untapped,Mediocre,,Atlas,Soviet Union,21657 km 2,http://blocgame.com/stats.php?id=62783
Junovia,dontworryaboutit,Interpol,14k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 21 hours ago,7 Hundred Tons per month,3 Mbbl per month,Free Market,$532 million,136 Mbbl; 3 Mbbl,Untapped,Small,,Pacific Rim,Neutral,15917 km 2,http://blocgame.com/stats.php?id=63088
Gandoria,zoneguy22,Brotherhood of Zion,23k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 16 hours ago,7 Hundred Tons per month,,Central Planning,$507 million,,Untapped,None,,Gran Colombia,Soviet Union,19800 km 2,http://blocgame.com/stats.php?id=50771
Skhimm,Ept2415,Brotherhood of Nod,12k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 5 hours ago,18 Hundred Tons per month,19 Mbbl per month,Central Planning,$491 million,8740 Mbbl; 19 Mbbl,Plentiful,Somewhat Large,,Persia,Soviet Union,32370 km 2,http://blocgame.com/stats.php?id=52362
kodiang,tester2,The United Nations,40k active personnel,0 ships,First World War surplus,Good,1 factory,Elite,last online 11 hours ago,8 Hundred Tons per month,4 Mbbl per month,Free Market,$507 million,491 Mbbl,Plentiful,Mediocre,,Pacific Rim,United States,27844 km 2,http://blocgame.com/stats.php?id=60531
Yugoslothia,Yugoslothia,Brotherhood of Nod,26k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 17 hours ago,5 Hundred Tons per month,4 Mbbl per month,Free Market,$496 million,2788 Mbbl; 4 Mbbl,Untapped,Small,,Egypt,Neutral,22879 km 2,http://blocgame.com/stats.php?id=55968
SemutHitam,JohnCool,,41k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 4 hours ago,8 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$522 million,198 Mbbl,,Mediocre,,Indochina,Neutral,13477 km 2,http://blocgame.com/stats.php?id=62379
Chaouenne,pyrignis,The High Council,40k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 3 hours ago,8 Hundred Tons per month,5 Mbbl per month,Central Planning,$489 million,3309 Mbbl; 5 Mbbl,Untapped,Mediocre,1 Tons,Atlas,Soviet Union,30712 km 2,http://blocgame.com/stats.php?id=42019
Krakozhia,Ilyich,Interpol,58k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Standard,online now,13 Hundred Tons per month,3 Mbbl per month,Central Planning,$495 million,173 Mbbl; 3 Mbbl,Untapped,Somewhat Large,,Pacific Rim,Soviet Union,23665 km 2,http://blocgame.com/stats.php?id=39065
Khebabistan,Khebab,The United Nations,19k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 1 hours ago,7 Hundred Tons per month,10 Mbbl per month,Mixed Economy,$503 million,3605 Mbbl,Untapped,None,,Arabia,Neutral,23102 km 2,http://blocgame.com/stats.php?id=51401
Ralu,Ramar,The High Council,41k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 14 hours ago,5 Hundred Tons per month,3 Mbbl per month,Central Planning,$514 million,417 Mbbl; 3 Mbbl,Untapped,Small,,Amazonia,United States,24123 km 2,http://blocgame.com/stats.php?id=59527
Middlewest,BigBross,The Khilafah,67k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,online now,3 Hundred Tons per month,2 Mbbl per month,Free Market,$499 million,3145 Mbbl; 2 Mbbl,Plentiful,Mediocre,,Mesopotamia,Neutral,16542 km 2,http://blocgame.com/stats.php?id=63635
Ceannesburg,theorange0,Brotherhood of Zion,38k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 14 hours ago,12 Hundred Tons per month,6 Mbbl per month,Mixed Economy,$501 million,62 Mbbl,Untapped,Mediocre,,Mesoamerica,United States,23765 km 2,http://blocgame.com/stats.php?id=56500
Losong,Hafirus,PIRATES,53k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,online now,18 Hundred Tons per month,6 Mbbl per month,Mixed Economy,$485 million,24 Mbbl,Untapped,Mediocre,,Pacific Rim,Neutral,30830 km 2,http://blocgame.com/stats.php?id=60570
Buchepalia,ubiqa,Brotherhood of Zion,30k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 1 hours ago,11 Hundred Tons per month,5 Mbbl per month,Mixed Economy,$517 million,185 Mbbl,,Small,,Caribbean,United States,19206 km 2,http://blocgame.com/stats.php?id=60734
Wick,goku69587,The High Council,18k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 18 hours ago,3 Hundred Tons per month,2 Mbbl per month,Central Planning,$511 million,3549 Mbbl; 2 Mbbl,Untapped,Meagre,,Arabia,Soviet Union,13477 km 2,http://blocgame.com/stats.php?id=62241
The Boer,Joe Soap,The Order,25k active personnel,0 ships,First World War surplus,Normal,1 factory,Elite,last online 10 hours ago,11 Hundred Tons per month,2 Mbbl per month,Free Market,$503 million,411 Mbbl,Untapped,Meagre,,Southern Africa,United States,20000 km 2,http://blocgame.com/stats.php?id=55355
Kelate.net,Wira Perang,PIRATES,50k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 2 hours ago,14 Hundred Tons per month,10 Mbbl per month,Free Market,$523 million,989 Mbbl,,Somewhat Large,,Arabia,United States,24906 km 2,http://blocgame.com/stats.php?id=61907
666,janne666tuhoaja,,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 166 hours ago,4 Hundred Tons per month,,Central Planning,$512 million,,Untapped,None,,Guinea,Neutral,16667 km 2,http://blocgame.com/stats.php?id=63881
durkastan,ned kelly,The Order,30k active personnel,0 ships,First World War surplus,Angelic,2 factories,Elite,last online 1 hours ago,13 Hundred Tons per month,13 Mbbl per month,Free Market,$480 million,2624 Mbbl,Untapped,Mediocre,1 Tons,Arabia,United States,36025 km 2,http://blocgame.com/stats.php?id=40488
Limefrogs,Limefrog,,7k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 24 hours ago,15 Hundred Tons per month,5 Mbbl per month,Free Market,$511 million,31 Mbbl; 5 Mbbl,Untapped,Small,,Pacific Rim,Neutral,13345 km 2,http://blocgame.com/stats.php?id=61881
WUBstep,WUBstep,Brotherhood of Nod,50k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 1 hours ago,22 Hundred Tons per month,15 Mbbl per month,Central Planning,$477 million,4370 Mbbl; 15 Mbbl,Untapped,Large,,Persia,Soviet Union,31519 km 2,http://blocgame.com/stats.php?id=39023
Waifus,Ferris,Che Guevara League,38k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 59 hours ago,4 Hundred Tons per month,1 Mbbl per month,Central Planning,$486 million,311 Mbbl; 1 Mbbl,Untapped,Mediocre,,Caribbean,Soviet Union,26358 km 2,http://blocgame.com/stats.php?id=40157
Osia,Chairman Nippon,Brotherhood of Zion,28k active personnel,0 ships,First World War surplus,Angelic,1 factory,Good,last online 3 hours ago,9 Hundred Tons per month,4 Mbbl per month,Central Planning,$488 million,339 Mbbl,Plentiful,Mediocre,,China,Soviet Union,33770 km 2,http://blocgame.com/stats.php?id=40431
eQna8,Dave_Smith,The Order,35k active personnel,0 ships,First World War surplus,Angelic,1 factory,Good,online now,17 Hundred Tons per month,,Central Planning,$475 million,56 Mbbl,Untapped,Small,,Congo,Soviet Union,33984 km 2,http://blocgame.com/stats.php?id=48695
venganza,screw,The High Council,25k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 88 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$494 million,270 Mbbl; 1 Mbbl,Untapped,Meagre,,China,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62143
dingoland,dudleydukeofdingos,,58k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,online now,7 Hundred Tons per month,2 Mbbl per month,Central Planning,$490 million,4143 Mbbl; 2 Mbbl,,Meagre,,Egypt,Soviet Union,20368 km 2,http://blocgame.com/stats.php?id=62266
