country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,region,alignment,territory,pageUrl,reactor,uranium
Cirno,jc99,The Federal Colonies,175k active personnel,12 ships,Korean War surplus,Gandhi-like,8 factories,Poor,online now,34 Hundred Tons per month,2 Mbbl per month,Central Planning,$4717 million,160 Mbbl,Plentiful,Very Powerful,Caribbean,Soviet Union,41625 km 2,http://blocgame.com/stats.php?id=43375,,1 Tons
Rome Reloaded,Tiberius Ceaser,SPQR,78k active personnel,7 ships,Korean War surplus,Gandhi-like,2 factories,Standard,last online 4 hours ago,18 Hundred Tons per month,12 Mbbl per month,Central Planning,$4656 million,4366 Mbbl,,Very Powerful,Mesopotamia,Soviet Union,12961 km 2,http://blocgame.com/stats.php?id=1421,,
Cubania,General Fidelis,The Order,122k active personnel,4 ships,Vietnam War surplus,Gandhi-like,8 factories,Standard,last online 16 hours ago,60 Hundred Tons per month,18 Mbbl per month,Central Planning,$4647 million,18 Mbbl,Untapped,Very Powerful,Mesoamerica,Soviet Union,61756 km 2,http://blocgame.com/stats.php?id=47349,,
Hitlerwasright,Louis C Cuck,The Order,118k active personnel,11 ships,Vietnam War surplus,Gandhi-like,5 factories,Good,last online 5 hours ago,35 Hundred Tons per month,25 Mbbl per month,Free Market,$4637 million,9045 Mbbl,Untapped,Very Powerful,Arabia,United States,33337 km 2,http://blocgame.com/stats.php?id=59621,,
Crayola,baker greg,The Order,154k active personnel,2 ships,Second World War surplus,Gandhi-like,6 factories,Standard,last online 7 hours ago,33 Hundred Tons per month,23 Mbbl per month,Central Planning,$4550 million,4219 Mbbl; 23 Mbbl,Plentiful,Very Powerful,Egypt,United States,60719 km 2,http://blocgame.com/stats.php?id=63958,,
SettingMoon,Hawk,The Order,36k active personnel,11 ships,Korean War surplus,Gandhi-like,4 factories,Elite,last online 7 hours ago,16 Hundred Tons per month,5 Mbbl per month,Central Planning,$4535 million,222 Mbbl; 5 Mbbl,Untapped,Very Powerful,East Indies,Soviet Union,18007 km 2,http://blocgame.com/stats.php?id=62839,,
Jemut,iwaniman/Ferozz,PIRATES,22k active personnel,4 ships,Second World War surplus,Nice,6 factories,Standard,last online 5 hours ago,27 Hundred Tons per month,17 Mbbl per month,Mixed Economy,$4511 million,54 Mbbl,Near Depletion,None,East Indies,Soviet Union,43059 km 2,http://blocgame.com/stats.php?id=61811,,
VinnyNation,VinnyRuler,Brotherhood of Nod,71k active personnel,3 ships,Korean War surplus,Gandhi-like,2 factories,Good,online now,16 Hundred Tons per month,7 Mbbl per month,Central Planning,$4496 million,146 Mbbl; 7 Mbbl,Untapped,Large,Congo,Soviet Union,25007 km 2,http://blocgame.com/stats.php?id=62972,,
Ekodebota,tfwqtp2tlgf|;3,Interpol,118k active personnel,11 ships,Vietnam War surplus,Gandhi-like,5 factories,Undisciplined Rabble,last online 5 hours ago,41 Hundred Tons per month,19 Mbbl per month,Central Planning,$4453 million,10382 Mbbl; 19 Mbbl,Untapped,Very Powerful,Atlas,Soviet Union,48510 km 2,http://blocgame.com/stats.php?id=53422,,1 Tons
Brutish Empire,DarkyDonno,Brotherhood of Nod,99k active personnel,0 ships,Korean War surplus,Gandhi-like,6 factories,Elite,last online 6 hours ago,31 Hundred Tons per month,13 Mbbl per month,Central Planning,$4440 million,9 Mbbl; 13 Mbbl,Untapped,Large,China,Soviet Union,32549 km 2,http://blocgame.com/stats.php?id=57265,,
Johor,Helmi Omar,PIRATES,62k active personnel,7 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 6 hours ago,11 Hundred Tons per month,6 Mbbl per month,Central Planning,$4390 million,279 Mbbl; 6 Mbbl,Plentiful,Large,Pacific Rim,Neutral,18897 km 2,http://blocgame.com/stats.php?id=60442,,
KingBding,King B,The Order,58k active personnel,7 ships,Korean War surplus,Gandhi-like,3 factories,Poor,last online 53 hours ago,19 Hundred Tons per month,3 Mbbl per month,Central Planning,$4369 million,119 Mbbl; 3 Mbbl,Untapped,Very Powerful,Southern Africa,Soviet Union,25241 km 2,http://blocgame.com/stats.php?id=63205,,
Tanah Malaya,Syahmi1089,PIRATES,70k active personnel,10 ships,Korean War surplus,Gandhi-like,4 factories,Elite,last online 6 hours ago,15 Hundred Tons per month,9 Mbbl per month,Free Market,$4356 million,1188 Mbbl,Untapped,Very Powerful,Arabia,United States,21409 km 2,http://blocgame.com/stats.php?id=60385,,
Kosan,Whitearcher8,The Order,136k active personnel,8 ships,Vietnam War surplus,Gandhi-like,4 factories,Elite,last online 6 hours ago,30 Hundred Tons per month,10 Mbbl per month,Central Planning,$4344 million,6189 Mbbl,Untapped,Very Powerful,Arabia,Soviet Union,34556 km 2,http://blocgame.com/stats.php?id=59227,,
Mirah,Filzah,The Order,37k active personnel,14 ships,Korean War surplus,Axis of Evil,3 factories,Undisciplined Rabble,last online 4 hours ago,26 Hundred Tons per month,12 Mbbl per month,Central Planning,$4287 million,92 Mbbl; 12 Mbbl,,Very Powerful,China,Soviet Union,28227 km 2,http://blocgame.com/stats.php?id=64191,,
Crimea,Hayro Khan,The Order,98k active personnel,5 ships,Korean War surplus,Gandhi-like,4 factories,Good,last online 5 hours ago,18 Hundred Tons per month,12 Mbbl per month,Central Planning,$4259 million,4141 Mbbl; 12 Mbbl,Untapped,Very Powerful,Atlas,Soviet Union,31017 km 2,http://blocgame.com/stats.php?id=2570,,
Honduras,Inferno666,Pact of Red October,57k active personnel,3 ships,Korean War surplus,Normal,1 factory,Good,last online 6 hours ago,28 Hundred Tons per month,13 Mbbl per month,Central Planning,$4259 million,59 Mbbl; 13 Mbbl,Near Depletion,None,Mesoamerica,Soviet Union,41552 km 2,http://blocgame.com/stats.php?id=60291,,
Errvistan,ERRV2,The Order,58k active personnel,4 ships,Second World War surplus,Pariah,2 factories,Good,last online 5 hours ago,14 Hundred Tons per month,7 Mbbl per month,Mixed Economy,$4256 million,402 Mbbl; 7 Mbbl,Untapped,Somewhat Large,Gran Colombia,Neutral,31916 km 2,http://blocgame.com/stats.php?id=64330,,
temasik,lawrence,SPQR,8k active personnel,2 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 4 hours ago,4 Hundred Tons per month,4 Mbbl per month,Central Planning,$4244 million,325 Mbbl,Depleted,Mediocre,East Indies,United States,7794 km 2,http://blocgame.com/stats.php?id=62827,,
Niggerito,Jejomar Binay,SPQR,126k active personnel,8 ships,Korean War surplus,Angelic,5 factories,Good,online now,42 Hundred Tons per month,5 Mbbl per month,Free Market,$4236 million,538 Mbbl,Untapped,Very Powerful,East Indies,United States,53168 km 2,http://blocgame.com/stats.php?id=63087,,
Zanyslavia,Zany Animal,The Order,72k active personnel,5 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 1 hours ago,28 Hundred Tons per month,13 Mbbl per month,Central Planning,$4232 million,2245 Mbbl; 13 Mbbl,Plentiful,Very Powerful,Persia,Soviet Union,27310 km 2,http://blocgame.com/stats.php?id=41452,,
Reim,Azrael,SPQR,118k active personnel,12 ships,Korean War surplus,Gandhi-like,4 factories,Standard,last online 3 hours ago,37 Hundred Tons per month,12 Mbbl per month,Central Planning,$4185 million,311 Mbbl; 12 Mbbl,Untapped,Very Powerful,Pacific Rim,Soviet Union,61628 km 2,http://blocgame.com/stats.php?id=41073,,
Salama�a,Bacardi,The Order,71k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 44 hours ago,23 Hundred Tons per month,8 Mbbl per month,Central Planning,$4184 million,,Untapped,Large,Southern Cone,Soviet Union,30408 km 2,http://blocgame.com/stats.php?id=63383,,1 Tons
Ken no Taiyou,Hikari,The Order,70k active personnel,10 ships,Second World War surplus,Gandhi-like,5 factories,Elite,last online 6 hours ago,13 Hundred Tons per month,33 Mbbl per month,Mixed Economy,$4168 million,1657 Mbbl,Untapped,Very Powerful,Persia,Soviet Union,32399 km 2,http://blocgame.com/stats.php?id=64029,,
Ivalice,Nighthawk571,Interpol,86k active personnel,3 ships,Vietnam War surplus,Gandhi-like,5 factories,Good,last online 10 hours ago,39 Hundred Tons per month,28 Mbbl per month,Central Planning,$4157 million,2358 Mbbl; 28 Mbbl,Untapped,Very Powerful,Arabia,Soviet Union,49746 km 2,http://blocgame.com/stats.php?id=63060,,
Puerto Libre,Jose Ramon Rodriguez III,The Federal Colonies,78k active personnel,8 ships,Vietnam War surplus,Gandhi-like,3 factories,Elite,last online 3 hours ago,21 Hundred Tons per month,,Free Market,$4121 million,,Untapped,Very Powerful,Caribbean,United States,20000 km 2,http://blocgame.com/stats.php?id=61883,,1 Tons
Psilocybis,Lysergix,Brotherhood of Nod,40k active personnel,9 ships,Korean War surplus,Gandhi-like,2 factories,Elite,last online 9 hours ago,16 Hundred Tons per month,9 Mbbl per month,Central Planning,$4107 million,4691 Mbbl; 9 Mbbl,Untapped,Very Powerful,Persia,Soviet Union,19602 km 2,http://blocgame.com/stats.php?id=62795,,
Junovia,dontworryaboutit,Interpol,76k active personnel,9 ships,Second World War surplus,Gandhi-like,4 factories,Good,last online 4 hours ago,24 Hundred Tons per month,7 Mbbl per month,Free Market,$4069 million,94 Mbbl; 7 Mbbl,Untapped,Powerful,Pacific Rim,Neutral,20884 km 2,http://blocgame.com/stats.php?id=63088,,
Junoma,VicReyes,,3k active personnel,2 ships,Korean War surplus,Gandhi-like,3 factories,Standard,last online 50 hours ago,23 Hundred Tons per month,5 Mbbl per month,Free Market,$4027 million,76 Mbbl,Untapped,Very Powerful,Southern Cone,United States,21774 km 2,http://blocgame.com/stats.php?id=40349,,
Kilij,Yatagan,The Order,99k active personnel,10 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 9 hours ago,25 Hundred Tons per month,15 Mbbl per month,Free Market,$4021 million,4763 Mbbl; 15 Mbbl,Untapped,Large,Mesopotamia,Neutral,26660 km 2,http://blocgame.com/stats.php?id=63687,,
whitmanistan,slim,The Order,107k active personnel,11 ships,Vietnam War surplus,Gandhi-like,6 factories,Good,last online 16 hours ago,21 Hundred Tons per month,14 Mbbl per month,Free Market,$3978 million,6619 Mbbl; 14 Mbbl,Untapped,Very Powerful,Mesopotamia,United States,63059 km 2,http://blocgame.com/stats.php?id=36344,,
Giant Mechs,OiledDNA,The Order,80k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Standard,last online 6 hours ago,13 Hundred Tons per month,5 Mbbl per month,Central Planning,$3976 million,327 Mbbl; 5 Mbbl,Untapped,Very Powerful,Pacific Rim,Soviet Union,25790 km 2,http://blocgame.com/stats.php?id=60735,,
Violent Vegans,SnakeBombs,Interpol,112k active personnel,11 ships,Korean War surplus,Gandhi-like,5 factories,Elite,last online 5 hours ago,45 Hundred Tons per month,18 Mbbl per month,Mixed Economy,$3907 million,5488 Mbbl; 18 Mbbl,Untapped,Very Powerful,Atlas,Soviet Union,49738 km 2,http://blocgame.com/stats.php?id=48869,,
Northmarch,Elroy,PIRATES,49k active personnel,1 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 14 hours ago,8 Hundred Tons per month,,Central Planning,$3906 million,13 Mbbl,Untapped,Very Powerful,Caribbean,United States,6302 km 2,http://blocgame.com/stats.php?id=41629,,
DFWEFWEF,dmc5,Interpol,66k active personnel,9 ships,Vietnam War surplus,Gandhi-like,4 factories,Good,online now,11 Hundred Tons per month,6 Mbbl per month,Central Planning,$3870 million,6837 Mbbl; 6 Mbbl,Untapped,Large,Arabia,Neutral,55123 km 2,http://blocgame.com/stats.php?id=55118,,
nanas,nanas batu,Misanthropics,51k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Elite,online now,21 Hundred Tons per month,7 Mbbl per month,Central Planning,$3857 million,53 Mbbl; 7 Mbbl,Depleted,Mediocre,East Indies,Neutral,16434 km 2,http://blocgame.com/stats.php?id=61809,,
Zorin,NeroRPG,Interpol,38k active personnel,2 ships,Korean War surplus,Angelic,2 factories,Elite,last online 20 hours ago,15 Hundred Tons per month,8 Mbbl per month,Central Planning,$3855 million,104 Mbbl; 8 Mbbl,Untapped,Large,Pacific Rim,Soviet Union,12767 km 2,http://blocgame.com/stats.php?id=59970,,
Alexandrastan,TWAIN,Brotherhood of Nod,59k active personnel,2 ships,Vietnam War surplus,Gandhi-like,4 factories,Poor,last online 3 hours ago,11 Hundred Tons per month,7 Mbbl per month,Mixed Economy,$3845 million,1578 Mbbl; 7 Mbbl,Untapped,Powerful,Mesopotamia,United States,28361 km 2,http://blocgame.com/stats.php?id=39070,,
Skekenhouse,Kraast,The Order,108k active personnel,7 ships,Korean War surplus,Gandhi-like,5 factories,Poor,last online 9 hours ago,50 Hundred Tons per month,50 Mbbl per month,Central Planning,$3833 million,4931 Mbbl; 50 Mbbl,Untapped,Very Powerful,Mesopotamia,Soviet Union,69477 km 2,http://blocgame.com/stats.php?id=62962,,
Eastern Eagle,MetaIndigo,Brotherhood of Nod,73k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Standard,last online 21 hours ago,13 Hundred Tons per month,5 Mbbl per month,Central Planning,$3830 million,5 Mbbl,Untapped,Very Powerful,The Subcontinent,Soviet Union,15693 km 2,http://blocgame.com/stats.php?id=63045,,
Sintra,Daniel Lima,The Order,60k active personnel,6 ships,Korean War surplus,Gandhi-like,4 factories,Elite,last online 1 hours ago,32 Hundred Tons per month,19 Mbbl per month,Central Planning,$3821 million,59 Mbbl; 19 Mbbl,Untapped,Somewhat Large,Caribbean,Soviet Union,34775 km 2,http://blocgame.com/stats.php?id=63167,,1 Tons
Glubistan,Glub,SPQR,119k active personnel,3 ships,Vietnam War surplus,Normal,4 factories,Undisciplined Rabble,online now,25 Hundred Tons per month,14 Mbbl per month,Central Planning,$3812 million,1740 Mbbl; 14 Mbbl,Plentiful,Very Powerful,Arabia,Soviet Union,33967 km 2,http://blocgame.com/stats.php?id=63027,,
al-Bahrayn,dbdb,The Order,98k active personnel,10 ships,Korean War surplus,Gandhi-like,4 factories,Good,last online 16 hours ago,24 Hundred Tons per month,17 Mbbl per month,Central Planning,$3805 million,902 Mbbl; 17 Mbbl,Untapped,Powerful,Mesopotamia,Soviet Union,39405 km 2,http://blocgame.com/stats.php?id=59775,,
Khuzestan,Georgy Zhukov,The Federal Colonies,103k active personnel,2 ships,Korean War surplus,Gandhi-like,5 factories,Elite,last online 1 hours ago,22 Hundred Tons per month,12 Mbbl per month,Central Planning,$3788 million,2495 Mbbl; 12 Mbbl,Untapped,Very Powerful,Persia,Soviet Union,42240 km 2,http://blocgame.com/stats.php?id=48914,,2 Tons
Alamo,linksith,SPQR,8k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 44 hours ago,11 Hundred Tons per month,6 Mbbl per month,Free Market,$3773 million,4119 Mbbl,Untapped,Large,Mesopotamia,United States,15359 km 2,http://blocgame.com/stats.php?id=40536,,
Deagle Nation!,Jace Connors,Brotherhood of Nod,148k active personnel,7 ships,Korean War surplus,Gandhi-like,8 factories,Standard,last online 7 hours ago,39 Hundred Tons per month,42 Mbbl per month,Central Planning,$3773 million,3762 Mbbl; 42 Mbbl,Untapped,Very Powerful,Arabia,Soviet Union,63202 km 2,http://blocgame.com/stats.php?id=63100,,
Opallia,Opal,The Order,114k active personnel,12 ships,Korean War surplus,Normal,3 factories,Good,last online 2 hours ago,37 Hundred Tons per month,6 Mbbl per month,Free Market,$3768 million,267 Mbbl,Untapped,Very Powerful,Mesoamerica,United States,50791 km 2,http://blocgame.com/stats.php?id=63666,,1 Tons
Cancer,Stolen,The Order,2k active personnel,0 ships,Korean War surplus,Gandhi-like,None,Elite,last online 54 hours ago,3 Hundred Tons per month,5 Mbbl per month,Central Planning,$3763 million,1667 Mbbl; 5 Mbbl,Untapped,Mediocre,Persia,Neutral,6123 km 2,http://blocgame.com/stats.php?id=58745,,
Southern Africa,TheMaster_ZA,The Order,116k active personnel,8 ships,Korean War surplus,Gandhi-like,5 factories,Elite,online now,40 Hundred Tons per month,6 Mbbl per month,Central Planning,$3756 million,,Untapped,Powerful,Southern Africa,Soviet Union,51933 km 2,http://blocgame.com/stats.php?id=48410,,
Syphirious,Doxal,Interpol,95k active personnel,10 ships,Vietnam War surplus,Gandhi-like,5 factories,Elite,last online 1 hours ago,40 Hundred Tons per month,29 Mbbl per month,Central Planning,$3725 million,3576 Mbbl; 29 Mbbl,Untapped,Very Powerful,Mesopotamia,Soviet Union,57639 km 2,http://blocgame.com/stats.php?id=59670,,
Pan-demo-nium,Raja,The Order,89k active personnel,8 ships,Second World War surplus,Angelic,6 factories,Good,online now,11 Hundred Tons per month,2 Mbbl per month,Central Planning,$3720 million,182 Mbbl; 2 Mbbl,Plentiful,Large,The Subcontinent,Soviet Union,26737 km 2,http://blocgame.com/stats.php?id=63195,,
Psychotropia,President_Bloodmoney,Brotherhood of Nod,179k active personnel,15 ships,Korean War surplus,Gandhi-like,9 factories,Elite,last online 9 hours ago,46 Hundred Tons per month,16 Mbbl per month,Central Planning,$3714 million,292 Mbbl; 16 Mbbl,Plentiful,Very Powerful,East Africa,Soviet Union,51797 km 2,http://blocgame.com/stats.php?id=64125,,
raja_png,DiDi27,PIRATES,39k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 18 hours ago,2 Hundred Tons per month,4 Mbbl per month,Central Planning,$3711 million,442 Mbbl; 4 Mbbl,Untapped,Mediocre,Pacific Rim,Soviet Union,4136 km 2,http://blocgame.com/stats.php?id=62000,,
Shekel Land,Sheklesteinthefourth,The Order,118k active personnel,7 ships,Korean War surplus,Good,2 factories,Elite,last online 6 hours ago,34 Hundred Tons per month,19 Mbbl per month,Central Planning,$3672 million,8947 Mbbl; 19 Mbbl,Untapped,Very Powerful,Egypt,Soviet Union,59831 km 2,http://blocgame.com/stats.php?id=54689,,
kweensnkans,Jamal T.Ice cube,,38k active personnel,0 ships,Korean War surplus,Gandhi-like,1 factory,Good,last online 52 hours ago,7 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$3672 million,2819 Mbbl,Untapped,Mediocre,Egypt,United States,17149 km 2,http://blocgame.com/stats.php?id=63345,,
Eisen,Balthazaar,The Order,86k active personnel,9 ships,Korean War surplus,Gandhi-like,3 factories,Good,last online 14 hours ago,28 Hundred Tons per month,11 Mbbl per month,Central Planning,$3667 million,85 Mbbl; 11 Mbbl,Untapped,Very Powerful,China,Soviet Union,67840 km 2,http://blocgame.com/stats.php?id=53566,,
Tamil Kingdom,Chola I,The Order,228k active personnel,21 ships,Almost Modern,Gandhi-like,7 factories,Standard,last online 2 hours ago,50 Hundred Tons per month,7 Mbbl per month,Central Planning,$3667 million,1138 Mbbl; 7 Mbbl,Untapped,Powerful,The Subcontinent,Soviet Union,77341 km 2,http://blocgame.com/stats.php?id=60964,,
Eastasia,accounts being deleted,The Order,106k active personnel,8 ships,Korean War surplus,Gandhi-like,4 factories,Elite,last online 11 hours ago,12 Hundred Tons per month,7 Mbbl per month,Central Planning,$3645 million,612 Mbbl; 7 Mbbl,Untapped,Large,Pacific Rim,Soviet Union,35599 km 2,http://blocgame.com/stats.php?id=63527,,
oliverhard,oliver hardwick,The Order,58k active personnel,3 ships,Second World War surplus,Gandhi-like,5 factories,Good,last online 6 hours ago,25 Hundred Tons per month,14 Mbbl per month,Central Planning,$3633 million,1894 Mbbl; 14 Mbbl,Untapped,Very Powerful,Persia,Soviet Union,31819 km 2,http://blocgame.com/stats.php?id=53822,,
Chicken rice,Ador hitler,PIRATES,51k active personnel,3 ships,Korean War surplus,Gandhi-like,3 factories,Good,last online 25 hours ago,16 Hundred Tons per month,15 Mbbl per month,Central Planning,$3630 million,245 Mbbl; 15 Mbbl,Untapped,Large,East Indies,Neutral,20000 km 2,http://blocgame.com/stats.php?id=61750,,
pelle,pelle,The Order,28k active personnel,7 ships,Korean War surplus,Axis of Evil,5 factories,Good,online now,61 Hundred Tons per month,7 Mbbl per month,Central Planning,$3614 million,633 Mbbl; 7 Mbbl,Untapped,Very Powerful,China,Soviet Union,60476 km 2,http://blocgame.com/stats.php?id=52372,,
Mmhat,Homermustdie,Interpol,63k active personnel,0 ships,Korean War surplus,Gandhi-like,3 factories,Good,last online 3 hours ago,14 Hundred Tons per month,2 Mbbl per month,Central Planning,$3591 million,23 Mbbl; 2 Mbbl,,Large,Amazonia,Soviet Union,22257 km 2,http://blocgame.com/stats.php?id=45846,,
Valtania,Kelvin D. Makumbi,Dictators United,171k active personnel,9 ships,Korean War surplus,Nice,3 factories,Standard,last online 6 hours ago,27 Hundred Tons per month,16 Mbbl per month,Central Planning,$3580 million,16 Mbbl,,Powerful,Mesoamerica,Soviet Union,44383 km 2,http://blocgame.com/stats.php?id=62525,,
One Star,Neku,Interpol,58k active personnel,7 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 4 hours ago,4 Hundred Tons per month,4 Mbbl per month,Free Market,$3575 million,3482 Mbbl,Untapped,Very Powerful,Persia,United States,27506 km 2,http://blocgame.com/stats.php?id=57783,,
Almania,Almanich,Brotherhood of Nod,93k active personnel,0 ships,Korean War surplus,Gandhi-like,4 factories,Good,online now,2 Hundred Tons per month,,Central Planning,$3574 million,221 Mbbl,Untapped,Very Powerful,China,Soviet Union,57993 km 2,http://blocgame.com/stats.php?id=51725,,
Lubekran,septima,Interpol,75k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,last online 33 hours ago,10 Hundred Tons per month,5 Mbbl per month,Central Planning,$3574 million,177 Mbbl; 5 Mbbl,Untapped,Powerful,Indochina,Soviet Union,6615 km 2,http://blocgame.com/stats.php?id=62568,,
New Luzon,Chester E. Marquez,The Order,98k active personnel,8 ships,Korean War surplus,Gandhi-like,4 factories,Elite,last online 4 hours ago,12 Hundred Tons per month,10 Mbbl per month,Mixed Economy,$3573 million,4533 Mbbl,Untapped,Large,Egypt,Neutral,36192 km 2,http://blocgame.com/stats.php?id=63066,,
