country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,region/_source,alliance/_text,rm_prod,oil_prod,gdp,alliance/_source,oil_reserves,region/_text,manpower,airforce,region,territory,pageUrl,uranium
The Silver Hand,Morladim,,10k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 28 hours ago,rankings.php?subregion=pac,,4 Hundred Tons per month,1 Mbbl per month,$262 million,,219 Mbbl; 1 Mbbl,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,19602 km 2,http://blocgame.com/stats.php?id=56161,
Chaldeae,Sadamdidnothingwrong,http://blocgame.com/alliancestats.php?allianceid=2045,10k active personnel,0 ships,First World War surplus,Angelic,None,Good,last online 72 hours ago,rankings.php?subregion=mes,The Order,4 Hundred Tons per month,1 Mbbl per month,$262 million,alliancestats.php?allianceid=2045,1086 Mbbl; 1 Mbbl,Mesopotamia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=mes,16496 km 2,http://blocgame.com/stats.php?id=63489,
gitgud,Xx420blaz31txX,,8k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 95 hours ago,rankings.php?subregion=ara,,2 Hundred Tons per month,3 Mbbl per month,$262 million,,1750 Mbbl,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,16335 km 2,http://blocgame.com/stats.php?id=63729,
Banana,ReissDJO,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 153 hours ago,rankings.php?subregion=sub,,2 Hundred Tons per month,,$261 million,,,The Subcontinent,Untapped,None,http://blocgame.com/rankings.php?subregion=sub,20000 km 2,http://blocgame.com/stats.php?id=4132,
Lite,fierguy,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 152 hours ago,rankings.php?subregion=pac,,2 Hundred Tons per month,,$261 million,,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=40476,
Kaliningrad,Fincap,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 149 hours ago,rankings.php?subregion=car,,2 Hundred Tons per month,,$261 million,,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=41738,
Gharin,James Oakwood,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 145 hours ago,rankings.php?subregion=ama,,2 Hundred Tons per month,,$261 million,,,Amazonia,Untapped,None,http://blocgame.com/rankings.php?subregion=ama,20000 km 2,http://blocgame.com/stats.php?id=42490,
Roman Egypt,Marc Antony,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 151 hours ago,rankings.php?subregion=egy,,2 Hundred Tons per month,,$261 million,,,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,20000 km 2,http://blocgame.com/stats.php?id=44644,
Loumy,loumiy,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 153 hours ago,rankings.php?subregion=ama,,2 Hundred Tons per month,,$261 million,,,Amazonia,Untapped,None,http://blocgame.com/rankings.php?subregion=ama,20000 km 2,http://blocgame.com/stats.php?id=45458,
Agair,miguel angel,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 153 hours ago,rankings.php?subregion=gra,,2 Hundred Tons per month,,$261 million,,,Gran Colombia,Untapped,None,http://blocgame.com/rankings.php?subregion=gra,20000 km 2,http://blocgame.com/stats.php?id=46015,
Misr,Saif al Din ibn Tawfiq,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 148 hours ago,rankings.php?subregion=egy,,4 Hundred Tons per month,2 Mbbl per month,$261 million,,1926 Mbbl; 2 Mbbl,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,20000 km 2,http://blocgame.com/stats.php?id=46061,
Kajima,Angelus,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 153 hours ago,rankings.php?subregion=pac,,2 Hundred Tons per month,,$261 million,,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=46908,
Spontania,Katharo,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 149 hours ago,rankings.php?subregion=ama,,2 Hundred Tons per month,,$261 million,,,Amazonia,Untapped,None,http://blocgame.com/rankings.php?subregion=ama,20000 km 2,http://blocgame.com/stats.php?id=47084,
Memes Too Hard,iTzDannyHD,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 145 hours ago,rankings.php?subregion=chi,,2 Hundred Tons per month,,$261 million,,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=47258,
Gethas,Sevatar,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 151 hours ago,rankings.php?subregion=saf,,2 Hundred Tons per month,,$261 million,,,Southern Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=saf,20000 km 2,http://blocgame.com/stats.php?id=48515,
