country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,region/_source,alliance/_text,rm_prod,oil_prod,gdp,alliance/_source,oil_reserves,region/_text,manpower,airforce,region,territory,pageUrl,uranium
Kachan,Chłodna Kaczka,http://blocgame.com/alliancestats.php?allianceid=2041,10k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 57 hours ago,rankings.php?subregion=atl,Lithuanian Coalition,7 Hundred Tons per month,15 Mbbl per month,$415 million,alliancestats.php?allianceid=2041,2837 Mbbl; 15 Mbbl,Atlas,Untapped,Small,http://blocgame.com/rankings.php?subregion=atl,25510 km 2,http://blocgame.com/stats.php?id=62963,
sranie,rucham psa jak sra,,7k active personnel,0 ships,Finest of the 19th century,Angelic,None,Poor,last online 137 hours ago,rankings.php?subregion=atl,,2 Hundred Tons per month,,$415 million,,,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,13751 km 2,http://blocgame.com/stats.php?id=63131,
Neu-Berlin,JewWithCoins,http://blocgame.com/alliancestats.php?allianceid=2045,28k active personnel,0 ships,First World War surplus,Good,None,Standard,online now,rankings.php?subregion=chi,The Order,5 Hundred Tons per month,5 Mbbl per month,$415 million,alliancestats.php?allianceid=2045,442 Mbbl; 5 Mbbl,China,Untapped,Small,http://blocgame.com/rankings.php?subregion=chi,26372 km 2,http://blocgame.com/stats.php?id=63504,
Yeltsin Lima,yeltsinbr,,9k active personnel,0 ships,Finest of the 19th century,Good,None,Poor,last online 131 hours ago,rankings.php?subregion=ama,,3 Hundred Tons per month,3 Mbbl per month,$414 million,,140 Mbbl; 3 Mbbl,Amazonia,Untapped,None,http://blocgame.com/rankings.php?subregion=ama,16500 km 2,http://blocgame.com/stats.php?id=63168,
M�rg,albertps,http://blocgame.com/alliancestats.php?allianceid=2059,48k active personnel,0 ships,Finest of the 19th century,Angelic,1 factory,Poor,last online 5 hours ago,rankings.php?subregion=ind,The United Nations,13 Hundred Tons per month,7 Mbbl per month,$413 million,alliancestats.php?allianceid=2059,74 Mbbl; 7 Mbbl,East Indies,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=ind,27930 km 2,http://blocgame.com/stats.php?id=58356,
Mendam Berahi,PG PG PG PG,,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 168 hours ago,rankings.php?subregion=pac,,2 Hundred Tons per month,,$413 million,,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,16172 km 2,http://blocgame.com/stats.php?id=60943,
Jordsland,Jords,,12k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 152 hours ago,rankings.php?subregion=ind,,2 Hundred Tons per month,1 Mbbl per month,$412 million,,1 Mbbl,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,19800 km 2,http://blocgame.com/stats.php?id=40953,
Kergia,Haidir Hasim,,3k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 77 hours ago,rankings.php?subregion=ara,,2 Hundred Tons per month,,$412 million,,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,13343 km 2,http://blocgame.com/stats.php?id=60940,
Titiwangsa,Orga,http://blocgame.com/alliancestats.php?allianceid=2069,25k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Elite,last online 2 hours ago,rankings.php?subregion=ind,PIRATES,5 Hundred Tons per month,2 Mbbl per month,$412 million,alliancestats.php?allianceid=2069,156 Mbbl; 2 Mbbl,East Indies,,Mediocre,http://blocgame.com/rankings.php?subregion=ind,19212 km 2,http://blocgame.com/stats.php?id=61596,
Wick,goku69587,http://blocgame.com/alliancestats.php?allianceid=2039,9k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 3 hours ago,rankings.php?subregion=ara,The High Council,3 Hundred Tons per month,1 Mbbl per month,$412 million,alliancestats.php?allianceid=2039,1 Mbbl,Arabia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ara,16335 km 2,http://blocgame.com/stats.php?id=62241,
Contra Mundi,Johnny,http://blocgame.com/alliancestats.php?allianceid=2049,10k active personnel,0 ships,Finest of the 19th century,Nice,1 factory,Standard,last online 36 hours ago,rankings.php?subregion=mes,Brotherhood of Nod,9 Hundred Tons per month,7 Mbbl per month,$412 million,alliancestats.php?allianceid=2049,3648 Mbbl,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,24625 km 2,http://blocgame.com/stats.php?id=62976,
Supercell,Charlotte,http://blocgame.com/alliancestats.php?allianceid=2052,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 52 hours ago,rankings.php?subregion=ind,The Federal Colonies,5 Hundred Tons per month,1 Mbbl per month,$411 million,alliancestats.php?allianceid=2052,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=48901,
Baghdad Iraqi,As-Shaheed Saddam Hussein,http://blocgame.com/alliancestats.php?allianceid=2039,40k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 14 hours ago,rankings.php?subregion=mes,The High Council,3 Hundred Tons per month,9 Mbbl per month,$411 million,alliancestats.php?allianceid=2039,2149 Mbbl; 9 Mbbl,Mesopotamia,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=mes,24742 km 2,http://blocgame.com/stats.php?id=61172,
epf,kwsp,http://blocgame.com/alliancestats.php?allianceid=2052,40k active personnel,0 ships,Finest of the 19th century,Nice,1 factory,Good,last online 2 hours ago,rankings.php?subregion=ind,The Federal Colonies,8 Hundred Tons per month,3 Mbbl per month,$411 million,alliancestats.php?allianceid=2052,196 Mbbl,East Indies,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=ind,24566 km 2,http://blocgame.com/stats.php?id=63191,
RiceFields,Jean-Jean,,9k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 151 hours ago,rankings.php?subregion=ind,,2 Hundred Tons per month,,$410 million,,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,16337 km 2,http://blocgame.com/stats.php?id=52930,
Volne Vilki,Vilk,,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 157 hours ago,rankings.php?subregion=atl,,2 Hundred Tons per month,,$410 million,,,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,16335 km 2,http://blocgame.com/stats.php?id=61625,
Mechassn,President Baby,,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 166 hours ago,rankings.php?subregion=pac,,2 Hundred Tons per month,,$410 million,,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,16335 km 2,http://blocgame.com/stats.php?id=61698,
axmbest,amsyah80,,6k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 24 hours ago,rankings.php?subregion=pac,,3 Hundred Tons per month,2 Mbbl per month,$410 million,,256 Mbbl; 2 Mbbl,Pacific Rim,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=pac,16335 km 2,http://blocgame.com/stats.php?id=61772,
Endau,Syazwanjalil,http://blocgame.com/alliancestats.php?allianceid=2069,20k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Poor,last online 5 hours ago,rankings.php?subregion=ind,PIRATES,7 Hundred Tons per month,4 Mbbl per month,$410 million,alliancestats.php?allianceid=2069,219 Mbbl,East Indies,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=61932,
Newport High,Astalavista,http://blocgame.com/alliancestats.php?allianceid=2045,30k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 10 hours ago,rankings.php?subregion=mex,The Order,10 Hundred Tons per month,2 Mbbl per month,$410 million,alliancestats.php?allianceid=2045,311 Mbbl; 2 Mbbl,Mesoamerica,Untapped,Small,http://blocgame.com/rankings.php?subregion=mex,23665 km 2,http://blocgame.com/stats.php?id=62860,
Drunken Idiots,GiRL,http://blocgame.com/alliancestats.php?allianceid=2045,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 115 hours ago,rankings.php?subregion=mes,The Order,3 Hundred Tons per month,4 Mbbl per month,$410 million,alliancestats.php?allianceid=2045,970 Mbbl; 4 Mbbl,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,20000 km 2,http://blocgame.com/stats.php?id=63497,
Peace & Freedom,bruno,,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 111 hours ago,rankings.php?subregion=mes,,2 Hundred Tons per month,,$410 million,,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,16500 km 2,http://blocgame.com/stats.php?id=63634,
MayMay,MayMay,,6k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 49 hours ago,rankings.php?subregion=sea,,2 Hundred Tons per month,,$410 million,,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,13890 km 2,http://blocgame.com/stats.php?id=63712,
Celtic Nations,BigWilly526,http://blocgame.com/alliancestats.php?allianceid=2049,35k active personnel,0 ships,First World War surplus,Angelic,1 factory,Elite,last online 7 hours ago,rankings.php?subregion=per,Brotherhood of Nod,8 Hundred Tons per month,6 Mbbl per month,$409 million,alliancestats.php?allianceid=2049,2524 Mbbl; 6 Mbbl,Persia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=per,27728 km 2,http://blocgame.com/stats.php?id=7511,
Einstinia,Einstinium,http://blocgame.com/alliancestats.php?allianceid=2045,37k active personnel,0 ships,Finest of the 19th century,Good,1 factory,Good,last online 80 hours ago,rankings.php?subregion=congo,The Order,6 Hundred Tons per month,2 Mbbl per month,$409 million,alliancestats.php?allianceid=2045,158 Mbbl,Congo,Untapped,None,http://blocgame.com/rankings.php?subregion=congo,23828 km 2,http://blocgame.com/stats.php?id=53498,
One Star,Neku,http://blocgame.com/alliancestats.php?allianceid=2039,18k active personnel,0 ships,Finest of the 19th century,Angelic,None,Good,last online 8 hours ago,rankings.php?subregion=per,The High Council,4 Hundred Tons per month,1 Mbbl per month,$409 million,alliancestats.php?allianceid=2039,1718 Mbbl; 1 Mbbl,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,20000 km 2,http://blocgame.com/stats.php?id=57783,
Honesty,Fury,http://blocgame.com/alliancestats.php?allianceid=2064,7k active personnel,0 ships,Finest of the 19th century,Angelic,None,Poor,last online 5 hours ago,rankings.php?subregion=mes,SPQR,2 Hundred Tons per month,,$408 million,alliancestats.php?allianceid=2064,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,13477 km 2,http://blocgame.com/stats.php?id=62094,
harimau kl,harmidi,http://blocgame.com/alliancestats.php?allianceid=2069,10k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 2 hours ago,rankings.php?subregion=ara,PIRATES,9 Hundred Tons per month,10 Mbbl per month,$408 million,alliancestats.php?allianceid=2069,2606 Mbbl; 10 Mbbl,Arabia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ara,19602 km 2,http://blocgame.com/stats.php?id=62369,
Bananarama,Violet raccoon,http://blocgame.com/alliancestats.php?allianceid=2049,31k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 24 hours ago,rankings.php?subregion=ara,Brotherhood of Nod,5 Hundred Tons per month,2 Mbbl per month,$408 million,alliancestats.php?allianceid=2049,2135 Mbbl; 2 Mbbl,Arabia,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=ara,23058 km 2,http://blocgame.com/stats.php?id=62710,
Arkanik,Reaper,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 151 hours ago,rankings.php?subregion=sea,,2 Hundred Tons per month,1 Mbbl per month,$408 million,,356 Mbbl; 1 Mbbl,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,16335 km 2,http://blocgame.com/stats.php?id=63031,
Leninstan,VladLenin1,,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 133 hours ago,rankings.php?subregion=sub,,2 Hundred Tons per month,,$408 million,,,The Subcontinent,Untapped,None,http://blocgame.com/rankings.php?subregion=sub,16335 km 2,http://blocgame.com/stats.php?id=63142,
Godak,Blaze_kill,http://blocgame.com/alliancestats.php?allianceid=2071,18k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 131 hours ago,rankings.php?subregion=car,Godak Union,4 Hundred Tons per month,,$408 million,alliancestats.php?allianceid=2071,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=63158,
Rattown,Furfag Commanding,http://blocgame.com/alliancestats.php?allianceid=2045,45k active personnel,0 ships,Finest of the 19th century,Angelic,1 factory,Elite,online now,rankings.php?subregion=mes,The Order,9 Hundred Tons per month,5 Mbbl per month,$407 million,alliancestats.php?allianceid=2045,1732 Mbbl,Mesopotamia,Untapped,Small,http://blocgame.com/rankings.php?subregion=mes,28872 km 2,http://blocgame.com/stats.php?id=39062,
Cascoia,unioncomic,http://blocgame.com/alliancestats.php?allianceid=2048,45k active personnel,0 ships,Finest of the 19th century,Good,1 factory,Standard,last online 2 hours ago,rankings.php?subregion=ara,Brotherhood of Zion,7 Hundred Tons per month,4 Mbbl per month,$407 million,alliancestats.php?allianceid=2048,4787 Mbbl,Arabia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ara,24323 km 2,http://blocgame.com/stats.php?id=54174,
FeminaziNig,thegagnes11,,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 130 hours ago,rankings.php?subregion=ara,,2 Hundred Tons per month,,$407 million,,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,16335 km 2,http://blocgame.com/stats.php?id=55784,
Dreaming,Koharu,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 125 hours ago,rankings.php?subregion=saf,,2 Hundred Tons per month,,$407 million,,,Southern Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=saf,16335 km 2,http://blocgame.com/stats.php?id=58891,
Pasir Dengung,Menteri Fasola,http://blocgame.com/alliancestats.php?allianceid=2069,45k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 5 hours ago,rankings.php?subregion=atl,PIRATES,6 Hundred Tons per month,5 Mbbl per month,$407 million,alliancestats.php?allianceid=2069,4545 Mbbl,Atlas,,Small,http://blocgame.com/rankings.php?subregion=atl,19871 km 2,http://blocgame.com/stats.php?id=60712,
Thair,Tacoonastick,http://blocgame.com/alliancestats.php?allianceid=2061,9k active personnel,0 ships,First World War surplus,Angelic,None,Good,last online 9 hours ago,rankings.php?subregion=congo,African Socialism 2,4 Hundred Tons per month,3 Mbbl per month,$407 million,alliancestats.php?allianceid=2061,327 Mbbl; 3 Mbbl,Congo,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=congo,16335 km 2,http://blocgame.com/stats.php?id=60955,
Psilocybis,Lysergix,http://blocgame.com/alliancestats.php?allianceid=2049,20k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 16 hours ago,rankings.php?subregion=per,Brotherhood of Nod,7 Hundred Tons per month,4 Mbbl per month,$407 million,alliancestats.php?allianceid=2049,1420 Mbbl; 4 Mbbl,Persia,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=per,20000 km 2,http://blocgame.com/stats.php?id=62795,
Ronkonia,Ronkinator,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 131 hours ago,rankings.php?subregion=con,,2 Hundred Tons per month,,$407 million,,,Southern Cone,Untapped,None,http://blocgame.com/rankings.php?subregion=con,16418 km 2,http://blocgame.com/stats.php?id=63162,
Hedjaz,Abdul Wahhab,http://blocgame.com/alliancestats.php?allianceid=2058,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Elite,last online 114 hours ago,rankings.php?subregion=mes,Al-Qassam Brigades,2 Hundred Tons per month,,$406 million,alliancestats.php?allianceid=2058,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,16337 km 2,http://blocgame.com/stats.php?id=49882,
Jarhead,Jarhead99,,15k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 83 hours ago,rankings.php?subregion=ama,,3 Hundred Tons per month,1 Mbbl per month,$406 million,,483 Mbbl; 1 Mbbl,Amazonia,Untapped,Small,http://blocgame.com/rankings.php?subregion=ama,19800 km 2,http://blocgame.com/stats.php?id=59874,
najibpundek,Syahmisaid,,3k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 18 hours ago,rankings.php?subregion=sea,,6 Hundred Tons per month,3 Mbbl per month,$406 million,,138 Mbbl; 3 Mbbl,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,19602 km 2,http://blocgame.com/stats.php?id=61859,
Batu putih,Harzan,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Good,online now,rankings.php?subregion=ind,,6 Hundred Tons per month,4 Mbbl per month,$406 million,,391 Mbbl,East Indies,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ind,16335 km 2,http://blocgame.com/stats.php?id=61926,
Red Crazyguy,Red Crazyguy,,18k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 8 hours ago,rankings.php?subregion=pac,,7 Hundred Tons per month,4 Mbbl per month,$406 million,,240 Mbbl; 4 Mbbl,Pacific Rim,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=62314,
Thiepia,RulerKing,,15k active personnel,0 ships,Finest of the 19th century,Normal,None,Undisciplined Rabble,last online 1 hours ago,rankings.php?subregion=sea,,2 Hundred Tons per month,,$406 million,,,Indochina,Near Depletion,None,http://blocgame.com/rankings.php?subregion=sea,19008 km 2,http://blocgame.com/stats.php?id=63846,
TerapBuduLipis,SyedRazi,http://blocgame.com/alliancestats.php?allianceid=2039,59k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,online now,rankings.php?subregion=sea,The High Council,9 Hundred Tons per month,4 Mbbl per month,$405 million,alliancestats.php?allianceid=2039,102 Mbbl; 4 Mbbl,Indochina,Plentiful,Meagre,http://blocgame.com/rankings.php?subregion=sea,27456 km 2,http://blocgame.com/stats.php?id=60513,
KakMahPower,tuan tanah kedaun,,11k active personnel,0 ships,Finest of the 19th century,Angelic,1 factory,Good,last online 47 hours ago,rankings.php?subregion=sea,,4 Hundred Tons per month,3 Mbbl per month,$405 million,,322 Mbbl,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,16011 km 2,http://blocgame.com/stats.php?id=60656,
Best Thougestan,Number1SUS,http://blocgame.com/alliancestats.php?allianceid=2049,8k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 135 hours ago,rankings.php?subregion=egy,Brotherhood of Nod,2 Hundred Tons per month,1 Mbbl per month,$405 million,alliancestats.php?allianceid=2049,4872 Mbbl,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,16010 km 2,http://blocgame.com/stats.php?id=61250,
Italica,Lord Potash,http://blocgame.com/alliancestats.php?allianceid=2064,24k active personnel,0 ships,Finest of the 19th century,Angelic,None,Good,last online 2 hours ago,rankings.php?subregion=egy,SPQR,4 Hundred Tons per month,2 Mbbl per month,$405 million,alliancestats.php?allianceid=2064,1581 Mbbl; 2 Mbbl,Egypt,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=egy,23397 km 2,http://blocgame.com/stats.php?id=63435,
honoraryans,mister,http://blocgame.com/alliancestats.php?allianceid=2045,14k active personnel,0 ships,Finest of the 19th century,Angelic,None,Poor,last online 119 hours ago,rankings.php?subregion=pac,The Order,2 Hundred Tons per month,1 Mbbl per month,$405 million,alliancestats.php?allianceid=2045,102 Mbbl; 1 Mbbl,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=63471,
Opallia,Opal,http://blocgame.com/alliancestats.php?allianceid=2045,29k active personnel,0 ships,First World War surplus,Questionable,None,Standard,last online 4 hours ago,rankings.php?subregion=mex,The Order,4 Hundred Tons per month,,$405 million,alliancestats.php?allianceid=2045,,Mesoamerica,Untapped,Small,http://blocgame.com/rankings.php?subregion=mex,24388 km 2,http://blocgame.com/stats.php?id=63666,
Iranzamin,Lord of War,,19k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 4 hours ago,rankings.php?subregion=per,,2 Hundred Tons per month,,$404 million,,,Persia,Untapped,Small,http://blocgame.com/rankings.php?subregion=per,16335 km 2,http://blocgame.com/stats.php?id=49556,
kailam,kailam,http://blocgame.com/alliancestats.php?allianceid=2039,35k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 2 hours ago,rankings.php?subregion=ind,The High Council,6 Hundred Tons per month,3 Mbbl per month,$404 million,alliancestats.php?allianceid=2039,436 Mbbl; 3 Mbbl,East Indies,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ind,23665 km 2,http://blocgame.com/stats.php?id=61608,
ZestyLemonSauce,ZestyLemonSauce,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 150 hours ago,rankings.php?subregion=ama,,3 Hundred Tons per month,1 Mbbl per month,$404 million,,1 Mbbl,Amazonia,Untapped,None,http://blocgame.com/rankings.php?subregion=ama,16172 km 2,http://blocgame.com/stats.php?id=63043,
Dongo Congo,monicalman0821,http://blocgame.com/alliancestats.php?allianceid=2045,38k active personnel,0 ships,First World War surplus,Angelic,1 factory,Undisciplined Rabble,last online 5 hours ago,rankings.php?subregion=car,The Order,6 Hundred Tons per month,1 Mbbl per month,$404 million,alliancestats.php?allianceid=2045,481 Mbbl,Caribbean,,Meagre,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=63671,
Bruce Man,Bat Wayn,,31k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,online now,rankings.php?subregion=ara,,5 Hundred Tons per month,7 Mbbl per month,$403 million,,3097 Mbbl; 7 Mbbl,Arabia,Untapped,Large,http://blocgame.com/rankings.php?subregion=ara,31158 km 2,http://blocgame.com/stats.php?id=59564,
Tok Jembal,Lady H,http://blocgame.com/alliancestats.php?allianceid=2045,24k active personnel,0 ships,First World War surplus,Angelic,None,Good,last online 12 hours ago,rankings.php?subregion=ara,The Order,7 Hundred Tons per month,7 Mbbl per month,$403 million,alliancestats.php?allianceid=2045,2207 Mbbl; 7 Mbbl,Arabia,Untapped,Small,http://blocgame.com/rankings.php?subregion=ara,23665 km 2,http://blocgame.com/stats.php?id=60840,
Bluegene/Q,ChevalierCavac,,33k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,online now,rankings.php?subregion=ara,,4 Hundred Tons per month,7 Mbbl per month,$403 million,,3104 Mbbl; 7 Mbbl,Arabia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ara,26787 km 2,http://blocgame.com/stats.php?id=61506,
Eastern Eagle,MetaIndigo,,27k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 2 hours ago,rankings.php?subregion=sub,,5 Hundred Tons per month,2 Mbbl per month,$403 million,,340 Mbbl; 2 Mbbl,The Subcontinent,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=sub,16335 km 2,http://blocgame.com/stats.php?id=63045,
JIDF,Mort Goldstein,http://blocgame.com/alliancestats.php?allianceid=2045,14k active personnel,0 ships,First World War surplus,Angelic,None,Poor,last online 29 hours ago,rankings.php?subregion=pac,The Order,3 Hundred Tons per month,1 Mbbl per month,$403 million,alliancestats.php?allianceid=2045,129 Mbbl,Pacific Rim,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=pac,16500 km 2,http://blocgame.com/stats.php?id=63700,
Ceannesburg,theorange0,http://blocgame.com/alliancestats.php?allianceid=2048,38k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 2 hours ago,rankings.php?subregion=mex,Brotherhood of Zion,8 Hundred Tons per month,6 Mbbl per month,$402 million,alliancestats.php?allianceid=2048,116 Mbbl,Mesoamerica,Untapped,Small,http://blocgame.com/rankings.php?subregion=mex,23765 km 2,http://blocgame.com/stats.php?id=56500,
Sheena,Lord Alphus Maximus Spaz,http://blocgame.com/alliancestats.php?allianceid=2045,10k active personnel,0 ships,First World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 28 hours ago,rankings.php?subregion=congo,The Order,2 Hundred Tons per month,2 Mbbl per month,$402 million,alliancestats.php?allianceid=2045,363 Mbbl; 2 Mbbl,Congo,Untapped,None,http://blocgame.com/rankings.php?subregion=congo,16335 km 2,http://blocgame.com/stats.php?id=62190,
Gerria,Gogo1100,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 109 hours ago,rankings.php?subregion=pac,,2 Hundred Tons per month,,$402 million,,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,16335 km 2,http://blocgame.com/stats.php?id=62251,
Larsia,Miguel,,8k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 154 hours ago,rankings.php?subregion=mex,,3 Hundred Tons per month,2 Mbbl per month,$402 million,,366 Mbbl; 2 Mbbl,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,16172 km 2,http://blocgame.com/stats.php?id=62782,
Justice,Tommy Scrumptious,http://blocgame.com/alliancestats.php?allianceid=2049,31k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Elite,last online 6 hours ago,rankings.php?subregion=mes,Brotherhood of Nod,5 Hundred Tons per month,3 Mbbl per month,$402 million,alliancestats.php?allianceid=2049,3852 Mbbl,Mesopotamia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=mes,24028 km 2,http://blocgame.com/stats.php?id=62975,
Oileum,Ihei,http://blocgame.com/alliancestats.php?allianceid=2039,29k active personnel,0 ships,First World War surplus,Angelic,1 factory,Elite,last online 31 hours ago,rankings.php?subregion=mes,The High Council,5 Hundred Tons per month,5 Mbbl per month,$402 million,alliancestats.php?allianceid=2039,2382 Mbbl; 5 Mbbl,Mesopotamia,Untapped,Small,http://blocgame.com/rankings.php?subregion=mes,27330 km 2,http://blocgame.com/stats.php?id=63070,
Anonymity,Anomalous300,,7k active personnel,0 ships,First World War surplus,Good,1 factory,Standard,last online 9 hours ago,rankings.php?subregion=ara,,6 Hundred Tons per month,4 Mbbl per month,$402 million,,1954 Mbbl; 4 Mbbl,Arabia,Plentiful,None,http://blocgame.com/rankings.php?subregion=ara,22869 km 2,http://blocgame.com/stats.php?id=63103,
Iwo Jima,Tadamichi Kuribayashi,http://blocgame.com/alliancestats.php?allianceid=2045,35k active personnel,0 ships,First World War surplus,Nice,1 factory,Good,online now,rankings.php?subregion=pac,The Order,7 Hundred Tons per month,2 Mbbl per month,$464 million,alliancestats.php?allianceid=2045,435 Mbbl; 2 Mbbl,Pacific Rim,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=pac,27330 km 2,http://blocgame.com/stats.php?id=63259,
Diptheria,Dompers,,4k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 122 hours ago,rankings.php?subregion=mes,,2 Hundred Tons per month,1 Mbbl per month,$402 million,,3406 Mbbl; 1 Mbbl,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,19602 km 2,http://blocgame.com/stats.php?id=63277,
