country,leader,alliance,army_size,navy,reactor,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,region,alignment,territory,pageUrl,uranium
Uzbekistanstan,Shaikh Zayer,The Order,43k active personnel,0 ships,,First World War surplus,Gandhi-like,2 factories,Elite,online now,22 Hundred Tons per month,4 Mbbl per month,Free Market,$1112 million,522 Mbbl,Untapped,Mediocre,Congo,United States,38272 km 2,http://blocgame.com/stats.php?id=47207,
Asians,bigyihsuan,The High Council,36k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Standard,last online 14 hours ago,4 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$1094 million,366 Mbbl; 2 Mbbl,Untapped,Meagre,Pacific Rim,Neutral,16667 km 2,http://blocgame.com/stats.php?id=41551,
temasik,lawrence,,14k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,last online 52 hours ago,2 Hundred Tons per month,2 Mbbl per month,Central Planning,$1092 million,2 Mbbl,Untapped,Mediocre,East Indies,United States,16172 km 2,http://blocgame.com/stats.php?id=62827,
Ivalice,Nighthawk571,Interpol,39k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Good,last online 7 hours ago,14 Hundred Tons per month,13 Mbbl per month,Central Planning,$1084 million,2840 Mbbl; 13 Mbbl,Untapped,Mediocre,Arabia,Soviet Union,35726 km 2,http://blocgame.com/stats.php?id=63060,
Cyleia,Silas Adar,The Order,39k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,online now,6 Hundred Tons per month,5 Mbbl per month,Free Market,$1078 million,560 Mbbl; 5 Mbbl,Untapped,Somewhat Large,Mesoamerica,United States,28634 km 2,http://blocgame.com/stats.php?id=62784,
South Uganda,Dr. Idi Amin,Brotherhood of Zion,71k active personnel,0 ships,,Second World War surplus,Gandhi-like,2 factories,Elite,online now,29 Hundred Tons per month,4 Mbbl per month,Central Planning,$1072 million,456 Mbbl; 4 Mbbl,Untapped,Somewhat Large,Southern Africa,Soviet Union,39393 km 2,http://blocgame.com/stats.php?id=63128,
German Empire,Frederick the Great,SPQR,38k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Good,last online 21 hours ago,14 Hundred Tons per month,5 Mbbl per month,Central Planning,$1070 million,4423 Mbbl,Untapped,Large,Egypt,Soviet Union,27600 km 2,http://blocgame.com/stats.php?id=63053,
Markovia,RDM HC,The Federal Colonies,69k active personnel,0 ships,,First World War surplus,Nice,1 factory,Elite,last online 3 hours ago,13 Hundred Tons per month,7 Mbbl per month,Free Market,$1069 million,431 Mbbl; 7 Mbbl,Untapped,Somewhat Large,Caribbean,United States,39075 km 2,http://blocgame.com/stats.php?id=58369,
Yummy Foods,iiruka,Interpol,99k active personnel,1 ships,,First World War surplus,Gandhi-like,3 factories,Elite,last online 1 hours ago,34 Hundred Tons per month,1 Mbbl per month,Free Market,$1060 million,81 Mbbl,Untapped,Large,Pacific Rim,United States,41667 km 2,http://blocgame.com/stats.php?id=54376,1 Tons
Malaysia.,Tuanku Adam Zhafri,PIRATES,51k active personnel,0 ships,,First World War surplus,Pariah,2 factories,Elite,last online 3 hours ago,10 Hundred Tons per month,9 Mbbl per month,Central Planning,$1049 million,310 Mbbl; 9 Mbbl,Untapped,Very Powerful,East Indies,Soviet Union,28518 km 2,http://blocgame.com/stats.php?id=63032,
Kritch,Zorn,Brotherhood of Nod,83k active personnel,0 ships,,First World War surplus,Nice,1 factory,Elite,last online 10 hours ago,15 Hundred Tons per month,3 Mbbl per month,Central Planning,$1049 million,663 Mbbl; 3 Mbbl,Untapped,Mediocre,The Subcontinent,Soviet Union,40466 km 2,http://blocgame.com/stats.php?id=63155,
bakhang,cukobi,The Order,51k active personnel,1 ships,,First World War surplus,Gandhi-like,2 factories,Standard,last online 6 hours ago,17 Hundred Tons per month,7 Mbbl per month,Central Planning,$1048 million,1411 Mbbl; 7 Mbbl,Untapped,Large,Atlas,Soviet Union,40085 km 2,http://blocgame.com/stats.php?id=60485,
Lorigan,Lorigan,The High Council,39k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,online now,14 Hundred Tons per month,8 Mbbl per month,Central Planning,$1036 million,441 Mbbl; 8 Mbbl,Untapped,Mediocre,Amazonia,Soviet Union,36653 km 2,http://blocgame.com/stats.php?id=59787,
Batu putih,Harzan,The Federal Colonies,21k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,online now,7 Hundred Tons per month,5 Mbbl per month,Central Planning,$1011 million,267 Mbbl,Plentiful,Somewhat Large,East Indies,Soviet Union,13310 km 2,http://blocgame.com/stats.php?id=61926,
VinnyNation,VinnyRuler,Brotherhood of Zion,47k active personnel,0 ships,,Second World War surplus,Questionable,1 factory,Good,last online 15 hours ago,7 Hundred Tons per month,4 Mbbl per month,Central Planning,$1006 million,347 Mbbl; 4 Mbbl,,None,Congo,Soviet Union,25007 km 2,http://blocgame.com/stats.php?id=62972,
Jebawka,Shetay,The Order,74k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Standard,online now,10 Hundred Tons per month,9 Mbbl per month,Free Market,$996 million,2176 Mbbl,Untapped,Meagre,Arabia,United States,22140 km 2,http://blocgame.com/stats.php?id=54304,
Cirno,jc99,The Federal Colonies,58k active personnel,0 ships,,First World War surplus,Gandhi-like,2 factories,Good,last online 1 hours ago,25 Hundred Tons per month,2 Mbbl per month,Free Market,$992 million,292 Mbbl,Untapped,Mediocre,Caribbean,United States,39052 km 2,http://blocgame.com/stats.php?id=43375,
Morjei,FlairWoW,Brotherhood of Zion,58k active personnel,0 ships,,First World War surplus,Gandhi-like,2 factories,Standard,online now,18 Hundred Tons per month,3 Mbbl per month,Central Planning,$976 million,110 Mbbl; 3 Mbbl,Plentiful,Mediocre,Indochina,Soviet Union,39862 km 2,http://blocgame.com/stats.php?id=53068,
Mzab,Cuma Thurman,Brotherhood of Zion,50k active personnel,0 ships,,First World War surplus,Angelic,1 factory,Good,online now,15 Hundred Tons per month,12 Mbbl per month,Central Planning,$976 million,4524 Mbbl; 12 Mbbl,Untapped,Mediocre,Atlas,Soviet Union,36773 km 2,http://blocgame.com/stats.php?id=63775,
LOCAI,Agumentic,Brotherhood of Zion,27k active personnel,1 ships,,First World War surplus,Gandhi-like,2 factories,Good,last online 14 hours ago,7 Hundred Tons per month,2 Mbbl per month,Free Market,$972 million,206 Mbbl; 2 Mbbl,Untapped,Somewhat Large,The Subcontinent,United States,36048 km 2,http://blocgame.com/stats.php?id=53011,
Shambala,Feranon,Brotherhood of Nod,20k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,online now,8 Hundred Tons per month,5 Mbbl per month,Central Planning,$968 million,265 Mbbl; 5 Mbbl,Untapped,Mediocre,Pacific Rim,Soviet Union,31241 km 2,http://blocgame.com/stats.php?id=41268,1 Tons
Conferan,Cryptox,The High Council,79k active personnel,0 ships,,First World War surplus,Gandhi-like,2 factories,Good,last online 1 hours ago,10 Hundred Tons per month,6 Mbbl per month,Central Planning,$968 million,543 Mbbl,Untapped,Large,East Indies,Soviet Union,39512 km 2,http://blocgame.com/stats.php?id=56710,1 Tons
Asiana,El_Xanatos,The High Council,41k active personnel,0 ships,,First World War surplus,Angelic,1 factory,Good,last online 11 hours ago,19 Hundred Tons per month,4 Mbbl per month,Central Planning,$956 million,180 Mbbl; 4 Mbbl,Untapped,Meagre,Indochina,Soviet Union,41507 km 2,http://blocgame.com/stats.php?id=62221,
Surakistahn,Harry Drewer,,2k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Poor,last online 63 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$944 million,1646 Mbbl,Untapped,Meagre,Mesopotamia,Neutral,9174 km 2,http://blocgame.com/stats.php?id=46090,
Cameronia,Cameron Saxonson,Che Guevara League,34k active personnel,0 ships,,First World War surplus,Angelic,1 factory,Elite,last online 6 hours ago,14 Hundred Tons per month,8 Mbbl per month,Central Planning,$937 million,473 Mbbl; 8 Mbbl,Untapped,Mediocre,Southern Cone,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62688,
Sepidajistan,Shah Squid,Al-Qassam Brigades,38k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Good,last online 4 hours ago,4 Hundred Tons per month,3 Mbbl per month,Central Planning,$931 million,3784 Mbbl; 3 Mbbl,,Small,Atlas,Soviet Union,15382 km 2,http://blocgame.com/stats.php?id=59462,
Hansetica,Svan,The Order,26k active personnel,0 ships,,First World War surplus,Gandhi-like,2 factories,Good,last online 20 hours ago,11 Hundred Tons per month,4 Mbbl per month,Central Planning,$928 million,13 Mbbl; 4 Mbbl,Untapped,Meagre,China,Soviet Union,26420 km 2,http://blocgame.com/stats.php?id=63390,
al-Bahrayn,dbdb,The Order,56k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 15 hours ago,7 Hundred Tons per month,7 Mbbl per month,Central Planning,$926 million,899 Mbbl; 7 Mbbl,Untapped,Somewhat Large,Mesopotamia,Soviet Union,30107 km 2,http://blocgame.com/stats.php?id=59775,
Ausmasia,Harzan15,The Khilafah,10k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Good,last online 6 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$926 million,105 Mbbl; 2 Mbbl,Untapped,Mediocre,Indochina,Soviet Union,8983 km 2,http://blocgame.com/stats.php?id=61817,
Tandak,jimmyyus,PIRATES,93k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Standard,online now,8 Hundred Tons per month,7 Mbbl per month,Mixed Economy,$922 million,5258 Mbbl; 7 Mbbl,,Small,Egypt,United States,22286 km 2,http://blocgame.com/stats.php?id=62201,
Gobi,Saint Gobi,Brotherhood of Zion,61k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 2 hours ago,14 Hundred Tons per month,8 Mbbl per month,Mixed Economy,$916 million,409 Mbbl,,Somewhat Large,Congo,United States,24905 km 2,http://blocgame.com/stats.php?id=61919,
Tamil Kingdom,Chola I,Brotherhood of Zion,73k active personnel,0 ships,,Second World War surplus,Gandhi-like,2 factories,Good,online now,39 Hundred Tons per month,7 Mbbl per month,Central Planning,$912 million,347 Mbbl; 7 Mbbl,Untapped,Mediocre,The Subcontinent,Soviet Union,44983 km 2,http://blocgame.com/stats.php?id=60964,1 Tons
constania,Comrade,Divine League,37k active personnel,0 ships,,Second World War surplus,Angelic,1 factory,Elite,last online 1 hours ago,13 Hundred Tons per month,6 Mbbl per month,Central Planning,$912 million,219 Mbbl; 6 Mbbl,Untapped,Mediocre,Congo,Soviet Union,16172 km 2,http://blocgame.com/stats.php?id=62606,
pelle,pelle,The Order,39k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Standard,last online 11 hours ago,22 Hundred Tons per month,3 Mbbl per month,Central Planning,$908 million,541 Mbbl; 3 Mbbl,Untapped,Very Powerful,China,Soviet Union,44192 km 2,http://blocgame.com/stats.php?id=52372,
Eisen,Balthazaar,The Order,39k active personnel,1 ships,,First World War surplus,Good,2 factories,Good,online now,17 Hundred Tons per month,7 Mbbl per month,Central Planning,$908 million,339 Mbbl; 7 Mbbl,Untapped,Powerful,China,Soviet Union,47604 km 2,http://blocgame.com/stats.php?id=53566,
Guadianstan,Guadian Bakar,Followers of Guadian,38k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,online now,9 Hundred Tons per month,6 Mbbl per month,Central Planning,$908 million,314 Mbbl,Near Depletion,Small,Gran Colombia,Soviet Union,25483 km 2,http://blocgame.com/stats.php?id=63250,
Valtania,Kelvin D. Makumbi,,71k active personnel,0 ships,,Second World War surplus,Gandhi-like,2 factories,Standard,last online 5 hours ago,15 Hundred Tons per month,6 Mbbl per month,Central Planning,$904 million,238 Mbbl; 6 Mbbl,Untapped,Mediocre,Mesoamerica,Soviet Union,28457 km 2,http://blocgame.com/stats.php?id=62525,
Worthless Sand,Spirit of Saddam Hussein,Brotherhood of Nod,19k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Standard,last online 6 hours ago,11 Hundred Tons per month,4 Mbbl per month,Central Planning,$904 million,3707 Mbbl; 4 Mbbl,Untapped,Mediocre,Mesopotamia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63192,
Texastan,Rebel Lord,Interpol,60k active personnel,1 ships,,First World War surplus,Gandhi-like,2 factories,Standard,last online 5 hours ago,19 Hundred Tons per month,20 Mbbl per month,Central Planning,$901 million,5074 Mbbl; 20 Mbbl,Untapped,Small,Mesopotamia,Soviet Union,44796 km 2,http://blocgame.com/stats.php?id=58149,
Glubistan,Glub,SPQR,38k active personnel,0 ships,,First World War surplus,Good,None,Undisciplined Rabble,online now,17 Hundred Tons per month,9 Mbbl per month,Central Planning,$895 million,1651 Mbbl; 9 Mbbl,Untapped,Mediocre,Arabia,Soviet Union,22469 km 2,http://blocgame.com/stats.php?id=63027,
Robots,stormbot28,Interpol,56k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 68 hours ago,8 Hundred Tons per month,,Free Market,$891 million,,Untapped,Mediocre,Caribbean,United States,13613 km 2,http://blocgame.com/stats.php?id=40242,
Pan-demo-nium,Raja,The Order,25k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,last online 18 hours ago,11 Hundred Tons per month,2 Mbbl per month,Central Planning,$891 million,196 Mbbl; 2 Mbbl,,Somewhat Large,The Subcontinent,Soviet Union,18189 km 2,http://blocgame.com/stats.php?id=63195,
DFWEFWEF,dmc5,Interpol,28k active personnel,0 ships,,First World War surplus,Nice,1 factory,Standard,online now,7 Hundred Tons per month,4 Mbbl per month,Central Planning,$886 million,5027 Mbbl; 4 Mbbl,Untapped,Small,Arabia,Neutral,35376 km 2,http://blocgame.com/stats.php?id=55118,
North Nubia,Sean Tony,The United Nations,25k active personnel,1 ships,,Second World War surplus,Gandhi-like,3 factories,Elite,last online 1 hours ago,25 Hundred Tons per month,2 Mbbl per month,Central Planning,$886 million,242 Mbbl; 2 Mbbl,Plentiful,Mediocre,Congo,Soviet Union,20349 km 2,http://blocgame.com/stats.php?id=63084,
Vilnus,Jurij Owsienko,Lithuanian Coalition,9k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Standard,last online 165 hours ago,12 Hundred Tons per month,18 Mbbl per month,Central Planning,$885 million,2007 Mbbl; 18 Mbbl,Untapped,Somewhat Large,Atlas,Soviet Union,23510 km 2,http://blocgame.com/stats.php?id=61610,
the Haunted,thedrunkenarchitect,Brotherhood of Zion,39k active personnel,0 ships,,First World War surplus,Gandhi-like,2 factories,Good,online now,22 Hundred Tons per month,4 Mbbl per month,Central Planning,$877 million,374 Mbbl; 4 Mbbl,Untapped,Somewhat Large,Southern Africa,Soviet Union,34025 km 2,http://blocgame.com/stats.php?id=63020,
Zuyazayuza,Zuyazayuza,Brotherhood of Zion,77k active personnel,2 ships,,First World War surplus,Gandhi-like,2 factories,Standard,last online 4 hours ago,17 Hundred Tons per month,3 Mbbl per month,Free Market,$870 million,341 Mbbl,Untapped,Mediocre,Caribbean,United States,44680 km 2,http://blocgame.com/stats.php?id=62470,
The NLR,Darknight,Divine League,58k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Good,online now,44 Hundred Tons per month,3 Mbbl per month,Central Planning,$866 million,113 Mbbl; 3 Mbbl,Untapped,Very Powerful,Congo,Soviet Union,40989 km 2,http://blocgame.com/stats.php?id=49701,
Communistutopia,Bill Broskis,The Order,56k active personnel,0 ships,,First World War surplus,Gandhi-like,2 factories,Elite,online now,14 Hundred Tons per month,9 Mbbl per month,Central Planning,$862 million,4780 Mbbl; 9 Mbbl,Untapped,Mediocre,Persia,Soviet Union,32240 km 2,http://blocgame.com/stats.php?id=49796,
ZAMENTA,ShAh FAr HAn,The Order,74k active personnel,1 ships,,First World War surplus,Gandhi-like,2 factories,Standard,last online 6 hours ago,10 Hundred Tons per month,7 Mbbl per month,Central Planning,$862 million,317 Mbbl; 7 Mbbl,Untapped,Mediocre,Pacific Rim,Soviet Union,39122 km 2,http://blocgame.com/stats.php?id=61998,
Leinad,bloodywaffles12,The United Nations,33k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Poor,last online 4 hours ago,11 Hundred Tons per month,5 Mbbl per month,Central Planning,$861 million,131 Mbbl; 5 Mbbl,Untapped,Mediocre,China,Soviet Union,20307 km 2,http://blocgame.com/stats.php?id=59332,
Tyanra,SaffronMerchant,SPQR,40k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Standard,last online 5 hours ago,15 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$860 million,1200 Mbbl; 2 Mbbl,Untapped,Mediocre,The Subcontinent,Soviet Union,33183 km 2,http://blocgame.com/stats.php?id=60365,
Lubekran,septima,Interpol,26k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Good,last online 8 hours ago,7 Hundred Tons per month,3 Mbbl per month,Central Planning,$855 million,13 Mbbl; 3 Mbbl,Untapped,Meagre,Indochina,Soviet Union,11120 km 2,http://blocgame.com/stats.php?id=62568,
Etiwan,Latvu,The High Council,29k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 12 hours ago,17 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$852 million,425 Mbbl,Untapped,Mediocre,Amazonia,United States,27420 km 2,http://blocgame.com/stats.php?id=60056,
Hajoki,Makao,The Khilafah,15k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 25 hours ago,3 Hundred Tons per month,11 Mbbl per month,Free Market,$852 million,1266 Mbbl,Untapped,None,Atlas,Soviet Union,9361 km 2,http://blocgame.com/stats.php?id=60093,
Reim,Azrael,The High Council,59k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,online now,16 Hundred Tons per month,5 Mbbl per month,Central Planning,$844 million,458 Mbbl; 5 Mbbl,Untapped,Mediocre,Pacific Rim,Soviet Union,40120 km 2,http://blocgame.com/stats.php?id=41073,
Zeon Alliance,Char Aznable,The High Council,50k active personnel,5 ships,,First World War surplus,Gandhi-like,2 factories,Elite,online now,7 Hundred Tons per month,7 Mbbl per month,Free Market,$843 million,19 Mbbl; 7 Mbbl,Untapped,Large,Pacific Rim,United States,29079 km 2,http://blocgame.com/stats.php?id=62248,1 Tons
Wafflonia,Stellarwaffle,SPQR,44k active personnel,0 ships,,First World War surplus,Questionable,1 factory,Good,last online 11 hours ago,11 Hundred Tons per month,6 Mbbl per month,Central Planning,$843 million,4157 Mbbl; 6 Mbbl,Untapped,Mediocre,Egypt,Soviet Union,32849 km 2,http://blocgame.com/stats.php?id=63064,
Mesopotamia,Arcturus,The Order,59k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Standard,last online 5 hours ago,15 Hundred Tons per month,10 Mbbl per month,Free Market,$841 million,2136 Mbbl,Untapped,Mediocre,Mesopotamia,United States,35274 km 2,http://blocgame.com/stats.php?id=42045,
United-Muslims,Karim,SPQR,10k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Poor,last online 16 hours ago,10 Hundred Tons per month,,Free Market,$840 million,,Untapped,None,Mesopotamia,United States,9267 km 2,http://blocgame.com/stats.php?id=61674,
mani,mani,SPQR,8k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 55 hours ago,8 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$840 million,356 Mbbl,Untapped,Small,Persia,Neutral,9190 km 2,http://blocgame.com/stats.php?id=62912,
Fongelesia,Fong,,44k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,last online 9 hours ago,14 Hundred Tons per month,4 Mbbl per month,Free Market,$840 million,409 Mbbl,,Mediocre,Pacific Rim,United States,23867 km 2,http://blocgame.com/stats.php?id=63041,
TheDarkSide,LordVader,The Federal Colonies,69k active personnel,0 ships,,Second World War surplus,Angelic,1 factory,Standard,last online 2 hours ago,18 Hundred Tons per month,1 Mbbl per month,Central Planning,$839 million,404 Mbbl; 1 Mbbl,,Large,East Indies,Soviet Union,42000 km 2,http://blocgame.com/stats.php?id=63139,
Memiaya,MrRoth,Che Guevara League,58k active personnel,0 ships,,Second World War surplus,Questionable,1 factory,Standard,last online 2 hours ago,21 Hundred Tons per month,5 Mbbl per month,Central Planning,$837 million,538 Mbbl; 5 Mbbl,Untapped,Large,Caribbean,Soviet Union,45699 km 2,http://blocgame.com/stats.php?id=62980,1 Tons
Arabic Union,Comrade Izy,Brotherhood of Zion,72k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Standard,last online 1 hours ago,7 Hundred Tons per month,12 Mbbl per month,Central Planning,$836 million,3770 Mbbl; 12 Mbbl,Untapped,Small,Mesopotamia,Soviet Union,40149 km 2,http://blocgame.com/stats.php?id=59855,
Supercell,Charlotte,The Federal Colonies,40k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,last online 2 hours ago,7 Hundred Tons per month,3 Mbbl per month,Central Planning,$832 million,188 Mbbl,Untapped,Meagre,East Indies,Neutral,24512 km 2,http://blocgame.com/stats.php?id=48901,
Derse Moon,Jack Noir,The Order,89k active personnel,8 ships,,Second World War surplus,Pariah,5 factories,Good,online now,40 Hundred Tons per month,40 Mbbl per month,Free Market,$832 million,21177 Mbbl,Plentiful,Very Powerful,Egypt,United States,60501 km 2,http://blocgame.com/stats.php?id=62965,
Zinlandia,Alaah,Che Guevara League,59k active personnel,0 ships,,First World War surplus,Good,1 factory,Standard,last online 1 hours ago,24 Hundred Tons per month,5 Mbbl per month,Central Planning,$831 million,62 Mbbl,Untapped,Somewhat Large,Amazonia,Soviet Union,39560 km 2,http://blocgame.com/stats.php?id=45831,
Bendover,Mike Hawk,Farmington Brigade,5k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,last online 24 hours ago,5 Hundred Tons per month,1 Mbbl per month,Central Planning,$830 million,185 Mbbl; 1 Mbbl,,None,East Indies,Soviet Union,13205 km 2,http://blocgame.com/stats.php?id=62897,1 Tons
Senglia,mreid2112,Farmington Brigade,7k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Good,last online 68 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$829 million,2 Mbbl,Untapped,Meagre,Indochina,Soviet Union,9288 km 2,http://blocgame.com/stats.php?id=62920,
Alamo,linksith,The United Nations,14k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 15 hours ago,7 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$828 million,4063 Mbbl,Untapped,None,Mesopotamia,United States,11119 km 2,http://blocgame.com/stats.php?id=40536,
Ikeland,ike the freakin awesome,,9k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Standard,last online 136 hours ago,3 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$828 million,237 Mbbl; 2 Mbbl,Untapped,Meagre,China,Soviet Union,12818 km 2,http://blocgame.com/stats.php?id=62694,
Thair,Tacoonastick,Brotherhood of Zion,19k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,last online 19 hours ago,5 Hundred Tons per month,4 Mbbl per month,Central Planning,$823 million,278 Mbbl; 4 Mbbl,Plentiful,None,Congo,Soviet Union,15851 km 2,http://blocgame.com/stats.php?id=60955,
Carpentaria,fuerza,PIRATES,51k active personnel,0 ships,,First World War surplus,Gandhi-like,2 factories,Good,last online 59 hours ago,6 Hundred Tons per month,5 Mbbl per month,Central Planning,$818 million,347 Mbbl,Untapped,Mediocre,East Indies,Neutral,19602 km 2,http://blocgame.com/stats.php?id=59901,
Krasnyyikistan,JohnTheGreat,Comintern,65k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,online now,7 Hundred Tons per month,10 Mbbl per month,Mixed Economy,$815 million,3832 Mbbl,Untapped,Large,Arabia,Soviet Union,26351 km 2,http://blocgame.com/stats.php?id=50209,
the murloc,grant,Followers of Guadian,42k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,online now,9 Hundred Tons per month,3 Mbbl per month,Central Planning,$815 million,47 Mbbl; 3 Mbbl,Untapped,Very Powerful,Gran Colombia,Soviet Union,34522 km 2,http://blocgame.com/stats.php?id=63727,
