country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,region,alignment,territory,pageUrl,uranium
Seren,IlBallista,,8k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 95 hours ago,4 Hundred Tons per month,,Mixed Economy,$290 million,,Untapped,None,China,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63814,
New Caucasus,Cotton Luther,Brotherhood of Zion,39k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 5 hours ago,4 Hundred Tons per month,,Free Market,$289 million,,Untapped,Small,Southern Africa,United States,20000 km 2,http://blocgame.com/stats.php?id=4392,
Snowgoons,TPDonut,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 144 hours ago,2 Hundred Tons per month,,Mixed Economy,$289 million,,Untapped,None,China,Neutral,15692 km 2,http://blocgame.com/stats.php?id=40220,
Cypentia,Drudric,,29k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 50 hours ago,5 Hundred Tons per month,2 Mbbl per month,Central Planning,$289 million,2 Mbbl,Untapped,Meagre,Pacific Rim,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=59796,
Aswiara,faezseven,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 6 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$289 million,251 Mbbl; 1 Mbbl,Untapped,None,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=61935,
DARFA,Warf,,20k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 19 hours ago,3 Hundred Tons per month,3 Mbbl per month,Central Planning,$289 million,3 Mbbl,Untapped,Small,Atlas,Soviet Union,19604 km 2,http://blocgame.com/stats.php?id=62213,
melakar raya,coin,,51k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 3 hours ago,9 Hundred Tons per month,5 Mbbl per month,Central Planning,$289 million,363 Mbbl; 5 Mbbl,Plentiful,Mediocre,The Subcontinent,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62446,
JaMon,amschind,The Federal Colonies,9k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 87 hours ago,5 Hundred Tons per month,1 Mbbl per month,Central Planning,$288 million,2419 Mbbl; 1 Mbbl,Untapped,None,Mesopotamia,Soviet Union,13210 km 2,http://blocgame.com/stats.php?id=44573,
Skywalker,War Raven,The United Nations,19k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 22 hours ago,8 Hundred Tons per month,7 Mbbl per month,Central Planning,$288 million,4806 Mbbl; 7 Mbbl,Untapped,None,Mesopotamia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=57844,
Del,arnoldNYAAAA,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 2 hours ago,2 Hundred Tons per month,,Mixed Economy,$288 million,,Untapped,None,Mesopotamia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=59586,
Amrans fans,apaiblues83,,16k active personnel,0 ships,First World War surplus,Angelic,None,Good,last online 3 hours ago,8 Hundred Tons per month,2 Mbbl per month,Central Planning,$288 million,146 Mbbl; 2 Mbbl,Untapped,Mediocre,Caribbean,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62203,
Vethuovania,Tragar,,29k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 28 hours ago,6 Hundred Tons per month,,Mixed Economy,$288 million,,Untapped,None,Indochina,United States,20000 km 2,http://blocgame.com/stats.php?id=62334,
rikkistan,rikk,The Order,23k active personnel,0 ships,First World War surplus,Nice,None,Elite,last online 18 hours ago,2 Hundred Tons per month,1 Mbbl per month,Central Planning,$288 million,1 Mbbl,Untapped,None,West Africa,Soviet Union,20594 km 2,http://blocgame.com/stats.php?id=63735,
Oteco,tropho,Che Guevara League,39k active personnel,0 ships,First World War surplus,Questionable,None,Elite,last online 5 hours ago,2 Hundred Tons per month,,Mixed Economy,$288 million,,Untapped,None,Gran Colombia,Neutral,20615 km 2,http://blocgame.com/stats.php?id=64006,
New Abyssinia,GenesisEra,,8k active personnel,0 ships,First World War surplus,Angelic,None,Good,last online 47 hours ago,4 Hundred Tons per month,1 Mbbl per month,Free Market,$287 million,94 Mbbl,Untapped,None,East Africa,Neutral,13750 km 2,http://blocgame.com/stats.php?id=42676,
Tuchankaa,Toquisador,,26k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Undisciplined Rabble,last online 113 hours ago,2 Hundred Tons per month,,Mixed Economy,$287 million,,Untapped,None,China,Neutral,20000 km 2,http://blocgame.com/stats.php?id=47573,
Pasir Dua Butir,Rocky Malaya,The Order,20k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Poor,last online 53 hours ago,4 Hundred Tons per month,3 Mbbl per month,Free Market,$287 million,231 Mbbl; 3 Mbbl,Untapped,Meagre,East Indies,United States,20000 km 2,http://blocgame.com/stats.php?id=60687,
Baconstate,Xeon,The High Council,26k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 97 hours ago,2 Hundred Tons per month,,Mixed Economy,$287 million,187 Mbbl,Untapped,Meagre,Mesoamerica,United States,20000 km 2,http://blocgame.com/stats.php?id=62116,
Bio Auta,matgaal,,9k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 85 hours ago,2 Hundred Tons per month,,Mixed Economy,$287 million,,Untapped,None,Pacific Rim,Neutral,16500 km 2,http://blocgame.com/stats.php?id=62405,
Armour Malaya,Ranger Mekanize,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 179 hours ago,2 Hundred Tons per month,,Free Market,$287 million,,Untapped,None,The Subcontinent,Neutral,16172 km 2,http://blocgame.com/stats.php?id=62747,
Trump2k16,Trumpo,The Order,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 132 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$287 million,219 Mbbl; 1 Mbbl,Untapped,None,China,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63427,
Jenania,Nacks,,8k active personnel,0 ships,First World War surplus,Nice,None,Elite,last online 25 hours ago,4 Hundred Tons per month,,Mixed Economy,$287 million,321 Mbbl,Untapped,Meagre,Congo,United States,16010 km 2,http://blocgame.com/stats.php?id=63554,
Berg,Snake10,,10k active personnel,0 ships,Finest of the 19th century,Good,None,Poor,last online 8 hours ago,2 Hundred Tons per month,1 Mbbl per month,Free Market,$287 million,1566 Mbbl,Untapped,None,Mesopotamia,Neutral,16172 km 2,http://blocgame.com/stats.php?id=63914,
The Hex Empire,Nikolai East,,14k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 90 hours ago,3 Hundred Tons per month,1 Mbbl per month,Free Market,$286 million,1 Mbbl,Untapped,None,Amazonia,Soviet Union,19800 km 2,http://blocgame.com/stats.php?id=50442,
zioland,zionhar,,10k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 44 hours ago,2 Hundred Tons per month,,Mixed Economy,$286 million,,Untapped,None,Pacific Rim,Neutral,16335 km 2,http://blocgame.com/stats.php?id=56893,
Sanlucia,johnnylaw1990,SPQR,20k active personnel,0 ships,First World War surplus,Good,None,Good,last online 21 hours ago,2 Hundred Tons per month,1 Mbbl per month,Central Planning,$286 million,2502 Mbbl; 1 Mbbl,Untapped,None,Arabia,Soviet Union,16335 km 2,http://blocgame.com/stats.php?id=59921,
Dowa,NickPauwels,,5k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 68 hours ago,2 Hundred Tons per month,4 Mbbl per month,Central Planning,$286 million,4 Mbbl,Untapped,None,Egypt,Neutral,19602 km 2,http://blocgame.com/stats.php?id=62844,
Yimern,yimmya,,9k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 107 hours ago,2 Hundred Tons per month,,Mixed Economy,$286 million,,Untapped,None,Caribbean,Neutral,16172 km 2,http://blocgame.com/stats.php?id=63614,
Hispanionla,Aerthendt,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 119 hours ago,3 Hundred Tons per month,1 Mbbl per month,Free Market,$286 million,,Untapped,None,Caribbean,United States,20000 km 2,http://blocgame.com/stats.php?id=63669,
kurwaziksikstan,aapo1,Al-Qassam Brigades,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 117 hours ago,2 Hundred Tons per month,1 Mbbl per month,Free Market,$286 million,1493 Mbbl; 1 Mbbl,Untapped,None,Persia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63689,
Rhodies,BigDoc,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 116 hours ago,3 Hundred Tons per month,1 Mbbl per month,Free Market,$286 million,1 Mbbl,Untapped,None,East Africa,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63706,
Glo Gang,savagesam12,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 116 hours ago,2 Hundred Tons per month,,Free Market,$286 million,,Untapped,None,West Africa,United States,20000 km 2,http://blocgame.com/stats.php?id=63707,
Cortezia,Feliz Turana,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 33 hours ago,5 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$285 million,398 Mbbl,Untapped,None,Southern Cone,Neutral,20000 km 2,http://blocgame.com/stats.php?id=49827,
Sw�r�s,Crezz Vazz,The High Council,21k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 52 hours ago,7 Hundred Tons per month,7 Mbbl per month,Central Planning,$285 million,95 Mbbl; 7 Mbbl,Untapped,None,Gran Colombia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=61466,
Raczaqo,raczak,,9k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 137 hours ago,2 Hundred Tons per month,4 Mbbl per month,Free Market,$285 million,4 Mbbl,Untapped,Meagre,Arabia,Neutral,15852 km 2,http://blocgame.com/stats.php?id=62194,
Mawlid,rotazairo,,26k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 60 hours ago,3 Hundred Tons per month,1 Mbbl per month,Free Market,$285 million,415 Mbbl,Untapped,None,Indochina,Neutral,20000 km 2,http://blocgame.com/stats.php?id=62403,
Kalbulkum,Kabib,,4k active personnel,0 ships,Finest of the 19th century,Nice,None,Poor,last online 150 hours ago,2 Hundred Tons per month,,Mixed Economy,$284 million,,Untapped,None,Mesopotamia,Neutral,16085 km 2,http://blocgame.com/stats.php?id=60799,
Zarelia,Zarastroika,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 136 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$284 million,343 Mbbl; 1 Mbbl,Untapped,None,Amazonia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62206,
Northern Ghan,Hailaruds,Brotherhood of Nod,19k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 33 hours ago,4 Hundred Tons per month,3 Mbbl per month,Central Planning,$284 million,1452 Mbbl; 3 Mbbl,Untapped,Meagre,Arabia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=62344,
Wadowicki Blues,tajfunek12,,9k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 26 hours ago,2 Hundred Tons per month,5 Mbbl per month,Central Planning,$284 million,5 Mbbl,Untapped,Meagre,Egypt,Neutral,13339 km 2,http://blocgame.com/stats.php?id=62645,
Alor Janggus,bobit,,39k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 3 hours ago,2 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$284 million,2820 Mbbl,Untapped,Small,Arabia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63141,
Livingston,Garret,,7k active personnel,0 ships,Finest of the 19th century,Normal,None,Poor,last online 60 hours ago,4 Hundred Tons per month,,Mixed Economy,$284 million,,Untapped,None,Congo,Neutral,16417 km 2,http://blocgame.com/stats.php?id=63818,
South Assricunt,dudeweed man,Galactic Circlejerk,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 111 hours ago,4 Hundred Tons per month,2 Mbbl per month,Free Market,$283 million,337 Mbbl; 2 Mbbl,Untapped,None,Southern Africa,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63256,
Idaho,John Adams,The Order,13k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 1 hours ago,4 Hundred Tons per month,2 Mbbl per month,Free Market,$283 million,370 Mbbl,,Meagre,Pacific Rim,United States,19787 km 2,http://blocgame.com/stats.php?id=63484,
Trumpanime,SpiderPiggie,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 105 hours ago,4 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$283 million,,Untapped,None,Congo,Soviet Union,16335 km 2,http://blocgame.com/stats.php?id=63544,
alko,kaden,,7k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 66 hours ago,2 Hundred Tons per month,,Free Market,$283 million,835 Mbbl,Untapped,None,Persia,United States,16010 km 2,http://blocgame.com/stats.php?id=63649,
Lempo danea,Heri kiswanto,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 124 hours ago,2 Hundred Tons per month,,Central Planning,$282 million,,Untapped,None,Indochina,Neutral,16335 km 2,http://blocgame.com/stats.php?id=61893,
Bullet Farm,Bullet Farmer,,8k active personnel,0 ships,Finest of the 19th century,Angelic,None,Elite,last online 81 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$282 million,3574 Mbbl; 1 Mbbl,Untapped,None,Arabia,United States,16335 km 2,http://blocgame.com/stats.php?id=63766,
Britanistan,Rehepapi,,10k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 99 hours ago,2 Hundred Tons per month,,Mixed Economy,$281 million,,Untapped,None,Arabia,Neutral,16500 km 2,http://blocgame.com/stats.php?id=40271,
nopeland,atared,,9k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 105 hours ago,2 Hundred Tons per month,,Mixed Economy,$281 million,,Untapped,None,The Subcontinent,Neutral,16335 km 2,http://blocgame.com/stats.php?id=46828,
Al Kebab,John Zoidberg,Brotherhood of Nod,29k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 35 hours ago,3 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$281 million,3322 Mbbl,Untapped,Small,Mesopotamia,Neutral,23615 km 2,http://blocgame.com/stats.php?id=59392,
Magna Bonom,Krull,Brotherhood of Nod,43k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 8 hours ago,6 Hundred Tons per month,5 Mbbl per month,Central Planning,$281 million,4459 Mbbl; 5 Mbbl,Untapped,Large,Egypt,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=59435,
bagelbeater,Destroyer1200,,7k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 163 hours ago,2 Hundred Tons per month,,Central Planning,$281 million,,Untapped,None,Arabia,Neutral,15850 km 2,http://blocgame.com/stats.php?id=60136,
West Arstotzka,Moon_Man_doom,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 113 hours ago,2 Hundred Tons per month,,Free Market,$281 million,,Untapped,None,Pacific Rim,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63359,
Liang Dynasty,Golden Lion,,9k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 32 hours ago,4 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$281 million,1 Mbbl,Untapped,None,China,Soviet Union,16500 km 2,http://blocgame.com/stats.php?id=63762,
enerjy,enerjy,,7k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 95 hours ago,2 Hundred Tons per month,,Free Market,$281 million,,Untapped,None,Arabia,United States,16335 km 2,http://blocgame.com/stats.php?id=63806,
Sham Dag,kaelen100,,28k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 129 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$280 million,3749 Mbbl,Untapped,None,Arabia,United States,20000 km 2,http://blocgame.com/stats.php?id=49072,
Selayang,mhmz89,PIRATES,32k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 7 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$280 million,455 Mbbl; 1 Mbbl,,Meagre,East Indies,Neutral,19604 km 2,http://blocgame.com/stats.php?id=60642,
Junta,Torralva,The High Council,25k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 65 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$280 million,351 Mbbl; 1 Mbbl,Untapped,None,China,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=61430,
Brickfields,bangunawalelaktol,,7k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 76 hours ago,2 Hundred Tons per month,,Central Planning,$280 million,,Untapped,None,East Indies,Neutral,16335 km 2,http://blocgame.com/stats.php?id=61682,
16-titties,nziswat,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 105 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$280 million,4792 Mbbl; 1 Mbbl,Untapped,Small,Atlas,Soviet Union,16172 km 2,http://blocgame.com/stats.php?id=63369,
Al Rapenistan,vauhtijuha,Al-Qassam Brigades,25k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 118 hours ago,2 Hundred Tons per month,,Central Planning,$280 million,,Untapped,None,Arabia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63678,
The Monarch,MonarchOfMadness,The Unknown,23k active personnel,0 ships,First World War surplus,Nice,None,Elite,last online 2 hours ago,3 Hundred Tons per month,2 Mbbl per month,Central Planning,$280 million,42 Mbbl; 2 Mbbl,Untapped,Meagre,Pacific Rim,Soviet Union,19800 km 2,http://blocgame.com/stats.php?id=63883,
ghghghghdsfg,anomalous299,,9k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 21 hours ago,3 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$280 million,3 Mbbl,Untapped,None,Arabia,Neutral,16667 km 2,http://blocgame.com/stats.php?id=63944,
Socialand,Free Party,,9k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 24 hours ago,3 Hundred Tons per month,3 Mbbl per month,Central Planning,$279 million,288 Mbbl; 3 Mbbl,Untapped,None,Gran Colombia,Neutral,16500 km 2,http://blocgame.com/stats.php?id=58655,
Abah Kau,kakamin,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 4 hours ago,3 Hundred Tons per month,,Mixed Economy,$279 million,494 Mbbl,Untapped,None,East Indies,Neutral,20000 km 2,http://blocgame.com/stats.php?id=61281,
Sebatu,ze_49,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 105 hours ago,2 Hundred Tons per month,,Central Planning,$279 million,,Untapped,None,East Indies,Neutral,20000 km 2,http://blocgame.com/stats.php?id=61790,
Highlands,Valestorm,TheAccountantRevenge,10k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Poor,last online 16 hours ago,7 Hundred Tons per month,2 Mbbl per month,Central Planning,$279 million,2587 Mbbl; 2 Mbbl,Untapped,None,Persia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62669,
al Anhar,Omar Mansour,,30k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 14 hours ago,3 Hundred Tons per month,2 Mbbl per month,Central Planning,$279 million,3182 Mbbl; 2 Mbbl,Untapped,Meagre,Arabia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63104,
Jahidenistan,�hl�ms�hl�m,,9k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 100 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$279 million,1979 Mbbl; 1 Mbbl,Untapped,None,Mesopotamia,Neutral,16172 km 2,http://blocgame.com/stats.php?id=63774,
fezland,zhaas123,,6k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 65 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$279 million,1 Mbbl,Untapped,None,Indochina,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63887,
Parsadox,Parsadox,TheAccountantRevenge,6k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 113 hours ago,5 Hundred Tons per month,3 Mbbl per month,Central Planning,$278 million,2858 Mbbl; 3 Mbbl,Untapped,None,Persia,Soviet Union,15850 km 2,http://blocgame.com/stats.php?id=44331,
Valpara�so,Alex_1210,,7k active personnel,0 ships,Finest of the 19th century,Nice,None,Poor,last online 143 hours ago,3 Hundred Tons per month,1 Mbbl per month,Free Market,$278 million,127 Mbbl; 1 Mbbl,Untapped,None,Southern Cone,United States,16335 km 2,http://blocgame.com/stats.php?id=46598,
Schlomo,Juxta,The Order,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 134 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$278 million,,Untapped,None,China,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63274,
Carim,The Earl,,20k active personnel,0 ships,Finest of the 19th century,Nice,None,Poor,last online 134 hours ago,2 Hundred Tons per month,,Mixed Economy,$278 million,,Untapped,None,Caribbean,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63308,
Synan,Synan,The Order,25k active personnel,0 ships,First World War surplus,Questionable,None,Standard,online now,2 Hundred Tons per month,1 Mbbl per month,Central Planning,$278 million,346 Mbbl; 1 Mbbl,Depleted,Meagre,Mesoamerica,Soviet Union,17389 km 2,http://blocgame.com/stats.php?id=63584,
Aincrad,veemon,,4k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 68 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$277 million,349 Mbbl; 1 Mbbl,Untapped,None,China,Neutral,20000 km 2,http://blocgame.com/stats.php?id=50267,
venua,bilbo swaggins,Che Guevara League,25k active personnel,0 ships,First World War surplus,Good,1 factory,Elite,last online 16 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$277 million,57 Mbbl; 2 Mbbl,Untapped,None,Gran Colombia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=54363,
Lain,Red Terror,Brotherhood of Zion,38k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,online now,7 Hundred Tons per month,4 Mbbl per month,Central Planning,$277 million,6849 Mbbl; 4 Mbbl,Untapped,Meagre,Egypt,Soviet Union,23500 km 2,http://blocgame.com/stats.php?id=54938,
Liam Neeson,Peter Griffin,The High Council,21k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 35 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$277 million,4683 Mbbl,Untapped,None,Arabia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=59550,
Sana,twiceleader,,20k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 18 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$277 million,60 Mbbl; 1 Mbbl,Untapped,Meagre,China,Neutral,20000 km 2,http://blocgame.com/stats.php?id=60262,
Sungai Dinding,Raja Hitam,The Federal Colonies,10k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 1 hours ago,2 Hundred Tons per month,1 Mbbl per month,Central Planning,$277 million,234 Mbbl; 1 Mbbl,Untapped,None,East Indies,Neutral,19602 km 2,http://blocgame.com/stats.php?id=61946,1 Tons
Eurassia,KurdishStalin,Comintern,19k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 22 hours ago,3 Hundred Tons per month,2 Mbbl per month,Central Planning,$277 million,3158 Mbbl; 2 Mbbl,Untapped,Small,Mesopotamia,Soviet Union,20357 km 2,http://blocgame.com/stats.php?id=63019,
iiq37615,iiq37615,,7k active personnel,0 ships,Finest of the 19th century,Nice,None,Poor,last online 96 hours ago,2 Hundred Tons per month,,Mixed Economy,$277 million,,Untapped,None,Arabia,Neutral,13640 km 2,http://blocgame.com/stats.php?id=63718,
Viktoria,gracious leader skylar,The Order,20k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 4 hours ago,8 Hundred Tons per month,,Central Planning,$276 million,110 Mbbl,Untapped,Meagre,Pacific Rim,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=40188,
Canuckistan!!,Cosmic Canuck,Brotherhood of Nod,44k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 22 hours ago,3 Hundred Tons per month,4 Mbbl per month,Central Planning,$276 million,6020 Mbbl; 4 Mbbl,Untapped,Somewhat Large,Persia,Soviet Union,24150 km 2,http://blocgame.com/stats.php?id=49526,
anonimas,Tadzik �eligowski,,7k active personnel,0 ships,First World War surplus,Questionable,None,Elite,last online 27 hours ago,2 Hundred Tons per month,7 Mbbl per month,Mixed Economy,$276 million,1639 Mbbl; 7 Mbbl,Untapped,None,Atlas,Neutral,12973 km 2,http://blocgame.com/stats.php?id=61583,
land1,land1,The Order,29k active personnel,0 ships,First World War surplus,Nice,None,Good,last online 108 hours ago,2 Hundred Tons per month,,Central Planning,$276 million,,Untapped,None,Congo,Neutral,19900 km 2,http://blocgame.com/stats.php?id=61830,
Kangs,Dathlos,,3k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 135 hours ago,4 Hundred Tons per month,,Central Planning,$276 million,,Untapped,None,Congo,Soviet Union,19602 km 2,http://blocgame.com/stats.php?id=63232,
Chaldeae,Sadamdidnothingwrong,The Order,10k active personnel,0 ships,First World War surplus,Angelic,None,Good,last online 84 hours ago,4 Hundred Tons per month,1 Mbbl per month,Central Planning,$276 million,1085 Mbbl; 1 Mbbl,Untapped,Meagre,Mesopotamia,Soviet Union,16496 km 2,http://blocgame.com/stats.php?id=63489,
Kremowkis,GarolBojdylko,,17k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Undisciplined Rabble,last online 120 hours ago,2 Hundred Tons per month,1 Mbbl per month,Central Planning,$276 million,1976 Mbbl; 1 Mbbl,Untapped,None,Mesopotamia,Soviet Union,16667 km 2,http://blocgame.com/stats.php?id=63658,
Freshwell,Serious,Interpol,23k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 131 hours ago,6 Hundred Tons per month,9 Mbbl per month,Free Market,$275 million,4511 Mbbl,Untapped,Meagre,Atlas,Neutral,19212 km 2,http://blocgame.com/stats.php?id=58341,
FSOMA,Fascist Toonder,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 47 hours ago,2 Hundred Tons per month,,Mixed Economy,$275 million,,Untapped,None,Mesoamerica,Neutral,20000 km 2,http://blocgame.com/stats.php?id=60165,
Sitora,Tycoon,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 62 hours ago,2 Hundred Tons per month,,Central Planning,$275 million,,Untapped,None,East Indies,Neutral,20000 km 2,http://blocgame.com/stats.php?id=60534,
Rimba Bara,hasnah53,The High Council,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 3 hours ago,5 Hundred Tons per month,1 Mbbl per month,Central Planning,$275 million,151 Mbbl; 1 Mbbl,Untapped,Mediocre,East Indies,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=61603,
Sea13,Seaman,,20k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,online now,3 Hundred Tons per month,1 Mbbl per month,Free Market,$275 million,244 Mbbl; 1 Mbbl,Untapped,Meagre,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=62117,
