country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,region,alignment,territory,pageUrl,uranium
Memiaya,MrRoth,Che Guevara League,38k active personnel,0 ships,Second World War surplus,Questionable,1 factory,Good,online now,17 Hundred Tons per month,3 Mbbl per month,Central Planning,$806 million,568 Mbbl; 3 Mbbl,Untapped,Large,Caribbean,Soviet Union,45699 km 2,http://blocgame.com/stats.php?id=62980,1 Tons
German Empire,Frederick the Great,SPQR,38k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 39 hours ago,14 Hundred Tons per month,5 Mbbl per month,Central Planning,$802 million,4463 Mbbl,Untapped,Somewhat Large,Egypt,Soviet Union,27600 km 2,http://blocgame.com/stats.php?id=63053,
Asiana,El_Xanatos,The High Council,27k active personnel,0 ships,First World War surplus,Nice,1 factory,Good,last online 3 hours ago,14 Hundred Tons per month,2 Mbbl per month,Free Market,$798 million,26 Mbbl; 2 Mbbl,Untapped,Small,Indochina,United States,38887 km 2,http://blocgame.com/stats.php?id=62221,
Asians,bigyihsuan,The High Council,21k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Poor,last online 14 hours ago,4 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$784 million,382 Mbbl; 2 Mbbl,Untapped,None,Pacific Rim,Neutral,16667 km 2,http://blocgame.com/stats.php?id=41551,
Uzbekistanstan,Shaikh Zayer,The Order,29k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 2 hours ago,20 Hundred Tons per month,3 Mbbl per month,Free Market,$779 million,548 Mbbl,Plentiful,Mediocre,Congo,United States,36651 km 2,http://blocgame.com/stats.php?id=47207,
Cirno,jc99,The Federal Colonies,38k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,online now,25 Hundred Tons per month,2 Mbbl per month,Free Market,$778 million,308 Mbbl,Untapped,Small,Caribbean,United States,39052 km 2,http://blocgame.com/stats.php?id=43375,
LOCAI,Agumentic,Brotherhood of Zion,23k active personnel,0 ships,First World War surplus,Angelic,2 factories,Good,last online 2 hours ago,4 Hundred Tons per month,2 Mbbl per month,Free Market,$776 million,222 Mbbl; 2 Mbbl,Untapped,Somewhat Large,The Subcontinent,United States,36048 km 2,http://blocgame.com/stats.php?id=53011,
Russophia,Mikhail Putin,SPQR,9k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Elite,last online 9 hours ago,2 Hundred Tons per month,4 Mbbl per month,Central Planning,$773 million,4 Mbbl,Untapped,None,Arabia,Soviet Union,11575 km 2,http://blocgame.com/stats.php?id=54426,
Cyleia,Silas Adar,The Order,39k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 1 hours ago,5 Hundred Tons per month,5 Mbbl per month,Free Market,$764 million,600 Mbbl; 5 Mbbl,Plentiful,Mediocre,Mesoamerica,United States,28634 km 2,http://blocgame.com/stats.php?id=62784,
Ivalice,Nighthawk571,Interpol,37k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 5 hours ago,9 Hundred Tons per month,9 Mbbl per month,Central Planning,$764 million,2437 Mbbl; 9 Mbbl,Untapped,Small,Arabia,Soviet Union,33781 km 2,http://blocgame.com/stats.php?id=63060,
bakhang,cukobi,The Order,35k active personnel,0 ships,First World War surplus,Angelic,1 factory,Good,online now,12 Hundred Tons per month,5 Mbbl per month,Central Planning,$761 million,1036 Mbbl; 5 Mbbl,Untapped,Mediocre,Atlas,Soviet Union,35384 km 2,http://blocgame.com/stats.php?id=60485,
Lyranistan,Lyranistan,Brotherhood of Nod,38k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 7 hours ago,19 Hundred Tons per month,12 Mbbl per month,Central Planning,$759 million,2761 Mbbl; 12 Mbbl,Untapped,Large,Mesopotamia,Soviet Union,39228 km 2,http://blocgame.com/stats.php?id=56860,
al-Bahrayn,dbdb,The Order,38k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 11 hours ago,7 Hundred Tons per month,7 Mbbl per month,Central Planning,$757 million,955 Mbbl; 7 Mbbl,Untapped,Somewhat Large,Mesopotamia,Soviet Union,30107 km 2,http://blocgame.com/stats.php?id=59775,
mani,mani,SPQR,10k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 6 hours ago,8 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$757 million,547 Mbbl,Untapped,Meagre,Persia,Neutral,13501 km 2,http://blocgame.com/stats.php?id=62912,
Shambala,Feranon,Brotherhood of Nod,20k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,online now,6 Hundred Tons per month,3 Mbbl per month,Central Planning,$751 million,291 Mbbl; 3 Mbbl,Untapped,Small,Pacific Rim,Soviet Union,31241 km 2,http://blocgame.com/stats.php?id=41268,
Texastan,Rebel Lord,Interpol,41k active personnel,0 ships,Second World War surplus,Nice,2 factories,Standard,online now,17 Hundred Tons per month,18 Mbbl per month,Central Planning,$750 million,3787 Mbbl; 18 Mbbl,Untapped,Meagre,Mesopotamia,Soviet Union,38755 km 2,http://blocgame.com/stats.php?id=58149,
Irondale,Roger Red,,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 144 hours ago,4 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$741 million,2793 Mbbl,Untapped,None,Mesopotamia,Soviet Union,13477 km 2,http://blocgame.com/stats.php?id=63209,
Mzab,Cuma Thurman,Brotherhood of Zion,48k active personnel,0 ships,First World War surplus,Normal,1 factory,Good,online now,10 Hundred Tons per month,7 Mbbl per month,Central Planning,$741 million,4600 Mbbl; 7 Mbbl,Untapped,Mediocre,Atlas,Soviet Union,34384 km 2,http://blocgame.com/stats.php?id=63775,
Rome Reloaded,Tiberius Ceaser,SPQR,32k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,online now,9 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$740 million,2210 Mbbl,Untapped,Meagre,Mesopotamia,Soviet Union,13405 km 2,http://blocgame.com/stats.php?id=1421,
ZAMENTA,ShAh FAr HAn,The Order,38k active personnel,0 ships,First World War surplus,Angelic,1 factory,Standard,last online 23 hours ago,7 Hundred Tons per month,5 Mbbl per month,Central Planning,$730 million,365 Mbbl; 5 Mbbl,Untapped,Mediocre,Pacific Rim,Soviet Union,36293 km 2,http://blocgame.com/stats.php?id=61998,
Valtania,Kelvin D. Makumbi,Che Guevara League,76k active personnel,0 ships,First World War surplus,Gandhi-like,2 factories,Standard,last online 5 hours ago,12 Hundred Tons per month,5 Mbbl per month,Central Planning,$730 million,280 Mbbl; 5 Mbbl,Untapped,Mediocre,Mesoamerica,Soviet Union,27676 km 2,http://blocgame.com/stats.php?id=62525,
Bendover,Mike Hawk,Farmington Brigade,60k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,online now,5 Hundred Tons per month,1 Mbbl per month,Central Planning,$729 million,231 Mbbl; 1 Mbbl,Near Depletion,None,East Indies,Soviet Union,16330 km 2,http://blocgame.com/stats.php?id=62897,
temasik,lawrence,,14k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 54 hours ago,2 Hundred Tons per month,2 Mbbl per month,Central Planning,$728 million,2 Mbbl,Untapped,Small,East Indies,United States,16172 km 2,http://blocgame.com/stats.php?id=62827,
Jebawka,Shetay,The Order,55k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 23 hours ago,8 Hundred Tons per month,9 Mbbl per month,Free Market,$726 million,2077 Mbbl,Untapped,Meagre,Arabia,United States,20165 km 2,http://blocgame.com/stats.php?id=54304,
Europea,AugustReed,SPQR,9k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 150 hours ago,4 Hundred Tons per month,3 Mbbl per month,Free Market,$723 million,2035 Mbbl,Untapped,Meagre,Arabia,Neutral,13343 km 2,http://blocgame.com/stats.php?id=59848,
VinnyNation,VinnyRuler,Brotherhood of Zion,22k active personnel,0 ships,First World War surplus,Questionable,1 factory,Elite,last online 3 hours ago,7 Hundred Tons per month,2 Mbbl per month,Central Planning,$723 million,377 Mbbl; 2 Mbbl,Untapped,None,Congo,Soviet Union,25259 km 2,http://blocgame.com/stats.php?id=62972,
PasirDuaButir,Col. von Strauffenberg,,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Good,last online 146 hours ago,6 Hundred Tons per month,2 Mbbl per month,Free Market,$721 million,96 Mbbl,Untapped,Meagre,East Indies,Neutral,22232 km 2,http://blocgame.com/stats.php?id=60754,
Kyranistan,Michael Hussain,Brotherhood of Nod,38k active personnel,0 ships,First World War surplus,Normal,None,Good,last online 7 hours ago,10 Hundred Tons per month,8 Mbbl per month,Central Planning,$721 million,8712 Mbbl; 8 Mbbl,Untapped,Mediocre,Persia,Soviet Union,31565 km 2,http://blocgame.com/stats.php?id=61263,
Pooland,kurwa,Brotherhood of Zion,39k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 11 hours ago,13 Hundred Tons per month,9 Mbbl per month,Central Planning,$719 million,2410 Mbbl; 9 Mbbl,Untapped,Somewhat Large,Atlas,Soviet Union,39790 km 2,http://blocgame.com/stats.php?id=49295,
Yummy Foods,iiruka,Interpol,79k active personnel,1 ships,First World War surplus,Gandhi-like,2 factories,Elite,online now,26 Hundred Tons per month,1 Mbbl per month,Free Market,$711 million,89 Mbbl,Plentiful,Somewhat Large,Pacific Rim,United States,36361 km 2,http://blocgame.com/stats.php?id=54376,
Hajoki,Makao,The Khilafah,36k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 24 hours ago,3 Hundred Tons per month,9 Mbbl per month,Free Market,$709 million,1607 Mbbl,Plentiful,Meagre,Atlas,Soviet Union,11460 km 2,http://blocgame.com/stats.php?id=60093,
Robots,stormbot28,Interpol,62k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 5 hours ago,8 Hundred Tons per month,,Free Market,$700 million,,Untapped,Small,Caribbean,United States,13613 km 2,http://blocgame.com/stats.php?id=40242,
Rhodistan,stalkerfriend,Freedom Legion,9k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 164 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$700 million,2183 Mbbl,Untapped,None,Egypt,United States,13751 km 2,http://blocgame.com/stats.php?id=41052,
Tyanra,SaffronMerchant,SPQR,32k active personnel,0 ships,First World War surplus,Nice,1 factory,Good,last online 2 hours ago,14 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$694 million,1216 Mbbl; 2 Mbbl,Untapped,Small,The Subcontinent,Soviet Union,33183 km 2,http://blocgame.com/stats.php?id=60365,
Savannah,Watersfall,The United Nations,79k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 4 hours ago,12 Hundred Tons per month,2 Mbbl per month,Central Planning,$692 million,61 Mbbl,Untapped,Small,Pacific Rim,Soviet Union,31927 km 2,http://blocgame.com/stats.php?id=49817,
Krasnyyikistan,JohnTheGreat,Comintern,40k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,online now,2 Hundred Tons per month,10 Mbbl per month,Central Planning,$690 million,3912 Mbbl,Untapped,Mediocre,Arabia,Soviet Union,26091 km 2,http://blocgame.com/stats.php?id=50209,
Biji Kurdistan,Myron2point0,Comintern,37k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 10 hours ago,8 Hundred Tons per month,9 Mbbl per month,Central Planning,$689 million,3367 Mbbl; 9 Mbbl,Untapped,Somewhat Large,Mesopotamia,Soviet Union,20182 km 2,http://blocgame.com/stats.php?id=52906,
Hansetica,Svan,The Order,29k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 24 hours ago,10 Hundred Tons per month,4 Mbbl per month,Central Planning,$687 million,45 Mbbl; 4 Mbbl,Untapped,None,China,Neutral,26686 km 2,http://blocgame.com/stats.php?id=63390,
FreakTopia,Remington Steel,The Order,37k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,online now,13 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$684 million,846 Mbbl,Untapped,Meagre,The Subcontinent,United States,38924 km 2,http://blocgame.com/stats.php?id=45527,
Markovia,RDM HC,The Federal Colonies,58k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 1 hours ago,8 Hundred Tons per month,4 Mbbl per month,Free Market,$681 million,467 Mbbl; 4 Mbbl,Untapped,Mediocre,Caribbean,United States,32112 km 2,http://blocgame.com/stats.php?id=58369,
Tyrantia,Malakal,The High Council,64k active personnel,0 ships,First World War surplus,Gandhi-like,2 factories,Standard,online now,19 Hundred Tons per month,11 Mbbl per month,Central Planning,$679 million,5475 Mbbl; 11 Mbbl,Untapped,Powerful,Arabia,Soviet Union,42075 km 2,http://blocgame.com/stats.php?id=40238,
Khuzestan,Georgy Zhukov,The Federal Colonies,38k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,online now,7 Hundred Tons per month,5 Mbbl per month,Central Planning,$679 million,2616 Mbbl; 5 Mbbl,Untapped,Mediocre,Persia,Soviet Union,36081 km 2,http://blocgame.com/stats.php?id=48914,
Spooktune,Spookwave,Brotherhood of Zion,39k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 2 hours ago,10 Hundred Tons per month,4 Mbbl per month,Central Planning,$679 million,476 Mbbl; 4 Mbbl,Untapped,Mediocre,China,Soviet Union,33957 km 2,http://blocgame.com/stats.php?id=62983,
Fumakila,ahjibgor,Brotherhood of Nod,6k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Poor,last online 145 hours ago,4 Hundred Tons per month,2 Mbbl per month,Free Market,$672 million,309 Mbbl,Untapped,None,East Indies,United States,16335 km 2,http://blocgame.com/stats.php?id=62139,
Glubistan,Glub,SPQR,37k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,online now,13 Hundred Tons per month,7 Mbbl per month,Central Planning,$672 million,1711 Mbbl; 7 Mbbl,Plentiful,Meagre,Arabia,Neutral,22469 km 2,http://blocgame.com/stats.php?id=63027,
the Haunted,thedrunkenarchitect,Brotherhood of Zion,33k active personnel,0 ships,First World War surplus,Good,1 factory,Good,online now,15 Hundred Tons per month,4 Mbbl per month,Central Planning,$671 million,373 Mbbl; 4 Mbbl,Untapped,Somewhat Large,Southern Africa,Soviet Union,32253 km 2,http://blocgame.com/stats.php?id=63020,
Eisen,Balthazaar,The Order,59k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,online now,12 Hundred Tons per month,7 Mbbl per month,Central Planning,$670 million,371 Mbbl; 7 Mbbl,,Large,China,Soviet Union,43113 km 2,http://blocgame.com/stats.php?id=53566,
Communistutopia,Bill Broskis,The Order,41k active personnel,0 ships,First World War surplus,Gandhi-like,2 factories,Good,online now,8 Hundred Tons per month,4 Mbbl per month,Central Planning,$667 million,4139 Mbbl; 4 Mbbl,Plentiful,Small,Persia,Soviet Union,29953 km 2,http://blocgame.com/stats.php?id=49796,
Mesopotamia,Arcturus,The Order,59k active personnel,0 ships,First World War surplus,Good,1 factory,Good,last online 3 hours ago,7 Hundred Tons per month,6 Mbbl per month,Free Market,$666 million,1760 Mbbl,Plentiful,Small,Mesopotamia,United States,33329 km 2,http://blocgame.com/stats.php?id=42045,
Crybabia,MangyWoodpecker,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 142 hours ago,2 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$666 million,1925 Mbbl; 3 Mbbl,Untapped,None,Persia,United States,11120 km 2,http://blocgame.com/stats.php?id=44880,
Deklain,Otis,The High Council,30k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,online now,11 Hundred Tons per month,3 Mbbl per month,Central Planning,$665 million,179 Mbbl; 3 Mbbl,Untapped,Mediocre,Pacific Rim,Soviet Union,33853 km 2,http://blocgame.com/stats.php?id=57066,
KaleCepo,sultan lee,The High Council,79k active personnel,1 ships,First World War surplus,Angelic,2 factories,Good,last online 4 hours ago,27 Hundred Tons per month,10 Mbbl per month,Free Market,$664 million,899 Mbbl,Untapped,Large,East Indies,United States,43553 km 2,http://blocgame.com/stats.php?id=60711,
Cameronia,Cameron Saxonson,Che Guevara League,22k active personnel,0 ships,First World War surplus,Angelic,1 factory,Good,online now,10 Hundred Tons per month,6 Mbbl per month,Central Planning,$664 million,526 Mbbl; 6 Mbbl,Untapped,None,Southern Cone,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62688,
Leinad,bloodywaffles12,The United Nations,29k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,online now,6 Hundred Tons per month,3 Mbbl per month,Central Planning,$663 million,160 Mbbl; 3 Mbbl,Untapped,Small,China,Soviet Union,20512 km 2,http://blocgame.com/stats.php?id=59332,
Sepidajistan,Shah Squid,Al-Qassam Brigades,21k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 5 hours ago,3 Hundred Tons per month,2 Mbbl per month,Central Planning,$662 million,3808 Mbbl; 2 Mbbl,,Meagre,Atlas,Soviet Union,15693 km 2,http://blocgame.com/stats.php?id=59462,
Gulam,Galak,PIRATES,40k active personnel,0 ships,First World War surplus,Isolated,1 factory,Elite,last online 2 hours ago,5 Hundred Tons per month,5 Mbbl per month,Central Planning,$662 million,541 Mbbl; 5 Mbbl,,Mediocre,Pacific Rim,Soviet Union,34449 km 2,http://blocgame.com/stats.php?id=63645,
Ambon,Chalkface,The Order,54k active personnel,0 ships,First World War surplus,Gandhi-like,2 factories,Elite,online now,15 Hundred Tons per month,5 Mbbl per month,Central Planning,$660 million,430 Mbbl; 5 Mbbl,,Small,Pacific Rim,Soviet Union,29641 km 2,http://blocgame.com/stats.php?id=42744,
Newsoka,E Mark,The High Council,10k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,online now,15 Hundred Tons per month,7 Mbbl per month,Mixed Economy,$660 million,311 Mbbl,Untapped,Meagre,Indochina,United States,18886 km 2,http://blocgame.com/stats.php?id=63105,
Jemut,iwaniman/Ferozz,PIRATES,74k active personnel,0 ships,First World War surplus,Gandhi-like,2 factories,Good,last online 6 hours ago,12 Hundred Tons per month,11 Mbbl per month,Central Planning,$658 million,318 Mbbl; 11 Mbbl,Untapped,Mediocre,East Indies,Soviet Union,33776 km 2,http://blocgame.com/stats.php?id=61811,
FlySoGood,ycheez,Brotherhood of Zion,45k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,online now,14 Hundred Tons per month,11 Mbbl per month,Free Market,$657 million,2589 Mbbl,Untapped,Small,Atlas,United States,36582 km 2,http://blocgame.com/stats.php?id=54541,
Kongasi,Din Diallo,,2k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 57 hours ago,2 Hundred Tons per month,,Mixed Economy,$657 million,,Untapped,None,Congo,Soviet Union,11119 km 2,http://blocgame.com/stats.php?id=58832,
raja_png,DiDi27,,10k active personnel,0 ships,First World War surplus,Gandhi-like,None,Undisciplined Rabble,online now,5 Hundred Tons per month,2 Mbbl per month,Central Planning,$655 million,358 Mbbl; 2 Mbbl,Untapped,None,Pacific Rim,Soviet Union,13343 km 2,http://blocgame.com/stats.php?id=62000,
constania,Comrade,Divine League,35k active personnel,0 ships,First World War surplus,Angelic,1 factory,Elite,online now,7 Hundred Tons per month,3 Mbbl per month,Central Planning,$653 million,251 Mbbl; 3 Mbbl,,Mediocre,Congo,Soviet Union,16172 km 2,http://blocgame.com/stats.php?id=62606,
Surakistahn,Harry Drewer,,9k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Poor,last online 18 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$652 million,1984 Mbbl,Untapped,Meagre,Mesopotamia,Neutral,11231 km 2,http://blocgame.com/stats.php?id=46090,
Ausmasia,Harzan15,,10k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 5 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$651 million,144 Mbbl; 2 Mbbl,Untapped,Mediocre,Indochina,Soviet Union,11009 km 2,http://blocgame.com/stats.php?id=61817,
Tanah Malaya,Syahmi1089,PIRATES,50k active personnel,0 ships,First World War surplus,Good,1 factory,Elite,last online 6 hours ago,7 Hundred Tons per month,8 Mbbl per month,Free Market,$649 million,1702 Mbbl,,Large,Arabia,United States,24599 km 2,http://blocgame.com/stats.php?id=60385,
Reim,Azrael,The High Council,59k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,online now,14 Hundred Tons per month,4 Mbbl per month,Central Planning,$646 million,452 Mbbl; 4 Mbbl,Untapped,Meagre,Pacific Rim,Soviet Union,36455 km 2,http://blocgame.com/stats.php?id=41073,
Kek Slovakia,Fidel Kekstro,The Order,63k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Poor,last online 21 hours ago,8 Hundred Tons per month,5 Mbbl per month,Central Planning,$644 million,326 Mbbl; 5 Mbbl,Untapped,Mediocre,Pacific Rim,Soviet Union,34330 km 2,http://blocgame.com/stats.php?id=63462,
Syphirious,Doxal,Interpol,43k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,online now,13 Hundred Tons per month,23 Mbbl per month,Central Planning,$643 million,3272 Mbbl; 23 Mbbl,Untapped,Meagre,Mesopotamia,Soviet Union,33849 km 2,http://blocgame.com/stats.php?id=59670,
Shekel Land,Sheklesteinthefourth,The Order,48k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 8 hours ago,8 Hundred Tons per month,3 Mbbl per month,Central Planning,$642 million,4858 Mbbl; 3 Mbbl,Untapped,Somewhat Large,Egypt,Soviet Union,34479 km 2,http://blocgame.com/stats.php?id=54689,
Zuyazayuza,Zuyazayuza,Brotherhood of Zion,65k active personnel,1 ships,First World War surplus,Gandhi-like,2 factories,Elite,last online 2 hours ago,15 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$642 million,322 Mbbl,Untapped,Mediocre,Caribbean,United States,36149 km 2,http://blocgame.com/stats.php?id=62470,
Rhod3sia,FreeMindInside,Brotherhood of Zion,35k active personnel,0 ships,First World War surplus,Nice,1 factory,Elite,last online 2 hours ago,13 Hundred Tons per month,2 Mbbl per month,Central Planning,$641 million,253 Mbbl; 2 Mbbl,Untapped,Meagre,Southern Africa,Soviet Union,33256 km 2,http://blocgame.com/stats.php?id=52679,
Byzantium,The Wolf,The United Nations,38k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,online now,15 Hundred Tons per month,9 Mbbl per month,Free Market,$638 million,5143 Mbbl,Untapped,Somewhat Large,Mesopotamia,United States,33379 km 2,http://blocgame.com/stats.php?id=41125,
Tandak,jimmyyus,PIRATES,15k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 7 hours ago,6 Hundred Tons per month,6 Mbbl per month,Mixed Economy,$638 million,5311 Mbbl; 6 Mbbl,Untapped,Mediocre,Egypt,United States,21892 km 2,http://blocgame.com/stats.php?id=62201,
Contra Mundi,Johnny,Brotherhood of Nod,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Poor,last online 120 hours ago,9 Hundred Tons per month,7 Mbbl per month,Central Planning,$638 million,3599 Mbbl,Untapped,None,Mesopotamia,Soviet Union,24625 km 2,http://blocgame.com/stats.php?id=62976,
Northmarch,Elroy,PIRATES,38k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 10 hours ago,12 Hundred Tons per month,,Central Planning,$637 million,19 Mbbl,Near Depletion,None,Caribbean,Soviet Union,21392 km 2,http://blocgame.com/stats.php?id=41629,
Darkstone,Trakel,The High Council,61k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 8 hours ago,20 Hundred Tons per month,13 Mbbl per month,Central Planning,$637 million,5198 Mbbl; 13 Mbbl,Untapped,Mediocre,Arabia,Soviet Union,36403 km 2,http://blocgame.com/stats.php?id=57176,
