country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,region,alignment,territory,pageUrl,uranium
Eternal Ice,Frostalk,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 173 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$390 million,3077 Mbbl; 1 Mbbl,Untapped,Meagre,Atlas,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63330,
Reichsf�hrers,Supreme Larisa,The Order,25k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 83 hours ago,4 Hundred Tons per month,,Free Market,$390 million,229 Mbbl,Untapped,None,China,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63411,
TrumpCity,Ronald mcTrump,,2k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 10 hours ago,4 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$390 million,208 Mbbl,Untapped,Meagre,Caribbean,Neutral,15692 km 2,http://blocgame.com/stats.php?id=63769,
kufr conquerors,SilversLegend,Brotherhood of Nod,33k active personnel,0 ships,First World War surplus,Nice,None,Standard,last online 11 hours ago,4 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$389 million,1 Mbbl,,Meagre,Southern Africa,Soviet Union,16045 km 2,http://blocgame.com/stats.php?id=59579,
Kgkerambit,Mrqayyum,The Order,36k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 9 hours ago,17 Hundred Tons per month,8 Mbbl per month,Mixed Economy,$389 million,154 Mbbl; 8 Mbbl,Untapped,Mediocre,East Indies,United States,27365 km 2,http://blocgame.com/stats.php?id=61014,
Dutchistan,FrankehW,Brotherhood of Zion,39k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Poor,last online 167 hours ago,5 Hundred Tons per month,1 Mbbl per month,Free Market,$389 million,80 Mbbl,Untapped,Meagre,Amazonia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=61032,
Baconstate,Xeon,The High Council,26k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 169 hours ago,2 Hundred Tons per month,,Mixed Economy,$389 million,187 Mbbl,Untapped,Meagre,Mesoamerica,United States,20000 km 2,http://blocgame.com/stats.php?id=62116,
Kem,KemKiller,,6k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 3 hours ago,2 Hundred Tons per month,,Central Planning,$389 million,,Untapped,None,The Subcontinent,Neutral,16172 km 2,http://blocgame.com/stats.php?id=63212,
Gallifrey,The Doctor,,6k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 111 hours ago,2 Hundred Tons per month,,Mixed Economy,$388 million,,Untapped,None,Southern Cone,Neutral,19602 km 2,http://blocgame.com/stats.php?id=40351,
Ugandavitz,Charles Adibi,African Union,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 68 hours ago,3 Hundred Tons per month,,Central Planning,$388 million,138 Mbbl,Untapped,Meagre,West Africa,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=51450,
Brutish Empire,DarkyDonno,Comintern,25k active personnel,0 ships,Finest of the 19th century,Good,None,Elite,last online 9 hours ago,4 Hundred Tons per month,3 Mbbl per month,Central Planning,$388 million,165 Mbbl; 3 Mbbl,Untapped,Small,China,Soviet Union,23665 km 2,http://blocgame.com/stats.php?id=57265,
Selayang,mhmz89,PIRATES,32k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 79 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$388 million,449 Mbbl; 1 Mbbl,Untapped,Meagre,East Indies,Neutral,19604 km 2,http://blocgame.com/stats.php?id=60642,
Raizar,Far-Han,,30k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 73 hours ago,3 Hundred Tons per month,2 Mbbl per month,Central Planning,$388 million,412 Mbbl; 2 Mbbl,Untapped,Small,The Subcontinent,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62443,
Horasia,PoceH,,7k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 174 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$388 million,6513 Mbbl; 1 Mbbl,Untapped,None,Atlas,Neutral,16200 km 2,http://blocgame.com/stats.php?id=63553,
Whadjuk,MarsOz,The Khilafah,19k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,online now,6 Hundred Tons per month,5 Mbbl per month,Mixed Economy,$388 million,4147 Mbbl; 5 Mbbl,Plentiful,Mediocre,Mesopotamia,United States,20000 km 2,http://blocgame.com/stats.php?id=63576,
Skywalker,War Raven,The United Nations,19k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 69 hours ago,8 Hundred Tons per month,7 Mbbl per month,Central Planning,$387 million,4764 Mbbl; 7 Mbbl,Untapped,None,Mesopotamia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=57844,
Malacau,inth0x,,6k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Good,last online 70 hours ago,2 Hundred Tons per month,2 Mbbl per month,Central Planning,$387 million,332 Mbbl; 2 Mbbl,Untapped,None,Indochina,Soviet Union,15850 km 2,http://blocgame.com/stats.php?id=59315,
Neegus,Dildoge,,6k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 62 hours ago,2 Hundred Tons per month,,Mixed Economy,$387 million,,Untapped,None,Congo,Neutral,13477 km 2,http://blocgame.com/stats.php?id=59491,
Zetland,a sticky heresy,,10k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 134 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$386 million,1 Mbbl,Untapped,None,Arabia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=44930,
Crashlantis,The Great Crashimo,The Order,35k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Good,last online 1 hours ago,5 Hundred Tons per month,3 Mbbl per month,Free Market,$386 million,1458 Mbbl,Untapped,Mediocre,Egypt,United States,27130 km 2,http://blocgame.com/stats.php?id=50932,
Cartenesia,hexagon,,7k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 12 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$386 million,,Untapped,None,Pacific Rim,Neutral,13613 km 2,http://blocgame.com/stats.php?id=58994,
AloqStaq,zulhasr39680,SPQR,29k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 12 hours ago,5 Hundred Tons per month,6 Mbbl per month,Central Planning,$386 million,2184 Mbbl; 6 Mbbl,Untapped,Somewhat Large,Atlas,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62186,
Vursian,Amirul Izzat,,27k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Good,last online 35 hours ago,2 Hundred Tons per month,,Central Planning,$386 million,118 Mbbl,Untapped,Small,East Indies,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62540,
Jenania,Nacks,,7k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 67 hours ago,4 Hundred Tons per month,,Mixed Economy,$386 million,268 Mbbl,Untapped,Meagre,Congo,United States,13209 km 2,http://blocgame.com/stats.php?id=63554,
Kangznsheeit,Cheapsh0t,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 157 hours ago,2 Hundred Tons per month,,Central Planning,$386 million,,Untapped,None,Egypt,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63578,
Edtopia,Edgar,The Federal Colonies,24k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 19 hours ago,6 Hundred Tons per month,2 Mbbl per month,Central Planning,$385 million,328 Mbbl; 2 Mbbl,Untapped,None,Mesoamerica,Neutral,20000 km 2,http://blocgame.com/stats.php?id=249,
yeeeet,yoloswaggins,,5k active personnel,0 ships,First World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 6 hours ago,2 Hundred Tons per month,,Mixed Economy,$385 million,,Untapped,Meagre,Egypt,Neutral,11231 km 2,http://blocgame.com/stats.php?id=59818,
pengkalan chepa,sultan pali,,12k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 11 hours ago,2 Hundred Tons per month,,Free Market,$385 million,202 Mbbl,Untapped,None,East Indies,Neutral,13613 km 2,http://blocgame.com/stats.php?id=60742,
Kamikazie,kamikazie,Interpol,32k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 11 hours ago,7 Hundred Tons per month,5 Mbbl per month,Free Market,$385 million,224 Mbbl,Untapped,Mediocre,Egypt,United States,30995 km 2,http://blocgame.com/stats.php?id=61783,
InderaMalaya,azamnajmi,,20k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 4 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$385 million,349 Mbbl,Untapped,Meagre,East Indies,Neutral,20000 km 2,http://blocgame.com/stats.php?id=62029,
AlanGalaxy,AlanGalaxy,When you eat food,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 179 hours ago,4 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$385 million,226 Mbbl; 1 Mbbl,Untapped,None,China,United States,16010 km 2,http://blocgame.com/stats.php?id=63456,
Kennethland,Kenneth,The Order,59k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,online now,10 Hundred Tons per month,,Central Planning,$384 million,65 Mbbl,Untapped,Mediocre,Gran Colombia,Neutral,24993 km 2,http://blocgame.com/stats.php?id=47662,
Egoria,Evil_sethoss,,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Undisciplined Rabble,last online 22 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$384 million,1 Mbbl,Untapped,Meagre,Mesoamerica,Soviet Union,11008 km 2,http://blocgame.com/stats.php?id=54726,
Nuketown,Blobby78,The High Council,49k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,online now,5 Hundred Tons per month,5 Mbbl per month,Central Planning,$384 million,6786 Mbbl; 5 Mbbl,Untapped,Mediocre,Egypt,Soviet Union,32398 km 2,http://blocgame.com/stats.php?id=59614,
United Pacific,lionsan,Comintern,11k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,online now,5 Hundred Tons per month,3 Mbbl per month,Central Planning,$384 million,434 Mbbl; 3 Mbbl,Near Depletion,None,Pacific Rim,Soviet Union,19212 km 2,http://blocgame.com/stats.php?id=63488,
Sumchakastan,eddik0lol,The Khilafah,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Good,last online 139 hours ago,5 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$383 million,4020 Mbbl; 2 Mbbl,Untapped,None,Arabia,Neutral,16010 km 2,http://blocgame.com/stats.php?id=41444,
Piratini,Sire Lorenz,,10k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 141 hours ago,4 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$383 million,,Untapped,None,Southern Cone,Neutral,16335 km 2,http://blocgame.com/stats.php?id=55891,
New Nederlands,William Mohamad,Brotherhood of Zion,8k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 92 hours ago,2 Hundred Tons per month,4 Mbbl per month,Free Market,$383 million,2104 Mbbl; 4 Mbbl,Untapped,None,Arabia,Neutral,16172 km 2,http://blocgame.com/stats.php?id=59454,
Zanujiah,Al-Zanuj,Brotherhood of Nod,22k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,online now,3 Hundred Tons per month,6 Mbbl per month,Free Market,$383 million,2171 Mbbl; 6 Mbbl,Untapped,Mediocre,Egypt,Neutral,20000 km 2,http://blocgame.com/stats.php?id=61655,
SAUDI OPEC,OPEC,Brotherhood of Nod,30k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Good,last online 11 hours ago,3 Hundred Tons per month,7 Mbbl per month,Free Market,$383 million,1046 Mbbl,Untapped,Small,Arabia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=62838,
Equine,Poshoftiaras,Merchants Sphere,9k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 98 hours ago,4 Hundred Tons per month,,Mixed Economy,$383 million,,Untapped,None,China,Neutral,16172 km 2,http://blocgame.com/stats.php?id=63159,
Avrilia,Joeythebluezebra,Che Guevara League,26k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 52 hours ago,4 Hundred Tons per month,,Central Planning,$383 million,,Untapped,Meagre,Amazonia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63638,
Tr�pico,rumsod,,44k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 18 hours ago,16 Hundred Tons per month,1 Mbbl per month,Central Planning,$382 million,101 Mbbl; 1 Mbbl,Untapped,Meagre,Caribbean,Soviet Union,23396 km 2,http://blocgame.com/stats.php?id=1,
Bernie,nymetsfan,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 135 hours ago,2 Hundred Tons per month,,Mixed Economy,$382 million,,Untapped,None,Atlas,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63902,
Berg,Snake10,,34k active personnel,0 ships,First World War surplus,Angelic,None,Good,last online 58 hours ago,2 Hundred Tons per month,1 Mbbl per month,Free Market,$382 million,1560 Mbbl,Plentiful,None,Mesopotamia,Neutral,16472 km 2,http://blocgame.com/stats.php?id=63914,
Dogenation,dodgingdoge,The High Council,9k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 96 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$381 million,1 Mbbl,Untapped,None,Persia,United States,13477 km 2,http://blocgame.com/stats.php?id=59174,
Stauqua,AleksVoj,The High Council,28k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Standard,last online 4 hours ago,5 Hundred Tons per month,2 Mbbl per month,Central Planning,$381 million,39 Mbbl; 2 Mbbl,Untapped,Meagre,Gran Colombia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=60873,
Sebatu,ze_49,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 176 hours ago,2 Hundred Tons per month,,Central Planning,$381 million,,Untapped,None,East Indies,Neutral,20000 km 2,http://blocgame.com/stats.php?id=61790,
\\\'Nam,Ben DerHover,Farmington Brigade,20k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,online now,4 Hundred Tons per month,1 Mbbl per month,Central Planning,$381 million,71 Mbbl; 1 Mbbl,Untapped,None,East Indies,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62900,
Free Trade,InfernoVortex,Interpol,39k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 81 hours ago,5 Hundred Tons per month,,Mixed Economy,$380 million,,Untapped,Mediocre,Caribbean,United States,20000 km 2,http://blocgame.com/stats.php?id=55017,
Spaolia,PyroPal,The Federal Colonies,39k active personnel,0 ships,First World War surplus,Angelic,1 factory,Standard,last online 1 hours ago,8 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$380 million,139 Mbbl; 2 Mbbl,Untapped,Meagre,Caribbean,United States,23333 km 2,http://blocgame.com/stats.php?id=56845,
Pida,Mohd,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 181 hours ago,2 Hundred Tons per month,,Mixed Economy,$380 million,,Untapped,None,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=60763,
Samsayum,Kadetdeen86,The Order,56k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 1 hours ago,6 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$380 million,296 Mbbl,Plentiful,Small,East Indies,United States,20675 km 2,http://blocgame.com/stats.php?id=63640,
Cirnoland,General Cirno,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 171 hours ago,3 Hundred Tons per month,,Free Market,$380 million,,Untapped,None,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63702,
Geli Kurd,Rando,Brotherhood of Zion,39k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 1 hours ago,6 Hundred Tons per month,5 Mbbl per month,Central Planning,$379 million,4624 Mbbl; 5 Mbbl,Untapped,Small,Mesopotamia,Neutral,26436 km 2,http://blocgame.com/stats.php?id=47768,1 Tons
Ladina,MightyBj�rn,Che Guevara League,72k active personnel,0 ships,First World War surplus,Angelic,None,Good,online now,11 Hundred Tons per month,,Central Planning,$379 million,79 Mbbl,Plentiful,Mediocre,Caribbean,Soviet Union,30233 km 2,http://blocgame.com/stats.php?id=62936,
Ronia,Diego Rodriguez,,38k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Standard,online now,9 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$379 million,85 Mbbl; 2 Mbbl,Untapped,Meagre,Mesoamerica,United States,20000 km 2,http://blocgame.com/stats.php?id=63005,
Zen killer,Jermainecrazy2157,The High Council,41k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,online now,6 Hundred Tons per month,2 Mbbl per month,Central Planning,$379 million,344 Mbbl; 2 Mbbl,Untapped,Meagre,Pacific Rim,Soviet Union,29998 km 2,http://blocgame.com/stats.php?id=63107,
Soviet Kekbodia,Wojak Stalin,The Order,0k active personnel,0 ships,First World War surplus,Nice,None,Elite,last online 21 hours ago,3 Hundred Tons per month,,Central Planning,$379 million,,Untapped,None,Pacific Rim,Neutral,16500 km 2,http://blocgame.com/stats.php?id=63380,
KOHREA,Kim Jong Ill,The Order,27k active personnel,0 ships,First World War surplus,Angelic,1 factory,Elite,last online 4 hours ago,3 Hundred Tons per month,2 Mbbl per month,Central Planning,$379 million,72 Mbbl,Untapped,Small,China,Soviet Union,23828 km 2,http://blocgame.com/stats.php?id=63926,
Ireldan,QDAWG,,10k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 6 hours ago,2 Hundred Tons per month,,Central Planning,$379 million,,Untapped,None,Indochina,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64011,
Bourbon Island,Gypsy Danger,Brotherhood of Zion,35k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 46 hours ago,5 Hundred Tons per month,4 Mbbl per month,Central Planning,$378 million,3188 Mbbl; 4 Mbbl,Untapped,Meagre,Egypt,Soviet Union,19217 km 2,http://blocgame.com/stats.php?id=41247,
Agostino,Augusto,The Order,51k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Standard,online now,4 Hundred Tons per month,8 Mbbl per month,Central Planning,$378 million,4227 Mbbl; 8 Mbbl,Untapped,Meagre,Atlas,Soviet Union,19602 km 2,http://blocgame.com/stats.php?id=60229,
The Jar,Mr.Pickles,The Order,26k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 14 hours ago,6 Hundred Tons per month,3 Mbbl per month,Central Planning,$378 million,429 Mbbl; 3 Mbbl,Untapped,None,Guinea,Neutral,20000 km 2,http://blocgame.com/stats.php?id=60355,
MADAFAKA,RUBAH2,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 146 hours ago,2 Hundred Tons per month,,Central Planning,$378 million,,Untapped,None,Arabia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=61035,
newlind,coolcool12345,,20k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 20 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$378 million,255 Mbbl,Untapped,Small,East Indies,Soviet Union,15694 km 2,http://blocgame.com/stats.php?id=61658,
methamphetamine,UDIN88,The Federal Colonies,28k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 2 hours ago,8 Hundred Tons per month,8 Mbbl per month,Central Planning,$378 million,328 Mbbl; 8 Mbbl,Untapped,Mediocre,East Indies,Neutral,20000 km 2,http://blocgame.com/stats.php?id=61702,
Singapore II,Lee Kwan Jew,,24k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Undisciplined Rabble,last online 163 hours ago,2 Hundred Tons per month,,Mixed Economy,$378 million,,Untapped,None,East Indies,Neutral,20000 km 2,http://blocgame.com/stats.php?id=61950,
Bellatrix,General Vorchevsky,,12k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 16 hours ago,2 Hundred Tons per month,,Mixed Economy,$378 million,,Untapped,None,Arabia,Neutral,16172 km 2,http://blocgame.com/stats.php?id=62246,
Dank Stank,aristocratic23,The Order,37k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 4 hours ago,6 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$378 million,,Untapped,Meagre,West Africa,Neutral,23665 km 2,http://blocgame.com/stats.php?id=63387,
Dnindu nuff,ayylmao3932,,7k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 19 hours ago,4 Hundred Tons per month,2 Mbbl per month,Free Market,$378 million,153 Mbbl; 2 Mbbl,Untapped,Meagre,Southern Africa,Soviet Union,13209 km 2,http://blocgame.com/stats.php?id=63469,
East Black Rock,Shiro Shirogane,The High Council,50k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 165 hours ago,3 Hundred Tons per month,,Central Planning,$377 million,,Untapped,None,Pacific Rim,Soviet Union,20200 km 2,http://blocgame.com/stats.php?id=60120,
Ipoh,QiffahsyII,SPQR,15k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 11 hours ago,7 Hundred Tons per month,6 Mbbl per month,Central Planning,$377 million,929 Mbbl; 6 Mbbl,Untapped,Mediocre,Arabia,Soviet Union,27493 km 2,http://blocgame.com/stats.php?id=62127,
Vargr,NickiusBigDickius,,14k active personnel,0 ships,First World War surplus,Questionable,None,Elite,last online 16 hours ago,4 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$377 million,,Near Depletion,Small,Southern Africa,Neutral,16135 km 2,http://blocgame.com/stats.php?id=63524,
Nofuksgiven,Zippy,,10k active personnel,0 ships,Finest of the 19th century,Nice,None,Undisciplined Rabble,last online 83 hours ago,5 Hundred Tons per month,,Mixed Economy,$376 million,120 Mbbl,Untapped,None,Indochina,Neutral,13060 km 2,http://blocgame.com/stats.php?id=58858,
Ken no Taiyou,Hikari,Brotherhood of Zion,22k active personnel,0 ships,Finest of the 19th century,Normal,1 factory,Good,last online 3 hours ago,5 Hundred Tons per month,6 Mbbl per month,Mixed Economy,$376 million,1993 Mbbl; 6 Mbbl,Untapped,Meagre,Persia,Soviet Union,24170 km 2,http://blocgame.com/stats.php?id=64029,
Hetfield,JDE2K,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 176 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$375 million,1 Mbbl,Untapped,None,Caribbean,Soviet Union,16500 km 2,http://blocgame.com/stats.php?id=45433,
Kozakura,Tenrai,The High Council,30k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 22 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$375 million,,Untapped,Meagre,Pacific Rim,United States,19999 km 2,http://blocgame.com/stats.php?id=48894,
Planet Quebec,Cabel Fistro,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 173 hours ago,2 Hundred Tons per month,,Mixed Economy,$375 million,,Untapped,None,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=59903,
Tuaran,Sufrie,,11k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 17 hours ago,13 Hundred Tons per month,8 Mbbl per month,Central Planning,$375 million,350 Mbbl,Untapped,Meagre,Pacific Rim,Neutral,16335 km 2,http://blocgame.com/stats.php?id=61828,
south nation,presiden tote,PIRATES,50k active personnel,0 ships,First World War surplus,Nice,1 factory,Elite,online now,5 Hundred Tons per month,4 Mbbl per month,Central Planning,$375 million,416 Mbbl; 4 Mbbl,Untapped,Small,Pacific Rim,Soviet Union,23865 km 2,http://blocgame.com/stats.php?id=61911,
Northern Ghan,Hailaruds,Brotherhood of Nod,26k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 8 hours ago,4 Hundred Tons per month,3 Mbbl per month,Central Planning,$375 million,1434 Mbbl; 3 Mbbl,Untapped,Small,Arabia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=62344,
Alor Janggus,bobit,,29k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 14 hours ago,2 Hundred Tons per month,5 Mbbl per month,Mixed Economy,$375 million,2798 Mbbl,Untapped,Small,Arabia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63141,
16-titties,nziswat,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 177 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$375 million,3988 Mbbl; 1 Mbbl,Untapped,Small,Atlas,Soviet Union,13343 km 2,http://blocgame.com/stats.php?id=63369,
skandenburg,ataRed1,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 177 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$375 million,1 Mbbl,Untapped,None,The Subcontinent,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63760,
Mafros,hocuspocusinedible,Brotherhood of Nod,8k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 1 hours ago,4 Hundred Tons per month,1 Mbbl per month,Central Planning,$375 million,,Untapped,Meagre,Persia,United States,16010 km 2,http://blocgame.com/stats.php?id=63788,
Hamshiretonland,Lord Hamshiretonburrough,Brotherhood of Nod,40k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Standard,last online 19 hours ago,5 Hundred Tons per month,2 Mbbl per month,Central Planning,$374 million,322 Mbbl; 2 Mbbl,Untapped,Small,Congo,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=58470,
NiggerGraveyard,xXx-NiggerDestroyer-xXx,,8k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 154 hours ago,4 Hundred Tons per month,,Central Planning,$374 million,,Untapped,None,The Subcontinent,United States,16335 km 2,http://blocgame.com/stats.php?id=63262,
Shariastan,Taqiyyabro,The Order,8k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 68 hours ago,2 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$374 million,2252 Mbbl,Untapped,None,Atlas,United States,16335 km 2,http://blocgame.com/stats.php?id=63574,
enerjy,enerjy,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 167 hours ago,2 Hundred Tons per month,,Free Market,$374 million,,Untapped,None,Arabia,United States,16335 km 2,http://blocgame.com/stats.php?id=63806,
Nandos,Felix,,9k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 139 hours ago,2 Hundred Tons per month,,Central Planning,$374 million,4441 Mbbl,Untapped,None,Mesopotamia,Neutral,16172 km 2,http://blocgame.com/stats.php?id=63856,
Goatistan,limpinggoat,FLAP,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Good,last online 96 hours ago,2 Hundred Tons per month,,Mixed Economy,$373 million,,Untapped,None,Caribbean,Neutral,16335 km 2,http://blocgame.com/stats.php?id=41688,
Mitstosky,Zibor,,22k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 164 hours ago,3 Hundred Tons per month,,Central Planning,$373 million,,Untapped,Meagre,Pacific Rim,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63375,
