country,leader,alliance,army_size,navy,reactor,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,region,alignment,territory,pageUrl,uranium
Yummy Foods,iiruka,Interpol,91k active personnel,1 ships,,First World War surplus,Gandhi-like,3 factories,Elite,last online 3 hours ago,31 Hundred Tons per month,1 Mbbl per month,Free Market,$925 million,83 Mbbl,Untapped,Large,Pacific Rim,United States,40138 km 2,http://blocgame.com/stats.php?id=54376,1 Tons
Kritch,Zorn,Brotherhood of Nod,84k active personnel,0 ships,,First World War surplus,Good,1 factory,Good,last online 24 hours ago,15 Hundred Tons per month,3 Mbbl per month,Central Planning,$922 million,597 Mbbl; 3 Mbbl,Untapped,Mediocre,The Subcontinent,Soviet Union,38517 km 2,http://blocgame.com/stats.php?id=63155,
Batu putih,Harzan,The Federal Colonies,15k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Poor,last online 6 hours ago,7 Hundred Tons per month,5 Mbbl per month,Central Planning,$916 million,277 Mbbl,Plentiful,Mediocre,East Indies,Soviet Union,13310 km 2,http://blocgame.com/stats.php?id=61926,
Eisen,Balthazaar,The Order,33k active personnel,0 ships,,First World War surplus,Normal,2 factories,Elite,online now,17 Hundred Tons per month,7 Mbbl per month,Central Planning,$913 million,353 Mbbl; 7 Mbbl,Untapped,Large,China,Soviet Union,47604 km 2,http://blocgame.com/stats.php?id=53566,
LOCAI,Agumentic,Brotherhood of Zion,25k active personnel,1 ships,,First World War surplus,Gandhi-like,2 factories,Good,last online 6 hours ago,7 Hundred Tons per month,2 Mbbl per month,Free Market,$910 million,210 Mbbl; 2 Mbbl,Untapped,Somewhat Large,The Subcontinent,United States,36048 km 2,http://blocgame.com/stats.php?id=53011,
mani,mani,SPQR,9k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 35 hours ago,8 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$908 million,436 Mbbl,Untapped,Small,Persia,Neutral,11139 km 2,http://blocgame.com/stats.php?id=62912,
Texastan,Rebel Lord,Interpol,60k active personnel,1 ships,,First World War surplus,Gandhi-like,2 factories,Good,online now,19 Hundred Tons per month,20 Mbbl per month,Central Planning,$905 million,5114 Mbbl; 20 Mbbl,Plentiful,Small,Mesopotamia,Soviet Union,44796 km 2,http://blocgame.com/stats.php?id=58149,
Gobi,Saint Gobi,Brotherhood of Zion,45k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Standard,last online 15 hours ago,11 Hundred Tons per month,5 Mbbl per month,Mixed Economy,$903 million,422 Mbbl,Plentiful,Mediocre,Congo,United States,24905 km 2,http://blocgame.com/stats.php?id=61919,
Shambala,Feranon,Brotherhood of Nod,20k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,last online 2 hours ago,7 Hundred Tons per month,3 Mbbl per month,Central Planning,$901 million,273 Mbbl; 3 Mbbl,Untapped,Mediocre,Pacific Rim,Soviet Union,31241 km 2,http://blocgame.com/stats.php?id=41268,1 Tons
Markovia,RDM HC,The Federal Colonies,69k active personnel,0 ships,,First World War surplus,Nice,1 factory,Elite,online now,11 Hundred Tons per month,6 Mbbl per month,Free Market,$897 million,442 Mbbl; 6 Mbbl,Untapped,Mediocre,Caribbean,United States,36134 km 2,http://blocgame.com/stats.php?id=58369,
Uzbekistanstan,Shaikh Zayer,The Order,39k active personnel,0 ships,,First World War surplus,Gandhi-like,2 factories,Elite,online now,22 Hundred Tons per month,3 Mbbl per month,Free Market,$896 million,530 Mbbl,Untapped,Mediocre,Congo,United States,36743 km 2,http://blocgame.com/stats.php?id=47207,
Ivalice,Nighthawk571,Interpol,39k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Good,last online 9 hours ago,12 Hundred Tons per month,12 Mbbl per month,Central Planning,$887 million,2375 Mbbl; 12 Mbbl,Untapped,Mediocre,Arabia,Soviet Union,33892 km 2,http://blocgame.com/stats.php?id=63060,
al-Bahrayn,dbdb,The Order,56k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 15 hours ago,7 Hundred Tons per month,7 Mbbl per month,Central Planning,$886 million,913 Mbbl; 7 Mbbl,Untapped,Somewhat Large,Mesopotamia,Soviet Union,30107 km 2,http://blocgame.com/stats.php?id=59775,
Derse Moon,Jack Noir,The Order,69k active personnel,8 ships,,Second World War surplus,Gandhi-like,5 factories,Elite,online now,40 Hundred Tons per month,40 Mbbl per month,Free Market,$873 million,21257 Mbbl,Plentiful,Very Powerful,Egypt,United States,60501 km 2,http://blocgame.com/stats.php?id=62965,
Tandak,jimmyyus,PIRATES,27k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 6 hours ago,8 Hundred Tons per month,7 Mbbl per month,Mixed Economy,$870 million,5272 Mbbl; 7 Mbbl,Untapped,Mediocre,Egypt,United States,21674 km 2,http://blocgame.com/stats.php?id=62201,
Cameronia,Cameron Saxonson,Che Guevara League,34k active personnel,0 ships,,First World War surplus,Nice,1 factory,Elite,online now,14 Hundred Tons per month,8 Mbbl per month,Central Planning,$870 million,489 Mbbl; 8 Mbbl,Untapped,Mediocre,Southern Cone,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62688,
Zuyazayuza,Zuyazayuza,Brotherhood of Zion,73k active personnel,2 ships,,First World War surplus,Gandhi-like,2 factories,Good,online now,16 Hundred Tons per month,3 Mbbl per month,Free Market,$868 million,347 Mbbl,Untapped,Mediocre,Caribbean,United States,44680 km 2,http://blocgame.com/stats.php?id=62470,
Sepidajistan,Shah Squid,Al-Qassam Brigades,21k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,last online 3 hours ago,4 Hundred Tons per month,3 Mbbl per month,Central Planning,$863 million,3790 Mbbl; 3 Mbbl,,Small,Atlas,Soviet Union,15382 km 2,http://blocgame.com/stats.php?id=59462,
The NLR,Darknight,Divine League,54k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Good,online now,42 Hundred Tons per month,3 Mbbl per month,Central Planning,$862 million,119 Mbbl; 3 Mbbl,Untapped,Powerful,Congo,Soviet Union,40989 km 2,http://blocgame.com/stats.php?id=49701,
Valtania,Kelvin D. Makumbi,,73k active personnel,0 ships,,Second World War surplus,Gandhi-like,2 factories,Standard,last online 8 hours ago,14 Hundred Tons per month,5 Mbbl per month,Central Planning,$862 million,250 Mbbl; 5 Mbbl,Untapped,Mediocre,Mesoamerica,Soviet Union,27818 km 2,http://blocgame.com/stats.php?id=62525,
Hansetica,Svan,The Order,34k active personnel,0 ships,,First World War surplus,Angelic,2 factories,Good,online now,11 Hundred Tons per month,4 Mbbl per month,Central Planning,$862 million,21 Mbbl; 4 Mbbl,Untapped,Meagre,China,Soviet Union,26686 km 2,http://blocgame.com/stats.php?id=63390,
Senglia,mreid2112,Farmington Brigade,2k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Good,last online 48 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$860 million,2 Mbbl,Untapped,Meagre,Indochina,Soviet Union,11145 km 2,http://blocgame.com/stats.php?id=62920,
ZAMENTA,ShAh FAr HAn,The Order,74k active personnel,1 ships,,First World War surplus,Gandhi-like,2 factories,Standard,last online 3 hours ago,10 Hundred Tons per month,7 Mbbl per month,Central Planning,$858 million,331 Mbbl; 7 Mbbl,Untapped,Mediocre,Pacific Rim,Soviet Union,39122 km 2,http://blocgame.com/stats.php?id=61998,
raja_png,DiDi27,,3k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 23 hours ago,6 Hundred Tons per month,3 Mbbl per month,Central Planning,$854 million,285 Mbbl; 3 Mbbl,Untapped,None,Pacific Rim,Soviet Union,10899 km 2,http://blocgame.com/stats.php?id=62000,
the Haunted,thedrunkenarchitect,Brotherhood of Zion,39k active personnel,0 ships,,First World War surplus,Angelic,1 factory,Good,online now,22 Hundred Tons per month,4 Mbbl per month,Central Planning,$846 million,382 Mbbl; 4 Mbbl,Untapped,Somewhat Large,Southern Africa,Soviet Union,34025 km 2,http://blocgame.com/stats.php?id=63020,
Robots,stormbot28,Interpol,56k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 48 hours ago,8 Hundred Tons per month,,Free Market,$844 million,,Untapped,Mediocre,Caribbean,United States,13613 km 2,http://blocgame.com/stats.php?id=40242,
constania,Comrade,Divine League,37k active personnel,0 ships,,First World War surplus,Nice,1 factory,Elite,online now,13 Hundred Tons per month,5 Mbbl per month,Central Planning,$841 million,231 Mbbl; 5 Mbbl,Untapped,Mediocre,Congo,Soviet Union,16172 km 2,http://blocgame.com/stats.php?id=62606,
Glubistan,Glub,SPQR,38k active personnel,0 ships,,First World War surplus,Normal,None,Undisciplined Rabble,last online 2 hours ago,15 Hundred Tons per month,8 Mbbl per month,Central Planning,$837 million,1669 Mbbl; 8 Mbbl,Plentiful,Mediocre,Arabia,Soviet Union,22469 km 2,http://blocgame.com/stats.php?id=63027,
Malaysia.,Tuanku Adam Zhafri,PIRATES,51k active personnel,0 ships,,Second World War surplus,Pariah,2 factories,Good,last online 7 hours ago,9 Hundred Tons per month,9 Mbbl per month,Central Planning,$837 million,328 Mbbl; 9 Mbbl,Untapped,Very Powerful,East Indies,Soviet Union,26647 km 2,http://blocgame.com/stats.php?id=63032,
Pan-demo-nium,Raja,The Order,25k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,online now,11 Hundred Tons per month,2 Mbbl per month,Central Planning,$836 million,200 Mbbl; 2 Mbbl,Near Depletion,Somewhat Large,The Subcontinent,Soviet Union,18189 km 2,http://blocgame.com/stats.php?id=63195,
Communistutopia,Bill Broskis,The Order,56k active personnel,0 ships,,First World War surplus,Gandhi-like,2 factories,Elite,online now,14 Hundred Tons per month,9 Mbbl per month,Central Planning,$835 million,4798 Mbbl; 9 Mbbl,Untapped,Mediocre,Persia,Soviet Union,32240 km 2,http://blocgame.com/stats.php?id=49796,
fetiwert,raja adam iskandar,The Federal Colonies,5k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Poor,last online 35 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$835 million,,Untapped,None,East Indies,Soviet Union,11231 km 2,http://blocgame.com/stats.php?id=63124,
Surakistahn,Harry Drewer,,8k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Poor,last online 43 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$831 million,1648 Mbbl,Untapped,Meagre,Mesopotamia,Neutral,9266 km 2,http://blocgame.com/stats.php?id=46090,
axmbest,amsyah80,,6k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 184 hours ago,3 Hundred Tons per month,2 Mbbl per month,Central Planning,$831 million,188 Mbbl; 2 Mbbl,Untapped,Meagre,Pacific Rim,Soviet Union,13477 km 2,http://blocgame.com/stats.php?id=61772,
kasturi,mt.lekiu,,6k active personnel,0 ships,,Finest of the 19th century,Gandhi-like,1 factory,Poor,last online 181 hours ago,7 Hundred Tons per month,2 Mbbl per month,Central Planning,$830 million,233 Mbbl; 2 Mbbl,Untapped,None,Congo,Neutral,20745 km 2,http://blocgame.com/stats.php?id=60887,
Antah_Berantah,zonda,,7k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Good,last online 174 hours ago,2 Hundred Tons per month,1 Mbbl per month,Central Planning,$830 million,280 Mbbl; 1 Mbbl,Untapped,Small,East Indies,Soviet Union,12948 km 2,http://blocgame.com/stats.php?id=62247,
Memiaya,MrRoth,Che Guevara League,58k active personnel,0 ships,,Second World War surplus,Normal,1 factory,Standard,last online 3 hours ago,21 Hundred Tons per month,4 Mbbl per month,Central Planning,$830 million,547 Mbbl; 4 Mbbl,Untapped,Large,Caribbean,Soviet Union,45699 km 2,http://blocgame.com/stats.php?id=62980,1 Tons
Mesopotamia,Arcturus,The Order,59k active personnel,0 ships,,First World War surplus,Angelic,1 factory,Standard,online now,14 Hundred Tons per month,9 Mbbl per month,Free Market,$829 million,2155 Mbbl,Untapped,Mediocre,Mesopotamia,United States,35274 km 2,http://blocgame.com/stats.php?id=42045,
Thunderclap,LittleRedKing,,9k active personnel,0 ships,,Finest of the 19th century,Gandhi-like,None,Poor,last online 165 hours ago,4 Hundred Tons per month,,Central Planning,$829 million,,Untapped,None,East Indies,Neutral,13613 km 2,http://blocgame.com/stats.php?id=63156,
TheDarkSide,LordVader,The Federal Colonies,35k active personnel,0 ships,,Second World War surplus,Angelic,1 factory,Good,online now,17 Hundred Tons per month,1 Mbbl per month,Central Planning,$827 million,406 Mbbl; 1 Mbbl,Plentiful,Large,East Indies,Soviet Union,42226 km 2,http://blocgame.com/stats.php?id=63139,
Ausmasia,Harzan15,The Khilafah,10k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Good,last online 6 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$825 million,109 Mbbl; 2 Mbbl,Untapped,Mediocre,Indochina,Soviet Union,8983 km 2,http://blocgame.com/stats.php?id=61817,
Wafflonia,Stellarwaffle,SPQR,44k active personnel,0 ships,,First World War surplus,Isolated,1 factory,Good,last online 18 hours ago,11 Hundred Tons per month,6 Mbbl per month,Central Planning,$825 million,4169 Mbbl; 6 Mbbl,Untapped,Mediocre,Egypt,Soviet Union,32849 km 2,http://blocgame.com/stats.php?id=63064,
Worthless Sand,Spirit of Saddam Hussein,Brotherhood of Nod,19k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Standard,last online 2 hours ago,10 Hundred Tons per month,3 Mbbl per month,Central Planning,$822 million,3714 Mbbl; 3 Mbbl,Untapped,Mediocre,Mesopotamia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63192,
Asiana,El_Xanatos,The High Council,51k active personnel,0 ships,,First World War surplus,Nice,1 factory,Elite,last online 2 hours ago,19 Hundred Tons per month,4 Mbbl per month,Central Planning,$821 million,151 Mbbl; 4 Mbbl,Plentiful,Meagre,Indochina,Soviet Union,39349 km 2,http://blocgame.com/stats.php?id=62221,
Fongelesia,Fong,,32k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,last online 5 hours ago,14 Hundred Tons per month,4 Mbbl per month,Free Market,$816 million,417 Mbbl,Untapped,Mediocre,Pacific Rim,United States,24108 km 2,http://blocgame.com/stats.php?id=63041,
Zinlandia,Alaah,Che Guevara League,59k active personnel,0 ships,,First World War surplus,Angelic,1 factory,Standard,online now,21 Hundred Tons per month,5 Mbbl per month,Central Planning,$814 million,72 Mbbl,Plentiful,Somewhat Large,Amazonia,Soviet Union,39560 km 2,http://blocgame.com/stats.php?id=45831,
Tyanra,SaffronMerchant,SPQR,34k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 8 hours ago,15 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$814 million,1204 Mbbl; 2 Mbbl,Untapped,Mediocre,The Subcontinent,Soviet Union,33183 km 2,http://blocgame.com/stats.php?id=60365,
Leinad,bloodywaffles12,The United Nations,33k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Poor,last online 1 hours ago,10 Hundred Tons per month,5 Mbbl per month,Central Planning,$812 million,141 Mbbl; 5 Mbbl,Untapped,Mediocre,China,Soviet Union,20307 km 2,http://blocgame.com/stats.php?id=59332,
Tyrantia,Malakal,The High Council,78k active personnel,0 ships,,First World War surplus,Gandhi-like,2 factories,Standard,online now,30 Hundred Tons per month,15 Mbbl per month,Central Planning,$808 million,5718 Mbbl; 15 Mbbl,Untapped,Powerful,Arabia,Soviet Union,46374 km 2,http://blocgame.com/stats.php?id=40238,
North Nubia,Sean Tony,The United Nations,25k active personnel,1 ships,,Second World War surplus,Gandhi-like,3 factories,Elite,last online 2 hours ago,17 Hundred Tons per month,2 Mbbl per month,Central Planning,$807 million,246 Mbbl; 2 Mbbl,,Mediocre,Congo,Soviet Union,20349 km 2,http://blocgame.com/stats.php?id=63084,
FreakTopia,Remington Steel,The Order,60k active personnel,0 ships,,First World War surplus,Gandhi-like,2 factories,Elite,last online 3 hours ago,23 Hundred Tons per month,10 Mbbl per month,Mixed Economy,$803 million,1126 Mbbl,Untapped,Small,The Subcontinent,United States,42295 km 2,http://blocgame.com/stats.php?id=45527,
Savannah,Watersfall,The United Nations,91k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Standard,online now,16 Hundred Tons per month,2 Mbbl per month,Central Planning,$802 million,49 Mbbl,Untapped,Somewhat Large,Pacific Rim,Soviet Union,34833 km 2,http://blocgame.com/stats.php?id=49817,
Syphirious,Doxal,Interpol,58k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,online now,16 Hundred Tons per month,27 Mbbl per month,Central Planning,$800 million,3462 Mbbl; 27 Mbbl,Plentiful,Somewhat Large,Mesopotamia,Soviet Union,37169 km 2,http://blocgame.com/stats.php?id=59670,
Supercell,Charlotte,The Federal Colonies,35k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,last online 7 hours ago,7 Hundred Tons per month,3 Mbbl per month,Central Planning,$797 million,194 Mbbl,Untapped,Meagre,East Indies,Neutral,24512 km 2,http://blocgame.com/stats.php?id=48901,
Ambon,Chalkface,The Order,45k active personnel,0 ships,,Second World War surplus,Gandhi-like,2 factories,Elite,last online 6 hours ago,17 Hundred Tons per month,5 Mbbl per month,Central Planning,$794 million,489 Mbbl; 5 Mbbl,,Mediocre,Pacific Rim,Soviet Union,35612 km 2,http://blocgame.com/stats.php?id=42744,
Krasnyyikistan,JohnTheGreat,Comintern,61k active personnel,0 ships,,First World War surplus,Angelic,1 factory,Good,online now,7 Hundred Tons per month,10 Mbbl per month,Mixed Economy,$793 million,3852 Mbbl,Untapped,Mediocre,Arabia,Soviet Union,26351 km 2,http://blocgame.com/stats.php?id=50209,
Zeon Alliance,Char Aznable,The High Council,40k active personnel,4 ships,,First World War surplus,Gandhi-like,2 factories,Elite,last online 12 hours ago,7 Hundred Tons per month,7 Mbbl per month,Free Market,$788 million,33 Mbbl; 7 Mbbl,Untapped,Large,Pacific Rim,United States,29079 km 2,http://blocgame.com/stats.php?id=62248,
Kongasi,Din Diallo,,6k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Standard,last online 53 hours ago,2 Hundred Tons per month,,Mixed Economy,$785 million,,Untapped,None,Congo,Soviet Union,9174 km 2,http://blocgame.com/stats.php?id=58832,
KaleCepo,sultan lee,The High Council,122k active personnel,1 ships,,Second World War surplus,Gandhi-like,3 factories,Good,online now,34 Hundred Tons per month,13 Mbbl per month,Free Market,$785 million,946 Mbbl,Untapped,Large,East Indies,United States,51801 km 2,http://blocgame.com/stats.php?id=60711,
Vilnus,Jurij Owsienko,Lithuanian Coalition,9k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Standard,last online 145 hours ago,12 Hundred Tons per month,18 Mbbl per month,Central Planning,$783 million,2043 Mbbl; 18 Mbbl,Untapped,Somewhat Large,Atlas,Soviet Union,23510 km 2,http://blocgame.com/stats.php?id=61610,
Tamil Kingdom,Chola I,Brotherhood of Zion,75k active personnel,0 ships,,First World War surplus,Gandhi-like,2 factories,Good,last online 2 hours ago,32 Hundred Tons per month,7 Mbbl per month,Central Planning,$782 million,251 Mbbl; 7 Mbbl,Untapped,Mediocre,The Subcontinent,Soviet Union,42672 km 2,http://blocgame.com/stats.php?id=60964,
Almania,Almanich,Brotherhood of Nod,47k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,online now,2 Hundred Tons per month,,Central Planning,$780 million,50 Mbbl,Untapped,Mediocre,China,Soviet Union,39384 km 2,http://blocgame.com/stats.php?id=51725,
Lyranistan,Lyranistan,Brotherhood of Nod,32k active personnel,0 ships,,Second World War surplus,Gandhi-like,2 factories,Good,online now,20 Hundred Tons per month,15 Mbbl per month,Central Planning,$778 million,2680 Mbbl; 15 Mbbl,Plentiful,Large,Mesopotamia,Soviet Union,39637 km 2,http://blocgame.com/stats.php?id=56860,
