country,leader,alliance,army_size,navy,reactor,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,region,alignment,territory,pageUrl,uranium
Feffiopia,Serloks,Divine League,39k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,last online 8 hours ago,16 Hundred Tons per month,6 Mbbl per month,Central Planning,$1080 million,227 Mbbl,Plentiful,Meagre,The Subcontinent,Soviet Union,22834 km 2,http://blocgame.com/stats.php?id=46505,
Kritch,Zorn,Brotherhood of Nod,83k active personnel,0 ships,,First World War surplus,Good,1 factory,Elite,online now,15 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$1075 million,666 Mbbl; 3 Mbbl,Untapped,Mediocre,The Subcontinent,Soviet Union,40466 km 2,http://blocgame.com/stats.php?id=63155,
Ivalice,Nighthawk571,Interpol,39k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Good,online now,14 Hundred Tons per month,13 Mbbl per month,Central Planning,$1059 million,2853 Mbbl; 13 Mbbl,Untapped,Mediocre,Arabia,Soviet Union,35726 km 2,http://blocgame.com/stats.php?id=63060,
Asians,bigyihsuan,The High Council,36k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Standard,last online 2 hours ago,4 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$1058 million,368 Mbbl; 2 Mbbl,Untapped,Meagre,Pacific Rim,Neutral,16667 km 2,http://blocgame.com/stats.php?id=41551,
Markovia,RDM HC,The Federal Colonies,69k active personnel,0 ships,,First World War surplus,Nice,1 factory,Elite,last online 1 hours ago,13 Hundred Tons per month,6 Mbbl per month,Free Market,$1053 million,438 Mbbl; 6 Mbbl,Untapped,Mediocre,Caribbean,United States,39075 km 2,http://blocgame.com/stats.php?id=58369,
South Uganda,Dr. Idi Amin,Brotherhood of Zion,67k active personnel,0 ships,,Second World War surplus,Gandhi-like,2 factories,Elite,last online 5 hours ago,29 Hundred Tons per month,4 Mbbl per month,Central Planning,$1049 million,460 Mbbl; 4 Mbbl,Untapped,Somewhat Large,Southern Africa,Soviet Union,39393 km 2,http://blocgame.com/stats.php?id=63128,
temasik,lawrence,,14k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,last online 40 hours ago,2 Hundred Tons per month,2 Mbbl per month,Central Planning,$1043 million,2 Mbbl,Untapped,Mediocre,East Indies,United States,16172 km 2,http://blocgame.com/stats.php?id=62827,
German Empire,Frederick the Great,SPQR,38k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Good,last online 9 hours ago,14 Hundred Tons per month,5 Mbbl per month,Central Planning,$1033 million,4428 Mbbl,Untapped,Large,Egypt,Soviet Union,27600 km 2,http://blocgame.com/stats.php?id=63053,
Cyleia,Silas Adar,The Order,39k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,last online 6 hours ago,6 Hundred Tons per month,5 Mbbl per month,Free Market,$1031 million,565 Mbbl; 5 Mbbl,Untapped,Somewhat Large,Mesoamerica,United States,28634 km 2,http://blocgame.com/stats.php?id=62784,
bakhang,cukobi,The Order,47k active personnel,0 ships,,First World War surplus,Gandhi-like,2 factories,Standard,last online 6 hours ago,17 Hundred Tons per month,7 Mbbl per month,Central Planning,$1029 million,1418 Mbbl; 7 Mbbl,Untapped,Large,Atlas,Soviet Union,40085 km 2,http://blocgame.com/stats.php?id=60485,
Lorigan,Lorigan,The High Council,37k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 12 hours ago,14 Hundred Tons per month,8 Mbbl per month,Central Planning,$1002 million,449 Mbbl; 8 Mbbl,Untapped,Mediocre,Amazonia,Soviet Union,36653 km 2,http://blocgame.com/stats.php?id=59787,
Jebawka,Shetay,The Order,70k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Standard,last online 3 hours ago,10 Hundred Tons per month,9 Mbbl per month,Free Market,$988 million,2185 Mbbl,Untapped,Meagre,Arabia,United States,22140 km 2,http://blocgame.com/stats.php?id=54304,
Morjei,FlairWoW,Brotherhood of Zion,38k active personnel,0 ships,,First World War surplus,Gandhi-like,2 factories,Elite,last online 1 hours ago,17 Hundred Tons per month,3 Mbbl per month,Central Planning,$975 million,113 Mbbl; 3 Mbbl,Untapped,Mediocre,Indochina,Soviet Union,39862 km 2,http://blocgame.com/stats.php?id=53068,
VinnyNation,VinnyRuler,Brotherhood of Zion,47k active personnel,0 ships,,Second World War surplus,Isolated,1 factory,Good,last online 3 hours ago,7 Hundred Tons per month,4 Mbbl per month,Central Planning,$973 million,351 Mbbl; 4 Mbbl,,None,Congo,Soviet Union,25007 km 2,http://blocgame.com/stats.php?id=62972,
Conferan,Cryptox,The High Council,79k active personnel,0 ships,,First World War surplus,Gandhi-like,2 factories,Standard,online now,10 Hundred Tons per month,6 Mbbl per month,Central Planning,$969 million,549 Mbbl,Untapped,Large,East Indies,Soviet Union,39512 km 2,http://blocgame.com/stats.php?id=56710,1 Tons
Batu putih,Harzan,The Federal Colonies,15k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 5 hours ago,7 Hundred Tons per month,5 Mbbl per month,Central Planning,$965 million,272 Mbbl,Untapped,Mediocre,East Indies,Soviet Union,13310 km 2,http://blocgame.com/stats.php?id=61926,
Cirno,jc99,The Federal Colonies,58k active personnel,0 ships,,First World War surplus,Gandhi-like,2 factories,Good,online now,25 Hundred Tons per month,2 Mbbl per month,Free Market,$964 million,294 Mbbl,Untapped,Mediocre,Caribbean,United States,39052 km 2,http://blocgame.com/stats.php?id=43375,
Mzab,Cuma Thurman,Brotherhood of Zion,50k active personnel,0 ships,,First World War surplus,Nice,1 factory,Good,online now,12 Hundred Tons per month,11 Mbbl per month,Central Planning,$961 million,4536 Mbbl; 11 Mbbl,Untapped,Mediocre,Atlas,Soviet Union,36773 km 2,http://blocgame.com/stats.php?id=63775,
LOCAI,Agumentic,Brotherhood of Zion,27k active personnel,1 ships,,First World War surplus,Gandhi-like,2 factories,Good,last online 2 hours ago,7 Hundred Tons per month,2 Mbbl per month,Free Market,$940 million,208 Mbbl; 2 Mbbl,Untapped,Somewhat Large,The Subcontinent,United States,36048 km 2,http://blocgame.com/stats.php?id=53011,
Shambala,Feranon,Brotherhood of Nod,20k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,last online 1 hours ago,8 Hundred Tons per month,3 Mbbl per month,Central Planning,$933 million,270 Mbbl; 3 Mbbl,Untapped,Mediocre,Pacific Rim,Soviet Union,31241 km 2,http://blocgame.com/stats.php?id=41268,1 Tons
Yummy Foods,iiruka,Interpol,99k active personnel,1 ships,,First World War surplus,Gandhi-like,3 factories,Elite,online now,31 Hundred Tons per month,1 Mbbl per month,Free Market,$919 million,82 Mbbl,Untapped,Large,Pacific Rim,United States,40138 km 2,http://blocgame.com/stats.php?id=54376,1 Tons
Gobi,Saint Gobi,Brotherhood of Zion,45k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Standard,last online 23 hours ago,11 Hundred Tons per month,5 Mbbl per month,Mixed Economy,$914 million,417 Mbbl,Untapped,Mediocre,Congo,United States,24905 km 2,http://blocgame.com/stats.php?id=61919,
Eisen,Balthazaar,The Order,33k active personnel,1 ships,,First World War surplus,Good,2 factories,Elite,online now,17 Hundred Tons per month,7 Mbbl per month,Central Planning,$910 million,346 Mbbl; 7 Mbbl,Untapped,Large,China,Soviet Union,47604 km 2,http://blocgame.com/stats.php?id=53566,
al-Bahrayn,dbdb,The Order,56k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 3 hours ago,7 Hundred Tons per month,7 Mbbl per month,Central Planning,$906 million,906 Mbbl; 7 Mbbl,Untapped,Somewhat Large,Mesopotamia,Soviet Union,30107 km 2,http://blocgame.com/stats.php?id=59775,
raja_png,DiDi27,,3k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 31 hours ago,6 Hundred Tons per month,3 Mbbl per month,Central Planning,$906 million,282 Mbbl; 3 Mbbl,Untapped,None,Pacific Rim,Soviet Union,10899 km 2,http://blocgame.com/stats.php?id=62000,
Texastan,Rebel Lord,Interpol,60k active personnel,1 ships,,First World War surplus,Gandhi-like,2 factories,Standard,last online 8 hours ago,19 Hundred Tons per month,20 Mbbl per month,Central Planning,$903 million,5094 Mbbl; 20 Mbbl,Plentiful,Small,Mesopotamia,Soviet Union,44796 km 2,http://blocgame.com/stats.php?id=58149,
Cameronia,Cameron Saxonson,Che Guevara League,34k active personnel,0 ships,,First World War surplus,Angelic,1 factory,Elite,last online 7 hours ago,14 Hundred Tons per month,8 Mbbl per month,Central Planning,$903 million,481 Mbbl; 8 Mbbl,Untapped,Mediocre,Southern Cone,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62688,
Tandak,jimmyyus,PIRATES,59k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Poor,last online 1 hours ago,8 Hundred Tons per month,7 Mbbl per month,Mixed Economy,$900 million,5265 Mbbl; 7 Mbbl,,Small,Egypt,United States,21458 km 2,http://blocgame.com/stats.php?id=62201,
Sepidajistan,Shah Squid,Al-Qassam Brigades,21k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,last online 11 hours ago,4 Hundred Tons per month,3 Mbbl per month,Central Planning,$897 million,3787 Mbbl; 3 Mbbl,,Small,Atlas,Soviet Union,15382 km 2,http://blocgame.com/stats.php?id=59462,
Hansetica,Svan,The Order,26k active personnel,0 ships,,First World War surplus,Gandhi-like,2 factories,Good,last online 8 hours ago,11 Hundred Tons per month,4 Mbbl per month,Central Planning,$894 million,17 Mbbl; 4 Mbbl,Untapped,Meagre,China,Soviet Union,26420 km 2,http://blocgame.com/stats.php?id=63390,
Surakistahn,Harry Drewer,,8k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Poor,last online 51 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$888 million,1647 Mbbl,Untapped,Meagre,Mesopotamia,Neutral,9266 km 2,http://blocgame.com/stats.php?id=46090,
Valtania,Kelvin D. Makumbi,,71k active personnel,0 ships,,Second World War surplus,Gandhi-like,2 factories,Standard,last online 5 hours ago,15 Hundred Tons per month,6 Mbbl per month,Central Planning,$883 million,244 Mbbl; 6 Mbbl,Untapped,Mediocre,Mesoamerica,Soviet Union,28139 km 2,http://blocgame.com/stats.php?id=62525,
fetiwert,raja adam iskandar,The Federal Colonies,5k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Poor,last online 44 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$881 million,,Untapped,None,East Indies,Soviet Union,11231 km 2,http://blocgame.com/stats.php?id=63124,
Ausmasia,Harzan15,The Khilafah,10k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Good,last online 14 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$877 million,107 Mbbl; 2 Mbbl,Untapped,Mediocre,Indochina,Soviet Union,8983 km 2,http://blocgame.com/stats.php?id=61817,
constania,Comrade,Divine League,37k active personnel,0 ships,,First World War surplus,Nice,1 factory,Good,online now,13 Hundred Tons per month,6 Mbbl per month,Central Planning,$876 million,225 Mbbl; 6 Mbbl,Untapped,Mediocre,Congo,Soviet Union,16172 km 2,http://blocgame.com/stats.php?id=62606,
Zuyazayuza,Zuyazayuza,Brotherhood of Zion,73k active personnel,2 ships,,First World War surplus,Gandhi-like,2 factories,Good,online now,17 Hundred Tons per month,3 Mbbl per month,Free Market,$870 million,344 Mbbl,Untapped,Mediocre,Caribbean,United States,44680 km 2,http://blocgame.com/stats.php?id=62470,
Robots,stormbot28,Interpol,56k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 56 hours ago,8 Hundred Tons per month,,Free Market,$868 million,,Untapped,Mediocre,Caribbean,United States,13613 km 2,http://blocgame.com/stats.php?id=40242,
Guadianstan,Guadian Bakar,Followers of Guadian,38k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,online now,9 Hundred Tons per month,5 Mbbl per month,Central Planning,$867 million,320 Mbbl,Near Depletion,Meagre,Gran Colombia,Soviet Union,25483 km 2,http://blocgame.com/stats.php?id=63250,
Glubistan,Glub,SPQR,38k active personnel,0 ships,,First World War surplus,Good,None,Undisciplined Rabble,online now,15 Hundred Tons per month,9 Mbbl per month,Central Planning,$866 million,1660 Mbbl; 9 Mbbl,Untapped,Mediocre,Arabia,Soviet Union,22469 km 2,http://blocgame.com/stats.php?id=63027,
Worthless Sand,Spirit of Saddam Hussein,Brotherhood of Nod,19k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Standard,last online 11 hours ago,10 Hundred Tons per month,3 Mbbl per month,Central Planning,$863 million,3711 Mbbl; 3 Mbbl,Untapped,Mediocre,Mesopotamia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63192,
Pan-demo-nium,Raja,The Order,25k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,last online 6 hours ago,11 Hundred Tons per month,2 Mbbl per month,Central Planning,$863 million,198 Mbbl; 2 Mbbl,Near Depletion,Somewhat Large,The Subcontinent,Soviet Union,18189 km 2,http://blocgame.com/stats.php?id=63195,
The NLR,Darknight,Divine League,54k active personnel,0 ships,,First World War surplus,Angelic,1 factory,Standard,last online 4 hours ago,42 Hundred Tons per month,3 Mbbl per month,Central Planning,$862 million,116 Mbbl; 3 Mbbl,Untapped,Powerful,Congo,Soviet Union,40989 km 2,http://blocgame.com/stats.php?id=49701,
the Haunted,thedrunkenarchitect,Brotherhood of Zion,39k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 7 hours ago,22 Hundred Tons per month,4 Mbbl per month,Central Planning,$861 million,378 Mbbl; 4 Mbbl,Untapped,Somewhat Large,Southern Africa,Soviet Union,34025 km 2,http://blocgame.com/stats.php?id=63020,
ZAMENTA,ShAh FAr HAn,The Order,74k active personnel,1 ships,,First World War surplus,Gandhi-like,2 factories,Standard,last online 12 hours ago,10 Hundred Tons per month,7 Mbbl per month,Central Planning,$860 million,324 Mbbl; 7 Mbbl,Untapped,Mediocre,Pacific Rim,Soviet Union,39122 km 2,http://blocgame.com/stats.php?id=61998,
Derse Moon,Jack Noir,The Order,79k active personnel,8 ships,,Second World War surplus,Gandhi-like,5 factories,Elite,last online 5 hours ago,40 Hundred Tons per month,40 Mbbl per month,Free Market,$854 million,21217 Mbbl,Plentiful,Very Powerful,Egypt,United States,60501 km 2,http://blocgame.com/stats.php?id=62965,
Malaysia.,Tuanku Adam Zhafri,PIRATES,51k active personnel,0 ships,,Second World War surplus,Pariah,2 factories,Elite,last online 2 hours ago,10 Hundred Tons per month,9 Mbbl per month,Central Planning,$850 million,319 Mbbl; 9 Mbbl,Untapped,Very Powerful,East Indies,Soviet Union,26647 km 2,http://blocgame.com/stats.php?id=63032,
Communistutopia,Bill Broskis,The Order,56k active personnel,0 ships,,First World War surplus,Gandhi-like,2 factories,Elite,last online 2 hours ago,14 Hundred Tons per month,9 Mbbl per month,Central Planning,$848 million,4789 Mbbl; 9 Mbbl,Untapped,Mediocre,Persia,Soviet Union,32240 km 2,http://blocgame.com/stats.php?id=49796,
North Nubia,Sean Tony,The United Nations,25k active personnel,1 ships,,Second World War surplus,Gandhi-like,3 factories,Elite,last online 10 hours ago,17 Hundred Tons per month,2 Mbbl per month,Central Planning,$847 million,244 Mbbl; 2 Mbbl,Plentiful,Mediocre,Congo,Soviet Union,20349 km 2,http://blocgame.com/stats.php?id=63084,
TheDarkSide,LordVader,The Federal Colonies,39k active personnel,0 ships,,Second World War surplus,Angelic,1 factory,Standard,online now,18 Hundred Tons per month,1 Mbbl per month,Central Planning,$840 million,405 Mbbl; 1 Mbbl,Plentiful,Large,East Indies,Soviet Union,42424 km 2,http://blocgame.com/stats.php?id=63139,
Tyanra,SaffronMerchant,SPQR,36k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Standard,last online 6 hours ago,15 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$837 million,1202 Mbbl; 2 Mbbl,Untapped,Mediocre,The Subcontinent,Soviet Union,33183 km 2,http://blocgame.com/stats.php?id=60365,
Leinad,bloodywaffles12,The United Nations,33k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Poor,last online 10 hours ago,10 Hundred Tons per month,5 Mbbl per month,Central Planning,$836 million,136 Mbbl; 5 Mbbl,Untapped,Mediocre,China,Soviet Union,20307 km 2,http://blocgame.com/stats.php?id=59332,
Arabic Union,Comrade Izy,Brotherhood of Zion,99k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Standard,last online 7 hours ago,7 Hundred Tons per month,12 Mbbl per month,Central Planning,$836 million,3782 Mbbl; 12 Mbbl,Untapped,Mediocre,Mesopotamia,Soviet Union,39911 km 2,http://blocgame.com/stats.php?id=59855,
Mesopotamia,Arcturus,The Order,59k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Standard,last online 8 hours ago,14 Hundred Tons per month,9 Mbbl per month,Free Market,$835 million,2146 Mbbl,Untapped,Mediocre,Mesopotamia,United States,35274 km 2,http://blocgame.com/stats.php?id=42045,
Vilnus,Jurij Owsienko,Lithuanian Coalition,9k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Standard,last online 153 hours ago,12 Hundred Tons per month,18 Mbbl per month,Central Planning,$834 million,2025 Mbbl; 18 Mbbl,Untapped,Somewhat Large,Atlas,Soviet Union,23510 km 2,http://blocgame.com/stats.php?id=61610,
Wafflonia,Stellarwaffle,SPQR,44k active personnel,0 ships,,First World War surplus,Isolated,1 factory,Good,last online 2 hours ago,11 Hundred Tons per month,6 Mbbl per month,Central Planning,$834 million,4163 Mbbl; 6 Mbbl,Untapped,Mediocre,Egypt,Soviet Union,32849 km 2,http://blocgame.com/stats.php?id=63064,
Memiaya,MrRoth,Che Guevara League,58k active personnel,0 ships,,Second World War surplus,Isolated,1 factory,Standard,online now,21 Hundred Tons per month,4 Mbbl per month,Central Planning,$833 million,543 Mbbl; 4 Mbbl,Untapped,Large,Caribbean,Soviet Union,45699 km 2,http://blocgame.com/stats.php?id=62980,1 Tons
Fongelesia,Fong,,50k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,last online 1 hours ago,14 Hundred Tons per month,4 Mbbl per month,Free Market,$829 million,413 Mbbl,Plentiful,Somewhat Large,Pacific Rim,United States,24108 km 2,http://blocgame.com/stats.php?id=63041,
Zinlandia,Alaah,Che Guevara League,59k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Standard,last online 2 hours ago,21 Hundred Tons per month,5 Mbbl per month,Central Planning,$822 million,67 Mbbl,Plentiful,Somewhat Large,Amazonia,Soviet Union,39560 km 2,http://blocgame.com/stats.php?id=45831,
Asiana,El_Xanatos,The High Council,51k active personnel,0 ships,,First World War surplus,Angelic,1 factory,Good,last online 11 hours ago,19 Hundred Tons per month,4 Mbbl per month,Central Planning,$820 million,147 Mbbl; 4 Mbbl,Plentiful,Meagre,Indochina,Soviet Union,39349 km 2,http://blocgame.com/stats.php?id=62221,
Zeon Alliance,Char Aznable,The High Council,40k active personnel,4 ships,,First World War surplus,Gandhi-like,2 factories,Good,last online 20 hours ago,7 Hundred Tons per month,7 Mbbl per month,Free Market,$817 million,26 Mbbl; 7 Mbbl,Untapped,Large,Pacific Rim,United States,29079 km 2,http://blocgame.com/stats.php?id=62248,
Supercell,Charlotte,The Federal Colonies,35k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,last online 1 hours ago,7 Hundred Tons per month,3 Mbbl per month,Central Planning,$814 million,191 Mbbl,Untapped,Meagre,East Indies,Neutral,24512 km 2,http://blocgame.com/stats.php?id=48901,
Etiwan,Latvu,The High Council,29k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,online now,17 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$813 million,429 Mbbl,Untapped,Mediocre,Amazonia,United States,27420 km 2,http://blocgame.com/stats.php?id=60056,
Hajoki,Makao,The Khilafah,15k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 13 hours ago,3 Hundred Tons per month,11 Mbbl per month,Free Market,$811 million,1277 Mbbl,Untapped,None,Atlas,Soviet Union,9361 km 2,http://blocgame.com/stats.php?id=60093,
Tyrantia,Malakal,The High Council,78k active personnel,0 ships,,First World War surplus,Gandhi-like,2 factories,Standard,last online 6 hours ago,30 Hundred Tons per month,15 Mbbl per month,Central Planning,$808 million,5703 Mbbl; 15 Mbbl,Untapped,Powerful,Arabia,Soviet Union,46374 km 2,http://blocgame.com/stats.php?id=40238,
Lubekran,septima,Interpol,26k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Good,last online 5 hours ago,7 Hundred Tons per month,3 Mbbl per month,Central Planning,$808 million,16 Mbbl; 3 Mbbl,Untapped,Meagre,Indochina,Soviet Union,11120 km 2,http://blocgame.com/stats.php?id=62568,
kobisbunga,kobis,Brotherhood of Nod,4k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 10 hours ago,5 Hundred Tons per month,3 Mbbl per month,Free Market,$806 million,238 Mbbl; 3 Mbbl,Untapped,Meagre,East Indies,United States,19602 km 2,http://blocgame.com/stats.php?id=61609,
Krasnyyikistan,JohnTheGreat,Comintern,61k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 3 hours ago,7 Hundred Tons per month,10 Mbbl per month,Mixed Economy,$805 million,3842 Mbbl,Untapped,Mediocre,Arabia,Soviet Union,26351 km 2,http://blocgame.com/stats.php?id=50209,
FreakTopia,Remington Steel,The Order,64k active personnel,0 ships,,First World War surplus,Gandhi-like,2 factories,Good,online now,23 Hundred Tons per month,10 Mbbl per month,Mixed Economy,$803 million,1116 Mbbl,Untapped,Small,The Subcontinent,United States,42295 km 2,http://blocgame.com/stats.php?id=45527,
Syphirious,Doxal,Interpol,58k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Good,last online 8 hours ago,16 Hundred Tons per month,27 Mbbl per month,Central Planning,$802 million,3435 Mbbl; 27 Mbbl,Untapped,Somewhat Large,Mesopotamia,Soviet Union,37169 km 2,http://blocgame.com/stats.php?id=59670,
United-Muslims,Karim,SPQR,10k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Poor,last online 4 hours ago,10 Hundred Tons per month,,Free Market,$802 million,,Untapped,None,Mesopotamia,United States,9267 km 2,http://blocgame.com/stats.php?id=61674,
Savannah,Watersfall,The United Nations,82k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Standard,last online 3 hours ago,16 Hundred Tons per month,2 Mbbl per month,Central Planning,$796 million,47 Mbbl,Untapped,Somewhat Large,Pacific Rim,Soviet Union,35179 km 2,http://blocgame.com/stats.php?id=49817,
mani,mani,SPQR,8k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 43 hours ago,8 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$795 million,360 Mbbl,Untapped,Small,Persia,Neutral,9190 km 2,http://blocgame.com/stats.php?id=62912,
Ambon,Chalkface,The Order,45k active personnel,1 ships,,Second World War surplus,Gandhi-like,2 factories,Elite,last online 3 hours ago,17 Hundred Tons per month,5 Mbbl per month,Central Planning,$794 million,484 Mbbl; 5 Mbbl,Plentiful,Mediocre,Pacific Rim,Soviet Union,35612 km 2,http://blocgame.com/stats.php?id=42744,
Hitlerwasright,Louis C Cuck,The Order,59k active personnel,0 ships,,Second World War surplus,Gandhi-like,2 factories,Elite,online now,5 Hundred Tons per month,9 Mbbl per month,Free Market,$792 million,1922 Mbbl,Near Depletion,Mediocre,Arabia,United States,31737 km 2,http://blocgame.com/stats.php?id=59621,
Thair,Tacoonastick,Brotherhood of Zion,19k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,last online 7 hours ago,5 Hundred Tons per month,4 Mbbl per month,Central Planning,$792 million,282 Mbbl; 4 Mbbl,Plentiful,None,Congo,Soviet Union,15851 km 2,http://blocgame.com/stats.php?id=60955,
Alamo,linksith,The United Nations,25k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 3 hours ago,7 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$791 million,4065 Mbbl,Untapped,None,Mesopotamia,United States,11231 km 2,http://blocgame.com/stats.php?id=40536,
