country,leader,alliance,army_size,navy,reactor,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,region,alignment,territory,pageUrl,uranium
Morjei,FlairWoW,Brotherhood of Zion,58k active personnel,0 ships,,First World War surplus,Gandhi-like,2 factories,Standard,last online 2 hours ago,23 Hundred Tons per month,3 Mbbl per month,Central Planning,$1237 million,112 Mbbl; 3 Mbbl,Untapped,Mediocre,Indochina,Soviet Union,41483 km 2,http://blocgame.com/stats.php?id=53068,
Ivalice,Nighthawk571,Interpol,55k active personnel,0 ships,,Second World War surplus,Gandhi-like,2 factories,Good,last online 1 hours ago,18 Hundred Tons per month,16 Mbbl per month,Central Planning,$1211 million,2763 Mbbl; 16 Mbbl,Plentiful,Mediocre,Arabia,Soviet Union,35726 km 2,http://blocgame.com/stats.php?id=63060,
Lorigan,Lorigan,The High Council,49k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Good,last online 7 hours ago,16 Hundred Tons per month,8 Mbbl per month,Central Planning,$1210 million,401 Mbbl; 8 Mbbl,Untapped,Mediocre,Amazonia,Soviet Union,36653 km 2,http://blocgame.com/stats.php?id=59787,
Tamil Kingdom,Chola I,Brotherhood of Zion,97k active personnel,0 ships,,Second World War surplus,Gandhi-like,3 factories,Elite,online now,46 Hundred Tons per month,7 Mbbl per month,Central Planning,$1197 million,444 Mbbl; 7 Mbbl,Untapped,Mediocre,The Subcontinent,Soviet Union,50031 km 2,http://blocgame.com/stats.php?id=60964,1 Tons
VinnyNation,VinnyRuler,Brotherhood of Zion,47k active personnel,0 ships,,Second World War surplus,Good,1 factory,Good,online now,7 Hundred Tons per month,4 Mbbl per month,Central Planning,$1192 million,327 Mbbl; 4 Mbbl,Plentiful,Small,Congo,Soviet Union,25007 km 2,http://blocgame.com/stats.php?id=62972,
South Uganda,Dr. Idi Amin,Brotherhood of Zion,99k active personnel,2 ships,,Second World War surplus,Angelic,2 factories,Elite,last online 7 hours ago,30 Hundred Tons per month,5 Mbbl per month,Central Planning,$1189 million,432 Mbbl; 5 Mbbl,Untapped,Large,Southern Africa,Soviet Union,39393 km 2,http://blocgame.com/stats.php?id=63128,
ZAMENTA,ShAh FAr HAn,The Order,80k active personnel,1 ships,,First World War surplus,Gandhi-like,2 factories,Standard,last online 9 hours ago,10 Hundred Tons per month,7 Mbbl per month,Central Planning,$1183 million,312 Mbbl; 7 Mbbl,Untapped,Mediocre,Pacific Rim,Soviet Union,42596 km 2,http://blocgame.com/stats.php?id=61998,1 Tons
al-Bahrayn,dbdb,The Order,56k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,last online 3 hours ago,7 Hundred Tons per month,8 Mbbl per month,Central Planning,$1182 million,1141 Mbbl; 8 Mbbl,Untapped,Large,Mesopotamia,Soviet Union,32888 km 2,http://blocgame.com/stats.php?id=59775,
Cirno,jc99,The Federal Colonies,68k active personnel,0 ships,,First World War surplus,Gandhi-like,3 factories,Elite,online now,33 Hundred Tons per month,2 Mbbl per month,Free Market,$1177 million,282 Mbbl,Untapped,Mediocre,Caribbean,United States,39052 km 2,http://blocgame.com/stats.php?id=43375,
Russophia,Mikhail Putin,SPQR,3k active personnel,0 ships,,Second World War surplus,Isolated,None,Elite,last online 7 hours ago,3 Hundred Tons per month,5 Mbbl per month,Central Planning,$1166 million,3080 Mbbl; 5 Mbbl,,None,Arabia,Soviet Union,9550 km 2,http://blocgame.com/stats.php?id=54426,
LOCAI,Agumentic,Brotherhood of Zion,29k active personnel,1 ships,,First World War surplus,Gandhi-like,2 factories,Good,last online 3 hours ago,8 Hundred Tons per month,3 Mbbl per month,Free Market,$1160 million,191 Mbbl; 3 Mbbl,Untapped,Large,The Subcontinent,United States,36048 km 2,http://blocgame.com/stats.php?id=53011,
Shambala,Feranon,Brotherhood of Nod,30k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,last online 3 hours ago,10 Hundred Tons per month,5 Mbbl per month,Central Planning,$1158 million,240 Mbbl; 5 Mbbl,Untapped,Mediocre,Pacific Rim,Soviet Union,31241 km 2,http://blocgame.com/stats.php?id=41268,1 Tons
Malaysia.,Tuanku Adam Zhafri,PIRATES,9k active personnel,0 ships,,First World War surplus,Normal,3 factories,Good,last online 8 hours ago,10 Hundred Tons per month,9 Mbbl per month,Mixed Economy,$1153 million,265 Mbbl; 9 Mbbl,Near Depletion,None,East Indies,Neutral,28861 km 2,http://blocgame.com/stats.php?id=63032,
bakhang,cukobi,The Order,59k active personnel,2 ships,,First World War surplus,Gandhi-like,2 factories,Poor,last online 11 hours ago,17 Hundred Tons per month,8 Mbbl per month,Central Planning,$1152 million,1375 Mbbl; 8 Mbbl,Untapped,Large,Atlas,Soviet Union,40085 km 2,http://blocgame.com/stats.php?id=60485,
Markovia,RDM HC,The Federal Colonies,69k active personnel,0 ships,,Second World War surplus,Gandhi-like,2 factories,Elite,last online 2 hours ago,15 Hundred Tons per month,9 Mbbl per month,Free Market,$1149 million,391 Mbbl; 9 Mbbl,Untapped,Somewhat Large,Caribbean,United States,39075 km 2,http://blocgame.com/stats.php?id=58369,
BongoBongoBongo,oBerry,The Order,39k active personnel,0 ships,,Finest of the 19th century,Gandhi-like,1 factory,Elite,last online 2 hours ago,24 Hundred Tons per month,5 Mbbl per month,Central Planning,$1141 million,261 Mbbl; 5 Mbbl,Plentiful,Mediocre,Congo,Soviet Union,20923 km 2,http://blocgame.com/stats.php?id=63942,
the Haunted,thedrunkenarchitect,Brotherhood of Zion,39k active personnel,0 ships,,First World War surplus,Angelic,2 factories,Good,last online 7 hours ago,25 Hundred Tons per month,4 Mbbl per month,Central Planning,$1140 million,530 Mbbl; 4 Mbbl,Untapped,Large,Southern Africa,Soviet Union,35990 km 2,http://blocgame.com/stats.php?id=63020,
Zeon Alliance,Char Aznable,The High Council,50k active personnel,6 ships,,First World War surplus,Gandhi-like,2 factories,Elite,online now,7 Hundred Tons per month,7 Mbbl per month,Free Market,$1134 million,304 Mbbl; 7 Mbbl,Untapped,Powerful,Pacific Rim,United States,30895 km 2,http://blocgame.com/stats.php?id=62248,1 Tons
Conferan,Cryptox,The High Council,85k active personnel,0 ships,,First World War surplus,Gandhi-like,2 factories,Good,last online 2 hours ago,13 Hundred Tons per month,6 Mbbl per month,Central Planning,$1123 million,513 Mbbl,Untapped,Powerful,East Indies,Soviet Union,41457 km 2,http://blocgame.com/stats.php?id=56710,1 Tons
Tyanra,SaffronMerchant,SPQR,60k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Standard,last online 5 hours ago,16 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$1119 million,1553 Mbbl; 2 Mbbl,Untapped,Mediocre,The Subcontinent,Soviet Union,34788 km 2,http://blocgame.com/stats.php?id=60365,
Sepidajistan,Shah Squid,Al-Qassam Brigades,38k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Good,last online 6 hours ago,4 Hundred Tons per month,3 Mbbl per month,Central Planning,$1116 million,3769 Mbbl; 3 Mbbl,Plentiful,Small,Atlas,Soviet Union,15382 km 2,http://blocgame.com/stats.php?id=59462,
Cameronia,Cameron Saxonson,Che Guevara League,40k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 6 hours ago,16 Hundred Tons per month,9 Mbbl per month,Central Planning,$1110 million,428 Mbbl; 9 Mbbl,Untapped,Mediocre,Southern Cone,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62688,
Worthless Sand,Spirit of Saddam Hussein,Brotherhood of Nod,18k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Standard,last online 2 hours ago,13 Hundred Tons per month,4 Mbbl per month,Central Planning,$1107 million,3687 Mbbl; 4 Mbbl,Untapped,Mediocre,Mesopotamia,Soviet Union,19800 km 2,http://blocgame.com/stats.php?id=63192,
Senglia,mreid2112,Farmington Brigade,7k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Standard,last online 128 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$1102 million,2 Mbbl,Untapped,Meagre,Indochina,Soviet Union,9288 km 2,http://blocgame.com/stats.php?id=62920,
constania,Comrade,Divine League,37k active personnel,0 ships,,First World War surplus,Good,1 factory,Elite,online now,13 Hundred Tons per month,6 Mbbl per month,Central Planning,$1101 million,189 Mbbl; 6 Mbbl,Untapped,Somewhat Large,Congo,Soviet Union,16248 km 2,http://blocgame.com/stats.php?id=62606,
mani,mani,SPQR,8k active personnel,0 ships,,Second World War surplus,Angelic,1 factory,Good,last online 1 hours ago,8 Hundred Tons per month,5 Mbbl per month,Mixed Economy,$1091 million,331 Mbbl,Untapped,Mediocre,Persia,Neutral,9190 km 2,http://blocgame.com/stats.php?id=62912,
North Nubia,Sean Tony,,99k active personnel,1 ships,,Second World War surplus,Gandhi-like,3 factories,Standard,online now,25 Hundred Tons per month,10 Mbbl per month,Central Planning,$1085 million,192 Mbbl; 10 Mbbl,Plentiful,Small,Congo,Soviet Union,20549 km 2,http://blocgame.com/stats.php?id=63084,
Mzab,Cuma Thurman,Brotherhood of Zion,59k active personnel,1 ships,,Second World War surplus,Questionable,2 factories,Good,online now,15 Hundred Tons per month,12 Mbbl per month,Central Planning,$1080 million,4464 Mbbl; 12 Mbbl,Untapped,Mediocre,Atlas,Soviet Union,36773 km 2,http://blocgame.com/stats.php?id=63775,
Hansetica,Svan,The Order,40k active personnel,1 ships,,Second World War surplus,Angelic,2 factories,Elite,last online 3 hours ago,13 Hundred Tons per month,6 Mbbl per month,Central Planning,$1078 million,337 Mbbl; 6 Mbbl,,Mediocre,China,Soviet Union,25637 km 2,http://blocgame.com/stats.php?id=63390,
Surakistahn,Harry Drewer,,7k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Poor,last online 123 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$1077 million,1367 Mbbl,Untapped,Meagre,Mesopotamia,Neutral,7645 km 2,http://blocgame.com/stats.php?id=46090,
Potatopia,DoomPotato,Brotherhood of Zion,55k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,last online 5 hours ago,7 Hundred Tons per month,13 Mbbl per month,Central Planning,$1077 million,5079 Mbbl; 13 Mbbl,Plentiful,Very Powerful,Egypt,Soviet Union,29105 km 2,http://blocgame.com/stats.php?id=54037,
Lubekran,septima,Interpol,36k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Good,last online 3 hours ago,8 Hundred Tons per month,3 Mbbl per month,Central Planning,$1075 million,94 Mbbl; 3 Mbbl,Untapped,Mediocre,Indochina,Soviet Union,11120 km 2,http://blocgame.com/stats.php?id=62568,
fetiwert,raja adam iskandar,The Federal Colonies,10k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 66 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$1049 million,,Untapped,None,East Indies,Soviet Union,9360 km 2,http://blocgame.com/stats.php?id=63124,
Lombardy,Aistulf,The Order,59k active personnel,1 ships,,Second World War surplus,Gandhi-like,2 factories,Standard,last online 2 hours ago,20 Hundred Tons per month,11 Mbbl per month,Free Market,$1049 million,6700 Mbbl; 11 Mbbl,Untapped,Mediocre,Persia,United States,42570 km 2,http://blocgame.com/stats.php?id=63882,
Etiwan,Latvu,The High Council,37k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,last online 1 hours ago,18 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$1047 million,405 Mbbl,Untapped,Mediocre,Amazonia,United States,27420 km 2,http://blocgame.com/stats.php?id=60056,
Pan-demo-nium,Raja,The Order,25k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Elite,last online 78 hours ago,11 Hundred Tons per month,2 Mbbl per month,Central Planning,$1046 million,186 Mbbl; 2 Mbbl,,Somewhat Large,The Subcontinent,Soviet Union,18189 km 2,http://blocgame.com/stats.php?id=63195,
Hitlerwasright,Louis C Cuck,The Order,20k active personnel,0 ships,,Second World War surplus,Gandhi-like,2 factories,Elite,online now,19 Hundred Tons per month,15 Mbbl per month,Free Market,$1045 million,2449 Mbbl,Depleted,None,Arabia,United States,33237 km 2,http://blocgame.com/stats.php?id=59621,
Zinlandia,Alaah,Che Guevara League,59k active personnel,0 ships,,First World War surplus,Nice,1 factory,Good,last online 6 hours ago,29 Hundred Tons per month,5 Mbbl per month,Central Planning,$1043 million,53 Mbbl,Untapped,Somewhat Large,Amazonia,Soviet Union,42254 km 2,http://blocgame.com/stats.php?id=45831,
Glubistan,Glub,SPQR,38k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 9 hours ago,20 Hundred Tons per month,11 Mbbl per month,Central Planning,$1041 million,1597 Mbbl; 11 Mbbl,Untapped,Mediocre,Arabia,Soviet Union,22469 km 2,http://blocgame.com/stats.php?id=63027,
CTSKRR,CTSKRR,The High Council,8k active personnel,0 ships,,Second World War surplus,Gandhi-like,2 factories,Good,last online 64 hours ago,8 Hundred Tons per month,7 Mbbl per month,Central Planning,$1037 million,246 Mbbl; 7 Mbbl,Untapped,Somewhat Large,China,Soviet Union,20441 km 2,http://blocgame.com/stats.php?id=60811,
Krasnyyikistan,JohnTheGreat,Comintern,70k active personnel,1 ships,,First World War surplus,Gandhi-like,2 factories,Good,last online 1 hours ago,7 Hundred Tons per month,11 Mbbl per month,Mixed Economy,$1032 million,3778 Mbbl,Untapped,Large,Arabia,Soviet Union,28307 km 2,http://blocgame.com/stats.php?id=50209,
Alamo,linksith,The United Nations,22k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 10 hours ago,7 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$1030 million,4053 Mbbl,Untapped,None,Mesopotamia,United States,10898 km 2,http://blocgame.com/stats.php?id=40536,
Ekodebota,tfwqtp2tlgf|;3,The High Council,58k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Poor,online now,24 Hundred Tons per month,12 Mbbl per month,Central Planning,$1030 million,2326 Mbbl; 12 Mbbl,Plentiful,Powerful,Atlas,Soviet Union,28005 km 2,http://blocgame.com/stats.php?id=53422,
Yummy Foods,iiruka,Interpol,113k active personnel,2 ships,,Second World War surplus,Gandhi-like,3 factories,Elite,online now,47 Hundred Tons per month,1 Mbbl per month,Free Market,$1022 million,76 Mbbl,Untapped,Large,Pacific Rim,United States,41667 km 2,http://blocgame.com/stats.php?id=54376,
Gulam,Galak,PIRATES,69k active personnel,4 ships,,First World War surplus,Good,2 factories,Good,online now,12 Hundred Tons per month,5 Mbbl per month,Central Planning,$1015 million,422 Mbbl; 5 Mbbl,Near Depletion,Mediocre,Pacific Rim,Soviet Union,29650 km 2,http://blocgame.com/stats.php?id=63645,1 Tons
Haxeltopia,Haxel,,10k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Elite,last online 147 hours ago,5 Hundred Tons per month,5 Mbbl per month,Free Market,$1012 million,,Untapped,None,Caribbean,United States,9360 km 2,http://blocgame.com/stats.php?id=63063,
Valtania,Kelvin D. Makumbi,,71k active personnel,0 ships,,Second World War surplus,Gandhi-like,2 factories,Standard,last online 10 hours ago,15 Hundred Tons per month,6 Mbbl per month,Central Planning,$1009 million,208 Mbbl; 6 Mbbl,Untapped,Mediocre,Mesoamerica,Soviet Union,28457 km 2,http://blocgame.com/stats.php?id=62525,
Brunstovia,Zat Other Guy,Interpol,16k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 29 hours ago,8 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$1005 million,250 Mbbl; 2 Mbbl,Untapped,Small,China,United States,13343 km 2,http://blocgame.com/stats.php?id=62648,
Argon,Argus,Interpol,45k active personnel,4 ships,,Second World War surplus,Gandhi-like,2 factories,Good,last online 5 hours ago,20 Hundred Tons per month,27 Mbbl per month,Central Planning,$1003 million,2681 Mbbl; 27 Mbbl,Untapped,Somewhat Large,Atlas,Soviet Union,40872 km 2,http://blocgame.com/stats.php?id=57323,
whitmanistan,slim,The Order,62k active personnel,2 ships,,Second World War surplus,Gandhi-like,2 factories,Standard,online now,12 Hundred Tons per month,5 Mbbl per month,Free Market,$1002 million,5060 Mbbl; 5 Mbbl,Untapped,Somewhat Large,Mesopotamia,United States,42008 km 2,http://blocgame.com/stats.php?id=36344,
Leinad,bloodywaffles12,The United Nations,33k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Poor,last online 64 hours ago,11 Hundred Tons per month,5 Mbbl per month,Central Planning,$1001 million,106 Mbbl; 5 Mbbl,Untapped,Mediocre,China,Soviet Union,20307 km 2,http://blocgame.com/stats.php?id=59332,
Honesty,Fury,SPQR,8k active personnel,0 ships,,Finest of the 19th century,Gandhi-like,None,Elite,last online 12 hours ago,11 Hundred Tons per month,,Free Market,$999 million,,Untapped,None,Mesopotamia,United States,9266 km 2,http://blocgame.com/stats.php?id=62094,
Civilia,Sir_Ranger,Al-Qassam Brigades,10k active personnel,0 ships,,Finest of the 19th century,Gandhi-like,None,Undisciplined Rabble,last online 100 hours ago,3 Hundred Tons per month,2 Mbbl per month,Central Planning,$992 million,2 Mbbl,Untapped,None,China,Neutral,9175 km 2,http://blocgame.com/stats.php?id=62017,
Robots,stormbot28,Interpol,56k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Standard,last online 128 hours ago,8 Hundred Tons per month,,Free Market,$991 million,,Untapped,Mediocre,Caribbean,United States,13613 km 2,http://blocgame.com/stats.php?id=40242,
Vanan,Esler,The Order,71k active personnel,1 ships,,Second World War surplus,Gandhi-like,2 factories,Standard,last online 9 hours ago,25 Hundred Tons per month,3 Mbbl per month,Central Planning,$985 million,327 Mbbl; 3 Mbbl,Untapped,Mediocre,Congo,Soviet Union,38123 km 2,http://blocgame.com/stats.php?id=63339,
SOPF,Johnathinski Weston,Farmington Brigade,2k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Good,last online 82 hours ago,10 Hundred Tons per month,4 Mbbl per month,Central Planning,$980 million,228 Mbbl; 4 Mbbl,Untapped,Mediocre,East Indies,Soviet Union,19336 km 2,http://blocgame.com/stats.php?id=62841,
Junoma,VicReyes,Brotherhood of Zion,30k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,online now,10 Hundred Tons per month,2 Mbbl per month,Free Market,$979 million,388 Mbbl; 2 Mbbl,Untapped,Somewhat Large,Southern Cone,United States,33688 km 2,http://blocgame.com/stats.php?id=40349,
DFWEFWEF,dmc5,Interpol,30k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,online now,7 Hundred Tons per month,4 Mbbl per month,Central Planning,$974 million,5007 Mbbl; 4 Mbbl,Untapped,Mediocre,Arabia,Soviet Union,35376 km 2,http://blocgame.com/stats.php?id=55118,
Shining Sun,Wladyslaw Gomulka,Lithuanian Coalition,40k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Good,last online 21 hours ago,15 Hundred Tons per month,5 Mbbl per month,Mixed Economy,$970 million,74 Mbbl,Untapped,Mediocre,Southern Africa,Soviet Union,18382 km 2,http://blocgame.com/stats.php?id=61511,
Bendover,Mike Hawk,Farmington Brigade,10k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 84 hours ago,5 Hundred Tons per month,1 Mbbl per month,Central Planning,$970 million,150 Mbbl; 1 Mbbl,Untapped,None,East Indies,Soviet Union,11005 km 2,http://blocgame.com/stats.php?id=62897,
Nueva Galicia,FedericoDionisi,Che Guevara League,19k active personnel,0 ships,,Second World War surplus,Gandhi-like,None,Elite,last online 37 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$965 million,85 Mbbl; 2 Mbbl,Untapped,Somewhat Large,Southern Cone,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=60349,
Batu putih,Harzan,The Federal Colonies,30k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,last online 4 hours ago,11 Hundred Tons per month,5 Mbbl per month,Central Planning,$965 million,200 Mbbl,Near Depletion,Small,East Indies,Soviet Union,10551 km 2,http://blocgame.com/stats.php?id=61926,
kinabalu,fatimah,,6k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Elite,last online 20 hours ago,11 Hundred Tons per month,13 Mbbl per month,Central Planning,$965 million,2366 Mbbl,Untapped,Meagre,Arabia,Neutral,8994 km 2,http://blocgame.com/stats.php?id=62887,
Leche,ElHombreLeche,,9k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Standard,last online 126 hours ago,7 Hundred Tons per month,5 Mbbl per month,Central Planning,$962 million,2045 Mbbl; 5 Mbbl,Untapped,Mediocre,Persia,Soviet Union,21803 km 2,http://blocgame.com/stats.php?id=62425,
Guadianstan,Guadian Bakar,Followers of Guadian,8k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Elite,online now,11 Hundred Tons per month,6 Mbbl per month,Central Planning,$959 million,235 Mbbl,Plentiful,Small,Gran Colombia,Soviet Union,20815 km 2,http://blocgame.com/stats.php?id=63250,
Nuwe Rhodesia,dudeskis,The Order,46k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Standard,last online 1 hours ago,11 Hundred Tons per month,4 Mbbl per month,Central Planning,$956 million,42 Mbbl,Untapped,Mediocre,Gran Colombia,Neutral,20887 km 2,http://blocgame.com/stats.php?id=6338,
Syphirious,Doxal,Interpol,59k active personnel,0 ships,,Second World War surplus,Gandhi-like,1 factory,Good,last online 8 hours ago,21 Hundred Tons per month,27 Mbbl per month,Central Planning,$954 million,4084 Mbbl; 27 Mbbl,Untapped,Somewhat Large,Mesopotamia,Soviet Union,40669 km 2,http://blocgame.com/stats.php?id=59670,
Asiana,El_Xanatos,The High Council,53k active personnel,0 ships,,First World War surplus,Gandhi-like,1 factory,Good,last online 5 hours ago,19 Hundred Tons per month,4 Mbbl per month,Central Planning,$954 million,160 Mbbl; 4 Mbbl,Untapped,Meagre,Indochina,Soviet Union,41507 km 2,http://blocgame.com/stats.php?id=62221,
Latveria,Doom,The High Council,7k active personnel,0 ships,,First World War surplus,Gandhi-like,None,Elite,last online 25 hours ago,2 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$950 million,2 Mbbl,Untapped,None,Mesopotamia,United States,16496 km 2,http://blocgame.com/stats.php?id=57009,
Jerung Hantu,Syark Land,PIRATES,36k active personnel,0 ships,,First World War surplus,Gandhi-like,2 factories,Good,last online 2 hours ago,6 Hundred Tons per month,4 Mbbl per month,Free Market,$950 million,1575 Mbbl,Near Depletion,Small,Arabia,United States,19167 km 2,http://blocgame.com/stats.php?id=60505,
