country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,region,alignment,territory,pageUrl,uranium,reactor
Uzbekistanstan,Shaikh Zayer,The Order,79k active personnel,3 ships,Second World War surplus,Angelic,3 factories,Elite,online now,50 Hundred Tons per month,5 Mbbl per month,Free Market,$2468 million,385 Mbbl,Untapped,Large,Congo,United States,42881 km 2,http://blocgame.com/stats.php?id=47207,,
Sovngarde,Farron47,The Order,84k active personnel,4 ships,Second World War surplus,Gandhi-like,4 factories,Elite,last online 3 hours ago,27 Hundred Tons per month,7 Mbbl per month,Central Planning,$2467 million,574 Mbbl; 7 Mbbl,Untapped,Very Powerful,East Indies,Soviet Union,43649 km 2,http://blocgame.com/stats.php?id=62626,,
Mirah,Filzah,The Order,78k active personnel,6 ships,Second World War surplus,Gandhi-like,4 factories,Good,last online 8 hours ago,22 Hundred Tons per month,12 Mbbl per month,Central Planning,$2387 million,376 Mbbl; 12 Mbbl,Untapped,Powerful,China,Soviet Union,25391 km 2,http://blocgame.com/stats.php?id=64191,,
VinnyNation,VinnyRuler,Brotherhood of Nod,47k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Standard,last online 6 hours ago,7 Hundred Tons per month,4 Mbbl per month,Central Planning,$2383 million,227 Mbbl; 4 Mbbl,Untapped,Small,Congo,Soviet Union,25007 km 2,http://blocgame.com/stats.php?id=62972,,
Aasyria,David al-Assad,The Order,78k active personnel,5 ships,First World War surplus,Angelic,3 factories,Poor,last online 2 hours ago,25 Hundred Tons per month,15 Mbbl per month,Central Planning,$2287 million,3562 Mbbl,Plentiful,Very Powerful,Mesopotamia,Soviet Union,42439 km 2,http://blocgame.com/stats.php?id=60967,,
Eastasia,accounts being deleted,The United Nations,59k active personnel,1 ships,Korean War surplus,Gandhi-like,2 factories,Elite,last online 7 hours ago,8 Hundred Tons per month,4 Mbbl per month,Central Planning,$2269 million,874 Mbbl; 4 Mbbl,Untapped,Mediocre,Pacific Rim,Soviet Union,29007 km 2,http://blocgame.com/stats.php?id=63527,,
Shambala,Feranon,Brotherhood of Nod,79k active personnel,1 ships,Second World War surplus,Normal,2 factories,Elite,online now,15 Hundred Tons per month,5 Mbbl per month,Central Planning,$2266 million,115 Mbbl; 5 Mbbl,Plentiful,Large,Pacific Rim,Soviet Union,30314 km 2,http://blocgame.com/stats.php?id=41268,,5%
Asians,bigyihsuan,The Divine Council,28k active personnel,-1 ships,Second World War surplus,Gandhi-like,2 factories,Standard,last online 25 hours ago,11 Hundred Tons per month,5 Mbbl per month,Mixed Economy,$2248 million,235 Mbbl; 5 Mbbl,Untapped,Mediocre,Pacific Rim,United States,16191 km 2,http://blocgame.com/stats.php?id=41551,,
Junoma,VicReyes,Steel Brotherhood,43k active personnel,1 ships,Second World War surplus,Angelic,2 factories,Elite,last online 2 hours ago,17 Hundred Tons per month,5 Mbbl per month,Free Market,$2235 million,478 Mbbl,Untapped,Large,Southern Cone,United States,41381 km 2,http://blocgame.com/stats.php?id=40349,,
Ken no Taiyou,Hikari,The Order,39k active personnel,1 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 2 hours ago,9 Hundred Tons per month,30 Mbbl per month,Central Planning,$2221 million,1302 Mbbl; 30 Mbbl,Untapped,Large,Persia,Soviet Union,32081 km 2,http://blocgame.com/stats.php?id=64029,,
Ghost Shark,Sharky,PIRATES,93k active personnel,8 ships,Second World War surplus,Good,3 factories,Good,last online 5 hours ago,10 Hundred Tons per month,6 Mbbl per month,Free Market,$2194 million,188 Mbbl,Untapped,Large,East Indies,United States,47607 km 2,http://blocgame.com/stats.php?id=63863,,
Alamo,linksith,The United Nations,66k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 9 hours ago,10 Hundred Tons per month,2 Mbbl per month,Free Market,$2191 million,4362 Mbbl,Untapped,Mediocre,Mesopotamia,United States,16148 km 2,http://blocgame.com/stats.php?id=40536,,
constania,Comrade,The Divine Council,99k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,last online 2 hours ago,16 Hundred Tons per month,7 Mbbl per month,Central Planning,$2188 million,21 Mbbl; 7 Mbbl,,Powerful,Congo,Soviet Union,17509 km 2,http://blocgame.com/stats.php?id=62606,,
USSR,CommissarBrian,The Order,79k active personnel,0 ships,Second World War surplus,Gandhi-like,4 factories,Standard,last online 25 hours ago,37 Hundred Tons per month,8 Mbbl per month,Central Planning,$2186 million,219 Mbbl; 8 Mbbl,Plentiful,Small,China,Soviet Union,47029 km 2,http://blocgame.com/stats.php?id=54182,,
Sintra,Daniel Lima,The Order,117k active personnel,3 ships,First World War surplus,Gandhi-like,2 factories,Good,last online 2 hours ago,19 Hundred Tons per month,12 Mbbl per month,Central Planning,$2166 million,138 Mbbl; 12 Mbbl,Plentiful,Somewhat Large,Caribbean,Soviet Union,35838 km 2,http://blocgame.com/stats.php?id=63167,,
Mingland,mpetersen,Brotherhood of Nod,99k active personnel,6 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 4 hours ago,26 Hundred Tons per month,11 Mbbl per month,Central Planning,$2157 million,401 Mbbl; 11 Mbbl,Untapped,Powerful,Southern Africa,Soviet Union,29330 km 2,http://blocgame.com/stats.php?id=63922,,
Hitlerwasright,Louis C Cuck,The Order,58k active personnel,0 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 7 hours ago,35 Hundred Tons per month,25 Mbbl per month,Free Market,$2146 million,10295 Mbbl,Near Depletion,Somewhat Large,Arabia,United States,33237 km 2,http://blocgame.com/stats.php?id=59621,,
Newsoka,E Mark,The Divine Council,58k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,last online 12 hours ago,31 Hundred Tons per month,11 Mbbl per month,Mixed Economy,$2131 million,622 Mbbl,Untapped,Mediocre,Indochina,United States,24874 km 2,http://blocgame.com/stats.php?id=63105,,
Brutish Empire,DarkyDonno,SPQR,88k active personnel,2 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 1 hours ago,21 Hundred Tons per month,9 Mbbl per month,Central Planning,$2126 million,136 Mbbl; 9 Mbbl,,Somewhat Large,China,Soviet Union,33060 km 2,http://blocgame.com/stats.php?id=57265,,
Mesopotamia,Arcturus,The Order,78k active personnel,1 ships,Second World War surplus,Questionable,3 factories,Standard,last online 5 hours ago,23 Hundred Tons per month,13 Mbbl per month,Free Market,$2121 million,6021 Mbbl,Untapped,Mediocre,Mesopotamia,United States,37057 km 2,http://blocgame.com/stats.php?id=42045,,
Morjei,FlairWoW,The Divine Council,74k active personnel,0 ships,Second World War surplus,Gandhi-like,4 factories,Standard,last online 2 hours ago,34 Hundred Tons per month,4 Mbbl per month,Central Planning,$2113 million,36 Mbbl; 4 Mbbl,Untapped,Powerful,Indochina,Soviet Union,42900 km 2,http://blocgame.com/stats.php?id=53068,,
nanas,nanas batu,The Divine Council,8k active personnel,0 ships,First World War surplus,Gandhi-like,2 factories,Elite,last online 1 hours ago,20 Hundred Tons per month,6 Mbbl per month,Central Planning,$2111 million,96 Mbbl; 6 Mbbl,,Mediocre,East Indies,Neutral,31173 km 2,http://blocgame.com/stats.php?id=61809,,
Coccoladia,Ernesto Caprone,The Federal Colonies,39k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Standard,last online 9 hours ago,21 Hundred Tons per month,2 Mbbl per month,Central Planning,$2106 million,74 Mbbl; 2 Mbbl,Untapped,Large,Caribbean,Soviet Union,27057 km 2,http://blocgame.com/stats.php?id=40289,,
Junovia,dontworryaboutit,Interpol,50k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 16 hours ago,24 Hundred Tons per month,7 Mbbl per month,Free Market,$2097 million,444 Mbbl; 7 Mbbl,Untapped,Large,Pacific Rim,Neutral,21094 km 2,http://blocgame.com/stats.php?id=63088,,
German Empire,Frederick the Great,SPQR,46k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Poor,last online 2 hours ago,14 Hundred Tons per month,7 Mbbl per month,Central Planning,$2089 million,4223 Mbbl,Untapped,Powerful,Egypt,Soviet Union,27064 km 2,http://blocgame.com/stats.php?id=63053,,
SOPF,Johnathinski Weston,The United Nations,45k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,last online 74 hours ago,10 Hundred Tons per month,4 Mbbl per month,Central Planning,$2088 million,117 Mbbl; 4 Mbbl,Untapped,Somewhat Large,East Indies,Soviet Union,18062 km 2,http://blocgame.com/stats.php?id=62841,,
Southern Africa,TheMaster_ZA,The Order,70k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 5 hours ago,32 Hundred Tons per month,5 Mbbl per month,Central Planning,$2085 million,195 Mbbl,Untapped,Large,Southern Africa,Soviet Union,49553 km 2,http://blocgame.com/stats.php?id=48410,,
KingBding,King B,The Order,32k active personnel,3 ships,Second World War surplus,Angelic,2 factories,Elite,last online 7 hours ago,19 Hundred Tons per month,3 Mbbl per month,Central Planning,$2079 million,269 Mbbl; 3 Mbbl,Plentiful,Very Powerful,Southern Africa,Soviet Union,25241 km 2,http://blocgame.com/stats.php?id=63205,,
Almania,Almanich,Brotherhood of Nod,45k active personnel,0 ships,Second World War surplus,Normal,3 factories,Elite,last online 1 hours ago,2 Hundred Tons per month,,Central Planning,$2073 million,171 Mbbl,Untapped,Very Powerful,China,Soviet Union,52163 km 2,http://blocgame.com/stats.php?id=51725,,
Harezland,Adam harez,The Order,51k active personnel,1 ships,First World War surplus,Gandhi-like,3 factories,Good,last online 26 hours ago,11 Hundred Tons per month,10 Mbbl per month,Central Planning,$2058 million,309 Mbbl; 10 Mbbl,Plentiful,Somewhat Large,Pacific Rim,Neutral,16752 km 2,http://blocgame.com/stats.php?id=60587,,
Cameronia,Cameron Saxonson,Steel Brotherhood,58k active personnel,3 ships,Second World War surplus,Nice,2 factories,Good,last online 8 hours ago,19 Hundred Tons per month,10 Mbbl per month,Central Planning,$2052 million,388 Mbbl; 10 Mbbl,Untapped,Large,Southern Cone,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62688,,
Hansetica,Svan,,10k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Standard,last online 122 hours ago,18 Hundred Tons per month,8 Mbbl per month,Central Planning,$2048 million,119 Mbbl; 8 Mbbl,Untapped,Meagre,China,Soviet Union,20320 km 2,http://blocgame.com/stats.php?id=63390,,
Cirno,jc99,The Federal Colonies,138k active personnel,3 ships,Second World War surplus,Gandhi-like,5 factories,Standard,last online 1 hours ago,34 Hundred Tons per month,2 Mbbl per month,Free Market,$2018 million,232 Mbbl,Untapped,Large,Caribbean,United States,39052 km 2,http://blocgame.com/stats.php?id=43375,1 Tons,
Tamarlania,Vagrant,The Divine Council,139k active personnel,9 ships,First World War surplus,Questionable,6 factories,Good,last online 3 hours ago,63 Hundred Tons per month,62 Mbbl per month,Free Market,$2014 million,5154 Mbbl,Untapped,Very Powerful,Mesopotamia,United States,53657 km 2,http://blocgame.com/stats.php?id=61626,,5%
Mzab,Cuma Thurman,Brotherhood of Nod,85k active personnel,4 ships,Second World War surplus,Questionable,2 factories,Good,online now,25 Hundred Tons per month,16 Mbbl per month,Central Planning,$2005 million,4095 Mbbl; 16 Mbbl,Untapped,Large,Atlas,Soviet Union,38538 km 2,http://blocgame.com/stats.php?id=63775,,
Conferan,Cryptox,The Divine Council,98k active personnel,2 ships,Second World War surplus,Angelic,2 factories,Good,last online 2 hours ago,20 Hundred Tons per month,6 Mbbl per month,Central Planning,$1990 million,377 Mbbl,Untapped,Very Powerful,East Indies,Soviet Union,46154 km 2,http://blocgame.com/stats.php?id=56710,1 Tons,
Feffiopia,Serloks,The Divine Council,70k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Good,online now,33 Hundred Tons per month,11 Mbbl per month,Central Planning,$1973 million,331 Mbbl,Untapped,Powerful,The Subcontinent,Soviet Union,24983 km 2,http://blocgame.com/stats.php?id=46505,,
Conrad,Waled,SPQR,56k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 10 hours ago,20 Hundred Tons per month,16 Mbbl per month,Central Planning,$1947 million,4560 Mbbl; 16 Mbbl,,Large,Egypt,Soviet Union,17022 km 2,http://blocgame.com/stats.php?id=62640,1 Tons,
North Nubia,Sean Tony,N.S.D.A.P,9k active personnel,0 ships,First World War surplus,Gandhi-like,3 factories,Elite,last online 9 hours ago,28 Hundred Tons per month,10 Mbbl per month,Central Planning,$1947 million,10 Mbbl,Plentiful,Small,Congo,Soviet Union,28061 km 2,http://blocgame.com/stats.php?id=63084,,
Cubania,General Fidelis,The Order,79k active personnel,4 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 14 hours ago,37 Hundred Tons per month,10 Mbbl per month,Central Planning,$1946 million,139 Mbbl; 10 Mbbl,Untapped,Large,Mesoamerica,Soviet Union,56421 km 2,http://blocgame.com/stats.php?id=47349,,
durkastan,ned kelly,SPQR,62k active personnel,6 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 14 hours ago,26 Hundred Tons per month,22 Mbbl per month,Mixed Economy,$1936 million,2866 Mbbl,Untapped,Mediocre,Arabia,United States,36464 km 2,http://blocgame.com/stats.php?id=40488,,
Ivalice,Nighthawk571,Interpol,79k active personnel,0 ships,Korean War surplus,Gandhi-like,3 factories,Good,last online 6 hours ago,26 Hundred Tons per month,24 Mbbl per month,Central Planning,$1932 million,2258 Mbbl; 24 Mbbl,Untapped,Mediocre,Arabia,Soviet Union,35726 km 2,http://blocgame.com/stats.php?id=63060,,
Femtonesia,1101,Comintern,6k active personnel,0 ships,First World War surplus,Normal,1 factory,Elite,last online 50 hours ago,42 Hundred Tons per month,6 Mbbl per month,Mixed Economy,$1931 million,36 Mbbl; 6 Mbbl,,Mediocre,Pacific Rim,Neutral,27217 km 2,http://blocgame.com/stats.php?id=63083,,
Markovia,RDM HC,The Federal Colonies,81k active personnel,4 ships,Second World War surplus,Angelic,3 factories,Elite,online now,24 Hundred Tons per month,12 Mbbl per month,Free Market,$1919 million,590 Mbbl; 12 Mbbl,Untapped,Large,Caribbean,United States,39654 km 2,http://blocgame.com/stats.php?id=58369,,
Glubistan,Glub,SPQR,78k active personnel,3 ships,Second World War surplus,Gandhi-like,2 factories,Poor,online now,25 Hundred Tons per month,13 Mbbl per month,Central Planning,$1914 million,1598 Mbbl; 13 Mbbl,Untapped,Large,Arabia,Soviet Union,23779 km 2,http://blocgame.com/stats.php?id=63027,,
Crimea,Hayro Khan,The Order,58k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 4 hours ago,17 Hundred Tons per month,11 Mbbl per month,Central Planning,$1911 million,3496 Mbbl; 11 Mbbl,Near Depletion,Mediocre,Atlas,Soviet Union,31017 km 2,http://blocgame.com/stats.php?id=2570,,
Mmhat,Homermustdie,The Divine Council,38k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 1 hours ago,14 Hundred Tons per month,2 Mbbl per month,Free Market,$1884 million,137 Mbbl; 2 Mbbl,Untapped,Mediocre,Amazonia,United States,20400 km 2,http://blocgame.com/stats.php?id=45846,,
Texastan,Rebel Lord,Interpol,90k active personnel,5 ships,Second World War surplus,Angelic,5 factories,Good,online now,23 Hundred Tons per month,24 Mbbl per month,Central Planning,$1881 million,6641 Mbbl; 24 Mbbl,Untapped,Very Powerful,Mesopotamia,Soviet Union,51939 km 2,http://blocgame.com/stats.php?id=58149,,
Cyleia,Silas Adar,,6k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Standard,last online 80 hours ago,11 Hundred Tons per month,6 Mbbl per month,Free Market,$1873 million,200 Mbbl; 6 Mbbl,Untapped,Mediocre,Mesoamerica,United States,15440 km 2,http://blocgame.com/stats.php?id=62784,,
Alexandrastan,TWAIN,Brotherhood of Nod,47k active personnel,1 ships,Korean War surplus,Gandhi-like,2 factories,Standard,last online 3 hours ago,10 Hundred Tons per month,6 Mbbl per month,Mixed Economy,$1861 million,1910 Mbbl; 6 Mbbl,Untapped,Somewhat Large,Mesopotamia,United States,28361 km 2,http://blocgame.com/stats.php?id=39070,,
Johor,Helmi Omar,The Khilafah,18k active personnel,0 ships,First World War surplus,Gandhi-like,2 factories,Elite,online now,9 Hundred Tons per month,5 Mbbl per month,Central Planning,$1860 million,5 Mbbl,Depleted,Somewhat Large,Pacific Rim,Neutral,16146 km 2,http://blocgame.com/stats.php?id=60442,,
CTSKRR,CTSKRR,The Divine Council,18k active personnel,4 ships,Second World War surplus,Gandhi-like,2 factories,Undisciplined Rabble,last online 5 hours ago,11 Hundred Tons per month,8 Mbbl per month,Mixed Economy,$1859 million,299 Mbbl; 8 Mbbl,Untapped,Mediocre,China,Soviet Union,14979 km 2,http://blocgame.com/stats.php?id=60811,,
Etiwan,Latvu,The Divine Council,9k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 46 hours ago,19 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$1858 million,301 Mbbl,Untapped,Mediocre,Amazonia,United States,24305 km 2,http://blocgame.com/stats.php?id=60056,,
Nueva Galicia,FedericoDionisi,Che Guevara League,30k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Good,last online 19 hours ago,7 Hundred Tons per month,2 Mbbl per month,Central Planning,$1857 million,35 Mbbl; 2 Mbbl,Untapped,Large,Southern Cone,Soviet Union,19743 km 2,http://blocgame.com/stats.php?id=60349,,
Ferma,President Jacobo Vincenzo,The Order,51k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Standard,online now,25 Hundred Tons per month,,Free Market,$1845 million,178 Mbbl,Untapped,Large,Southern Cone,United States,27656 km 2,http://blocgame.com/stats.php?id=58784,,
South Uganda,Dr. Idi Amin,The Divine Council,169k active personnel,11 ships,Korean War surplus,Gandhi-like,3 factories,Elite,last online 1 hours ago,40 Hundred Tons per month,6 Mbbl per month,Central Planning,$1844 million,414 Mbbl; 6 Mbbl,Untapped,Very Powerful,Southern Africa,Soviet Union,41306 km 2,http://blocgame.com/stats.php?id=63128,,
Lorigan,Lorigan,The Divine Council,59k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 3 hours ago,23 Hundred Tons per month,8 Mbbl per month,Central Planning,$1841 million,201 Mbbl; 8 Mbbl,Untapped,Somewhat Large,Amazonia,Soviet Union,37619 km 2,http://blocgame.com/stats.php?id=59787,,
Drelinka,Catheline lebran,SPQR,44k active personnel,0 ships,First World War surplus,Isolated,1 factory,Elite,last online 6 hours ago,4 Hundred Tons per month,8 Mbbl per month,Mixed Economy,$1841 million,1343 Mbbl,Plentiful,Small,Persia,Soviet Union,6063 km 2,http://blocgame.com/stats.php?id=61556,,
Asiana,El_Xanatos,The Divine Council,59k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 1 hours ago,25 Hundred Tons per month,7 Mbbl per month,Central Planning,$1837 million,29 Mbbl; 7 Mbbl,Untapped,Somewhat Large,Indochina,Soviet Union,49998 km 2,http://blocgame.com/stats.php?id=62221,,
Krakozhia,Ilyich,Interpol,78k active personnel,2 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 2 hours ago,19 Hundred Tons per month,3 Mbbl per month,Central Planning,$1833 million,69 Mbbl; 3 Mbbl,Untapped,Very Powerful,Pacific Rim,Soviet Union,27286 km 2,http://blocgame.com/stats.php?id=39065,,
Sepidajistan,Shah Squid,Al-Qassam Brigades,23k active personnel,0 ships,Second World War surplus,Questionable,1 factory,Elite,last online 13 hours ago,4 Hundred Tons per month,3 Mbbl per month,Central Planning,$1827 million,3694 Mbbl; 3 Mbbl,,Very Powerful,Atlas,Soviet Union,13917 km 2,http://blocgame.com/stats.php?id=59462,,
Zeon Alliance,Char Aznable,The Divine Council,80k active personnel,6 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 18 hours ago,7 Hundred Tons per month,7 Mbbl per month,Free Market,$1825 million,223 Mbbl; 7 Mbbl,Untapped,Very Powerful,Pacific Rim,United States,33932 km 2,http://blocgame.com/stats.php?id=62248,1 Tons,
shair,shair,The Divine Council,58k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Standard,online now,30 Hundred Tons per month,11 Mbbl per month,Central Planning,$1816 million,149 Mbbl,,Large,East Indies,Soviet Union,40972 km 2,http://blocgame.com/stats.php?id=62199,,
Lothl�rien,Galadriel,,147k active personnel,11 ships,Second World War surplus,Gandhi-like,8 factories,Elite,last online 2 hours ago,32 Hundred Tons per month,32 Mbbl per month,Free Market,$1815 million,11335 Mbbl; 32 Mbbl,Near Depletion,Very Powerful,Atlas,United States,30680 km 2,http://blocgame.com/stats.php?id=64165,,
the Haunted,thedrunkenarchitect,The Order,69k active personnel,3 ships,Second World War surplus,Good,3 factories,Elite,last online 1 hours ago,29 Hundred Tons per month,4 Mbbl per month,Central Planning,$1814 million,430 Mbbl; 4 Mbbl,Plentiful,Very Powerful,Southern Africa,Soviet Union,36676 km 2,http://blocgame.com/stats.php?id=63020,,
Jebawka,Shetay,The Order,93k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Standard,last online 1 hours ago,14 Hundred Tons per month,10 Mbbl per month,Free Market,$1812 million,3011 Mbbl,Untapped,Mediocre,Arabia,United States,28692 km 2,http://blocgame.com/stats.php?id=54304,,
Thair,Tacoonastick,The Order,24k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Standard,last online 6 hours ago,7 Hundred Tons per month,5 Mbbl per month,Central Planning,$1811 million,415 Mbbl; 5 Mbbl,,Large,Congo,Soviet Union,10465 km 2,http://blocgame.com/stats.php?id=60955,,
Manturia-Korea,Maosecond,,80k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Elite,online now,18 Hundred Tons per month,4 Mbbl per month,Free Market,$1810 million,214 Mbbl,,Mediocre,China,United States,20066 km 2,http://blocgame.com/stats.php?id=64188,,
Leinad,bloodywaffles12,The United Nations,93k active personnel,1 ships,Second World War surplus,Good,3 factories,Good,last online 5 hours ago,11 Hundred Tons per month,7 Mbbl per month,Central Planning,$1802 million,322 Mbbl; 7 Mbbl,Plentiful,Large,China,Soviet Union,18178 km 2,http://blocgame.com/stats.php?id=59332,,
Selja,Whalenator,Brotherhood of Nod,68k active personnel,0 ships,First World War surplus,Angelic,2 factories,Good,online now,19 Hundred Tons per month,8 Mbbl per month,Central Planning,$1801 million,3379 Mbbl; 8 Mbbl,Plentiful,Mediocre,Persia,Soviet Union,31908 km 2,http://blocgame.com/stats.php?id=63172,,
Valtania,Kelvin D. Makumbi,The Federal Colonies,121k active personnel,5 ships,Second World War surplus,Gandhi-like,3 factories,Standard,last online 5 hours ago,18 Hundred Tons per month,12 Mbbl per month,Central Planning,$1785 million,47 Mbbl; 12 Mbbl,Near Depletion,Large,Mesoamerica,Soviet Union,36276 km 2,http://blocgame.com/stats.php?id=62525,,
Kekistonia,Mad Dog Mattis,The Order,65k active personnel,4 ships,First World War surplus,Gandhi-like,3 factories,Elite,last online 5 hours ago,21 Hundred Tons per month,12 Mbbl per month,Central Planning,$1782 million,8898 Mbbl,Untapped,Large,Atlas,Soviet Union,45330 km 2,http://blocgame.com/stats.php?id=63476,,
Kyranistan,Michael Hussain,,7k active personnel,0 ships,First World War surplus,Normal,2 factories,Elite,last online 33 hours ago,2 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$1781 million,4057 Mbbl; 2 Mbbl,Untapped,Large,Persia,Neutral,16821 km 2,http://blocgame.com/stats.php?id=61263,,
Lubekran,septima,Interpol,39k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,last online 4 hours ago,12 Hundred Tons per month,5 Mbbl per month,Central Planning,$1780 million,5 Mbbl,,Large,Indochina,Soviet Union,7495 km 2,http://blocgame.com/stats.php?id=62568,,
Petai Belalang,zulhasr39689,PIRATES,112k active personnel,12 ships,Second World War surplus,Angelic,4 factories,Good,last online 1 hours ago,12 Hundred Tons per month,5 Mbbl per month,Central Planning,$1778 million,222 Mbbl; 5 Mbbl,Untapped,Very Powerful,East Indies,Soviet Union,22613 km 2,http://blocgame.com/stats.php?id=60767,,
