country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,uranium,region,alignment,territory,pageUrl
Mangkok,MangkukHayun,The High Council,62k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Standard,last online 18 hours ago,7 Hundred Tons per month,5 Mbbl per month,Mixed Economy,$541 million,220 Mbbl,Untapped,Small,,East Indies,Neutral,32206 km 2,http://blocgame.com/stats.php?id=62210
Communistutopia,Bill Broskis,The Order,36k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 2 hours ago,8 Hundred Tons per month,3 Mbbl per month,Central Planning,$539 million,4155 Mbbl; 3 Mbbl,Untapped,Meagre,,Persia,Soviet Union,27904 km 2,http://blocgame.com/stats.php?id=49796
temasik,lawrence,,14k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 4 hours ago,2 Hundred Tons per month,2 Mbbl per month,Central Planning,$539 million,2 Mbbl,Untapped,Small,,East Indies,United States,16172 km 2,http://blocgame.com/stats.php?id=62827
Opallia,Opal,The Order,31k active personnel,0 ships,First World War surplus,Questionable,None,Good,last online 7 hours ago,6 Hundred Tons per month,,Free Market,$539 million,,Untapped,Small,,Mesoamerica,United States,30323 km 2,http://blocgame.com/stats.php?id=63666
Reim,Azrael,The High Council,59k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 2 hours ago,12 Hundred Tons per month,4 Mbbl per month,Central Planning,$538 million,472 Mbbl; 4 Mbbl,Untapped,Meagre,,Pacific Rim,Soviet Union,32917 km 2,http://blocgame.com/stats.php?id=41073
DFWEFWEF,dmc5,Interpol,31k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Poor,online now,3 Hundred Tons per month,4 Mbbl per month,Central Planning,$538 million,3936 Mbbl; 4 Mbbl,Plentiful,Small,1 Tons,Arabia,Soviet Union,29848 km 2,http://blocgame.com/stats.php?id=55118
Markovia,RDM HC,The Federal Colonies,48k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 2 hours ago,8 Hundred Tons per month,3 Mbbl per month,Free Market,$538 million,469 Mbbl; 3 Mbbl,Untapped,None,,Caribbean,United States,28621 km 2,http://blocgame.com/stats.php?id=58369
Ausmasia,Harzan15,,13k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 18 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$538 million,183 Mbbl; 2 Mbbl,Untapped,Mediocre,,Indochina,Soviet Union,13477 km 2,http://blocgame.com/stats.php?id=61817
Jerung Hantu,Syark Land,PIRATES,2k active personnel,0 ships,First World War surplus,Nice,1 factory,Undisciplined Rabble,online now,6 Hundred Tons per month,4 Mbbl per month,Free Market,$537 million,2359 Mbbl,,None,,Arabia,United States,29020 km 2,http://blocgame.com/stats.php?id=60505
Feffiopia,Serloks,Divine League,34k active personnel,0 ships,First World War surplus,Angelic,1 factory,Elite,last online 9 hours ago,6 Hundred Tons per month,3 Mbbl per month,Central Planning,$536 million,350 Mbbl,Untapped,Meagre,,The Subcontinent,Soviet Union,27303 km 2,http://blocgame.com/stats.php?id=46505
Marova,Tidium,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 165 hours ago,2 Hundred Tons per month,,Free Market,$536 million,,Untapped,None,,Arabia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=47847
Tyanra,SaffronMerchant,SPQR,38k active personnel,0 ships,First World War surplus,Good,1 factory,Good,last online 2 hours ago,11 Hundred Tons per month,2 Mbbl per month,Central Planning,$536 million,1220 Mbbl; 2 Mbbl,Untapped,Small,,The Subcontinent,Soviet Union,31608 km 2,http://blocgame.com/stats.php?id=60365
Lewd Place,Cute Girl,Lithuanian Coalition,40k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 35 hours ago,14 Hundred Tons per month,6 Mbbl per month,Mixed Economy,$536 million,926 Mbbl,Untapped,Small,,Caribbean,Soviet Union,31320 km 2,http://blocgame.com/stats.php?id=61620
Skirr,frap129,Brotherhood of Nod,24k active personnel,0 ships,First World War surplus,Nice,None,Elite,last online 3 hours ago,5 Hundred Tons per month,4 Mbbl per month,Central Planning,$535 million,4631 Mbbl; 4 Mbbl,Untapped,Mediocre,,Mesopotamia,Soviet Union,27278 km 2,http://blocgame.com/stats.php?id=35744
Ferma,President Jacobo Vincenzo,Brotherhood of Zion,25k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,online now,15 Hundred Tons per month,,Free Market,$534 million,178 Mbbl,Untapped,None,,Southern Cone,United States,27656 km 2,http://blocgame.com/stats.php?id=58784
Skekenhouse,Kraast,Brotherhood of Nod,34k active personnel,0 ships,Second World War surplus,Angelic,1 factory,Good,online now,15 Hundred Tons per month,4 Mbbl per month,Central Planning,$534 million,2517 Mbbl; 4 Mbbl,Untapped,Mediocre,,Mesopotamia,Soviet Union,35639 km 2,http://blocgame.com/stats.php?id=62962
Puella-Magia,Emily,Comintern,37k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,online now,9 Hundred Tons per month,10 Mbbl per month,Central Planning,$531 million,862 Mbbl; 10 Mbbl,Untapped,Mediocre,,Persia,Soviet Union,33222 km 2,http://blocgame.com/stats.php?id=35958
nation name,alysdexia,Interpol,38k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 4 hours ago,7 Hundred Tons per month,5 Mbbl per month,Central Planning,$531 million,1790 Mbbl; 5 Mbbl,Untapped,Meagre,1 Tons,Mesopotamia,Neutral,28928 km 2,http://blocgame.com/stats.php?id=49652
Texastan,Rebel Lord,Interpol,39k active personnel,0 ships,First World War surplus,Nice,1 factory,Good,last online 6 hours ago,16 Hundred Tons per month,16 Mbbl per month,Central Planning,$531 million,2907 Mbbl; 16 Mbbl,Untapped,Meagre,,Mesopotamia,Soviet Union,34016 km 2,http://blocgame.com/stats.php?id=58149
Prometheus,Jefferson,Interpol,30k active personnel,0 ships,First World War surplus,Angelic,1 factory,Standard,last online 1 hours ago,12 Hundred Tons per month,3 Mbbl per month,Free Market,$530 million,420 Mbbl,Untapped,Small,,Caribbean,United States,30033 km 2,http://blocgame.com/stats.php?id=56022
Scrubistan,Fernando_Shiros,Brotherhood of Nod,30k active personnel,0 ships,First World War surplus,Normal,1 factory,Elite,online now,14 Hundred Tons per month,12 Mbbl per month,Central Planning,$530 million,4778 Mbbl; 12 Mbbl,Untapped,Mediocre,,Persia,Soviet Union,33301 km 2,http://blocgame.com/stats.php?id=59122
Divinity,Divinity,,9k active personnel,0 ships,First World War surplus,Angelic,None,Standard,last online 148 hours ago,2 Hundred Tons per month,,Central Planning,$530 million,,Untapped,None,,Mesoamerica,Soviet Union,16335 km 2,http://blocgame.com/stats.php?id=63150
Aasyria,David al-Assad,The Order,39k active personnel,0 ships,First World War surplus,Angelic,1 factory,Poor,last online 11 hours ago,8 Hundred Tons per month,5 Mbbl per month,Mixed Economy,$529 million,3436 Mbbl,Untapped,Mediocre,,Mesopotamia,Soviet Union,31483 km 2,http://blocgame.com/stats.php?id=60967
Lemonstan,Lemon,Brotherhood of Nod,41k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 5 hours ago,7 Hundred Tons per month,7 Mbbl per month,Central Planning,$528 million,5040 Mbbl; 7 Mbbl,Untapped,Somewhat Large,,Persia,Soviet Union,29887 km 2,http://blocgame.com/stats.php?id=40048
Minmaxia,Reanchi,Brotherhood of Zion,42k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 3 hours ago,5 Hundred Tons per month,3 Mbbl per month,Central Planning,$528 million,3336 Mbbl; 3 Mbbl,Untapped,Small,,Mesopotamia,Soviet Union,31321 km 2,http://blocgame.com/stats.php?id=40270
Karrah,Hexapod,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Undisciplined Rabble,last online 156 hours ago,2 Hundred Tons per month,,Central Planning,$528 million,,Untapped,None,,Indochina,Neutral,16172 km 2,http://blocgame.com/stats.php?id=52270
Kebabis,Sultan Kebab,,6k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Undisciplined Rabble,last online 162 hours ago,2 Hundred Tons per month,,Mixed Economy,$528 million,,Untapped,None,,Arabia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=60765
Kritch,Zorn,Brotherhood of Nod,34k active personnel,0 ships,First World War surplus,Nice,1 factory,Elite,last online 10 hours ago,5 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$528 million,534 Mbbl; 1 Mbbl,Untapped,Mediocre,,The Subcontinent,Soviet Union,26183 km 2,http://blocgame.com/stats.php?id=63155
Alexandrastan,TWAIN,Brotherhood of Nod,39k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 6 hours ago,8 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$527 million,2116 Mbbl; 4 Mbbl,Untapped,Meagre,,Mesopotamia,United States,28361 km 2,http://blocgame.com/stats.php?id=39070
Mont Blanc,Tesco,,17k active personnel,0 ships,First World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 13 hours ago,2 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$527 million,1273 Mbbl; 3 Mbbl,,None,,Arabia,United States,13078 km 2,http://blocgame.com/stats.php?id=62644
Surakistahn,Harry Drewer,,10k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,online now,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$526 million,2386 Mbbl,Untapped,Meagre,,Mesopotamia,Neutral,13613 km 2,http://blocgame.com/stats.php?id=46090
Enroth,Morglin,,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 131 hours ago,2 Hundred Tons per month,,Central Planning,$526 million,,Untapped,None,,West Africa,United States,13751 km 2,http://blocgame.com/stats.php?id=62546
Nova Rhodesia,robertbruce,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 166 hours ago,2 Hundred Tons per month,,Free Market,$524 million,,Untapped,None,,Southern Africa,United States,16335 km 2,http://blocgame.com/stats.php?id=51033
Sovngarde,Farron47,The High Council,31k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 6 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$524 million,180 Mbbl; 2 Mbbl,Untapped,Mediocre,,East Indies,Soviet Union,29899 km 2,http://blocgame.com/stats.php?id=62626
Memelandtopia,ryanwse,,6k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Undisciplined Rabble,last online 156 hours ago,2 Hundred Tons per month,3 Mbbl per month,Free Market,$524 million,1756 Mbbl; 3 Mbbl,Untapped,None,,Arabia,Neutral,11345 km 2,http://blocgame.com/stats.php?id=62977
Europea,AugustReed,SPQR,9k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 90 hours ago,4 Hundred Tons per month,3 Mbbl per month,Free Market,$523 million,2050 Mbbl,Untapped,Meagre,,Arabia,Neutral,13343 km 2,http://blocgame.com/stats.php?id=59848
United-Muslims,Karim,SPQR,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 6 hours ago,2 Hundred Tons per month,,Free Market,$522 million,,Untapped,None,,Mesopotamia,United States,13477 km 2,http://blocgame.com/stats.php?id=61674
constania,Comrade,Divine League,33k active personnel,0 ships,First World War surplus,Angelic,1 factory,Good,online now,6 Hundred Tons per month,3 Mbbl per month,Central Planning,$522 million,266 Mbbl; 3 Mbbl,,Small,,Congo,Soviet Union,16172 km 2,http://blocgame.com/stats.php?id=62606
Chaz,Jack Urzak,The Order,27k active personnel,0 ships,First World War surplus,Normal,1 factory,Good,online now,6 Hundred Tons per month,2 Mbbl per month,Free Market,$522 million,467 Mbbl,Untapped,Small,,East Africa,United States,29850 km 2,http://blocgame.com/stats.php?id=63326
����������,������ �������,The High Council,39k active personnel,0 ships,First World War surplus,Nice,1 factory,Good,last online 9 hours ago,6 Hundred Tons per month,1 Mbbl per month,Central Planning,$521 million,34 Mbbl; 1 Mbbl,Untapped,Meagre,,Gran Colombia,Soviet Union,31168 km 2,http://blocgame.com/stats.php?id=54626
Ira,TheCatOfTens,The Order,50k active personnel,0 ships,First World War surplus,Good,1 factory,Elite,online now,18 Hundred Tons per month,5 Mbbl per month,Free Market,$521 million,223 Mbbl,Untapped,Mediocre,,Congo,United States,32065 km 2,http://blocgame.com/stats.php?id=62332
Magical Horses,Tzafety,Divine League,27k active personnel,0 ships,First World War surplus,Normal,1 factory,Elite,last online 6 hours ago,12 Hundred Tons per month,11 Mbbl per month,Mixed Economy,$520 million,2887 Mbbl; 11 Mbbl,Untapped,Somewhat Large,,Arabia,Soviet Union,33987 km 2,http://blocgame.com/stats.php?id=51070
bro dude,guy man,Brotherhood of Zion,20k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 7 hours ago,7 Hundred Tons per month,3 Mbbl per month,Free Market,$519 million,3678 Mbbl; 3 Mbbl,Untapped,Mediocre,,Atlas,United States,26833 km 2,http://blocgame.com/stats.php?id=49465
raja_png,DiDi27,,8k active personnel,0 ships,First World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 4 hours ago,4 Hundred Tons per month,1 Mbbl per month,Central Planning,$519 million,440 Mbbl; 1 Mbbl,Untapped,None,,Pacific Rim,Soviet Union,16172 km 2,http://blocgame.com/stats.php?id=62000
Civilia,Sir_Ranger,Al-Qassam Brigades,5k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Undisciplined Rabble,last online 3 hours ago,3 Hundred Tons per month,2 Mbbl per month,Central Planning,$519 million,2 Mbbl,Untapped,None,,China,Neutral,16011 km 2,http://blocgame.com/stats.php?id=62017
Smyrno,Mallow,The Order,35k active personnel,0 ships,First World War surplus,Nice,1 factory,Elite,last online 5 hours ago,3 Hundred Tons per month,6 Mbbl per month,Central Planning,$519 million,4795 Mbbl,Untapped,Small,,Arabia,Soviet Union,32203 km 2,http://blocgame.com/stats.php?id=62960
removekebab,removekebab,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 146 hours ago,2 Hundred Tons per month,,Mixed Economy,$517 million,,Untapped,None,,East Africa,Neutral,16172 km 2,http://blocgame.com/stats.php?id=63299
Cameronia,Cameron Saxonson,Che Guevara League,12k active personnel,0 ships,Finest of the 19th century,Good,1 factory,Standard,last online 9 hours ago,10 Hundred Tons per month,4 Mbbl per month,Central Planning,$516 million,153 Mbbl; 4 Mbbl,Untapped,None,,Southern Cone,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62688
Radimostan,ondralukas,The Federal Colonies,12k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 112 hours ago,6 Hundred Tons per month,1 Mbbl per month,Central Planning,$513 million,149 Mbbl; 1 Mbbl,Untapped,Meagre,,Pacific Rim,Soviet Union,19212 km 2,http://blocgame.com/stats.php?id=62926
Kuto,AKMB,The Federal Colonies,46k active personnel,0 ships,First World War surplus,Angelic,1 factory,Good,last online 6 hours ago,11 Hundred Tons per month,6 Mbbl per month,Central Planning,$512 million,5120 Mbbl; 6 Mbbl,Untapped,Meagre,,Persia,Soviet Union,29887 km 2,http://blocgame.com/stats.php?id=40095
Fire,Flames15,,9k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 147 hours ago,3 Hundred Tons per month,2 Mbbl per month,Central Planning,$512 million,312 Mbbl; 2 Mbbl,Untapped,None,,Caribbean,Soviet Union,13477 km 2,http://blocgame.com/stats.php?id=40715
Valkixius,Valkix,,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 156 hours ago,3 Hundred Tons per month,,Central Planning,$512 million,,Untapped,None,,Southern Africa,Neutral,16500 km 2,http://blocgame.com/stats.php?id=51787
PasirDuaButir,Col. von Strauffenberg,,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Good,last online 87 hours ago,6 Hundred Tons per month,2 Mbbl per month,Free Market,$512 million,106 Mbbl,Untapped,Meagre,,East Indies,Neutral,22232 km 2,http://blocgame.com/stats.php?id=60754
Yourmother,JanuszKoranMekka,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 139 hours ago,3 Hundred Tons per month,3 Mbbl per month,Free Market,$512 million,2080 Mbbl,Untapped,None,,Arabia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63147
Guadianstan,Guadian Bakar,Followers of Guadian,29k active personnel,0 ships,First World War surplus,Isolated,1 factory,Elite,online now,7 Hundred Tons per month,3 Mbbl per month,Central Planning,$512 million,487 Mbbl,Untapped,Small,,Gran Colombia,Soviet Union,27792 km 2,http://blocgame.com/stats.php?id=63250
pelle,pelle,The Order,31k active personnel,0 ships,First World War surplus,Nice,1 factory,Elite,last online 9 hours ago,15 Hundred Tons per month,3 Mbbl per month,Central Planning,$511 million,428 Mbbl; 3 Mbbl,Untapped,Somewhat Large,,China,Soviet Union,36290 km 2,http://blocgame.com/stats.php?id=52372
Guatemala.,grazioso,,6k active personnel,0 ships,Finest of the 19th century,Good,None,Poor,last online 133 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$511 million,1 Mbbl,Untapped,None,,Mesoamerica,Soviet Union,13477 km 2,http://blocgame.com/stats.php?id=60701
Stuleja,Płetwonurkov,Lithuanian Coalition,35k active personnel,0 ships,First World War surplus,Normal,None,Elite,last online 35 hours ago,15 Hundred Tons per month,8 Mbbl per month,Mixed Economy,$511 million,86 Mbbl,Untapped,Small,,Southern Africa,Soviet Union,30995 km 2,http://blocgame.com/stats.php?id=61524
ZAMENTA,ShAh FAr HAn,The Order,36k active personnel,0 ships,First World War surplus,Nice,1 factory,Standard,last online 11 hours ago,7 Hundred Tons per month,4 Mbbl per month,Central Planning,$511 million,382 Mbbl; 4 Mbbl,Untapped,Mediocre,,Pacific Rim,Soviet Union,31318 km 2,http://blocgame.com/stats.php?id=61998
