country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,uranium,region,alignment,territory,pageUrl,reactor
Selja,Whalenator,Brotherhood of Nod,3k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 1 hours ago,19 Hundred Tons per month,8 Mbbl per month,Central Planning,$1844 million,2747 Mbbl; 8 Mbbl,,Mediocre,,Persia,Soviet Union,24295 km 2,http://blocgame.com/stats.php?id=63172,
pelle,pelle,The Order,106k active personnel,1 ships,Korean War surplus,Gandhi-like,3 factories,Standard,last online 8 hours ago,45 Hundred Tons per month,5 Mbbl per month,Central Planning,$1842 million,384 Mbbl; 5 Mbbl,Untapped,Very Powerful,,China,Soviet Union,47331 km 2,http://blocgame.com/stats.php?id=52372,
Reim,Azrael,The Divine Council,89k active personnel,6 ships,Second World War surplus,Angelic,2 factories,Standard,last online 3 hours ago,24 Hundred Tons per month,10 Mbbl per month,Central Planning,$1840 million,277 Mbbl; 10 Mbbl,Untapped,Powerful,,Pacific Rim,Soviet Union,51273 km 2,http://blocgame.com/stats.php?id=41073,
Genocidia,wolf2686,The Divine Council,54k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,last online 5 hours ago,11 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$1835 million,380 Mbbl; 4 Mbbl,Untapped,Large,,China,United States,11120 km 2,http://blocgame.com/stats.php?id=41291,
SPNR,Stefan Stamenkovic,Brotherhood of Nod,60k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,last online 9 hours ago,10 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$1828 million,102 Mbbl; 4 Mbbl,,Somewhat Large,,Indochina,Soviet Union,12209 km 2,http://blocgame.com/stats.php?id=51722,
Classia,Classic,Steel Brotherhood,23k active personnel,1 ships,First World War surplus,Gandhi-like,2 factories,Elite,last online 1 hours ago,17 Hundred Tons per month,13 Mbbl per month,Mixed Economy,$1828 million,154 Mbbl,Near Depletion,Powerful,,China,United States,29837 km 2,http://blocgame.com/stats.php?id=63652,
Romiia,The Great Tiberius III,The United Nations,8k active personnel,0 ships,Korean War surplus,Gandhi-like,1 factory,Good,last online 101 hours ago,4 Hundred Tons per month,3 Mbbl per month,Central Planning,$1826 million,197 Mbbl; 3 Mbbl,Untapped,Meagre,,The Subcontinent,Soviet Union,19888 km 2,http://blocgame.com/stats.php?id=60242,
Malaysia Raya,Ben Laden,PIRATES,10k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Standard,last online 123 hours ago,9 Hundred Tons per month,2 Mbbl per month,Central Planning,$1819 million,2 Mbbl,Untapped,Meagre,,East Indies,Neutral,5363 km 2,http://blocgame.com/stats.php?id=61845,
Kekistonia,Mad Dog Mattis,The Order,67k active personnel,6 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 11 hours ago,21 Hundred Tons per month,19 Mbbl per month,Central Planning,$1809 million,8721 Mbbl,Untapped,Large,,Atlas,Soviet Union,45330 km 2,http://blocgame.com/stats.php?id=63476,
MakanBudak,amirulfaizal,The Order,11k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 12 hours ago,7 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$1807 million,,,Mediocre,,East Indies,Neutral,6246 km 2,http://blocgame.com/stats.php?id=60748,
Dess,Raktai,The Order,144k active personnel,1 ships,Second World War surplus,Gandhi-like,5 factories,Undisciplined Rabble,online now,45 Hundred Tons per month,3 Mbbl per month,Free Market,$1805 million,75 Mbbl,,Powerful,,Pacific Rim,United States,48126 km 2,http://blocgame.com/stats.php?id=63586,
Bluegene/Q,ChevalierCavac,The Divine Council,80k active personnel,5 ships,Korean War surplus,Gandhi-like,4 factories,Good,last online 2 hours ago,17 Hundred Tons per month,11 Mbbl per month,Central Planning,$1804 million,2831 Mbbl; 11 Mbbl,Untapped,Very Powerful,,Arabia,Soviet Union,35825 km 2,http://blocgame.com/stats.php?id=61506,
KakMahPower,tuan tanah kedaun,PIRATES,99k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Poor,last online 4 hours ago,11 Hundred Tons per month,,Free Market,$1803 million,463 Mbbl,Near Depletion,Somewhat Large,,Indochina,United States,5876 km 2,http://blocgame.com/stats.php?id=60656,
Swagvila,Saddam Hussgay,The Divine Council,78k active personnel,5 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 1 hours ago,14 Hundred Tons per month,3 Mbbl per month,Central Planning,$1790 million,293 Mbbl; 3 Mbbl,Untapped,Powerful,,China,Soviet Union,39366 km 2,http://blocgame.com/stats.php?id=45990,
One Star,Neku,The Divine Council,88k active personnel,7 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 1 hours ago,4 Hundred Tons per month,4 Mbbl per month,Free Market,$1784 million,3642 Mbbl,Untapped,Very Powerful,,Persia,United States,28063 km 2,http://blocgame.com/stats.php?id=57783,
Lomar,Sarnen,Steel Brotherhood,9k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 121 hours ago,7 Hundred Tons per month,2 Mbbl per month,Free Market,$1781 million,1135 Mbbl,Untapped,Mediocre,,Mesopotamia,United States,7691 km 2,http://blocgame.com/stats.php?id=63175,
kinabalu,fatimah,,31k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 9 hours ago,4 Hundred Tons per month,4 Mbbl per month,Central Planning,$1763 million,793 Mbbl,Untapped,Meagre,,Arabia,Neutral,3339 km 2,http://blocgame.com/stats.php?id=62887,
Derse Moon,Jack Noir,The Order,139k active personnel,18 ships,Korean War surplus,Nice,7 factories,Elite,online now,40 Hundred Tons per month,40 Mbbl per month,Central Planning,$1761 million,23120 Mbbl; 40 Mbbl,Plentiful,Very Powerful,,Egypt,Soviet Union,87376 km 2,http://blocgame.com/stats.php?id=62965,
Celtic Nations,BigWilly526,Brotherhood of Nod,79k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 20 hours ago,14 Hundred Tons per month,6 Mbbl per month,Central Planning,$1738 million,2194 Mbbl; 6 Mbbl,Untapped,Powerful,,Persia,Soviet Union,27924 km 2,http://blocgame.com/stats.php?id=7511,
Greatest Ally,WilliamDaAsian,Brotherhood of Nod,19k active personnel,2 ships,Second World War surplus,Gandhi-like,4 factories,Elite,last online 6 hours ago,26 Hundred Tons per month,8 Mbbl per month,Free Market,$1735 million,536 Mbbl,,Large,,Indochina,United States,33573 km 2,http://blocgame.com/stats.php?id=49097,
BongoBongoBongo,oBerry,The Order,77k active personnel,3 ships,Second World War surplus,Gandhi-like,2 factories,Elite,online now,43 Hundred Tons per month,12 Mbbl per month,Free Market,$1732 million,248 Mbbl; 12 Mbbl,Untapped,Large,,Congo,Soviet Union,23633 km 2,http://blocgame.com/stats.php?id=63942,
PolandThePower,PolandThePower44,Brotherhood of Nod,6k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 172 hours ago,13 Hundred Tons per month,7 Mbbl per month,Central Planning,$1727 million,1090 Mbbl; 7 Mbbl,Untapped,Somewhat Large,,Mesopotamia,Neutral,15939 km 2,http://blocgame.com/stats.php?id=58217,
Libratio,Concarne,Steel Brotherhood,60k active personnel,0 ships,Second World War surplus,Normal,1 factory,Elite,last online 1 hours ago,12 Hundred Tons per month,9 Mbbl per month,Central Planning,$1725 million,411 Mbbl,,Large,,Caribbean,Soviet Union,23039 km 2,http://blocgame.com/stats.php?id=40370,
Hivemindia,Overmind,The Order,98k active personnel,2 ships,Second World War surplus,Gandhi-like,5 factories,Standard,online now,30 Hundred Tons per month,8 Mbbl per month,Central Planning,$1716 million,352 Mbbl; 8 Mbbl,Untapped,Very Powerful,,China,Soviet Union,43167 km 2,http://blocgame.com/stats.php?id=63286,
Kukulala,Unkel,The Divine Council,46k active personnel,4 ships,Korean War surplus,Gandhi-like,2 factories,Good,last online 4 hours ago,13 Hundred Tons per month,9 Mbbl per month,Free Market,$1715 million,122 Mbbl,Untapped,Large,,Indochina,United States,28610 km 2,http://blocgame.com/stats.php?id=60796,
Tandak,jimmyyus,PIRATES,71k active personnel,1 ships,First World War surplus,Nice,2 factories,Elite,online now,20 Hundred Tons per month,12 Mbbl per month,Free Market,$1713 million,3461 Mbbl; 12 Mbbl,Depleted,Large,,Egypt,United States,16955 km 2,http://blocgame.com/stats.php?id=62201,
TerapBuduLipis,SyedRazi,The Divine Council,78k active personnel,3 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 3 hours ago,20 Hundred Tons per month,7 Mbbl per month,Central Planning,$1704 million,47 Mbbl; 7 Mbbl,Untapped,Powerful,1 Tons,Indochina,Soviet Union,49552 km 2,http://blocgame.com/stats.php?id=60513,
Wernston,4DaRush,Illuminati,9k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 8 hours ago,14 Hundred Tons per month,7 Mbbl per month,Central Planning,$1702 million,165 Mbbl,Untapped,Somewhat Large,,Pacific Rim,Soviet Union,8135 km 2,http://blocgame.com/stats.php?id=63951,
Gallifrey,The Doctor,Steel Brotherhood,23k active personnel,0 ships,First World War surplus,Angelic,1 factory,Elite,last online 18 hours ago,13 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$1699 million,228 Mbbl; 3 Mbbl,Untapped,Mediocre,,Southern Cone,Neutral,13477 km 2,http://blocgame.com/stats.php?id=40351,
Foodstuffs,Soviet_Sandvich,Brotherhood of Nod,78k active personnel,1 ships,Second World War surplus,Gandhi-like,2 factories,Standard,last online 13 hours ago,12 Hundred Tons per month,12 Mbbl per month,Mixed Economy,$1695 million,3221 Mbbl,Near Depletion,Large,,Egypt,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=40676,
methamphetamine,UDIN88,The Federal Colonies,7k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 79 hours ago,15 Hundred Tons per month,13 Mbbl per month,Central Planning,$1694 million,13 Mbbl,,Mediocre,,East Indies,Neutral,10576 km 2,http://blocgame.com/stats.php?id=61702,
TrumpCity,Ronald mcTrump,Steel Brotherhood,28k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Elite,last online 5 hours ago,6 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$1686 million,86 Mbbl,Plentiful,Somewhat Large,,Caribbean,Neutral,5881 km 2,http://blocgame.com/stats.php?id=63769,
FuchukFakhu,KondaKondi,PIRATES,23k active personnel,4 ships,Second World War surplus,Gandhi-like,2 factories,Undisciplined Rabble,last online 12 hours ago,18 Hundred Tons per month,3 Mbbl per month,Free Market,$1680 million,74 Mbbl; 3 Mbbl,Near Depletion,Somewhat Large,,Southern Africa,United States,9655 km 2,http://blocgame.com/stats.php?id=61483,
Nuwe Rhodesia,dudeskis,The Order,129k active personnel,1 ships,Second World War surplus,Good,3 factories,Elite,online now,52 Hundred Tons per month,,Central Planning,$1679 million,243 Mbbl,Plentiful,Very Powerful,,Gran Colombia,Soviet Union,32003 km 2,http://blocgame.com/stats.php?id=6338,
Pan-demo-nium,Raja,Steel Brotherhood,71k active personnel,1 ships,Second World War surplus,Angelic,2 factories,Good,online now,11 Hundred Tons per month,2 Mbbl per month,Central Planning,$1679 million,185 Mbbl; 2 Mbbl,Near Depletion,Somewhat Large,,The Subcontinent,Soviet Union,19825 km 2,http://blocgame.com/stats.php?id=63195,
Senandung Malam,Lela Manja,PIRATES,90k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Standard,last online 12 hours ago,13 Hundred Tons per month,14 Mbbl per month,Mixed Economy,$1676 million,,Near Depletion,Large,,East Indies,United States,10899 km 2,http://blocgame.com/stats.php?id=61074,
CubeHead,waveform,SPQR,6k active personnel,0 ships,Second World War surplus,Normal,2 factories,Good,last online 158 hours ago,12 Hundred Tons per month,7 Mbbl per month,Mixed Economy,$1670 million,1122 Mbbl,Untapped,Meagre,,Mesopotamia,Neutral,14512 km 2,http://blocgame.com/stats.php?id=63001,
Aminichina,doublepedaldylan,The Order,18k active personnel,3 ships,First World War surplus,Gandhi-like,2 factories,Elite,online now,12 Hundred Tons per month,5 Mbbl per month,Central Planning,$1668 million,484 Mbbl; 5 Mbbl,Untapped,Somewhat Large,,Indochina,Soviet Union,14721 km 2,http://blocgame.com/stats.php?id=56720,
Kozakura,Tenrai,The Divine Council,42k active personnel,0 ships,First World War surplus,Gandhi-like,2 factories,Good,last online 93 hours ago,7 Hundred Tons per month,5 Mbbl per month,Mixed Economy,$1667 million,486 Mbbl,Untapped,Meagre,,Pacific Rim,United States,19800 km 2,http://blocgame.com/stats.php?id=48894,
Puella-Magia,Emily,Brotherhood of Nod,100k active personnel,3 ships,Korean War surplus,Gandhi-like,2 factories,Good,last online 9 hours ago,12 Hundred Tons per month,10 Mbbl per month,Central Planning,$1666 million,639 Mbbl; 10 Mbbl,Untapped,Large,,Persia,Soviet Union,25641 km 2,http://blocgame.com/stats.php?id=35958,
Rengit,merahsakti,The Order,75k active personnel,3 ships,Second World War surplus,Angelic,3 factories,Elite,last online 6 hours ago,72 Hundred Tons per month,4 Mbbl per month,Free Market,$1663 million,224 Mbbl,,Very Powerful,,Congo,United States,41047 km 2,http://blocgame.com/stats.php?id=61769,
Efren,Deling,Steel Brotherhood,236k active personnel,3 ships,Korean War surplus,Gandhi-like,4 factories,Good,online now,21 Hundred Tons per month,13 Mbbl per month,Central Planning,$1659 million,13 Mbbl,Plentiful,Powerful,,Mesoamerica,Soviet Union,36202 km 2,http://blocgame.com/stats.php?id=62725,5%
Shiba,Dogtown33,The Order,79k active personnel,0 ships,Korean War surplus,Nice,2 factories,Standard,last online 3 hours ago,21 Hundred Tons per month,15 Mbbl per month,Central Planning,$1658 million,230 Mbbl; 15 Mbbl,Plentiful,Small,,Pacific Rim,Soviet Union,27165 km 2,http://blocgame.com/stats.php?id=56250,
Nuketown,Blobby78,The Divine Council,82k active personnel,0 ships,Korean War surplus,Gandhi-like,2 factories,Elite,last online 4 hours ago,10 Hundred Tons per month,10 Mbbl per month,Central Planning,$1656 million,4536 Mbbl; 10 Mbbl,Untapped,Mediocre,,Egypt,Soviet Union,25278 km 2,http://blocgame.com/stats.php?id=59614,
Chicken rice,Ador hitler,PIRATES,35k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 1 hours ago,16 Hundred Tons per month,15 Mbbl per month,Mixed Economy,$1655 million,15 Mbbl,Untapped,Somewhat Large,,East Indies,Neutral,20000 km 2,http://blocgame.com/stats.php?id=61750,
ZAMENTA,ShAh FAr HAn,The Order,165k active personnel,3 ships,Second World War surplus,Gandhi-like,4 factories,Standard,last online 8 hours ago,17 Hundred Tons per month,8 Mbbl per month,Central Planning,$1650 million,204 Mbbl; 8 Mbbl,Untapped,Large,1 Tons,Pacific Rim,Soviet Union,45508 km 2,http://blocgame.com/stats.php?id=61998,
OnePiece,AkiManang,PIRATES,38k active personnel,2 ships,First World War surplus,Gandhi-like,2 factories,Standard,last online 5 hours ago,17 Hundred Tons per month,14 Mbbl per month,Central Planning,$1650 million,7697 Mbbl,,Powerful,,Persia,Soviet Union,35542 km 2,http://blocgame.com/stats.php?id=63126,
Justice,Tommy Scrumptious,Brotherhood of Nod,53k active personnel,3 ships,Korean War surplus,Gandhi-like,2 factories,Elite,last online 5 hours ago,19 Hundred Tons per month,9 Mbbl per month,Central Planning,$1649 million,8474 Mbbl,Untapped,Powerful,,Mesopotamia,Soviet Union,29004 km 2,http://blocgame.com/stats.php?id=62975,
Zeon Alliance,Char Aznable,The Divine Council,80k active personnel,11 ships,Korean War surplus,Gandhi-like,2 factories,Elite,last online 12 hours ago,7 Hundred Tons per month,7 Mbbl per month,Free Market,$1643 million,153 Mbbl; 7 Mbbl,Untapped,Very Powerful,1 Tons,Pacific Rim,United States,33932 km 2,http://blocgame.com/stats.php?id=62248,
Novaya,ScarletMarines,The Order,60k active personnel,3 ships,Korean War surplus,Gandhi-like,2 factories,Elite,last online 13 hours ago,5 Hundred Tons per month,5 Mbbl per month,Central Planning,$1643 million,564 Mbbl; 5 Mbbl,Untapped,Mediocre,,Pacific Rim,Neutral,20100 km 2,http://blocgame.com/stats.php?id=62840,
Oilpotamia,WarZone115,Steel Brotherhood,35k active personnel,0 ships,First World War surplus,Gandhi-like,2 factories,Elite,online now,11 Hundred Tons per month,10 Mbbl per month,Free Market,$1642 million,2032 Mbbl,Near Depletion,Small,,Egypt,United States,9516 km 2,http://blocgame.com/stats.php?id=64020,
Tyanra,SaffronMerchant,SPQR,62k active personnel,3 ships,Second World War surplus,Gandhi-like,2 factories,Standard,last online 11 hours ago,23 Hundred Tons per month,8 Mbbl per month,Central Planning,$1639 million,1655 Mbbl; 8 Mbbl,Untapped,Powerful,1 Tons,The Subcontinent,Soviet Union,35100 km 2,http://blocgame.com/stats.php?id=60365,
Northern Ghan,Hailaruds,The Divine Council,10k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Good,last online 62 hours ago,4 Hundred Tons per month,3 Mbbl per month,Free Market,$1630 million,717 Mbbl,Untapped,Mediocre,,Arabia,Soviet Union,10899 km 2,http://blocgame.com/stats.php?id=62344,
Kyranistan,Michael Hussain,,9k active personnel,0 ships,First World War surplus,Questionable,None,Undisciplined Rabble,last online 10 hours ago,4 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$1629 million,2802 Mbbl; 4 Mbbl,Untapped,Large,,Persia,Neutral,9665 km 2,http://blocgame.com/stats.php?id=61263,
schekels,appollyon,,7k active personnel,0 ships,First World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 142 hours ago,13 Hundred Tons per month,5 Mbbl per month,Central Planning,$1624 million,,Untapped,None,,East Africa,Soviet Union,7646 km 2,http://blocgame.com/stats.php?id=63381,
Alohaha,Jakeirt,,15k active personnel,0 ships,Finest of the 19th century,Questionable,1 factory,Elite,last online 2 hours ago,5 Hundred Tons per month,9 Mbbl per month,Central Planning,$1614 million,10 Mbbl; 9 Mbbl,Untapped,None,,Congo,United States,9083 km 2,http://blocgame.com/stats.php?id=57669,
Guadianstan,Guadian Bakar,Steel Brotherhood,89k active personnel,0 ships,First World War surplus,Gandhi-like,2 factories,Elite,last online 61 hours ago,13 Hundred Tons per month,7 Mbbl per month,Central Planning,$1614 million,,Untapped,Small,,Gran Colombia,Soviet Union,17577 km 2,http://blocgame.com/stats.php?id=63250,
saiya,saiya,The Order,66k active personnel,3 ships,Second World War surplus,Gandhi-like,2 factories,Standard,last online 17 hours ago,23 Hundred Tons per month,15 Mbbl per month,Central Planning,$1613 million,2196 Mbbl; 15 Mbbl,Near Depletion,Mediocre,,Arabia,Soviet Union,21901 km 2,http://blocgame.com/stats.php?id=61785,
Mesopotamiaa,The JC,Brotherhood of Nod,6k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Elite,last online 69 hours ago,8 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$1608 million,1883 Mbbl; 3 Mbbl,Untapped,None,,Mesopotamia,Neutral,7646 km 2,http://blocgame.com/stats.php?id=63058,
San Palomino,Akiravo,The Order,109k active personnel,4 ships,Second World War surplus,Gandhi-like,4 factories,Good,last online 3 hours ago,32 Hundred Tons per month,37 Mbbl per month,Free Market,$1607 million,8738 Mbbl,Untapped,Very Powerful,,Persia,United States,56859 km 2,http://blocgame.com/stats.php?id=51103,
Krasnyyikistan,JohnTheGreat,Socialist Arab Union,57k active personnel,4 ships,Second World War surplus,Gandhi-like,2 factories,Good,online now,12 Hundred Tons per month,11 Mbbl per month,Mixed Economy,$1606 million,3436 Mbbl; 11 Mbbl,Plentiful,Somewhat Large,,Arabia,Soviet Union,21755 km 2,http://blocgame.com/stats.php?id=50209,
Burke Tome,Haggashed,Brotherhood of Nod,7k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Good,last online 145 hours ago,15 Hundred Tons per month,10 Mbbl per month,Free Market,$1606 million,2319 Mbbl,Untapped,Large,,Mesopotamia,United States,15850 km 2,http://blocgame.com/stats.php?id=63028,
Addin-territory,Addin,PIRATES,14k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Standard,last online 11 hours ago,15 Hundred Tons per month,4 Mbbl per month,Central Planning,$1603 million,324 Mbbl,,Somewhat Large,,Caribbean,Soviet Union,20368 km 2,http://blocgame.com/stats.php?id=62712,
HARDGAY♂,mits,The Order,101k active personnel,2 ships,Second World War surplus,Gandhi-like,4 factories,Good,online now,49 Hundred Tons per month,8 Mbbl per month,Central Planning,$1603 million,99 Mbbl; 8 Mbbl,Untapped,Somewhat Large,,Pacific Rim,Soviet Union,44872 km 2,http://blocgame.com/stats.php?id=63324,
Top Hat,TopHat,,7k active personnel,0 ships,Second World War surplus,Good,1 factory,Good,last online 5 hours ago,6 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$1602 million,188 Mbbl; 2 Mbbl,Plentiful,Meagre,,Congo,Soviet Union,23110 km 2,http://blocgame.com/stats.php?id=61121,
South Park,cartman,SPQR,69k active personnel,0 ships,Second World War surplus,Angelic,2 factories,Elite,online now,19 Hundred Tons per month,4 Mbbl per month,Free Market,$1601 million,484 Mbbl,Untapped,Powerful,,Caribbean,United States,41393 km 2,http://blocgame.com/stats.php?id=228,
Carpentaria,fuerza,PIRATES,50k active personnel,6 ships,Second World War surplus,Gandhi-like,3 factories,Standard,last online 33 hours ago,10 Hundred Tons per month,8 Mbbl per month,Mixed Economy,$1599 million,92 Mbbl,Untapped,Somewhat Large,,East Indies,Neutral,20181 km 2,http://blocgame.com/stats.php?id=59901,
Lolesco,Lolesco,The Order,118k active personnel,2 ships,Korean War surplus,Pariah,3 factories,Standard,online now,60 Hundred Tons per month,15 Mbbl per month,Free Market,$1597 million,3847 Mbbl,,Large,,Mesopotamia,United States,51124 km 2,http://blocgame.com/stats.php?id=48289,
Civilia,Sir_Ranger,Al-Qassam Brigades,6k active personnel,0 ships,First World War surplus,Normal,None,Undisciplined Rabble,last online 161 hours ago,3 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$1597 million,2 Mbbl,Untapped,None,,China,Neutral,4254 km 2,http://blocgame.com/stats.php?id=62017,
Weast America,Prince Pluto Nash,Brotherhood of Nod,77k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,last online 1 hours ago,9 Hundred Tons per month,8 Mbbl per month,Mixed Economy,$1588 million,5201 Mbbl; 8 Mbbl,Untapped,Large,,Persia,United States,32106 km 2,http://blocgame.com/stats.php?id=55778,
Vanan,Esler,The Order,119k active personnel,5 ships,Second World War surplus,Nice,3 factories,Good,last online 5 hours ago,36 Hundred Tons per month,10 Mbbl per month,Central Planning,$1588 million,183 Mbbl; 10 Mbbl,Untapped,Large,,Congo,Soviet Union,41840 km 2,http://blocgame.com/stats.php?id=63339,
Kuto,AKMB,The Federal Colonies,58k active personnel,1 ships,Korean War surplus,Gandhi-like,3 factories,Undisciplined Rabble,last online 10 hours ago,15 Hundred Tons per month,15 Mbbl per month,Central Planning,$1584 million,4452 Mbbl; 15 Mbbl,Untapped,Very Powerful,,Persia,Soviet Union,29887 km 2,http://blocgame.com/stats.php?id=40095,
Black Widow,Protego,The Order,7k active personnel,0 ships,First World War surplus,Gandhi-like,2 factories,Standard,last online 38 hours ago,12 Hundred Tons per month,9 Mbbl per month,Central Planning,$1584 million,3183 Mbbl; 9 Mbbl,Untapped,Somewhat Large,,Arabia,Soviet Union,24755 km 2,http://blocgame.com/stats.php?id=62290,
Baden,Spectral.Knight,The Divine Council,79k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Elite,last online 1 hours ago,13 Hundred Tons per month,3 Mbbl per month,Central Planning,$1580 million,178 Mbbl; 3 Mbbl,Untapped,Small,,East Indies,Soviet Union,34618 km 2,http://blocgame.com/stats.php?id=48684,
Violent Vegans,SnakeBombs,Interpol,97k active personnel,2 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 1 hours ago,30 Hundred Tons per month,13 Mbbl per month,Mixed Economy,$1579 million,5734 Mbbl; 13 Mbbl,Untapped,Very Powerful,,Atlas,Soviet Union,45538 km 2,http://blocgame.com/stats.php?id=48869,
Kulunkjin,Areum ling,SPQR,17k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 21 hours ago,6 Hundred Tons per month,4 Mbbl per month,Central Planning,$1577 million,1 Mbbl; 4 Mbbl,Untapped,Mediocre,,Pacific Rim,Soviet Union,8267 km 2,http://blocgame.com/stats.php?id=62604,
Aeter,Anima6778,The Order,84k active personnel,1 ships,Korean War surplus,Gandhi-like,3 factories,Good,online now,26 Hundred Tons per month,9 Mbbl per month,Central Planning,$1570 million,451 Mbbl; 9 Mbbl,Untapped,Powerful,,Congo,Soviet Union,42567 km 2,http://blocgame.com/stats.php?id=61960,
KelabuAsap,kelam,The Divine Council,114k active personnel,1 ships,Korean War surplus,Gandhi-like,5 factories,Elite,last online 2 hours ago,25 Hundred Tons per month,12 Mbbl per month,Central Planning,$1568 million,187 Mbbl; 12 Mbbl,Untapped,Very Powerful,,East Indies,Soviet Union,29948 km 2,http://blocgame.com/stats.php?id=60664,
Memiaya,MrRoth,Che Guevara League,7k active personnel,-1 ships,Second World War surplus,Gandhi-like,2 factories,Poor,last online 110 hours ago,24 Hundred Tons per month,5 Mbbl per month,Central Planning,$1568 million,125 Mbbl; 5 Mbbl,Untapped,Large,,Caribbean,Soviet Union,20570 km 2,http://blocgame.com/stats.php?id=62980,
Eisen,Balthazaar,The Order,78k active personnel,4 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 20 hours ago,22 Hundred Tons per month,10 Mbbl per month,Central Planning,$1567 million,405 Mbbl; 10 Mbbl,Untapped,Very Powerful,,China,Soviet Union,58000 km 2,http://blocgame.com/stats.php?id=53566,
Oileum,Ihei,The Divine Council,5k active personnel,0 ships,First World War surplus,Good,1 factory,Standard,last online 4 hours ago,13 Hundred Tons per month,10 Mbbl per month,Central Planning,$1554 million,1459 Mbbl; 10 Mbbl,Untapped,Small,,Mesopotamia,Soviet Union,14360 km 2,http://blocgame.com/stats.php?id=63070,
Chrome,edmfan,The Divine Council,44k active personnel,0 ships,Korean War surplus,Pariah,None,Standard,last online 1 hours ago,35 Hundred Tons per month,20 Mbbl per month,Mixed Economy,$1553 million,3920 Mbbl; 20 Mbbl,,Large,,Arabia,Soviet Union,47886 km 2,http://blocgame.com/stats.php?id=62534,
Arina,Hakir,Interpol,73k active personnel,0 ships,Korean War surplus,Gandhi-like,2 factories,Good,last online 7 hours ago,10 Hundred Tons per month,4 Mbbl per month,Free Market,$1546 million,420 Mbbl,Untapped,Very Powerful,,Amazonia,United States,30995 km 2,http://blocgame.com/stats.php?id=54480,
BOOP,TRIGGERED,Steel Brotherhood,54k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 1 hours ago,8 Hundred Tons per month,2 Mbbl per month,Central Planning,$1541 million,402 Mbbl; 2 Mbbl,Untapped,Mediocre,,China,Neutral,12478 km 2,http://blocgame.com/stats.php?id=58737,
Whitey,Knee Grow,Brotherhood of Nod,98k active personnel,0 ships,Second World War surplus,Gandhi-like,3 factories,Elite,last online 6 hours ago,36 Hundred Tons per month,25 Mbbl per month,Free Market,$1539 million,7337 Mbbl; 25 Mbbl,Untapped,Somewhat Large,,Egypt,United States,53314 km 2,http://blocgame.com/stats.php?id=4816,
Shining Sun,Wladyslaw Gomulka,Steel Brotherhood,52k active personnel,0 ships,Second World War surplus,Questionable,None,Good,last online 15 hours ago,19 Hundred Tons per month,9 Mbbl per month,Mixed Economy,$1535 million,238 Mbbl; 9 Mbbl,,Small,,Southern Africa,Soviet Union,11784 km 2,http://blocgame.com/stats.php?id=61511,
