country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,uranium,region,alignment,territory,pageUrl,reactor
Egypto,Omar Wagih,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 173 hours ago,2 Hundred Tons per month,,Central Planning,$321 million,,Untapped,None,,Egypt,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=64802,
Velum,Bosmos,,8k active personnel,0 ships,Finest of the 19th century,Questionable,None,Standard,last online 22 hours ago,2 Hundred Tons per month,,Mixed Economy,$321 million,,Untapped,None,,Amazonia,Neutral,19100 km 2,http://blocgame.com/stats.php?id=64811,
bokunopico,bokunopico,,18k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 8 hours ago,2 Hundred Tons per month,2 Mbbl per month,Free Market,$321 million,4192 Mbbl; 2 Mbbl,Untapped,None,,Egypt,United States,20000 km 2,http://blocgame.com/stats.php?id=64827,
nadota,nadota,,18k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 8 hours ago,2 Hundred Tons per month,2 Mbbl per month,Free Market,$321 million,2468 Mbbl; 2 Mbbl,Untapped,None,,Egypt,United States,20000 km 2,http://blocgame.com/stats.php?id=64838,
Misto,Polly21,,4k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 22 hours ago,2 Hundred Tons per month,,Mixed Economy,$320 million,,Untapped,None,,Amazonia,Neutral,19100 km 2,http://blocgame.com/stats.php?id=64812,
Minnes,Manoz,,4k active personnel,0 ships,Finest of the 19th century,Questionable,None,Standard,last online 22 hours ago,2 Hundred Tons per month,,Mixed Economy,$320 million,,Untapped,None,,Gran Colombia,Neutral,19100 km 2,http://blocgame.com/stats.php?id=64814,
Tokai,hana,The Order,20k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 9 hours ago,13 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$320 million,228 Mbbl,Untapped,None,,Guinea,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=64972,
Kyra,mr_woodles,,20k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 65 hours ago,2 Hundred Tons per month,,Mixed Economy,$320 million,,Untapped,None,,Persia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64989,
Qing Benjgn,WolfNero,,3k active personnel,0 ships,First World War surplus,Good,None,Undisciplined Rabble,last online 20 hours ago,2 Hundred Tons per month,1 Mbbl per month,Free Market,$320 million,,Plentiful,None,,China,United States,19602 km 2,http://blocgame.com/stats.php?id=64997,
Trollkaku,Saboteur,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 48 hours ago,2 Hundred Tons per month,,Free Market,$320 million,,Untapped,None,,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=65012,
Lhaos,Adrian,,10k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 25 hours ago,4 Hundred Tons per month,,Central Planning,$320 million,439 Mbbl,Untapped,None,,Indochina,Neutral,19800 km 2,http://blocgame.com/stats.php?id=65016,
Domland,calicohero,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 45 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$320 million,278 Mbbl; 1 Mbbl,Untapped,None,,East Africa,Neutral,20000 km 2,http://blocgame.com/stats.php?id=65018,
Yuck,wpitts,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 46 hours ago,2 Hundred Tons per month,,Central Planning,$320 million,,Untapped,None,,Congo,Neutral,20000 km 2,http://blocgame.com/stats.php?id=65019,
Brytopia,bjackson_seller,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 41 hours ago,2 Hundred Tons per month,,Central Planning,$320 million,,Untapped,None,,Mesoamerica,Neutral,20000 km 2,http://blocgame.com/stats.php?id=65021,
North Oman,WISD0MTREE,Steel Brotherhood,29k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 17 hours ago,5 Hundred Tons per month,2 Mbbl per month,Central Planning,$319 million,4793 Mbbl; 2 Mbbl,Untapped,Meagre,,Arabia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=9620,
Maratoba,Matthew A,The Khilafah,29k active personnel,0 ships,First World War surplus,Normal,None,Elite,last online 4 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$318 million,1 Mbbl,Untapped,None,,Arabia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=49807,
Ramen,Kim Jong Kardashian,Shkreli's Soldiers,29k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 148 hours ago,2 Hundred Tons per month,,Mixed Economy,$318 million,,Untapped,Meagre,,Pacific Rim,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=64803,
Ken,General_Ken_Kennison,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 144 hours ago,2 Hundred Tons per month,,Central Planning,$318 million,,Untapped,None,,Indochina,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64859,
Antiquia,alexort,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 141 hours ago,2 Hundred Tons per month,,Mixed Economy,$318 million,,Untapped,None,,Gran Colombia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64863,
Angola-Zaire,Jaeger WIllhelm,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 140 hours ago,2 Hundred Tons per month,,Central Planning,$318 million,,Untapped,None,,Southern Africa,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64865,
Egyptania,Gorbio Lenino,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 138 hours ago,2 Hundred Tons per month,,Free Market,$318 million,,Untapped,None,,Egypt,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64866,
SomaliFarmers,dynastylord,,7k active personnel,0 ships,First World War surplus,Normal,None,Standard,last online 43 hours ago,3 Hundred Tons per month,,Mixed Economy,$317 million,,Untapped,None,,Congo,Neutral,8730 km 2,http://blocgame.com/stats.php?id=64225,
Gondollin,Aragorn of Aragon,,15k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 3 hours ago,2 Hundred Tons per month,,Central Planning,$317 million,,Untapped,None,,Gran Colombia,Soviet Union,19300 km 2,http://blocgame.com/stats.php?id=65003,
Chainah,Donald Drumpf,Steel Brotherhood,10k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 7 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$317 million,2354 Mbbl; 1 Mbbl,Untapped,None,,Arabia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=65034,
Nueva Coasta,PresidenteChango,,18k active personnel,0 ships,First World War surplus,Isolated,None,Good,last online 12 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$317 million,455 Mbbl; 1 Mbbl,Untapped,Meagre,,Mesoamerica,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=65037,
Mer Perle,BenitoSingh,,9k active personnel,0 ships,Finest of the 19th century,Angelic,None,Poor,last online 113 hours ago,3 Hundred Tons per month,,Free Market,$316 million,,Untapped,None,,Persia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=64905,
WorldOfPeace,ALMAHDI,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 31 hours ago,2 Hundred Tons per month,,Central Planning,$315 million,,Untapped,None,,East Indies,Neutral,20000 km 2,http://blocgame.com/stats.php?id=60677,
Coalition,Bilingo,,25k active personnel,0 ships,First World War surplus,Nice,None,Elite,last online 14 hours ago,2 Hundred Tons per month,1 Mbbl per month,Free Market,$315 million,394 Mbbl,Untapped,None,,Mesoamerica,United States,20000 km 2,http://blocgame.com/stats.php?id=65008,
Fairohaal,Lord Grey,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 36 hours ago,2 Hundred Tons per month,,Mixed Economy,$315 million,,Untapped,None,,Mesopotamia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=65033,
NiGhTsLaYeR,NiGhTsLaYeR,Republic of China,18k active personnel,0 ships,First World War surplus,Questionable,None,Elite,last online 3 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$315 million,1 Mbbl,Untapped,Meagre,,China,Neutral,20398 km 2,http://blocgame.com/stats.php?id=65040,
Alterrum,Hori,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 26 hours ago,2 Hundred Tons per month,,Mixed Economy,$315 million,,Untapped,None,,Gran Colombia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=65041,
Niggerwagia,El Gibbon,,7k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 95 hours ago,2 Hundred Tons per month,1 Mbbl per month,Free Market,$314 million,1 Mbbl,Untapped,None,,West Africa,Neutral,16335 km 2,http://blocgame.com/stats.php?id=64942,
the Maniolas,Marcos Ceniceros,,7k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 87 hours ago,2 Hundred Tons per month,,Mixed Economy,$314 million,,Untapped,None,,East Indies,Neutral,16335 km 2,http://blocgame.com/stats.php?id=64957,
Huka,stir,,30k active personnel,0 ships,Finest of the 19th century,Nice,1 factory,Standard,last online 18 hours ago,3 Hundred Tons per month,1 Mbbl per month,Free Market,$314 million,2471 Mbbl; 1 Mbbl,Untapped,Meagre,,Persia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64966,
Paripolis,Napoleon Long,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 42 hours ago,2 Hundred Tons per month,,Mixed Economy,$314 million,,Untapped,None,,Mesopotamia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=65023,
Zhenyx,Phexion,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 8 hours ago,2 Hundred Tons per month,,Free Market,$314 million,,Untapped,None,1 Tons,Arabia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=65024,
laclippers,laclippers,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 8 hours ago,2 Hundred Tons per month,2 Mbbl per month,Free Market,$313 million,2634 Mbbl; 2 Mbbl,Untapped,None,,Atlas,United States,20000 km 2,http://blocgame.com/stats.php?id=64706,
outplayed,outplayed,,18k active personnel,0 ships,Finest of the 19th century,Angelic,None,Poor,last online 8 hours ago,2 Hundred Tons per month,2 Mbbl per month,Free Market,$313 million,2596 Mbbl; 2 Mbbl,Untapped,None,,Atlas,United States,20000 km 2,http://blocgame.com/stats.php?id=64714,
supplyblock,supplyblock,,18k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 8 hours ago,2 Hundred Tons per month,2 Mbbl per month,Free Market,$313 million,3385 Mbbl; 2 Mbbl,Untapped,None,,Atlas,United States,20000 km 2,http://blocgame.com/stats.php?id=64715,
ninjasinpyjamas,ninjasinpyjamas,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 8 hours ago,2 Hundred Tons per month,2 Mbbl per month,Free Market,$313 million,3311 Mbbl; 2 Mbbl,Untapped,None,,Atlas,United States,20000 km 2,http://blocgame.com/stats.php?id=64730,
ktrolster,ktrolster,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 8 hours ago,2 Hundred Tons per month,2 Mbbl per month,Free Market,$313 million,3970 Mbbl; 2 Mbbl,Untapped,None,,Atlas,United States,20000 km 2,http://blocgame.com/stats.php?id=64733,
cjentus,cjentus,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 8 hours ago,2 Hundred Tons per month,2 Mbbl per month,Free Market,$313 million,3286 Mbbl; 2 Mbbl,Untapped,None,,Atlas,United States,20000 km 2,http://blocgame.com/stats.php?id=64735,
Kryzirstan,Carl Coleman,,11k active personnel,0 ships,Finest of the 19th century,Good,None,Undisciplined Rabble,last online 10 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$313 million,4019 Mbbl; 1 Mbbl,Untapped,None,,Egypt,Neutral,12727 km 2,http://blocgame.com/stats.php?id=64854,
ratdotabestdota,ratdotabestdota,,10k active personnel,0 ships,Finest of the 19th century,Nice,None,Undisciplined Rabble,last online 9 hours ago,2 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$312 million,2113 Mbbl; 2 Mbbl,Untapped,None,,Atlas,Neutral,19400 km 2,http://blocgame.com/stats.php?id=64316,
Bonerica,XXXultraXXX,,37k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 166 hours ago,2 Hundred Tons per month,,Mixed Economy,$312 million,,Untapped,Meagre,,Caribbean,Neutral,20100 km 2,http://blocgame.com/stats.php?id=64760,
tongkatali,tenagakuat,,35k active personnel,0 ships,First World War surplus,Nice,1 factory,Good,last online 1 hours ago,5 Hundred Tons per month,,Central Planning,$312 million,,Untapped,Meagre,,East Indies,United States,20000 km 2,http://blocgame.com/stats.php?id=64973,
S O M A,EggsUltra,Seafour,20k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 68 hours ago,2 Hundred Tons per month,,Central Planning,$312 million,,Untapped,None,,Mesopotamia,United States,20000 km 2,http://blocgame.com/stats.php?id=64981,
WolfEinstein,Giftedwhitewolf,Conservadorism,29k active personnel,0 ships,First World War surplus,Normal,None,Elite,last online 18 hours ago,3 Hundred Tons per month,,Free Market,$312 million,,Untapped,Meagre,,Southern Cone,United States,20200 km 2,http://blocgame.com/stats.php?id=65025,
COIN Operations,Super Tucano,,29k active personnel,0 ships,First World War surplus,Questionable,1 factory,Good,last online 6 hours ago,4 Hundred Tons per month,1 Mbbl per month,Free Market,$312 million,1 Mbbl,Untapped,None,,The Subcontinent,United States,20678 km 2,http://blocgame.com/stats.php?id=65035,
Borns,Colton.A,,20k active personnel,0 ships,Finest of the 19th century,Questionable,None,Elite,last online 19 hours ago,2 Hundred Tons per month,,Free Market,$312 million,,Untapped,None,,Congo,Neutral,20000 km 2,http://blocgame.com/stats.php?id=65049,
Noscopia,Lexer,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 21 hours ago,2 Hundred Tons per month,,Free Market,$312 million,,Untapped,None,,Egypt,Neutral,20000 km 2,http://blocgame.com/stats.php?id=65052,
Gran Brazil,Jakobrevi,,25k active personnel,0 ships,First World War surplus,Normal,None,Elite,last online 18 hours ago,2 Hundred Tons per month,,Central Planning,$312 million,335 Mbbl,Untapped,None,,Gran Colombia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=65057,
New Indochina,889524,420 Empire,28k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 23 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$311 million,315 Mbbl; 1 Mbbl,Untapped,Mediocre,,Indochina,United States,20000 km 2,http://blocgame.com/stats.php?id=64713,
Korkan,namerloom12,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 20 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$311 million,406 Mbbl; 1 Mbbl,Untapped,None,,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=65053,
Sengala,General Tyler,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 24 hours ago,2 Hundred Tons per month,,Mixed Economy,$310 million,,Untapped,None,,Southern Africa,Neutral,20000 km 2,http://blocgame.com/stats.php?id=56035,
Niggertonia,Winderton,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 22 hours ago,2 Hundred Tons per month,,Central Planning,$310 million,,Untapped,None,,China,Neutral,20000 km 2,http://blocgame.com/stats.php?id=57789,
$ Weed,Thugtel,,25k active personnel,0 ships,Finest of the 19th century,Normal,None,Poor,last online 16 hours ago,2 Hundred Tons per month,,Mixed Economy,$310 million,,Untapped,None,,Arabia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=58410,
Mono,cobcorn,Seafour,25k active personnel,0 ships,First World War surplus,Nice,None,Elite,last online 68 hours ago,2 Hundred Tons per month,,Free Market,$310 million,,Untapped,None,,Pacific Rim,United States,20000 km 2,http://blocgame.com/stats.php?id=64979,
Zaetoria,Reaper_1911,,25k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 60 hours ago,2 Hundred Tons per month,,Free Market,$310 million,,Untapped,None,,Pacific Rim,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=64999,
Shaanxi,Deng Xiaoping,,31k active personnel,0 ships,First World War surplus,Good,None,Good,online now,4 Hundred Tons per month,,Central Planning,$310 million,,Untapped,None,,China,Neutral,20000 km 2,http://blocgame.com/stats.php?id=65020,
Flodden,[ENG] Stickyguy,,20k active personnel,0 ships,Finest of the 19th century,Questionable,None,Standard,last online 2 hours ago,2 Hundred Tons per month,,Free Market,$310 million,,Untapped,None,,Caribbean,United States,20000 km 2,http://blocgame.com/stats.php?id=65046,
Caisetto,Cartu,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 1 hours ago,2 Hundred Tons per month,,Free Market,$310 million,,Untapped,None,,The Subcontinent,Neutral,20000 km 2,http://blocgame.com/stats.php?id=65047,
Kyranon,Kyrano,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 21 hours ago,3 Hundred Tons per month,,Mixed Economy,$310 million,172 Mbbl,Untapped,None,,Southern Cone,Neutral,20000 km 2,http://blocgame.com/stats.php?id=65048,
Mom,Pullo,United Nations #2,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 21 hours ago,2 Hundred Tons per month,,Central Planning,$310 million,,Untapped,None,,China,Neutral,20000 km 2,http://blocgame.com/stats.php?id=65051,
Golden Nigeria,Ti Nmu Ade,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 18 hours ago,2 Hundred Tons per month,,Free Market,$310 million,333 Mbbl,Untapped,None,,West Africa,Neutral,20000 km 2,http://blocgame.com/stats.php?id=65059,
Kyloa,GemstoneCrazy,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 18 hours ago,2 Hundred Tons per month,,Central Planning,$310 million,,Untapped,None,,China,Neutral,20000 km 2,http://blocgame.com/stats.php?id=65060,
Gerboria,Kruppen,,29k active personnel,0 ships,Finest of the 19th century,Questionable,None,Good,online now,3 Hundred Tons per month,,Central Planning,$310 million,,Untapped,Meagre,,Pacific Rim,Neutral,20398 km 2,http://blocgame.com/stats.php?id=65061,
Jackal,Jackal2272,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 17 hours ago,2 Hundred Tons per month,,Central Planning,$310 million,,Untapped,None,,Congo,Neutral,20000 km 2,http://blocgame.com/stats.php?id=65063,
Manitoba,Louis Riel,,25k active personnel,0 ships,First World War surplus,Normal,None,Elite,last online 13 hours ago,3 Hundred Tons per month,,Mixed Economy,$310 million,168 Mbbl,Untapped,None,,Amazonia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=65065,
Mortdecai,mortdecai,,9k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 18 hours ago,4 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$309 million,1488 Mbbl; 1 Mbbl,Untapped,None,,Arabia,Soviet Union,19800 km 2,http://blocgame.com/stats.php?id=65055,
Sadanca,Deionc�,HellYeah,15k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 3 hours ago,3 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$308 million,1257 Mbbl; 2 Mbbl,Untapped,Meagre,,Persia,United States,20000 km 2,http://blocgame.com/stats.php?id=64805,
