country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,rm_prod,oil_prod,econsystem,gdp,oil_reserves,manpower,airforce,region,alignment,territory,pageUrl,uranium
kodiang,tester2,,40k active personnel,0 ships,First World War surplus,Nice,1 factory,Elite,last online 8 hours ago,6 Hundred Tons per month,3 Mbbl per month,Free Market,$316 million,443 Mbbl,Plentiful,Small,Pacific Rim,United States,23694 km 2,http://blocgame.com/stats.php?id=60531,
Mawlid,rotazairo,,6k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 85 hours ago,3 Hundred Tons per month,1 Mbbl per month,Free Market,$316 million,413 Mbbl,Untapped,None,Indochina,Neutral,19602 km 2,http://blocgame.com/stats.php?id=62403,
Nogori Den,Nogoriden,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 2 hours ago,7 Hundred Tons per month,2 Mbbl per month,Central Planning,$316 million,151 Mbbl; 2 Mbbl,Untapped,Mediocre,The Subcontinent,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62616,
Terra Predonum,roseclare0000,,30k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 42 hours ago,3 Hundred Tons per month,,Central Planning,$316 million,,Untapped,None,Gran Colombia,United States,20000 km 2,http://blocgame.com/stats.php?id=62885,
West Arstotzka,Moon_Man_doom,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 138 hours ago,2 Hundred Tons per month,,Free Market,$316 million,,Untapped,None,Pacific Rim,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63359,
Trumpanime,SpiderPiggie,,8k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 130 hours ago,4 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$316 million,,Untapped,None,Congo,Soviet Union,16335 km 2,http://blocgame.com/stats.php?id=63544,
melayuraya,bangsamelayu,,38k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,online now,5 Hundred Tons per month,5 Mbbl per month,Central Planning,$316 million,138 Mbbl; 5 Mbbl,Untapped,Mediocre,The Subcontinent,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63546,
Yimern,yimmya,,9k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 133 hours ago,2 Hundred Tons per month,,Mixed Economy,$316 million,,Untapped,None,Caribbean,Neutral,16172 km 2,http://blocgame.com/stats.php?id=63614,
DabOn\\\'Em,ryanishappy,Farmington Brigade,9k active personnel,0 ships,First World War surplus,Normal,None,Standard,last online 16 hours ago,4 Hundred Tons per month,1 Mbbl per month,Central Planning,$316 million,1 Mbbl,Untapped,None,Caribbean,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63787,
enerjy,enerjy,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 121 hours ago,2 Hundred Tons per month,,Free Market,$316 million,,Untapped,None,Arabia,United States,16335 km 2,http://blocgame.com/stats.php?id=63806,
Eneficus,Eneficusian Firestar,,25k active personnel,0 ships,First World War surplus,Normal,None,Elite,last online 19 hours ago,3 Hundred Tons per month,,Central Planning,$316 million,,Untapped,None,China,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64046,
Lebensraum,morrison1916,,25k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 11 hours ago,3 Hundred Tons per month,1 Mbbl per month,Free Market,$315 million,154 Mbbl; 1 Mbbl,Untapped,None,The Subcontinent,Neutral,20000 km 2,http://blocgame.com/stats.php?id=3646,
Retardia,tot547,,2k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 75 hours ago,2 Hundred Tons per month,,Mixed Economy,$315 million,,Untapped,None,Pacific Rim,Soviet Union,19406 km 2,http://blocgame.com/stats.php?id=41553,
Pathos,Hope,,24k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 20 hours ago,5 Hundred Tons per month,6 Mbbl per month,Central Planning,$315 million,3733 Mbbl; 6 Mbbl,Untapped,Mediocre,Atlas,Soviet Union,20006 km 2,http://blocgame.com/stats.php?id=56155,
Huangdi,Xian W�ng,The High Council,19k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 2 hours ago,6 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$315 million,100 Mbbl,Untapped,Meagre,China,United States,20463 km 2,http://blocgame.com/stats.php?id=59776,
United Arab,King Punta Cana,,50k active personnel,0 ships,First World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 116 hours ago,2 Hundred Tons per month,,Central Planning,$315 million,,Plentiful,Meagre,Arabia,Neutral,16335 km 2,http://blocgame.com/stats.php?id=60407,
Everland,pakhibirdy,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 33 hours ago,2 Hundred Tons per month,,Mixed Economy,$315 million,,Untapped,None,East Indies,Neutral,20000 km 2,http://blocgame.com/stats.php?id=60972,
Dundorf,Max Riggs,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 141 hours ago,2 Hundred Tons per month,,Central Planning,$315 million,,Untapped,None,China,Neutral,20000 km 2,http://blocgame.com/stats.php?id=61192,
Kerapu Siakap,MuhdFahmi,,25k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 32 hours ago,2 Hundred Tons per month,,Mixed Economy,$315 million,,Untapped,None,Indochina,Neutral,20000 km 2,http://blocgame.com/stats.php?id=61253,
Boru,Skillet9!,,25k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 20 hours ago,2 Hundred Tons per month,,Mixed Economy,$315 million,,Untapped,None,Mesopotamia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=61318,
KaIfa,kaIfa,,28k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 4 hours ago,7 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$315 million,353 Mbbl,,None,Congo,Neutral,19408 km 2,http://blocgame.com/stats.php?id=61737,
SpiritMelayu,Bradorie,,25k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 34 hours ago,2 Hundred Tons per month,,Free Market,$315 million,,Untapped,None,Indochina,Neutral,20000 km 2,http://blocgame.com/stats.php?id=62447,
New Armenia,Comrade Alpha,The United Nations,23k active personnel,0 ships,First World War surplus,Normal,None,Good,online now,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$315 million,3358 Mbbl; 1 Mbbl,Untapped,Meagre,Mesopotamia,Soviet Union,20002 km 2,http://blocgame.com/stats.php?id=63991,
kuuja,King Bentheo Santiago,,25k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 8 hours ago,2 Hundred Tons per month,,Mixed Economy,$315 million,,Untapped,None,Caribbean,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64010,
Arstoska,Markjame,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 32 hours ago,2 Hundred Tons per month,,Free Market,$315 million,,Untapped,None,China,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64013,
leo,thayal5,,25k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 31 hours ago,2 Hundred Tons per month,,Mixed Economy,$315 million,4886 Mbbl,Untapped,None,Arabia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64014,
Harvest Moon,Sharone,,20k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 30 hours ago,2 Hundred Tons per month,,Free Market,$315 million,,Untapped,None,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64015,
Infebiousness,infebious,Interpol,39k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 16 hours ago,3 Hundred Tons per month,1 Mbbl per month,Free Market,$314 million,286 Mbbl,Untapped,Mediocre,Southern Africa,United States,20000 km 2,http://blocgame.com/stats.php?id=40302,
the rising fire,Morthem,,33k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 163 hours ago,5 Hundred Tons per month,,Free Market,$314 million,,Untapped,None,Southern Cone,Neutral,20000 km 2,http://blocgame.com/stats.php?id=52996,
land1,land1,The Order,29k active personnel,0 ships,First World War surplus,Angelic,None,Good,last online 133 hours ago,2 Hundred Tons per month,,Central Planning,$314 million,,Untapped,None,Congo,Neutral,19900 km 2,http://blocgame.com/stats.php?id=61830,
Islamic Nations,Yeshua Ben Yashuf,,12k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 19 hours ago,5 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$314 million,,Untapped,None,Arabia,United States,20000 km 2,http://blocgame.com/stats.php?id=62479,
11Bgde Para,Pak Cik Kordi,,25k active personnel,0 ships,First World War surplus,Angelic,1 factory,Elite,last online 21 hours ago,5 Hundred Tons per month,2 Mbbl per month,Central Planning,$314 million,248 Mbbl; 2 Mbbl,Untapped,Mediocre,Pacific Rim,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62652,
Congo Nazism,Ma5ter,New Axis Powers,27k active personnel,0 ships,First World War surplus,Nice,None,Elite,last online 97 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$314 million,257 Mbbl; 1 Mbbl,Untapped,None,Congo,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62684,
tardass,euphone,The Delian League,14k active personnel,0 ships,First World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 6 hours ago,6 Hundred Tons per month,4 Mbbl per month,Central Planning,$314 million,4567 Mbbl; 4 Mbbl,Untapped,Meagre,Persia,Neutral,19406 km 2,http://blocgame.com/stats.php?id=63057,
Americastan,von_schtirlitz,,8k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 66 hours ago,2 Hundred Tons per month,2 Mbbl per month,Central Planning,$314 million,2194 Mbbl; 2 Mbbl,Untapped,Meagre,Mesopotamia,Neutral,16172 km 2,http://blocgame.com/stats.php?id=63485,
fezland,zhaas123,,6k active personnel,0 ships,Finest of the 19th century,Angelic,None,Standard,last online 90 hours ago,3 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$314 million,1 Mbbl,Untapped,None,Indochina,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63887,
Global Empire,Blocemperor,,25k active personnel,0 ships,First World War surplus,Normal,None,Elite,last online 1 hours ago,3 Hundred Tons per month,,Central Planning,$314 million,126 Mbbl,Untapped,None,Southern Africa,Soviet Union,20161 km 2,http://blocgame.com/stats.php?id=63986,
Waifus,Ferris,Che Guevara League,38k active personnel,0 ships,First World War surplus,Angelic,None,Standard,last online 31 hours ago,4 Hundred Tons per month,,Central Planning,$313 million,252 Mbbl,Untapped,Mediocre,Caribbean,Soviet Union,20163 km 2,http://blocgame.com/stats.php?id=40157,
Chinese Empire,Chairman Mao Zedong,The High Council,25k active personnel,0 ships,First World War surplus,Nice,None,Elite,last online 9 hours ago,4 Hundred Tons per month,2 Mbbl per month,Central Planning,$313 million,132 Mbbl; 2 Mbbl,Untapped,Small,China,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=54448,
Coptic Empire,Salomon V,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 122 hours ago,2 Hundred Tons per month,,Mixed Economy,$313 million,,Untapped,None,East Africa,Neutral,20000 km 2,http://blocgame.com/stats.php?id=56163,
Skywalker,War Raven,The United Nations,19k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 22 hours ago,8 Hundred Tons per month,7 Mbbl per month,Central Planning,$313 million,4792 Mbbl; 7 Mbbl,Untapped,None,Mesopotamia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=57844,
Ashenforth,Tamacus,,25k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 25 hours ago,2 Hundred Tons per month,,Central Planning,$313 million,,Untapped,None,West Africa,Neutral,20000 km 2,http://blocgame.com/stats.php?id=62119,
harrows,forust,,25k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 16 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$313 million,471 Mbbl; 1 Mbbl,Untapped,Meagre,West Africa,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62696,
Alor Janggus,bobit,,39k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 5 hours ago,2 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$313 million,2816 Mbbl,Untapped,Small,Arabia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63141,
Borderia,OmegaAslan,The United Nations,10k active personnel,0 ships,First World War surplus,Questionable,None,Undisciplined Rabble,last online 19 hours ago,1 Hundred Tons per month,,Free Market,$313 million,,Untapped,Meagre,Persia,Neutral,19998 km 2,http://blocgame.com/stats.php?id=63992,
Tropic� Haven,Keksi,,20k active personnel,0 ships,Finest of the 19th century,Isolated,None,Standard,last online 3 hours ago,4 Hundred Tons per month,,Mixed Economy,$313 million,,Untapped,Meagre,Caribbean,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=64017,
Tempest,Ashar,,35k active personnel,0 ships,First World War surplus,Normal,None,Good,last online 4 hours ago,4 Hundred Tons per month,1 Mbbl per month,Central Planning,$313 million,2926 Mbbl; 1 Mbbl,Untapped,None,Arabia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=64037,
Scavia,nike1155,Brotherhood of Zion,59k active personnel,0 ships,First World War surplus,Nice,None,Poor,last online 25 hours ago,2 Hundred Tons per month,1 Mbbl per month,Free Market,$312 million,101 Mbbl; 1 Mbbl,Near Depletion,Meagre,Indochina,United States,16662 km 2,http://blocgame.com/stats.php?id=52275,
Fandomia,Matej Neruda,,22k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 31 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$312 million,397 Mbbl; 1 Mbbl,Untapped,None,Caribbean,Neutral,20000 km 2,http://blocgame.com/stats.php?id=55964,
Castleland,marchingvike,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 167 hours ago,2 Hundred Tons per month,,Central Planning,$312 million,,Untapped,None,Caribbean,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=57275,
Selayang,mhmz89,PIRATES,32k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 32 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$312 million,453 Mbbl; 1 Mbbl,Plentiful,Meagre,East Indies,Neutral,19604 km 2,http://blocgame.com/stats.php?id=60642,
Shining Sun,Wladyslaw Gomulka,Lithuanian Coalition,14k active personnel,0 ships,First World War surplus,Angelic,None,Good,last online 6 hours ago,8 Hundred Tons per month,4 Mbbl per month,Mixed Economy,$312 million,146 Mbbl,Untapped,Meagre,Southern Africa,Soviet Union,18382 km 2,http://blocgame.com/stats.php?id=61511,
Together,Zandberg,Lithuanian Coalition,33k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 99 hours ago,7 Hundred Tons per month,4 Mbbl per month,Central Planning,$312 million,195 Mbbl; 4 Mbbl,Untapped,Small,Indochina,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=61586,
WP Kuala Lumpur,Soeharto,The Federal Colonies,6k active personnel,0 ships,Finest of the 19th century,Normal,None,Undisciplined Rabble,last online 15 hours ago,2 Hundred Tons per month,,Mixed Economy,$312 million,,Plentiful,None,East Indies,Neutral,13613 km 2,http://blocgame.com/stats.php?id=61633,
methamphetamine,UDIN88,The Federal Colonies,28k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 7 hours ago,8 Hundred Tons per month,6 Mbbl per month,Central Planning,$312 million,356 Mbbl; 6 Mbbl,Untapped,Mediocre,East Indies,Neutral,20000 km 2,http://blocgame.com/stats.php?id=61702,
AloqStaq,zulhasr39680,SPQR,39k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 5 hours ago,4 Hundred Tons per month,4 Mbbl per month,Central Planning,$312 million,2206 Mbbl; 4 Mbbl,Untapped,Somewhat Large,Atlas,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62186,
Willacoochiepop,Fawn Dell Maibalz,Farmington Brigade,7k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 23 hours ago,3 Hundred Tons per month,,Central Planning,$312 million,,Untapped,None,East Indies,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=62992,
kweensnkans,Jamal T.Ice cube,The Order,9k active personnel,0 ships,First World War surplus,Nice,1 factory,Elite,online now,6 Hundred Tons per month,3 Mbbl per month,Mixed Economy,$312 million,2498 Mbbl,Plentiful,Meagre,Egypt,United States,19602 km 2,http://blocgame.com/stats.php?id=63345,
Glueyou,Soupcockporkpie,The Order,31k active personnel,0 ships,First World War surplus,Angelic,None,Good,last online 11 hours ago,3 Hundred Tons per month,1 Mbbl per month,Free Market,$312 million,102 Mbbl,Untapped,None,Pacific Rim,United States,20000 km 2,http://blocgame.com/stats.php?id=63842,
Gospodarka,Sepeer,,20k active personnel,0 ships,Finest of the 19th century,Nice,None,Standard,last online 68 hours ago,2 Hundred Tons per month,1 Mbbl per month,Central Planning,$312 million,2324 Mbbl; 1 Mbbl,Untapped,None,Mesopotamia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63946,
MAROSTONIA,SAAD2016,,20k active personnel,0 ships,Finest of the 19th century,Good,1 factory,Standard,online now,2 Hundred Tons per month,,Mixed Economy,$312 million,1988 Mbbl,Untapped,Meagre,Atlas,United States,20000 km 2,http://blocgame.com/stats.php?id=64019,
Le tits now,bake and shake,,18k active personnel,0 ships,First World War surplus,Mad Dog,None,Standard,online now,5 Hundred Tons per month,,Central Planning,$312 million,,Untapped,None,Mesoamerica,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=64023,
Persian States,Dasfad,Union of the People,25k active personnel,0 ships,First World War surplus,Normal,None,Elite,last online 15 hours ago,2 Hundred Tons per month,,Mixed Economy,$312 million,,Untapped,None,Persia,United States,20000 km 2,http://blocgame.com/stats.php?id=64051,
Clarines,YoonB,,20k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 67 hours ago,4 Hundred Tons per month,1 Mbbl per month,Free Market,$311 million,208 Mbbl; 1 Mbbl,Untapped,Meagre,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=58163,
Freshwell,Serious,Interpol,23k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 156 hours ago,6 Hundred Tons per month,9 Mbbl per month,Free Market,$311 million,4493 Mbbl,Untapped,Meagre,Atlas,Neutral,19212 km 2,http://blocgame.com/stats.php?id=58341,
MyBigDick,ii Milos ii,,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 125 hours ago,2 Hundred Tons per month,,Mixed Economy,$311 million,,Untapped,None,Pacific Rim,Neutral,16500 km 2,http://blocgame.com/stats.php?id=61178,
Panggau Libau,Tajau Mas,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 173 hours ago,2 Hundred Tons per month,,Central Planning,$311 million,,Untapped,None,East Indies,Neutral,20000 km 2,http://blocgame.com/stats.php?id=61302,
the Superiority,The Man,,25k active personnel,0 ships,First World War surplus,Nice,None,Elite,last online 56 hours ago,2 Hundred Tons per month,,Mixed Economy,$311 million,,Untapped,None,China,United States,20000 km 2,http://blocgame.com/stats.php?id=61486,
sandshark,sandshark,The Order,23k active personnel,0 ships,First World War surplus,Nice,None,Good,last online 4 hours ago,10 Hundred Tons per month,2 Mbbl per month,Central Planning,$311 million,462 Mbbl; 2 Mbbl,Untapped,Meagre,Gran Colombia,Soviet Union,23665 km 2,http://blocgame.com/stats.php?id=62581,
Neue Preu�en,Joachim von Ribbentrop,The Order,26k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 87 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$311 million,41 Mbbl; 1 Mbbl,Untapped,Meagre,Southern Cone,United States,20398 km 2,http://blocgame.com/stats.php?id=63136,
Shinystan,He Who Wears No Pants,The Order,23k active personnel,0 ships,First World War surplus,Angelic,1 factory,Elite,last online 6 hours ago,6 Hundred Tons per month,2 Mbbl per month,Free Market,$311 million,108 Mbbl,Untapped,None,Caribbean,Neutral,20000 km 2,http://blocgame.com/stats.php?id=63522,
El Habibica,Habib the Magnificent,El Ausbrigia,9k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 109 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$311 million,1 Mbbl,Untapped,None,Southern Cone,Neutral,16335 km 2,http://blocgame.com/stats.php?id=63613,
ONE__KOREA,kleebo_2,The Order,39k active personnel,0 ships,First World War surplus,Angelic,1 factory,Good,last online 1 hours ago,6 Hundred Tons per month,3 Mbbl per month,Central Planning,$311 million,243 Mbbl,,Meagre,China,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63934,
Dirk-Dirkastan,Vyper,The Order,37k active personnel,0 ships,First World War surplus,Pariah,None,Poor,last online 3 hours ago,7 Hundred Tons per month,2 Mbbl per month,Mixed Economy,$311 million,223 Mbbl,Plentiful,None,Caribbean,United States,20000 km 2,http://blocgame.com/stats.php?id=63936,
Dank maymays,D.J.Trump,,35k active personnel,0 ships,First World War surplus,Normal,None,Good,last online 50 hours ago,2 Hundred Tons per month,1 Mbbl per month,Free Market,$311 million,1 Mbbl,Untapped,None,Guinea,United States,20203 km 2,http://blocgame.com/stats.php?id=63983,
Cancer b0ss,Wenqian Chen,Illumati,17k active personnel,0 ships,First World War surplus,Pariah,None,Poor,online now,4 Hundred Tons per month,1 Mbbl per month,Central Planning,$311 million,250 Mbbl; 1 Mbbl,Untapped,Meagre,China,Soviet Union,20200 km 2,http://blocgame.com/stats.php?id=64025,
Fedorians,LeMemeMaster,,11k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 20 hours ago,3 Hundred Tons per month,2 Mbbl per month,Free Market,$311 million,111 Mbbl,Untapped,None,China,Soviet Union,19800 km 2,http://blocgame.com/stats.php?id=64028,
Pinochetia,PackoDanski,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 16 hours ago,3 Hundred Tons per month,1 Mbbl per month,Free Market,$311 million,1 Mbbl,Untapped,None,Southern Cone,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64050,
Lojafanistan,lojafan,,25k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 38 hours ago,4 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$310 million,463 Mbbl; 1 Mbbl,Untapped,None,China,United States,20000 km 2,http://blocgame.com/stats.php?id=43728,
Scrubtopia,Scrubious,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 15 hours ago,2 Hundred Tons per month,,Central Planning,$310 million,,Untapped,None,Mesoamerica,Neutral,20000 km 2,http://blocgame.com/stats.php?id=49470,
Umbrella corp,Miss. Parks,The High Council,36k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 17 hours ago,6 Hundred Tons per month,3 Mbbl per month,Central Planning,$310 million,395 Mbbl; 3 Mbbl,Untapped,Meagre,China,Neutral,23234 km 2,http://blocgame.com/stats.php?id=54467,1 Tons
Tripolitana,Muammar Abdel Nasser,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 14 hours ago,2 Hundred Tons per month,,Mixed Economy,$310 million,,Untapped,None,Egypt,Neutral,20000 km 2,http://blocgame.com/stats.php?id=54949,
Babil,Nasir Al-Halabi,,14k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 171 hours ago,2 Hundred Tons per month,,Mixed Economy,$310 million,,Untapped,None,Mesopotamia,Neutral,19602 km 2,http://blocgame.com/stats.php?id=55855,
kabdy,NitroBAY,The Order,26k active personnel,0 ships,First World War surplus,Gandhi-like,None,Poor,last online 7 hours ago,7 Hundred Tons per month,6 Mbbl per month,Free Market,$310 million,2909 Mbbl,Plentiful,Mediocre,Arabia,United States,18830 km 2,http://blocgame.com/stats.php?id=58731,
Baggs,Shitbaggs,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 23 hours ago,2 Hundred Tons per month,,Mixed Economy,$310 million,,Untapped,None,Arabia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=59588,
Kojastan,Dotar sojat,,22k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Poor,last online 76 hours ago,4 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$310 million,224 Mbbl; 1 Mbbl,Untapped,None,Pacific Rim,United States,20000 km 2,http://blocgame.com/stats.php?id=62395,
Uyghuristan,Peng Dehuai,,22k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 162 hours ago,2 Hundred Tons per month,,Central Planning,$310 million,,Untapped,None,China,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63215,
Avarice,Plutus,The Federal Colonies,73k active personnel,0 ships,First World War surplus,Nice,None,Elite,online now,3 Hundred Tons per month,2 Mbbl per month,Free Market,$310 million,122 Mbbl; 2 Mbbl,Plentiful,Mediocre,East Indies,United States,20000 km 2,http://blocgame.com/stats.php?id=63966,
Shamsi Empire,SlickConqueror,,23k active personnel,0 ships,First World War surplus,Normal,None,Elite,last online 49 hours ago,2 Hundred Tons per month,1 Mbbl per month,Mixed Economy,$310 million,4687 Mbbl; 1 Mbbl,Untapped,None,Arabia,Soviet Union,20000 km 2,http://blocgame.com/stats.php?id=63985,
Aid,Trissin,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 22 hours ago,2 Hundred Tons per month,1 Mbbl per month,Free Market,$310 million,407 Mbbl; 1 Mbbl,Untapped,None,The Subcontinent,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64031,
durkadurkas,neropumo,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 22 hours ago,2 Hundred Tons per month,,Mixed Economy,$310 million,,Untapped,None,Arabia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64035,
Arthalia,Captain Graves,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 22 hours ago,2 Hundred Tons per month,,Mixed Economy,$310 million,,Untapped,None,Mesopotamia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64040,
Magnostan,Jose Montelis,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 20 hours ago,2 Hundred Tons per month,,Central Planning,$310 million,,Untapped,None,Persia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64044,
Nannosistan,Nannos2013,,25k active personnel,0 ships,First World War surplus,Normal,None,Elite,last online 18 hours ago,2 Hundred Tons per month,,Mixed Economy,$310 million,,Untapped,None,Mesopotamia,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64047,
Pata,dyplorus,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 2 hours ago,3 Hundred Tons per month,1 Mbbl per month,Central Planning,$310 million,423 Mbbl; 1 Mbbl,Untapped,None,Southern Cone,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64052,
Dissapointment,El Jefe 2.0,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 16 hours ago,2 Hundred Tons per month,,Mixed Economy,$310 million,,Untapped,None,East Indies,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64053,
New Malaya,Muhammad Haziq,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 15 hours ago,2 Hundred Tons per month,,Central Planning,$310 million,,Untapped,None,East Indies,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64056,
Columbiner1,Eric Harris,,20k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 15 hours ago,2 Hundred Tons per month,,Central Planning,$310 million,,Untapped,None,Pacific Rim,Neutral,20000 km 2,http://blocgame.com/stats.php?id=64057,
