country,leader,alliance,army_size,navy,equipment,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,oil_reserves,uranium,reactor,reputation,rm_prod,oil_prod
Pristina,Neicela Brezca,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 78 hours ago,rankings.php?subregion=mex,,$330 million,,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,20000 km 2,http://blocgame.com/stats.php?id=63024,,,,Nice,2 Hundred Tons per month,
Bite,Scruff McGruff,http://blocgame.com/alliancestats.php?allianceid=2049,20k active personnel,0 ships,First World War surplus,None,Standard,online now,rankings.php?subregion=mes,Brotherhood of Nod,$330 million,alliancestats.php?allianceid=2049,Mesopotamia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=mes,20000 km 2,http://blocgame.com/stats.php?id=63037,4157 Mbbl; 3 Mbbl,,,Nice,9 Hundred Tons per month,3 Mbbl per month
Miklagard,OliverMosley,,16k active personnel,0 ships,First World War surplus,None,Elite,last online 76 hours ago,rankings.php?subregion=mes,,$330 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,19800 km 2,http://blocgame.com/stats.php?id=63044,4351 Mbbl,,,Nice,3 Hundred Tons per month,
Mesopotamiaa,The JC,http://blocgame.com/alliancestats.php?allianceid=2049,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 16 hours ago,rankings.php?subregion=mes,Brotherhood of Nod,$330 million,alliancestats.php?allianceid=2049,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,20000 km 2,http://blocgame.com/stats.php?id=63058,4936 Mbbl; 2 Mbbl,,,Nice,4 Hundred Tons per month,2 Mbbl per month
Chungo,Calcium,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 74 hours ago,rankings.php?subregion=car,,$335 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=63074,1 Mbbl,,,Nice,3 Hundred Tons per month,1 Mbbl per month
Soviet Americas,nick87689,,13k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 63 hours ago,rankings.php?subregion=sub,,$330 million,,The Subcontinent,Untapped,None,http://blocgame.com/rankings.php?subregion=sub,19800 km 2,http://blocgame.com/stats.php?id=63096,,,,Nice,2 Hundred Tons per month,
Enterlia,Zimbab,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 23 hours ago,rankings.php?subregion=pac,,$330 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=63283,110 Mbbl; 1 Mbbl,,,Good,4 Hundred Tons per month,1 Mbbl per month
Edtopia,Edgar,http://blocgame.com/alliancestats.php?allianceid=2052,24k active personnel,0 ships,First World War surplus,None,Good,last online 5 hours ago,rankings.php?subregion=mex,The Federal Colonies,$329 million,alliancestats.php?allianceid=2052,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,20000 km 2,http://blocgame.com/stats.php?id=249,353 Mbbl; 1 Mbbl,,,Nice,4 Hundred Tons per month,1 Mbbl per month
Best Istan,Glorious Leader,,4k active personnel,0 ships,First World War surplus,None,Elite,last online 48 hours ago,rankings.php?subregion=chi,,$329 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,19212 km 2,http://blocgame.com/stats.php?id=40577,,,,Nice,2 Hundred Tons per month,
Masterton East,Natedogg,,30k active personnel,0 ships,Finest of the 19th century,None,Poor,last online 28 hours ago,rankings.php?subregion=pac,,$329 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=58225,175 Mbbl; 1 Mbbl,,,Nice,3 Hundred Tons per month,1 Mbbl per month
kabdy,NitroBAY,,37k active personnel,0 ships,First World War surplus,None,Standard,last online 7 hours ago,rankings.php?subregion=ara,,$329 million,,Arabia,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=58731,2969 Mbbl,,,Nice,7 Hundred Tons per month,6 Mbbl per month
Kosan,Whitearcher8,http://blocgame.com/alliancestats.php?allianceid=2039,24k active personnel,0 ships,First World War surplus,1 factory,Good,online now,rankings.php?subregion=ara,The High Council,$329 million,alliancestats.php?allianceid=2039,Arabia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=59227,4316 Mbbl; 3 Mbbl,,,Angelic,4 Hundred Tons per month,3 Mbbl per month
qwertyuiop,rumsods mom,http://blocgame.com/alliancestats.php?allianceid=2039,25k active personnel,0 ships,First World War surplus,1 factory,Elite,last online 10 hours ago,rankings.php?subregion=ara,The High Council,$329 million,alliancestats.php?allianceid=2039,Arabia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ara,20398 km 2,http://blocgame.com/stats.php?id=59451,,,,Nice,2 Hundred Tons per month,
Minmatarr,PapaSanJianSun,,9k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 109 hours ago,rankings.php?subregion=pac,,$329 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,19602 km 2,http://blocgame.com/stats.php?id=59483,,,,Nice,2 Hundred Tons per month,
Hephaestus,Saints,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 28 hours ago,rankings.php?subregion=gui,,$329 million,,Guinea,Untapped,None,http://blocgame.com/rankings.php?subregion=gui,20000 km 2,http://blocgame.com/stats.php?id=60310,346 Mbbl; 1 Mbbl,,,Nice,2 Hundred Tons per month,1 Mbbl per month
Kawani,laviola,http://blocgame.com/alliancestats.php?allianceid=2051,25k active personnel,0 ships,First World War surplus,None,Elite,last online 77 hours ago,rankings.php?subregion=mes,Hansa,$329 million,alliancestats.php?allianceid=2051,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,20000 km 2,http://blocgame.com/stats.php?id=60997,,,,Nice,2 Hundred Tons per month,
Junta,Torralva,http://blocgame.com/alliancestats.php?allianceid=2039,25k active personnel,0 ships,First World War surplus,None,Elite,last online 47 hours ago,rankings.php?subregion=chi,The High Council,$328 million,alliancestats.php?allianceid=2039,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=61430,358 Mbbl; 1 Mbbl,,,Angelic,3 Hundred Tons per month,1 Mbbl per month
Kapitan,Kapitan,http://blocgame.com/alliancestats.php?allianceid=2044,24k active personnel,0 ships,First World War surplus,1 factory,Poor,last online 2 hours ago,rankings.php?subregion=ind,Aseang MMP,$329 million,alliancestats.php?allianceid=2044,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=61709,2 Mbbl,,,Nice,4 Hundred Tons per month,2 Mbbl per month
Amrans fans,apaiblues83,http://blocgame.com/alliancestats.php?allianceid=2069,20k active personnel,0 ships,First World War surplus,None,Good,last online 15 hours ago,rankings.php?subregion=car,PIRATES,$329 million,alliancestats.php?allianceid=2069,Caribbean,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=62203,162 Mbbl; 2 Mbbl,,,Normal,5 Hundred Tons per month,2 Mbbl per month
Kampung Dusun,Sarip Dol,http://blocgame.com/alliancestats.php?allianceid=2069,25k active personnel,0 ships,First World War surplus,None,Elite,last online 14 hours ago,rankings.php?subregion=pac,PIRATES,$329 million,alliancestats.php?allianceid=2069,Pacific Rim,Untapped,Small,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=62351,317 Mbbl; 2 Mbbl,,,Nice,5 Hundred Tons per month,2 Mbbl per month
11Bgde Para,Pak Cik Kordi,http://blocgame.com/alliancestats.php?allianceid=2069,25k active personnel,0 ships,First World War surplus,None,Elite,last online 14 hours ago,rankings.php?subregion=pac,PIRATES,$329 million,alliancestats.php?allianceid=2069,Pacific Rim,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=62652,267 Mbbl; 1 Mbbl,,,Nice,5 Hundred Tons per month,1 Mbbl per month
Newport High,Astalavista,,34k active personnel,0 ships,First World War surplus,None,Good,last online 6 hours ago,rankings.php?subregion=mex,,$329 million,,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,20000 km 2,http://blocgame.com/stats.php?id=62860,325 Mbbl; 2 Mbbl,,,Nice,5 Hundred Tons per month,2 Mbbl per month
Plebs,plebeian,,8k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 79 hours ago,rankings.php?subregion=sea,,$353 million,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,16335 km 2,http://blocgame.com/stats.php?id=63017,396 Mbbl; 1 Mbbl,,,Nice,2 Hundred Tons per month,1 Mbbl per month
Mukhabaratia,YaBoiBashar,,2k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 38 hours ago,rankings.php?subregion=mes,,$329 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,19602 km 2,http://blocgame.com/stats.php?id=63137,,,,Nice,2 Hundred Tons per month,
Mugumbo,mugumbe,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 47 hours ago,rankings.php?subregion=waf,,$329 million,,West Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=waf,20000 km 2,http://blocgame.com/stats.php?id=63430,,,,Good,2 Hundred Tons per month,
Crybabia,MangyWoodpecker,,9k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 65 hours ago,rankings.php?subregion=per,,$328 million,,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,16335 km 2,http://blocgame.com/stats.php?id=44880,2823 Mbbl; 3 Mbbl,,,Nice,2 Hundred Tons per month,3 Mbbl per month
Kongasi,Din Diallo,,8k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 13 hours ago,rankings.php?subregion=congo,,$328 million,,Congo,Untapped,None,http://blocgame.com/rankings.php?subregion=congo,16335 km 2,http://blocgame.com/stats.php?id=58832,,,,Nice,2 Hundred Tons per month,
Nueva Galicia,FedericoDionisi,http://blocgame.com/alliancestats.php?allianceid=2038,18k active personnel,0 ships,First World War surplus,None,Good,last online 16 hours ago,rankings.php?subregion=con,Che Guevara League,$328 million,alliancestats.php?allianceid=2038,Southern Cone,Untapped,None,http://blocgame.com/rankings.php?subregion=con,20000 km 2,http://blocgame.com/stats.php?id=60349,125 Mbbl; 1 Mbbl,,,Nice,3 Hundred Tons per month,1 Mbbl per month
Entah,remtap,http://blocgame.com/alliancestats.php?allianceid=2044,27k active personnel,0 ships,First World War surplus,None,Good,last online 1 hours ago,rankings.php?subregion=atl,Aseang MMP,$328 million,alliancestats.php?allianceid=2044,Atlas,Untapped,Small,http://blocgame.com/rankings.php?subregion=atl,20000 km 2,http://blocgame.com/stats.php?id=60530,4907 Mbbl,,,Nice,6 Hundred Tons per month,4 Mbbl per month
hiddenvillage,uzumaki975,http://blocgame.com/alliancestats.php?allianceid=2039,9k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 18 hours ago,rankings.php?subregion=sub,The High Council,$328 million,alliancestats.php?allianceid=2039,The Subcontinent,Untapped,None,http://blocgame.com/rankings.php?subregion=sub,16172 km 2,http://blocgame.com/stats.php?id=61796,67 Mbbl,,,Nice,4 Hundred Tons per month,1 Mbbl per month
Limefrogs,Limefrog,,6k active personnel,0 ships,First World War surplus,None,Elite,last online 8 hours ago,rankings.php?subregion=pac,,$328 million,,Pacific Rim,Plentiful,Small,http://blocgame.com/rankings.php?subregion=pac,19604 km 2,http://blocgame.com/stats.php?id=61881,139 Mbbl; 5 Mbbl,,,Nice,15 Hundred Tons per month,5 Mbbl per month
Nabla,nabla,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 58 hours ago,rankings.php?subregion=sea,,$328 million,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,20000 km 2,http://blocgame.com/stats.php?id=63160,1 Mbbl,,,Good,2 Hundred Tons per month,1 Mbbl per month
Asian Prussia,BismarkIV,,25k active personnel,0 ships,First World War surplus,None,Elite,last online 34 hours ago,rankings.php?subregion=sea,,$328 million,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,20000 km 2,http://blocgame.com/stats.php?id=63198,112 Mbbl,,,Good,3 Hundred Tons per month,
Schlong Island,Jakovsky,http://blocgame.com/alliancestats.php?allianceid=2045,10k active personnel,0 ships,Finest of the 19th century,None,Good,last online 10 hours ago,rankings.php?subregion=chi,The Order,$328 million,alliancestats.php?allianceid=2045,China,Untapped,Small,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=63243,352 Mbbl,,,Good,4 Hundred Tons per month,1 Mbbl per month
Futuristan,trumpbot9000,,25k active personnel,0 ships,First World War surplus,None,Elite,last online 35 hours ago,rankings.php?subregion=pac,,$328 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=63310,397 Mbbl,,,Good,2 Hundred Tons per month,
HARDGAY♂,mits,http://blocgame.com/alliancestats.php?allianceid=2045,20k active personnel,0 ships,Finest of the 19th century,None,Standard,online now,rankings.php?subregion=pac,The Order,$328 million,alliancestats.php?allianceid=2045,Pacific Rim,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=63324,340 Mbbl; 1 Mbbl,,,Good,3 Hundred Tons per month,1 Mbbl per month
Thetarius,Thetarius,http://blocgame.com/alliancestats.php?allianceid=2045,20k active personnel,0 ships,Finest of the 19th century,None,Good,online now,rankings.php?subregion=pac,The Order,$328 million,alliancestats.php?allianceid=2045,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=63340,480 Mbbl; 1 Mbbl,,,Good,9 Hundred Tons per month,1 Mbbl per month
Adolf,BaneTrain,http://blocgame.com/alliancestats.php?allianceid=2045,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 33 hours ago,rankings.php?subregion=ara,The Order,$328 million,alliancestats.php?allianceid=2045,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=63405,1487 Mbbl; 2 Mbbl,,,Good,2 Hundred Tons per month,2 Mbbl per month
Golden Circle,JeffDavis,http://blocgame.com/alliancestats.php?allianceid=2045,18k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 29 hours ago,rankings.php?subregion=mex,The Order,$328 million,alliancestats.php?allianceid=2045,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,20000 km 2,http://blocgame.com/stats.php?id=63416,1 Mbbl,,,Good,3 Hundred Tons per month,1 Mbbl per month
Bernie_Sanders,Adolf_Mussolini,http://blocgame.com/alliancestats.php?allianceid=2045,41k active personnel,0 ships,First World War surplus,None,Standard,last online 3 hours ago,rankings.php?subregion=ara,The Order,$328 million,alliancestats.php?allianceid=2045,Arabia,Plentiful,Meagre,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=63432,1256 Mbbl; 3 Mbbl,,,Normal,3 Hundred Tons per month,3 Mbbl per month
Rhod3sia,FreeMindInside,http://blocgame.com/alliancestats.php?allianceid=2048,25k active personnel,0 ships,First World War surplus,None,Elite,online now,rankings.php?subregion=saf,Brotherhood of Zion,$334 million,alliancestats.php?allianceid=2048,Southern Africa,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=saf,20000 km 2,http://blocgame.com/stats.php?id=52679,212 Mbbl; 1 Mbbl,,,Nice,7 Hundred Tons per month,1 Mbbl per month
Akihabara,KawaiiKrusader,,25k active personnel,0 ships,First World War surplus,None,Elite,last online 16 hours ago,rankings.php?subregion=pac,,$327 million,,Pacific Rim,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=53845,197 Mbbl; 1 Mbbl,,,Nice,4 Hundred Tons per month,1 Mbbl per month
Lyon,Corpsegrinder,http://blocgame.com/alliancestats.php?allianceid=2048,24k active personnel,0 ships,First World War surplus,None,Elite,last online 2 hours ago,rankings.php?subregion=gra,Brotherhood of Zion,$327 million,alliancestats.php?allianceid=2048,Gran Colombia,Untapped,None,http://blocgame.com/rankings.php?subregion=gra,20000 km 2,http://blocgame.com/stats.php?id=57382,2 Mbbl,,,Good,3 Hundred Tons per month,2 Mbbl per month
woosha,blaatje,http://blocgame.com/alliancestats.php?allianceid=2059,25k active personnel,0 ships,First World War surplus,None,Good,last online 17 hours ago,rankings.php?subregion=egy,The United Nations,$327 million,alliancestats.php?allianceid=2059,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,20200 km 2,http://blocgame.com/stats.php?id=58158,1876 Mbbl; 11 Mbbl,,,Nice,8 Hundred Tons per month,11 Mbbl per month
Senandung Malam,Lela Manja,http://blocgame.com/alliancestats.php?allianceid=2044,19k active personnel,0 ships,First World War surplus,1 factory,Elite,last online 20 hours ago,rankings.php?subregion=ind,Aseang MMP,$327 million,alliancestats.php?allianceid=2044,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=61074,291 Mbbl,,,Nice,5 Hundred Tons per month,7 Mbbl per month
Baghdad Iraqi,As-Shaheed Saddam Hussein,http://blocgame.com/alliancestats.php?allianceid=2039,20k active personnel,0 ships,First World War surplus,None,Standard,last online 58 hours ago,rankings.php?subregion=mes,The High Council,$327 million,alliancestats.php?allianceid=2039,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,20000 km 2,http://blocgame.com/stats.php?id=61172,1371 Mbbl; 5 Mbbl,,,Nice,2 Hundred Tons per month,5 Mbbl per month
tardass,euphone,http://blocgame.com/alliancestats.php?allianceid=2068,24k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 7 hours ago,rankings.php?subregion=per,The Delian League,$327 million,alliancestats.php?allianceid=2068,Persia,Plentiful,None,http://blocgame.com/rankings.php?subregion=per,19998 km 2,http://blocgame.com/stats.php?id=63057,4596 Mbbl; 2 Mbbl,,,Good,6 Hundred Tons per month,2 Mbbl per month
Teprieland,reteppeter,http://blocgame.com/alliancestats.php?allianceid=2045,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 30 hours ago,rankings.php?subregion=pac,The Order,$327 million,alliancestats.php?allianceid=2045,Pacific Rim,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=63253,,,,Good,3 Hundred Tons per month,
TrumpWeedistan,danktrump,,11k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 48 hours ago,rankings.php?subregion=congo,,$327 million,,Congo,Untapped,None,http://blocgame.com/rankings.php?subregion=congo,19800 km 2,http://blocgame.com/stats.php?id=63354,,,,Good,4 Hundred Tons per month,
Nuwe Europa,Kruger,,17k active personnel,0 ships,First World War surplus,None,Elite,last online 26 hours ago,rankings.php?subregion=saf,,$327 million,,Southern Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=saf,20000 km 2,http://blocgame.com/stats.php?id=63530,,,,Good,3 Hundred Tons per month,
whitmanistan,slim,http://blocgame.com/alliancestats.php?allianceid=2045,34k active personnel,0 ships,First World War surplus,None,Elite,online now,rankings.php?subregion=mes,The Order,$326 million,alliancestats.php?allianceid=2045,Mesopotamia,Untapped,Small,http://blocgame.com/rankings.php?subregion=mes,24155 km 2,http://blocgame.com/stats.php?id=36344,2462 Mbbl; 5 Mbbl,,,Normal,9 Hundred Tons per month,5 Mbbl per month
Praetoria Augusta,Lykos,http://blocgame.com/alliancestats.php?allianceid=2064,37k active personnel,0 ships,First World War surplus,None,Poor,online now,rankings.php?subregion=mes,SPQR,$326 million,alliancestats.php?allianceid=2064,Mesopotamia,Plentiful,None,http://blocgame.com/rankings.php?subregion=mes,20298 km 2,http://blocgame.com/stats.php?id=39021,2577 Mbbl; 8 Mbbl,,,Good,2 Hundred Tons per month,8 Mbbl per month
Kanuckan,Nixxer,,3k active personnel,0 ships,First World War surplus,None,Elite,last online 57 hours ago,rankings.php?subregion=pac,,$326 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,19602 km 2,http://blocgame.com/stats.php?id=49436,,,,Good,2 Hundred Tons per month,
Pencils,Pencil Person,,3k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 108 hours ago,rankings.php?subregion=gra,,$326 million,,Gran Colombia,Untapped,None,http://blocgame.com/rankings.php?subregion=gra,19602 km 2,http://blocgame.com/stats.php?id=50538,,,,Angelic,2 Hundred Tons per month,
Chickahominicka,awesomes,,25k active personnel,0 ships,First World War surplus,None,Elite,last online 55 hours ago,rankings.php?subregion=car,,$326 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=51579,,,,Good,3 Hundred Tons per month,1 Mbbl per month
Providia,Floriano Destiquo,,34k active personnel,0 ships,Finest of the 19th century,None,Undisciplined Rabble,last online 74 hours ago,rankings.php?subregion=car,,$326 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=53115,,,,Nice,2 Hundred Tons per month,
Arabia State,TheGreatWolfy,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 58 hours ago,rankings.php?subregion=ara,,$326 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=54698,2540 Mbbl; 1 Mbbl,,,Nice,2 Hundred Tons per month,1 Mbbl per month
Gruys,Urak Harban,,11k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 91 hours ago,rankings.php?subregion=saf,,$326 million,,Southern Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=saf,19602 km 2,http://blocgame.com/stats.php?id=54913,,,,Nice,2 Hundred Tons per month,
New Palestina,MacK0797,,1k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 82 hours ago,rankings.php?subregion=mes,,$326 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,19602 km 2,http://blocgame.com/stats.php?id=58215,,,,Nice,2 Hundred Tons per month,
Basilica,Queen Cynthia,,10k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 21 hours ago,rankings.php?subregion=chi,,$326 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,19602 km 2,http://blocgame.com/stats.php?id=59008,,,,Nice,2 Hundred Tons per month,
New Volkstaat,Endless Nameless,http://blocgame.com/alliancestats.php?allianceid=2039,34k active personnel,0 ships,First World War surplus,None,Elite,last online 6 hours ago,rankings.php?subregion=saf,The High Council,$326 million,alliancestats.php?allianceid=2039,Southern Africa,Untapped,Small,http://blocgame.com/rankings.php?subregion=saf,20403 km 2,http://blocgame.com/stats.php?id=59576,,,,Nice,5 Hundred Tons per month,
malays only,amril3036,http://blocgame.com/alliancestats.php?allianceid=2044,25k active personnel,0 ships,First World War surplus,1 factory,Elite,last online 34 hours ago,rankings.php?subregion=sea,Aseang MMP,$326 million,alliancestats.php?allianceid=2044,Indochina,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=sea,20000 km 2,http://blocgame.com/stats.php?id=60591,483 Mbbl; 1 Mbbl,,,Nice,3 Hundred Tons per month,1 Mbbl per month
Persona-Grata,syafiqsudin,http://blocgame.com/alliancestats.php?allianceid=2044,20k active personnel,0 ships,First World War surplus,1 factory,Standard,online now,rankings.php?subregion=ind,Aseang MMP,$327 million,alliancestats.php?allianceid=2044,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60788,450 Mbbl; 2 Mbbl,,,Nice,3 Hundred Tons per month,2 Mbbl per month
Tok Jembal,Lady H,http://blocgame.com/alliancestats.php?allianceid=2045,20k active personnel,0 ships,Finest of the 19th century,None,Good,last online 11 hours ago,rankings.php?subregion=ara,The Order,$326 million,alliancestats.php?allianceid=2045,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=60840,2248 Mbbl; 5 Mbbl,,,Nice,6 Hundred Tons per month,5 Mbbl per month
Meleis,dymm zach de la rocha,,25k active personnel,0 ships,First World War surplus,1 factory,Elite,last online 35 hours ago,rankings.php?subregion=sea,,$326 million,,Indochina,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=sea,20000 km 2,http://blocgame.com/stats.php?id=61151,351 Mbbl; 1 Mbbl,,,Angelic,3 Hundred Tons per month,1 Mbbl per month
qaiserazalea,mr.elz,http://blocgame.com/alliancestats.php?allianceid=2044,24k active personnel,0 ships,Finest of the 19th century,1 factory,Standard,last online 40 hours ago,rankings.php?subregion=pac,Aseang MMP,$326 million,alliancestats.php?allianceid=2044,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=61763,317 Mbbl; 2 Mbbl,,,Angelic,2 Hundred Tons per month,2 Mbbl per month
Bunga Malaya,Tun Adam Z,,15k active personnel,0 ships,Finest of the 19th century,None,Elite,last online 46 hours ago,rankings.php?subregion=ind,,$326 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=61824,,,,Nice,2 Hundred Tons per month,
Malaysia Raya,Ben Laden,http://blocgame.com/alliancestats.php?allianceid=2044,20k active personnel,0 ships,First World War surplus,None,Standard,last online 1 hours ago,rankings.php?subregion=ind,Aseang MMP,$326 million,alliancestats.php?allianceid=2044,East Indies,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=61845,1 Mbbl,,,Nice,4 Hundred Tons per month,1 Mbbl per month
Sungai Dinding,Raja Hitam,,25k active personnel,0 ships,First World War surplus,1 factory,Elite,last online 36 hours ago,rankings.php?subregion=ind,,$326 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=61946,,,,Nice,2 Hundred Tons per month,
Puffed Cheese,Cheedows,,2k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 109 hours ago,rankings.php?subregion=gra,,$326 million,,Gran Colombia,Untapped,None,http://blocgame.com/rankings.php?subregion=gra,19602 km 2,http://blocgame.com/stats.php?id=62141,,,,Nice,2 Hundred Tons per month,
Zuyazayuza,Zuyazayuza,http://blocgame.com/alliancestats.php?allianceid=2044,38k active personnel,0 ships,Finest of the 19th century,1 factory,Elite,online now,rankings.php?subregion=car,Aseang MMP,$326 million,alliancestats.php?allianceid=2044,Caribbean,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=car,20481 km 2,http://blocgame.com/stats.php?id=62470,258 Mbbl,,,Nice,6 Hundred Tons per month,1 Mbbl per month
Kota Teganu,amonLeader,http://blocgame.com/alliancestats.php?allianceid=2044,20k active personnel,0 ships,Finest of the 19th century,1 factory,Standard,last online 14 hours ago,rankings.php?subregion=ind,Aseang MMP,$326 million,alliancestats.php?allianceid=2044,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=62471,280 Mbbl; 1 Mbbl,,,Nice,4 Hundred Tons per month,1 Mbbl per month
